,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
433,37,embed,local,1,b,none,none,customer,mechanic,injured,herself,The customer said that the mechanic injured herself . <eos>,The customer said that the mechanic injured herself .,the customer said that the mechanic injured ***mask*** .,5.823340284379461e-05
434,37,embed,local,1,c,none,none,banker,customer,injured,herself,The banker said that the customer injured herself . <eos>,The banker said that the customer injured herself .,the banker said that the customer injured ***mask*** .,2.739729675265714e-05
435,37,embed,local,1,d,none,none,customer,banker,injured,herself,The customer said that the banker injured herself . <eos>,The customer said that the banker injured herself .,the customer said that the banker injured ***mask*** .,8.479695086063274e-05
436,37,embed,local,1,a,nonlocal_subj,number,mechanics,customer,injured,herself,The mechanics said that the customer injured herself . <eos>,The mechanics said that the customer injured herself .,the mechanics said that the customer injured ***mask*** .,3.3683079879282004e-05
437,37,embed,local,1,b,nonlocal_subj,number,customers,mechanic,injured,herself,The customers said that the mechanic injured herself . <eos>,The customers said that the mechanic injured herself .,the customers said that the mechanic injured ***mask*** .,0.00010299336375854785
438,37,embed,local,1,c,nonlocal_subj,number,bankers,customer,injured,herself,The bankers said that the customer injured herself . <eos>,The bankers said that the customer injured herself .,the bankers said that the customer injured ***mask*** .,2.8335445057085507e-05
439,37,embed,local,1,d,nonlocal_subj,number,customers,banker,injured,herself,The customers said that the banker injured herself . <eos>,The customers said that the banker injured herself .,the customers said that the banker injured ***mask*** .,0.00013200296725167178
440,37,embed,nonlocal,0,a,local_subj,number,mechanic,customers,injured,herself,The mechanic said that the customers injured herself . <eos>,The mechanic said that the customers injured herself .,the mechanic said that the customers injured ***mask*** .,0.0011962821766333545
441,37,embed,nonlocal,0,b,local_subj,number,customer,mechanics,injured,herself,The customer said that the mechanics injured herself . <eos>,The customer said that the mechanics injured herself .,the customer said that the mechanics injured ***mask*** .,0.00047744745442997443
442,37,embed,nonlocal,0,c,local_subj,number,banker,customers,injured,herself,The banker said that the customers injured herself . <eos>,The banker said that the customers injured herself .,the banker said that the customers injured ***mask*** .,0.0011888426790678025
443,37,embed,nonlocal,0,d,local_subj,number,customer,bankers,injured,herself,The customer said that the bankers injured herself . <eos>,The customer said that the bankers injured herself .,the customer said that the bankers injured ***mask*** .,0.0009678987602475512
444,38,embed,local,1,a,none,none,mechanic,customer,congratulated,herself,The mechanic said that the customer congratulated herself . <eos>,The mechanic said that the customer congratulated herself .,the mechanic said that the customer congratulated ***mask*** .,0.00972078786168915
445,38,embed,local,1,b,none,none,customer,mechanic,congratulated,herself,The customer said that the mechanic congratulated herself . <eos>,The customer said that the mechanic congratulated herself .,the customer said that the mechanic congratulated ***mask*** .,0.007675686317277945
446,38,embed,local,1,c,none,none,banker,customer,congratulated,herself,The banker said that the customer congratulated herself . <eos>,The banker said that the customer congratulated herself .,the banker said that the customer congratulated ***mask*** .,0.007638986044166612
447,38,embed,local,1,d,none,none,customer,banker,congratulated,herself,The customer said that the banker congratulated herself . <eos>,The customer said that the banker congratulated herself .,the customer said that the banker congratulated ***mask*** .,0.017407882423131835
448,38,embed,local,1,a,nonlocal_subj,number,mechanics,customer,congratulated,herself,The mechanics said that the customer congratulated herself . <eos>,The mechanics said that the customer congratulated herself .,the mechanics said that the customer congratulated ***mask*** .,0.015757904739757612
449,38,embed,local,1,b,nonlocal_subj,number,customers,mechanic,congratulated,herself,The customers said that the mechanic congratulated herself . <eos>,The customers said that the mechanic congratulated herself .,the customers said that the mechanic congratulated ***mask*** .,0.01117054018598096
450,38,embed,local,1,c,nonlocal_subj,number,bankers,customer,congratulated,herself,The bankers said that the customer congratulated herself . <eos>,The bankers said that the customer congratulated herself .,the bankers said that the customer congratulated ***mask*** .,0.011321396790181116
451,38,embed,local,1,d,nonlocal_subj,number,customers,banker,congratulated,herself,The customers said that the banker congratulated herself . <eos>,The customers said that the banker congratulated herself .,the customers said that the banker congratulated ***mask*** .,0.027082630573061442
452,38,embed,nonlocal,0,a,local_subj,number,mechanic,customers,congratulated,herself,The mechanic said that the customers congratulated herself . <eos>,The mechanic said that the customers congratulated herself .,the mechanic said that the customers congratulated ***mask*** .,0.028234652595828417
453,38,embed,nonlocal,0,b,local_subj,number,customer,mechanics,congratulated,herself,The customer said that the mechanics congratulated herself . <eos>,The customer said that the mechanics congratulated herself .,the customer said that the mechanics congratulated ***mask*** .,0.016175635030931237
454,38,embed,nonlocal,0,c,local_subj,number,banker,customers,congratulated,herself,The banker said that the customers congratulated herself . <eos>,The banker said that the customers congratulated herself .,the banker said that the customers congratulated ***mask*** .,0.03295776735140032
455,38,embed,nonlocal,0,d,local_subj,number,customer,bankers,congratulated,herself,The customer said that the bankers congratulated herself . <eos>,The customer said that the bankers congratulated herself .,the customer said that the bankers congratulated ***mask*** .,0.045483300434070374
456,39,embed,local,1,a,none,none,mechanic,customer,embarrassed,herself,The mechanic said that the customer embarrassed herself . <eos>,The mechanic said that the customer embarrassed herself .,the mechanic said that the customer embarrassed ***mask*** .,0.0027867944421487187
457,39,embed,local,1,b,none,none,customer,mechanic,embarrassed,herself,The customer said that the mechanic embarrassed herself . <eos>,The customer said that the mechanic embarrassed herself .,the customer said that the mechanic embarrassed ***mask*** .,0.0027385715183848532
458,39,embed,local,1,c,none,none,banker,customer,embarrassed,herself,The banker said that the customer embarrassed herself . <eos>,The banker said that the customer embarrassed herself .,the banker said that the customer embarrassed ***mask*** .,0.003160503532821027
459,39,embed,local,1,d,none,none,customer,banker,embarrassed,herself,The customer said that the banker embarrassed herself . <eos>,The customer said that the banker embarrassed herself .,the customer said that the banker embarrassed ***mask*** .,0.004997556345267577
460,39,embed,local,1,a,nonlocal_subj,number,mechanics,customer,embarrassed,herself,The mechanics said that the customer embarrassed herself . <eos>,The mechanics said that the customer embarrassed herself .,the mechanics said that the customer embarrassed ***mask*** .,0.008495697557830069
461,39,embed,local,1,b,nonlocal_subj,number,customers,mechanic,embarrassed,herself,The customers said that the mechanic embarrassed herself . <eos>,The customers said that the mechanic embarrassed herself .,the customers said that the mechanic embarrassed ***mask*** .,0.005980237503899685
462,39,embed,local,1,c,nonlocal_subj,number,bankers,customer,embarrassed,herself,The bankers said that the customer embarrassed herself . <eos>,The bankers said that the customer embarrassed herself .,the bankers said that the customer embarrassed ***mask*** .,0.004046217887602419
463,39,embed,local,1,d,nonlocal_subj,number,customers,banker,embarrassed,herself,The customers said that the banker embarrassed herself . <eos>,The customers said that the banker embarrassed herself .,the customers said that the banker embarrassed ***mask*** .,0.0112232403945258
464,39,embed,nonlocal,0,a,local_subj,number,mechanic,customers,embarrassed,herself,The mechanic said that the customers embarrassed herself . <eos>,The mechanic said that the customers embarrassed herself .,the mechanic said that the customers embarrassed ***mask*** .,0.007723419476575064
465,39,embed,nonlocal,0,b,local_subj,number,customer,mechanics,embarrassed,herself,The customer said that the mechanics embarrassed herself . <eos>,The customer said that the mechanics embarrassed herself .,the customer said that the mechanics embarrassed ***mask*** .,0.00682696633530546
466,39,embed,nonlocal,0,c,local_subj,number,banker,customers,embarrassed,herself,The banker said that the customers embarrassed herself . <eos>,The banker said that the customers embarrassed herself .,the banker said that the customers embarrassed ***mask*** .,0.009753892905749385
467,39,embed,nonlocal,0,d,local_subj,number,customer,bankers,embarrassed,herself,The customer said that the bankers embarrassed herself . <eos>,The customer said that the bankers embarrassed herself .,the customer said that the bankers embarrassed ***mask*** .,0.01793974288416359
468,40,embed,local,1,a,none,none,mechanic,customer,disguised,herself,The mechanic said that the customer disguised herself . <eos>,The mechanic said that the customer disguised herself .,the mechanic said that the customer disguised ***mask*** .,5.0653236346617085e-06
469,40,embed,local,1,b,none,none,customer,mechanic,disguised,herself,The customer said that the mechanic disguised herself . <eos>,The customer said that the mechanic disguised herself .,the customer said that the mechanic disguised ***mask*** .,1.254666736159603e-05
470,40,embed,local,1,c,none,none,banker,customer,disguised,herself,The banker said that the customer disguised herself . <eos>,The banker said that the customer disguised herself .,the banker said that the customer disguised ***mask*** .,4.96275858960534e-06
471,40,embed,local,1,d,none,none,customer,banker,disguised,herself,The customer said that the banker disguised herself . <eos>,The customer said that the banker disguised herself .,the customer said that the banker disguised ***mask*** .,1.4192708693405918e-05
472,40,embed,local,1,a,nonlocal_subj,number,mechanics,customer,disguised,herself,The mechanics said that the customer disguised herself . <eos>,The mechanics said that the customer disguised herself .,the mechanics said that the customer disguised ***mask*** .,9.03579552218348e-06
473,40,embed,local,1,b,nonlocal_subj,number,customers,mechanic,disguised,herself,The customers said that the mechanic disguised herself . <eos>,The customers said that the mechanic disguised herself .,the customers said that the mechanic disguised ***mask*** .,1.797364290769363e-05
474,40,embed,local,1,c,nonlocal_subj,number,bankers,customer,disguised,herself,The bankers said that the customer disguised herself . <eos>,The bankers said that the customer disguised herself .,the bankers said that the customer disguised ***mask*** .,9.002645870829139e-06
475,40,embed,local,1,d,nonlocal_subj,number,customers,banker,disguised,herself,The customers said that the banker disguised herself . <eos>,The customers said that the banker disguised herself .,the customers said that the banker disguised ***mask*** .,1.9569041505088092e-05
476,40,embed,nonlocal,0,a,local_subj,number,mechanic,customers,disguised,herself,The mechanic said that the customers disguised herself . <eos>,The mechanic said that the customers disguised herself .,the mechanic said that the customers disguised ***mask*** .,0.0002533249642666391
477,40,embed,nonlocal,0,b,local_subj,number,customer,mechanics,disguised,herself,The customer said that the mechanics disguised herself . <eos>,The customer said that the mechanics disguised herself .,the customer said that the mechanics disguised ***mask*** .,0.000259864332119944
478,40,embed,nonlocal,0,c,local_subj,number,banker,customers,disguised,herself,The banker said that the customers disguised herself . <eos>,The banker said that the customers disguised herself .,the banker said that the customers disguised ***mask*** .,0.0002564844071768823
479,40,embed,nonlocal,0,d,local_subj,number,customer,bankers,disguised,herself,The customer said that the bankers disguised herself . <eos>,The customer said that the bankers disguised herself .,the customer said that the bankers disguised ***mask*** .,0.0004604811244373798
480,41,embed,local,1,a,none,none,mechanic,customer,hated,herself,The mechanic said that the customer hated herself . <eos>,The mechanic said that the customer hated herself .,the mechanic said that the customer hated ***mask*** .,0.09550473367304366
481,41,embed,local,1,b,none,none,customer,mechanic,hated,herself,The customer said that the mechanic hated herself . <eos>,The customer said that the mechanic hated herself .,the customer said that the mechanic hated ***mask*** .,0.1800716718759393
482,41,embed,local,1,c,none,none,banker,customer,hated,herself,The banker said that the customer hated herself . <eos>,The banker said that the customer hated herself .,the banker said that the customer hated ***mask*** .,0.08162405266854526
483,41,embed,local,1,d,none,none,customer,banker,hated,herself,The customer said that the banker hated herself . <eos>,The customer said that the banker hated herself .,the customer said that the banker hated ***mask*** .,0.21339215106499992
484,41,embed,local,1,a,nonlocal_subj,number,mechanics,customer,hated,herself,The mechanics said that the customer hated herself . <eos>,The mechanics said that the customer hated herself .,the mechanics said that the customer hated ***mask*** .,0.16044541375688248
485,41,embed,local,1,b,nonlocal_subj,number,customers,mechanic,hated,herself,The customers said that the mechanic hated herself . <eos>,The customers said that the mechanic hated herself .,the customers said that the mechanic hated ***mask*** .,0.2377267841586739
486,41,embed,local,1,c,nonlocal_subj,number,bankers,customer,hated,herself,The bankers said that the customer hated herself . <eos>,The bankers said that the customer hated herself .,the bankers said that the customer hated ***mask*** .,0.11194305812103635
487,41,embed,local,1,d,nonlocal_subj,number,customers,banker,hated,herself,The customers said that the banker hated herself . <eos>,The customers said that the banker hated herself .,the customers said that the banker hated ***mask*** .,0.24188724917328253
488,41,embed,nonlocal,0,a,local_subj,number,mechanic,customers,hated,herself,The mechanic said that the customers hated herself . <eos>,The mechanic said that the customers hated herself .,the mechanic said that the customers hated ***mask*** .,0.23007870823480173
489,41,embed,nonlocal,0,b,local_subj,number,customer,mechanics,hated,herself,The customer said that the mechanics hated herself . <eos>,The customer said that the mechanics hated herself .,the customer said that the mechanics hated ***mask*** .,0.38494079205430665
490,41,embed,nonlocal,0,c,local_subj,number,banker,customers,hated,herself,The banker said that the customers hated herself . <eos>,The banker said that the customers hated herself .,the banker said that the customers hated ***mask*** .,0.2513469098753417
491,41,embed,nonlocal,0,d,local_subj,number,customer,bankers,hated,herself,The customer said that the bankers hated herself . <eos>,The customer said that the bankers hated herself .,the customer said that the bankers hated ***mask*** .,0.7400036610320426
492,42,embed,local,1,a,none,none,mechanic,customer,doubted,herself,The mechanic said that the customer doubted herself . <eos>,The mechanic said that the customer doubted herself .,the mechanic said that the customer doubted ***mask*** .,0.032037446451086415
493,42,embed,local,1,b,none,none,customer,mechanic,doubted,herself,The customer said that the mechanic doubted herself . <eos>,The customer said that the mechanic doubted herself .,the customer said that the mechanic doubted ***mask*** .,0.05206346570455227
494,42,embed,local,1,c,none,none,banker,customer,doubted,herself,The banker said that the customer doubted herself . <eos>,The banker said that the customer doubted herself .,the banker said that the customer doubted ***mask*** .,0.01549323234552061
495,42,embed,local,1,d,none,none,customer,banker,doubted,herself,The customer said that the banker doubted herself . <eos>,The customer said that the banker doubted herself .,the customer said that the banker doubted ***mask*** .,0.0502870910092818
496,42,embed,local,1,a,nonlocal_subj,number,mechanics,customer,doubted,herself,The mechanics said that the customer doubted herself . <eos>,The mechanics said that the customer doubted herself .,the mechanics said that the customer doubted ***mask*** .,0.037497786153968794
497,42,embed,local,1,b,nonlocal_subj,number,customers,mechanic,doubted,herself,The customers said that the mechanic doubted herself . <eos>,The customers said that the mechanic doubted herself .,the customers said that the mechanic doubted ***mask*** .,0.08489034537946627
498,42,embed,local,1,c,nonlocal_subj,number,bankers,customer,doubted,herself,The bankers said that the customer doubted herself . <eos>,The bankers said that the customer doubted herself .,the bankers said that the customer doubted ***mask*** .,0.02410964881117486
499,42,embed,local,1,d,nonlocal_subj,number,customers,banker,doubted,herself,The customers said that the banker doubted herself . <eos>,The customers said that the banker doubted herself .,the customers said that the banker doubted ***mask*** .,0.0930403736421887
500,42,embed,nonlocal,0,a,local_subj,number,mechanic,customers,doubted,herself,The mechanic said that the customers doubted herself . <eos>,The mechanic said that the customers doubted herself .,the mechanic said that the customers doubted ***mask*** .,0.09490176062197432
501,42,embed,nonlocal,0,b,local_subj,number,customer,mechanics,doubted,herself,The customer said that the mechanics doubted herself . <eos>,The customer said that the mechanics doubted herself .,the customer said that the mechanics doubted ***mask*** .,0.105026522361049
502,42,embed,nonlocal,0,c,local_subj,number,banker,customers,doubted,herself,The banker said that the customers doubted herself . <eos>,The banker said that the customers doubted herself .,the banker said that the customers doubted ***mask*** .,0.07551571985966342
503,42,embed,nonlocal,0,d,local_subj,number,customer,bankers,doubted,herself,The customer said that the bankers doubted herself . <eos>,The customer said that the bankers doubted herself .,the customer said that the bankers doubted ***mask*** .,0.22724358735882688
504,43,embed,local,1,a,none,none,mechanic,officer,hurt,herself,The mechanic said that the officer hurt herself . <eos>,The mechanic said that the officer hurt herself .,the mechanic said that the officer hurt ***mask*** .,0.0013635849439547585
505,43,embed,local,1,b,none,none,officer,mechanic,hurt,herself,The officer said that the mechanic hurt herself . <eos>,The officer said that the mechanic hurt herself .,the officer said that the mechanic hurt ***mask*** .,0.0010135122124162056
506,43,embed,local,1,c,none,none,banker,officer,hurt,herself,The banker said that the officer hurt herself . <eos>,The banker said that the officer hurt herself .,the banker said that the officer hurt ***mask*** .,0.0018882570878445146
507,43,embed,local,1,d,none,none,officer,banker,hurt,herself,The officer said that the banker hurt herself . <eos>,The officer said that the banker hurt herself .,the officer said that the banker hurt ***mask*** .,0.0035589815794566573
508,43,embed,local,1,a,nonlocal_subj,number,mechanics,officer,hurt,herself,The mechanics said that the officer hurt herself . <eos>,The mechanics said that the officer hurt herself .,the mechanics said that the officer hurt ***mask*** .,0.0016432395102719385
509,43,embed,local,1,b,nonlocal_subj,number,officers,mechanic,hurt,herself,The officers said that the mechanic hurt herself . <eos>,The officers said that the mechanic hurt herself .,the officers said that the mechanic hurt ***mask*** .,0.0012044890701490528
510,43,embed,local,1,c,nonlocal_subj,number,bankers,officer,hurt,herself,The bankers said that the officer hurt herself . <eos>,The bankers said that the officer hurt herself .,the bankers said that the officer hurt ***mask*** .,0.0026057678316876286
511,43,embed,local,1,d,nonlocal_subj,number,officers,banker,hurt,herself,The officers said that the banker hurt herself . <eos>,The officers said that the banker hurt herself .,the officers said that the banker hurt ***mask*** .,0.005150281032146701
512,43,embed,nonlocal,0,a,local_subj,number,mechanic,officers,hurt,herself,The mechanic said that the officers hurt herself . <eos>,The mechanic said that the officers hurt herself .,the mechanic said that the officers hurt ***mask*** .,0.005288703460742016
513,43,embed,nonlocal,0,b,local_subj,number,officer,mechanics,hurt,herself,The officer said that the mechanics hurt herself . <eos>,The officer said that the mechanics hurt herself .,the officer said that the mechanics hurt ***mask*** .,0.0049477490033920405
514,43,embed,nonlocal,0,c,local_subj,number,banker,officers,hurt,herself,The banker said that the officers hurt herself . <eos>,The banker said that the officers hurt herself .,the banker said that the officers hurt ***mask*** .,0.006075151099922765
515,43,embed,nonlocal,0,d,local_subj,number,officer,bankers,hurt,herself,The officer said that the bankers hurt herself . <eos>,The officer said that the bankers hurt herself .,the officer said that the bankers hurt ***mask*** .,0.026389947593162304
516,44,embed,local,1,a,none,none,mechanic,officer,injured,herself,The mechanic said that the officer injured herself . <eos>,The mechanic said that the officer injured herself .,the mechanic said that the officer injured ***mask*** .,0.0005082017943550543
517,44,embed,local,1,b,none,none,officer,mechanic,injured,herself,The officer said that the mechanic injured herself . <eos>,The officer said that the mechanic injured herself .,the officer said that the mechanic injured ***mask*** .,0.00021531600615321543
518,44,embed,local,1,c,none,none,banker,officer,injured,herself,The banker said that the officer injured herself . <eos>,The banker said that the officer injured herself .,the banker said that the officer injured ***mask*** .,0.0003508059673772521
519,44,embed,local,1,d,none,none,officer,banker,injured,herself,The officer said that the banker injured herself . <eos>,The officer said that the banker injured herself .,the officer said that the banker injured ***mask*** .,0.0002748136508773151
520,44,embed,local,1,a,nonlocal_subj,number,mechanics,officer,injured,herself,The mechanics said that the officer injured herself . <eos>,The mechanics said that the officer injured herself .,the mechanics said that the officer injured ***mask*** .,0.0004970134286939555
521,44,embed,local,1,b,nonlocal_subj,number,officers,mechanic,injured,herself,The officers said that the mechanic injured herself . <eos>,The officers said that the mechanic injured herself .,the officers said that the mechanic injured ***mask*** .,0.0003012938312472176
522,44,embed,local,1,c,nonlocal_subj,number,bankers,officer,injured,herself,The bankers said that the officer injured herself . <eos>,The bankers said that the officer injured herself .,the bankers said that the officer injured ***mask*** .,0.00041704393500759194
523,44,embed,local,1,d,nonlocal_subj,number,officers,banker,injured,herself,The officers said that the banker injured herself . <eos>,The officers said that the banker injured herself .,the officers said that the banker injured ***mask*** .,0.0003581726368392245
524,44,embed,nonlocal,0,a,local_subj,number,mechanic,officers,injured,herself,The mechanic said that the officers injured herself . <eos>,The mechanic said that the officers injured herself .,the mechanic said that the officers injured ***mask*** .,0.006950108257107489
525,44,embed,nonlocal,0,b,local_subj,number,officer,mechanics,injured,herself,The officer said that the mechanics injured herself . <eos>,The officer said that the mechanics injured herself .,the officer said that the mechanics injured ***mask*** .,0.0014004631818563158
526,44,embed,nonlocal,0,c,local_subj,number,banker,officers,injured,herself,The banker said that the officers injured herself . <eos>,The banker said that the officers injured herself .,the banker said that the officers injured ***mask*** .,0.005148241814680571
527,44,embed,nonlocal,0,d,local_subj,number,officer,bankers,injured,herself,The officer said that the bankers injured herself . <eos>,The officer said that the bankers injured herself .,the officer said that the bankers injured ***mask*** .,0.003090514567249862
528,45,embed,local,1,a,none,none,mechanic,officer,congratulated,herself,The mechanic said that the officer congratulated herself . <eos>,The mechanic said that the officer congratulated herself .,the mechanic said that the officer congratulated ***mask*** .,0.011022675622199326
529,45,embed,local,1,b,none,none,officer,mechanic,congratulated,herself,The officer said that the mechanic congratulated herself . <eos>,The officer said that the mechanic congratulated herself .,the officer said that the mechanic congratulated ***mask*** .,0.007413127488116744
530,45,embed,local,1,c,none,none,banker,officer,congratulated,herself,The banker said that the officer congratulated herself . <eos>,The banker said that the officer congratulated herself .,the banker said that the officer congratulated ***mask*** .,0.00828072901756681
531,45,embed,local,1,d,none,none,officer,banker,congratulated,herself,The officer said that the banker congratulated herself . <eos>,The officer said that the banker congratulated herself .,the officer said that the banker congratulated ***mask*** .,0.01611672847186016
532,45,embed,local,1,a,nonlocal_subj,number,mechanics,officer,congratulated,herself,The mechanics said that the officer congratulated herself . <eos>,The mechanics said that the officer congratulated herself .,the mechanics said that the officer congratulated ***mask*** .,0.010749538395394009
533,45,embed,local,1,b,nonlocal_subj,number,officers,mechanic,congratulated,herself,The officers said that the mechanic congratulated herself . <eos>,The officers said that the mechanic congratulated herself .,the officers said that the mechanic congratulated ***mask*** .,0.008492050977084945
534,45,embed,local,1,c,nonlocal_subj,number,bankers,officer,congratulated,herself,The bankers said that the officer congratulated herself . <eos>,The bankers said that the officer congratulated herself .,the bankers said that the officer congratulated ***mask*** .,0.008174583844267004
535,45,embed,local,1,d,nonlocal_subj,number,officers,banker,congratulated,herself,The officers said that the banker congratulated herself . <eos>,The officers said that the banker congratulated herself .,the officers said that the banker congratulated ***mask*** .,0.019173523057010953
536,45,embed,nonlocal,0,a,local_subj,number,mechanic,officers,congratulated,herself,The mechanic said that the officers congratulated herself . <eos>,The mechanic said that the officers congratulated herself .,the mechanic said that the officers congratulated ***mask*** .,0.02805169439826744
537,45,embed,nonlocal,0,b,local_subj,number,officer,mechanics,congratulated,herself,The officer said that the mechanics congratulated herself . <eos>,The officer said that the mechanics congratulated herself .,the officer said that the mechanics congratulated ***mask*** .,0.015425753248744008
538,45,embed,nonlocal,0,c,local_subj,number,banker,officers,congratulated,herself,The banker said that the officers congratulated herself . <eos>,The banker said that the officers congratulated herself .,the banker said that the officers congratulated ***mask*** .,0.025204339955699172
539,45,embed,nonlocal,0,d,local_subj,number,officer,bankers,congratulated,herself,The officer said that the bankers congratulated herself . <eos>,The officer said that the bankers congratulated herself .,the officer said that the bankers congratulated ***mask*** .,0.03348705564568337
540,46,embed,local,1,a,none,none,mechanic,officer,embarrassed,herself,The mechanic said that the officer embarrassed herself . <eos>,The mechanic said that the officer embarrassed herself .,the mechanic said that the officer embarrassed ***mask*** .,0.003486297151255738
541,46,embed,local,1,b,none,none,officer,mechanic,embarrassed,herself,The officer said that the mechanic embarrassed herself . <eos>,The officer said that the mechanic embarrassed herself .,the officer said that the mechanic embarrassed ***mask*** .,0.0024945007983923346
542,46,embed,local,1,c,none,none,banker,officer,embarrassed,herself,The banker said that the officer embarrassed herself . <eos>,The banker said that the officer embarrassed herself .,the banker said that the officer embarrassed ***mask*** .,0.002849472208722617
543,46,embed,local,1,d,none,none,officer,banker,embarrassed,herself,The officer said that the banker embarrassed herself . <eos>,The officer said that the banker embarrassed herself .,the officer said that the banker embarrassed ***mask*** .,0.005249474836174462
544,46,embed,local,1,a,nonlocal_subj,number,mechanics,officer,embarrassed,herself,The mechanics said that the officer embarrassed herself . <eos>,The mechanics said that the officer embarrassed herself .,the mechanics said that the officer embarrassed ***mask*** .,0.007238433898135801
545,46,embed,local,1,b,nonlocal_subj,number,officers,mechanic,embarrassed,herself,The officers said that the mechanic embarrassed herself . <eos>,The officers said that the mechanic embarrassed herself .,the officers said that the mechanic embarrassed ***mask*** .,0.005605309262418518
546,46,embed,local,1,c,nonlocal_subj,number,bankers,officer,embarrassed,herself,The bankers said that the officer embarrassed herself . <eos>,The bankers said that the officer embarrassed herself .,the bankers said that the officer embarrassed ***mask*** .,0.002835036336380411
547,46,embed,local,1,d,nonlocal_subj,number,officers,banker,embarrassed,herself,The officers said that the banker embarrassed herself . <eos>,The officers said that the banker embarrassed herself .,the officers said that the banker embarrassed ***mask*** .,0.012833780660704567
548,46,embed,nonlocal,0,a,local_subj,number,mechanic,officers,embarrassed,herself,The mechanic said that the officers embarrassed herself . <eos>,The mechanic said that the officers embarrassed herself .,the mechanic said that the officers embarrassed ***mask*** .,0.006991756867487751
549,46,embed,nonlocal,0,b,local_subj,number,officer,mechanics,embarrassed,herself,The officer said that the mechanics embarrassed herself . <eos>,The officer said that the mechanics embarrassed herself .,the officer said that the mechanics embarrassed ***mask*** .,0.005978516104250991
550,46,embed,nonlocal,0,c,local_subj,number,banker,officers,embarrassed,herself,The banker said that the officers embarrassed herself . <eos>,The banker said that the officers embarrassed herself .,the banker said that the officers embarrassed ***mask*** .,0.006559860085615274
551,46,embed,nonlocal,0,d,local_subj,number,officer,bankers,embarrassed,herself,The officer said that the bankers embarrassed herself . <eos>,The officer said that the bankers embarrassed herself .,the officer said that the bankers embarrassed ***mask*** .,0.019084722761490633
552,47,embed,local,1,a,none,none,mechanic,officer,disguised,herself,The mechanic said that the officer disguised herself . <eos>,The mechanic said that the officer disguised herself .,the mechanic said that the officer disguised ***mask*** .,1.8814738319833436e-05
553,47,embed,local,1,b,none,none,officer,mechanic,disguised,herself,The officer said that the mechanic disguised herself . <eos>,The officer said that the mechanic disguised herself .,the officer said that the mechanic disguised ***mask*** .,6.125720607922299e-06
554,47,embed,local,1,c,none,none,banker,officer,disguised,herself,The banker said that the officer disguised herself . <eos>,The banker said that the officer disguised herself .,the banker said that the officer disguised ***mask*** .,1.6656075384496213e-05
555,47,embed,local,1,d,none,none,officer,banker,disguised,herself,The officer said that the banker disguised herself . <eos>,The officer said that the banker disguised herself .,the officer said that the banker disguised ***mask*** .,1.3095868547398939e-05
556,47,embed,local,1,a,nonlocal_subj,number,mechanics,officer,disguised,herself,The mechanics said that the officer disguised herself . <eos>,The mechanics said that the officer disguised herself .,the mechanics said that the officer disguised ***mask*** .,2.1819898819400116e-05
557,47,embed,local,1,b,nonlocal_subj,number,officers,mechanic,disguised,herself,The officers said that the mechanic disguised herself . <eos>,The officers said that the mechanic disguised herself .,the officers said that the mechanic disguised ***mask*** .,7.381715399471971e-06
558,47,embed,local,1,c,nonlocal_subj,number,bankers,officer,disguised,herself,The bankers said that the officer disguised herself . <eos>,The bankers said that the officer disguised herself .,the bankers said that the officer disguised ***mask*** .,1.988183280858527e-05
559,47,embed,local,1,d,nonlocal_subj,number,officers,banker,disguised,herself,The officers said that the banker disguised herself . <eos>,The officers said that the banker disguised herself .,the officers said that the banker disguised ***mask*** .,1.7703259868844803e-05
560,47,embed,nonlocal,0,a,local_subj,number,mechanic,officers,disguised,herself,The mechanic said that the officers disguised herself . <eos>,The mechanic said that the officers disguised herself .,the mechanic said that the officers disguised ***mask*** .,0.0004123435571664054
561,47,embed,nonlocal,0,b,local_subj,number,officer,mechanics,disguised,herself,The officer said that the mechanics disguised herself . <eos>,The officer said that the mechanics disguised herself .,the officer said that the mechanics disguised ***mask*** .,0.0001739534875748851
562,47,embed,nonlocal,0,c,local_subj,number,banker,officers,disguised,herself,The banker said that the officers disguised herself . <eos>,The banker said that the officers disguised herself .,the banker said that the officers disguised ***mask*** .,0.00034270470253997773
563,47,embed,nonlocal,0,d,local_subj,number,officer,bankers,disguised,herself,The officer said that the bankers disguised herself . <eos>,The officer said that the bankers disguised herself .,the officer said that the bankers disguised ***mask*** .,0.0004985003998438614
564,48,embed,local,1,a,none,none,mechanic,officer,hated,herself,The mechanic said that the officer hated herself . <eos>,The mechanic said that the officer hated herself .,the mechanic said that the officer hated ***mask*** .,0.10102240169816906
565,48,embed,local,1,b,none,none,officer,mechanic,hated,herself,The officer said that the mechanic hated herself . <eos>,The officer said that the mechanic hated herself .,the officer said that the mechanic hated ***mask*** .,0.14563378001329755
566,48,embed,local,1,c,none,none,banker,officer,hated,herself,The banker said that the officer hated herself . <eos>,The banker said that the officer hated herself .,the banker said that the officer hated ***mask*** .,0.09793361358500877
567,48,embed,local,1,d,none,none,officer,banker,hated,herself,The officer said that the banker hated herself . <eos>,The officer said that the banker hated herself .,the officer said that the banker hated ***mask*** .,0.18351135690540615
