,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
1903,19,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,disguised,himself,The surgeons that the banker hated disguised himself . <eos>,The surgeons that the banker hated disguised himself .,the surgeons that the banker hated disguised ***mask*** .,0.00012080026510222218
1904,19,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,disguised,himself,The mechanic that the surgeons hated disguised himself . <eos>,The mechanic that the surgeons hated disguised himself .,the mechanic that the surgeons hated disguised ***mask*** .,0.00021512021419423254
1905,19,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,disguised,himself,The surgeon that the mechanics hated disguised himself . <eos>,The surgeon that the mechanics hated disguised himself .,the surgeon that the mechanics hated disguised ***mask*** .,2.3717357244115875e-05
1906,19,hated,embed,local,1,c,rc_subj,number,banker,surgeons,disguised,himself,The banker that the surgeons hated disguised himself . <eos>,The banker that the surgeons hated disguised himself .,the banker that the surgeons hated disguised ***mask*** .,0.00035030889755339
1907,19,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,disguised,himself,The surgeon that the bankers hated disguised himself . <eos>,The surgeon that the bankers hated disguised himself .,the surgeon that the bankers hated disguised ***mask*** .,0.0004868364446323424
1908,20,hated,embed,local,1,a,none,none,mechanic,surgeon,hated,himself,The mechanic that the surgeon hated hated himself . <eos>,The mechanic that the surgeon hated hated himself .,the mechanic that the surgeon hated hated ***mask*** .,0.00977376153549199
1909,20,hated,embed,local,1,b,none,none,surgeon,mechanic,hated,himself,The surgeon that the mechanic hated hated himself . <eos>,The surgeon that the mechanic hated hated himself .,the surgeon that the mechanic hated hated ***mask*** .,0.007270243601138406
1910,20,hated,embed,local,1,c,none,none,banker,surgeon,hated,himself,The banker that the surgeon hated hated himself . <eos>,The banker that the surgeon hated hated himself .,the banker that the surgeon hated hated ***mask*** .,0.011487789330867366
1911,20,hated,embed,local,1,d,none,none,surgeon,banker,hated,himself,The surgeon that the banker hated hated himself . <eos>,The surgeon that the banker hated hated himself .,the surgeon that the banker hated hated ***mask*** .,0.008561408257086553
1912,20,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,hated,himself,The mechanics that the surgeon hated hated himself . <eos>,The mechanics that the surgeon hated hated himself .,the mechanics that the surgeon hated hated ***mask*** .,0.015563337351370011
1913,20,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,hated,himself,The surgeons that the mechanic hated hated himself . <eos>,The surgeons that the mechanic hated hated himself .,the surgeons that the mechanic hated hated ***mask*** .,0.01682002118270782
1914,20,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,hated,himself,The bankers that the surgeon hated hated himself . <eos>,The bankers that the surgeon hated hated himself .,the bankers that the surgeon hated hated ***mask*** .,0.01767477240951732
1915,20,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,hated,himself,The surgeons that the banker hated hated himself . <eos>,The surgeons that the banker hated hated himself .,the surgeons that the banker hated hated ***mask*** .,0.012979859122619323
1916,20,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,hated,himself,The mechanic that the surgeons hated hated himself . <eos>,The mechanic that the surgeons hated hated himself .,the mechanic that the surgeons hated hated ***mask*** .,0.012957979458792936
1917,20,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,hated,himself,The surgeon that the mechanics hated hated himself . <eos>,The surgeon that the mechanics hated hated himself .,the surgeon that the mechanics hated hated ***mask*** .,0.009733148636712475
1918,20,hated,embed,local,1,c,rc_subj,number,banker,surgeons,hated,himself,The banker that the surgeons hated hated himself . <eos>,The banker that the surgeons hated hated himself .,the banker that the surgeons hated hated ***mask*** .,0.010914767829711377
1919,20,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,hated,himself,The surgeon that the bankers hated hated himself . <eos>,The surgeon that the bankers hated hated himself .,the surgeon that the bankers hated hated ***mask*** .,0.014375194464380734
1920,21,hated,embed,local,1,a,none,none,mechanic,surgeon,doubted,himself,The mechanic that the surgeon hated doubted himself . <eos>,The mechanic that the surgeon hated doubted himself .,the mechanic that the surgeon hated doubted ***mask*** .,0.0011011365903318179
1921,21,hated,embed,local,1,b,none,none,surgeon,mechanic,doubted,himself,The surgeon that the mechanic hated doubted himself . <eos>,The surgeon that the mechanic hated doubted himself .,the surgeon that the mechanic hated doubted ***mask*** .,0.0019422870402849635
1922,21,hated,embed,local,1,c,none,none,banker,surgeon,doubted,himself,The banker that the surgeon hated doubted himself . <eos>,The banker that the surgeon hated doubted himself .,the banker that the surgeon hated doubted ***mask*** .,0.001508971207589039
1923,21,hated,embed,local,1,d,none,none,surgeon,banker,doubted,himself,The surgeon that the banker hated doubted himself . <eos>,The surgeon that the banker hated doubted himself .,the surgeon that the banker hated doubted ***mask*** .,0.002020790790606348
1924,21,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,doubted,himself,The mechanics that the surgeon hated doubted himself . <eos>,The mechanics that the surgeon hated doubted himself .,the mechanics that the surgeon hated doubted ***mask*** .,0.0023231738743998563
1925,21,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,doubted,himself,The surgeons that the mechanic hated doubted himself . <eos>,The surgeons that the mechanic hated doubted himself .,the surgeons that the mechanic hated doubted ***mask*** .,0.003785180167302896
1926,21,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,doubted,himself,The bankers that the surgeon hated doubted himself . <eos>,The bankers that the surgeon hated doubted himself .,the bankers that the surgeon hated doubted ***mask*** .,0.0034571403101901783
1927,21,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,doubted,himself,The surgeons that the banker hated doubted himself . <eos>,The surgeons that the banker hated doubted himself .,the surgeons that the banker hated doubted ***mask*** .,0.003322295326284803
1928,21,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,doubted,himself,The mechanic that the surgeons hated doubted himself . <eos>,The mechanic that the surgeons hated doubted himself .,the mechanic that the surgeons hated doubted ***mask*** .,0.001572374989740714
1929,21,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,doubted,himself,The surgeon that the mechanics hated doubted himself . <eos>,The surgeon that the mechanics hated doubted himself .,the surgeon that the mechanics hated doubted ***mask*** .,0.002822907619780717
1930,21,hated,embed,local,1,c,rc_subj,number,banker,surgeons,doubted,himself,The banker that the surgeons hated doubted himself . <eos>,The banker that the surgeons hated doubted himself .,the banker that the surgeons hated doubted ***mask*** .,0.0023513406495166258
1931,21,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,doubted,himself,The surgeon that the bankers hated doubted himself . <eos>,The surgeon that the bankers hated doubted himself .,the surgeon that the bankers hated doubted ***mask*** .,0.0037095917348495466
1932,22,hated,embed,local,1,a,none,none,mechanic,farmer,hurt,himself,The mechanic that the farmer hated hurt himself . <eos>,The mechanic that the farmer hated hurt himself .,the mechanic that the farmer hated hurt ***mask*** .,0.006499320733773834
1933,22,hated,embed,local,1,b,none,none,farmer,mechanic,hurt,himself,The farmer that the mechanic hated hurt himself . <eos>,The farmer that the mechanic hated hurt himself .,the farmer that the mechanic hated hurt ***mask*** .,0.004824749418226301
1934,22,hated,embed,local,1,c,none,none,banker,farmer,hurt,himself,The banker that the farmer hated hurt himself . <eos>,The banker that the farmer hated hurt himself .,the banker that the farmer hated hurt ***mask*** .,0.006976189184450692
1935,22,hated,embed,local,1,d,none,none,farmer,banker,hurt,himself,The farmer that the banker hated hurt himself . <eos>,The farmer that the banker hated hurt himself .,the farmer that the banker hated hurt ***mask*** .,0.006021132486916929
1936,22,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,hurt,himself,The mechanics that the farmer hated hurt himself . <eos>,The mechanics that the farmer hated hurt himself .,the mechanics that the farmer hated hurt ***mask*** .,0.016257094981608038
1937,22,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,hurt,himself,The farmers that the mechanic hated hurt himself . <eos>,The farmers that the mechanic hated hurt himself .,the farmers that the mechanic hated hurt ***mask*** .,0.01099358087377877
1938,22,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,hurt,himself,The bankers that the farmer hated hurt himself . <eos>,The bankers that the farmer hated hurt himself .,the bankers that the farmer hated hurt ***mask*** .,0.01961124070295623
1939,22,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,hurt,himself,The farmers that the banker hated hurt himself . <eos>,The farmers that the banker hated hurt himself .,the farmers that the banker hated hurt ***mask*** .,0.014498460682766971
1940,22,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,hurt,himself,The mechanic that the farmers hated hurt himself . <eos>,The mechanic that the farmers hated hurt himself .,the mechanic that the farmers hated hurt ***mask*** .,0.012216046781918271
1941,22,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,hurt,himself,The farmer that the mechanics hated hurt himself . <eos>,The farmer that the mechanics hated hurt himself .,the farmer that the mechanics hated hurt ***mask*** .,0.005829763358047905
1942,22,hated,embed,local,1,c,rc_subj,number,banker,farmers,hurt,himself,The banker that the farmers hated hurt himself . <eos>,The banker that the farmers hated hurt himself .,the banker that the farmers hated hurt ***mask*** .,0.009617694688161647
1943,22,hated,embed,local,1,d,rc_subj,number,farmer,bankers,hurt,himself,The farmer that the bankers hated hurt himself . <eos>,The farmer that the bankers hated hurt himself .,the farmer that the bankers hated hurt ***mask*** .,0.01154249008210626
1944,23,hated,embed,local,1,a,none,none,mechanic,farmer,injured,himself,The mechanic that the farmer hated injured himself . <eos>,The mechanic that the farmer hated injured himself .,the mechanic that the farmer hated injured ***mask*** .,0.0020124125510528144
1945,23,hated,embed,local,1,b,none,none,farmer,mechanic,injured,himself,The farmer that the mechanic hated injured himself . <eos>,The farmer that the mechanic hated injured himself .,the farmer that the mechanic hated injured ***mask*** .,0.001456255766288103
1946,23,hated,embed,local,1,c,none,none,banker,farmer,injured,himself,The banker that the farmer hated injured himself . <eos>,The banker that the farmer hated injured himself .,the banker that the farmer hated injured ***mask*** .,0.008629824471434485
1947,23,hated,embed,local,1,d,none,none,farmer,banker,injured,himself,The farmer that the banker hated injured himself . <eos>,The farmer that the banker hated injured himself .,the farmer that the banker hated injured ***mask*** .,0.001572933360805889
1948,23,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,injured,himself,The mechanics that the farmer hated injured himself . <eos>,The mechanics that the farmer hated injured himself .,the mechanics that the farmer hated injured ***mask*** .,0.0035646438604370824
1949,23,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,injured,himself,The farmers that the mechanic hated injured himself . <eos>,The farmers that the mechanic hated injured himself .,the farmers that the mechanic hated injured ***mask*** .,0.0012104480438884257
1950,23,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,injured,himself,The bankers that the farmer hated injured himself . <eos>,The bankers that the farmer hated injured himself .,the bankers that the farmer hated injured ***mask*** .,0.0038837599512019393
1951,23,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,injured,himself,The farmers that the banker hated injured himself . <eos>,The farmers that the banker hated injured himself .,the farmers that the banker hated injured ***mask*** .,0.0014150608195136883
1952,23,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,injured,himself,The mechanic that the farmers hated injured himself . <eos>,The mechanic that the farmers hated injured himself .,the mechanic that the farmers hated injured ***mask*** .,0.00588864450260241
1953,23,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,injured,himself,The farmer that the mechanics hated injured himself . <eos>,The farmer that the mechanics hated injured himself .,the farmer that the mechanics hated injured ***mask*** .,0.00553800063357455
1954,23,hated,embed,local,1,c,rc_subj,number,banker,farmers,injured,himself,The banker that the farmers hated injured himself . <eos>,The banker that the farmers hated injured himself .,the banker that the farmers hated injured ***mask*** .,0.00758836936827628
1955,23,hated,embed,local,1,d,rc_subj,number,farmer,bankers,injured,himself,The farmer that the bankers hated injured himself . <eos>,The farmer that the bankers hated injured himself .,the farmer that the bankers hated injured ***mask*** .,0.003522235720128117
1956,24,hated,embed,local,1,a,none,none,mechanic,farmer,congratulated,himself,The mechanic that the farmer hated congratulated himself . <eos>,The mechanic that the farmer hated congratulated himself .,the mechanic that the farmer hated congratulated ***mask*** .,0.0027806863770486892
1957,24,hated,embed,local,1,b,none,none,farmer,mechanic,congratulated,himself,The farmer that the mechanic hated congratulated himself . <eos>,The farmer that the mechanic hated congratulated himself .,the farmer that the mechanic hated congratulated ***mask*** .,0.00291595472116353
1958,24,hated,embed,local,1,c,none,none,banker,farmer,congratulated,himself,The banker that the farmer hated congratulated himself . <eos>,The banker that the farmer hated congratulated himself .,the banker that the farmer hated congratulated ***mask*** .,0.004789200375874371
1959,24,hated,embed,local,1,d,none,none,farmer,banker,congratulated,himself,The farmer that the banker hated congratulated himself . <eos>,The farmer that the banker hated congratulated himself .,the farmer that the banker hated congratulated ***mask*** .,0.00432248225611989
1960,24,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,congratulated,himself,The mechanics that the farmer hated congratulated himself . <eos>,The mechanics that the farmer hated congratulated himself .,the mechanics that the farmer hated congratulated ***mask*** .,0.0075591249200142666
1961,24,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,congratulated,himself,The farmers that the mechanic hated congratulated himself . <eos>,The farmers that the mechanic hated congratulated himself .,the farmers that the mechanic hated congratulated ***mask*** .,0.007046624435902084
1962,24,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,congratulated,himself,The bankers that the farmer hated congratulated himself . <eos>,The bankers that the farmer hated congratulated himself .,the bankers that the farmer hated congratulated ***mask*** .,0.009144894669743029
1963,24,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,congratulated,himself,The farmers that the banker hated congratulated himself . <eos>,The farmers that the banker hated congratulated himself .,the farmers that the banker hated congratulated ***mask*** .,0.012642292559148087
1964,24,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,congratulated,himself,The mechanic that the farmers hated congratulated himself . <eos>,The mechanic that the farmers hated congratulated himself .,the mechanic that the farmers hated congratulated ***mask*** .,0.005955519671259366
1965,24,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,congratulated,himself,The farmer that the mechanics hated congratulated himself . <eos>,The farmer that the mechanics hated congratulated himself .,the farmer that the mechanics hated congratulated ***mask*** .,0.005264530398533438
1966,24,hated,embed,local,1,c,rc_subj,number,banker,farmers,congratulated,himself,The banker that the farmers hated congratulated himself . <eos>,The banker that the farmers hated congratulated himself .,the banker that the farmers hated congratulated ***mask*** .,0.007947492435382146
1967,24,hated,embed,local,1,d,rc_subj,number,farmer,bankers,congratulated,himself,The farmer that the bankers hated congratulated himself . <eos>,The farmer that the bankers hated congratulated himself .,the farmer that the bankers hated congratulated ***mask*** .,0.00642718139230941
1968,25,hated,embed,local,1,a,none,none,mechanic,farmer,embarrassed,himself,The mechanic that the farmer hated embarrassed himself . <eos>,The mechanic that the farmer hated embarrassed himself .,the mechanic that the farmer hated embarrassed ***mask*** .,0.017215456797324738
1969,25,hated,embed,local,1,b,none,none,farmer,mechanic,embarrassed,himself,The farmer that the mechanic hated embarrassed himself . <eos>,The farmer that the mechanic hated embarrassed himself .,the farmer that the mechanic hated embarrassed ***mask*** .,0.00863570158657934
1970,25,hated,embed,local,1,c,none,none,banker,farmer,embarrassed,himself,The banker that the farmer hated embarrassed himself . <eos>,The banker that the farmer hated embarrassed himself .,the banker that the farmer hated embarrassed ***mask*** .,0.015070647594557004
1971,25,hated,embed,local,1,d,none,none,farmer,banker,embarrassed,himself,The farmer that the banker hated embarrassed himself . <eos>,The farmer that the banker hated embarrassed himself .,the farmer that the banker hated embarrassed ***mask*** .,0.010623510745435646
1972,25,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,embarrassed,himself,The mechanics that the farmer hated embarrassed himself . <eos>,The mechanics that the farmer hated embarrassed himself .,the mechanics that the farmer hated embarrassed ***mask*** .,0.02794630662606812
1973,25,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,embarrassed,himself,The farmers that the mechanic hated embarrassed himself . <eos>,The farmers that the mechanic hated embarrassed himself .,the farmers that the mechanic hated embarrassed ***mask*** .,0.012080318102275936
1974,25,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,embarrassed,himself,The bankers that the farmer hated embarrassed himself . <eos>,The bankers that the farmer hated embarrassed himself .,the bankers that the farmer hated embarrassed ***mask*** .,0.024659304767881952
1975,25,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,embarrassed,himself,The farmers that the banker hated embarrassed himself . <eos>,The farmers that the banker hated embarrassed himself .,the farmers that the banker hated embarrassed ***mask*** .,0.01844503502250145
1976,25,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,embarrassed,himself,The mechanic that the farmers hated embarrassed himself . <eos>,The mechanic that the farmers hated embarrassed himself .,the mechanic that the farmers hated embarrassed ***mask*** .,0.03210116774032893
1977,25,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,embarrassed,himself,The farmer that the mechanics hated embarrassed himself . <eos>,The farmer that the mechanics hated embarrassed himself .,the farmer that the mechanics hated embarrassed ***mask*** .,0.014565358602602475
1978,25,hated,embed,local,1,c,rc_subj,number,banker,farmers,embarrassed,himself,The banker that the farmers hated embarrassed himself . <eos>,The banker that the farmers hated embarrassed himself .,the banker that the farmers hated embarrassed ***mask*** .,0.022633681852414204
1979,25,hated,embed,local,1,d,rc_subj,number,farmer,bankers,embarrassed,himself,The farmer that the bankers hated embarrassed himself . <eos>,The farmer that the bankers hated embarrassed himself .,the farmer that the bankers hated embarrassed ***mask*** .,0.02149180755667836
1980,26,hated,embed,local,1,a,none,none,mechanic,farmer,disguised,himself,The mechanic that the farmer hated disguised himself . <eos>,The mechanic that the farmer hated disguised himself .,the mechanic that the farmer hated disguised ***mask*** .,0.00027740681483262006
1981,26,hated,embed,local,1,b,none,none,farmer,mechanic,disguised,himself,The farmer that the mechanic hated disguised himself . <eos>,The farmer that the mechanic hated disguised himself .,the farmer that the mechanic hated disguised ***mask*** .,5.730020507180137e-05
1982,26,hated,embed,local,1,c,none,none,banker,farmer,disguised,himself,The banker that the farmer hated disguised himself . <eos>,The banker that the farmer hated disguised himself .,the banker that the farmer hated disguised ***mask*** .,0.00017945345694942794
1983,26,hated,embed,local,1,d,none,none,farmer,banker,disguised,himself,The farmer that the banker hated disguised himself . <eos>,The farmer that the banker hated disguised himself .,the farmer that the banker hated disguised ***mask*** .,5.746875800555034e-05
1984,26,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,disguised,himself,The mechanics that the farmer hated disguised himself . <eos>,The mechanics that the farmer hated disguised himself .,the mechanics that the farmer hated disguised ***mask*** .,0.0003148466564026
1985,26,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,disguised,himself,The farmers that the mechanic hated disguised himself . <eos>,The farmers that the mechanic hated disguised himself .,the farmers that the mechanic hated disguised ***mask*** .,0.0002490010145062372
1986,26,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,disguised,himself,The bankers that the farmer hated disguised himself . <eos>,The bankers that the farmer hated disguised himself .,the bankers that the farmer hated disguised ***mask*** .,0.0003190083639905106
1987,26,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,disguised,himself,The farmers that the banker hated disguised himself . <eos>,The farmers that the banker hated disguised himself .,the farmers that the banker hated disguised ***mask*** .,0.0002208096275625681
1988,26,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,disguised,himself,The mechanic that the farmers hated disguised himself . <eos>,The mechanic that the farmers hated disguised himself .,the mechanic that the farmers hated disguised ***mask*** .,0.001946871969441232
1989,26,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,disguised,himself,The farmer that the mechanics hated disguised himself . <eos>,The farmer that the mechanics hated disguised himself .,the farmer that the mechanics hated disguised ***mask*** .,4.769330491021575e-05
1990,26,hated,embed,local,1,c,rc_subj,number,banker,farmers,disguised,himself,The banker that the farmers hated disguised himself . <eos>,The banker that the farmers hated disguised himself .,the banker that the farmers hated disguised ***mask*** .,0.00041380288449711694
1991,26,hated,embed,local,1,d,rc_subj,number,farmer,bankers,disguised,himself,The farmer that the bankers hated disguised himself . <eos>,The farmer that the bankers hated disguised himself .,the farmer that the bankers hated disguised ***mask*** .,0.0002258886957613876
1992,27,hated,embed,local,1,a,none,none,mechanic,farmer,hated,himself,The mechanic that the farmer hated hated himself . <eos>,The mechanic that the farmer hated hated himself .,the mechanic that the farmer hated hated ***mask*** .,0.013322406968474778
1993,27,hated,embed,local,1,b,none,none,farmer,mechanic,hated,himself,The farmer that the mechanic hated hated himself . <eos>,The farmer that the mechanic hated hated himself .,the farmer that the mechanic hated hated ***mask*** .,0.016188710073237442
1994,27,hated,embed,local,1,c,none,none,banker,farmer,hated,himself,The banker that the farmer hated hated himself . <eos>,The banker that the farmer hated hated himself .,the banker that the farmer hated hated ***mask*** .,0.009593039231990787
1995,27,hated,embed,local,1,d,none,none,farmer,banker,hated,himself,The farmer that the banker hated hated himself . <eos>,The farmer that the banker hated hated himself .,the farmer that the banker hated hated ***mask*** .,0.015233617855392324
1996,27,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,hated,himself,The mechanics that the farmer hated hated himself . <eos>,The mechanics that the farmer hated hated himself .,the mechanics that the farmer hated hated ***mask*** .,0.02610546925539214
1997,27,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,hated,himself,The farmers that the mechanic hated hated himself . <eos>,The farmers that the mechanic hated hated himself .,the farmers that the mechanic hated hated ***mask*** .,0.05645729573829448
1998,27,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,hated,himself,The bankers that the farmer hated hated himself . <eos>,The bankers that the farmer hated hated himself .,the bankers that the farmer hated hated ***mask*** .,0.02893894241636778
1999,27,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,hated,himself,The farmers that the banker hated hated himself . <eos>,The farmers that the banker hated hated himself .,the farmers that the banker hated hated ***mask*** .,0.0450537339582939
2000,27,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,hated,himself,The mechanic that the farmers hated hated himself . <eos>,The mechanic that the farmers hated hated himself .,the mechanic that the farmers hated hated ***mask*** .,0.025369765410679986
2001,27,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,hated,himself,The farmer that the mechanics hated hated himself . <eos>,The farmer that the mechanics hated hated himself .,the farmer that the mechanics hated hated ***mask*** .,0.02465759101979676
2002,27,hated,embed,local,1,c,rc_subj,number,banker,farmers,hated,himself,The banker that the farmers hated hated himself . <eos>,The banker that the farmers hated hated himself .,the banker that the farmers hated hated ***mask*** .,0.012362147914162826
2003,27,hated,embed,local,1,d,rc_subj,number,farmer,bankers,hated,himself,The farmer that the bankers hated hated himself . <eos>,The farmer that the bankers hated hated himself .,the farmer that the bankers hated hated ***mask*** .,0.017616633725790976
2004,28,hated,embed,local,1,a,none,none,mechanic,farmer,doubted,himself,The mechanic that the farmer hated doubted himself . <eos>,The mechanic that the farmer hated doubted himself .,the mechanic that the farmer hated doubted ***mask*** .,0.0010619090149232256
2005,28,hated,embed,local,1,b,none,none,farmer,mechanic,doubted,himself,The farmer that the mechanic hated doubted himself . <eos>,The farmer that the mechanic hated doubted himself .,the farmer that the mechanic hated doubted ***mask*** .,0.002915640816959901
2006,28,hated,embed,local,1,c,none,none,banker,farmer,doubted,himself,The banker that the farmer hated doubted himself . <eos>,The banker that the farmer hated doubted himself .,the banker that the farmer hated doubted ***mask*** .,0.00195347175361703
2007,28,hated,embed,local,1,d,none,none,farmer,banker,doubted,himself,The farmer that the banker hated doubted himself . <eos>,The farmer that the banker hated doubted himself .,the farmer that the banker hated doubted ***mask*** .,0.0037490090805578718
2008,28,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,doubted,himself,The mechanics that the farmer hated doubted himself . <eos>,The mechanics that the farmer hated doubted himself .,the mechanics that the farmer hated doubted ***mask*** .,0.002978014316076861
2009,28,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,doubted,himself,The farmers that the mechanic hated doubted himself . <eos>,The farmers that the mechanic hated doubted himself .,the farmers that the mechanic hated doubted ***mask*** .,0.007113690533755748
2010,28,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,doubted,himself,The bankers that the farmer hated doubted himself . <eos>,The bankers that the farmer hated doubted himself .,the bankers that the farmer hated doubted ***mask*** .,0.004924407290460369
2011,28,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,doubted,himself,The farmers that the banker hated doubted himself . <eos>,The farmers that the banker hated doubted himself .,the farmers that the banker hated doubted ***mask*** .,0.009811735959703527
2012,28,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,doubted,himself,The mechanic that the farmers hated doubted himself . <eos>,The mechanic that the farmers hated doubted himself .,the mechanic that the farmers hated doubted ***mask*** .,0.0023163577304082493
2013,28,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,doubted,himself,The farmer that the mechanics hated doubted himself . <eos>,The farmer that the mechanics hated doubted himself .,the farmer that the mechanics hated doubted ***mask*** .,0.005142868223182654
2014,28,hated,embed,local,1,c,rc_subj,number,banker,farmers,doubted,himself,The banker that the farmers hated doubted himself . <eos>,The banker that the farmers hated doubted himself .,the banker that the farmers hated doubted ***mask*** .,0.003449531886008304
2015,28,hated,embed,local,1,d,rc_subj,number,farmer,bankers,doubted,himself,The farmer that the bankers hated doubted himself . <eos>,The farmer that the bankers hated doubted himself .,the farmer that the bankers hated doubted ***mask*** .,0.004573463963483086
2016,29,hated,embed,local,1,a,none,none,mechanic,manager,hurt,himself,The mechanic that the manager hated hurt himself . <eos>,The mechanic that the manager hated hurt himself .,the mechanic that the manager hated hurt ***mask*** .,0.00638513241607018
2017,29,hated,embed,local,1,b,none,none,manager,mechanic,hurt,himself,The manager that the mechanic hated hurt himself . <eos>,The manager that the mechanic hated hurt himself .,the manager that the mechanic hated hurt ***mask*** .,0.00324360513112997
2018,29,hated,embed,local,1,c,none,none,banker,manager,hurt,himself,The banker that the manager hated hurt himself . <eos>,The banker that the manager hated hurt himself .,the banker that the manager hated hurt ***mask*** .,0.0055974932030910364
2019,29,hated,embed,local,1,d,none,none,manager,banker,hurt,himself,The manager that the banker hated hurt himself . <eos>,The manager that the banker hated hurt himself .,the manager that the banker hated hurt ***mask*** .,0.004367876019873743
2020,29,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,hurt,himself,The mechanics that the manager hated hurt himself . <eos>,The mechanics that the manager hated hurt himself .,the mechanics that the manager hated hurt ***mask*** .,0.014809925739269269
2021,29,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,hurt,himself,The managers that the mechanic hated hurt himself . <eos>,The managers that the mechanic hated hurt himself .,the managers that the mechanic hated hurt ***mask*** .,0.012208409937523096
2022,29,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,hurt,himself,The bankers that the manager hated hurt himself . <eos>,The bankers that the manager hated hurt himself .,the bankers that the manager hated hurt ***mask*** .,0.017127169076292373
2023,29,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,hurt,himself,The managers that the banker hated hurt himself . <eos>,The managers that the banker hated hurt himself .,the managers that the banker hated hurt ***mask*** .,0.010898887543024692
2024,29,hated,embed,local,1,a,rc_subj,number,mechanic,managers,hurt,himself,The mechanic that the managers hated hurt himself . <eos>,The mechanic that the managers hated hurt himself .,the mechanic that the managers hated hurt ***mask*** .,0.012737339735073658
2025,29,hated,embed,local,1,b,rc_subj,number,manager,mechanics,hurt,himself,The manager that the mechanics hated hurt himself . <eos>,The manager that the mechanics hated hurt himself .,the manager that the mechanics hated hurt ***mask*** .,0.003516046208622844
