,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
1807,11,hated,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,embarrassed,herself,The pilots that the banker hated embarrassed herself . <eos>,The pilots that the banker hated embarrassed herself .,the pilots that the banker hated embarrassed ***mask*** .,0.06015659958032629
1808,11,hated,embed,local,1,a,rc_subj,number,mechanic,pilots,embarrassed,herself,The mechanic that the pilots hated embarrassed herself . <eos>,The mechanic that the pilots hated embarrassed herself .,the mechanic that the pilots hated embarrassed ***mask*** .,0.05803630278378345
1809,11,hated,embed,local,1,b,rc_subj,number,pilot,mechanics,embarrassed,herself,The pilot that the mechanics hated embarrassed herself . <eos>,The pilot that the mechanics hated embarrassed herself .,the pilot that the mechanics hated embarrassed ***mask*** .,0.03201160650881742
1810,11,hated,embed,local,1,c,rc_subj,number,banker,pilots,embarrassed,herself,The banker that the pilots hated embarrassed herself . <eos>,The banker that the pilots hated embarrassed herself .,the banker that the pilots hated embarrassed ***mask*** .,0.12281159726054179
1811,11,hated,embed,local,1,d,rc_subj,number,pilot,bankers,embarrassed,herself,The pilot that the bankers hated embarrassed herself . <eos>,The pilot that the bankers hated embarrassed herself .,the pilot that the bankers hated embarrassed ***mask*** .,0.07594923164303993
1812,12,hated,embed,local,1,a,none,none,mechanic,pilot,disguised,herself,The mechanic that the pilot hated disguised herself . <eos>,The mechanic that the pilot hated disguised herself .,the mechanic that the pilot hated disguised ***mask*** .,0.01044397053482603
1813,12,hated,embed,local,1,b,none,none,pilot,mechanic,disguised,herself,The pilot that the mechanic hated disguised herself . <eos>,The pilot that the mechanic hated disguised herself .,the pilot that the mechanic hated disguised ***mask*** .,0.0016738205823458596
1814,12,hated,embed,local,1,c,none,none,banker,pilot,disguised,herself,The banker that the pilot hated disguised herself . <eos>,The banker that the pilot hated disguised herself .,the banker that the pilot hated disguised ***mask*** .,0.04488073736538955
1815,12,hated,embed,local,1,d,none,none,pilot,banker,disguised,herself,The pilot that the banker hated disguised herself . <eos>,The pilot that the banker hated disguised herself .,the pilot that the banker hated disguised ***mask*** .,0.0014951408243957254
1816,12,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,disguised,herself,The mechanics that the pilot hated disguised herself . <eos>,The mechanics that the pilot hated disguised herself .,the mechanics that the pilot hated disguised ***mask*** .,0.005568876028571956
1817,12,hated,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,disguised,herself,The pilots that the mechanic hated disguised herself . <eos>,The pilots that the mechanic hated disguised herself .,the pilots that the mechanic hated disguised ***mask*** .,0.0048740816277277514
1818,12,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,disguised,herself,The bankers that the pilot hated disguised herself . <eos>,The bankers that the pilot hated disguised herself .,the bankers that the pilot hated disguised ***mask*** .,0.015614662273195001
1819,12,hated,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,disguised,herself,The pilots that the banker hated disguised herself . <eos>,The pilots that the banker hated disguised herself .,the pilots that the banker hated disguised ***mask*** .,0.0028621484844201187
1820,12,hated,embed,local,1,a,rc_subj,number,mechanic,pilots,disguised,herself,The mechanic that the pilots hated disguised herself . <eos>,The mechanic that the pilots hated disguised herself .,the mechanic that the pilots hated disguised ***mask*** .,0.007747264322697548
1821,12,hated,embed,local,1,b,rc_subj,number,pilot,mechanics,disguised,herself,The pilot that the mechanics hated disguised herself . <eos>,The pilot that the mechanics hated disguised herself .,the pilot that the mechanics hated disguised ***mask*** .,0.0013854725035616748
1822,12,hated,embed,local,1,c,rc_subj,number,banker,pilots,disguised,herself,The banker that the pilots hated disguised herself . <eos>,The banker that the pilots hated disguised herself .,the banker that the pilots hated disguised ***mask*** .,0.07964183436304692
1823,12,hated,embed,local,1,d,rc_subj,number,pilot,bankers,disguised,herself,The pilot that the bankers hated disguised herself . <eos>,The pilot that the bankers hated disguised herself .,the pilot that the bankers hated disguised ***mask*** .,0.0035864316084576187
1824,13,hated,embed,local,1,a,none,none,mechanic,pilot,hated,herself,The mechanic that the pilot hated hated herself . <eos>,The mechanic that the pilot hated hated herself .,the mechanic that the pilot hated hated ***mask*** .,0.07878129362970183
1825,13,hated,embed,local,1,b,none,none,pilot,mechanic,hated,herself,The pilot that the mechanic hated hated herself . <eos>,The pilot that the mechanic hated hated herself .,the pilot that the mechanic hated hated ***mask*** .,0.0823815016474195
1826,13,hated,embed,local,1,c,none,none,banker,pilot,hated,herself,The banker that the pilot hated hated herself . <eos>,The banker that the pilot hated hated herself .,the banker that the pilot hated hated ***mask*** .,0.08310242877025784
1827,13,hated,embed,local,1,d,none,none,pilot,banker,hated,herself,The pilot that the banker hated hated herself . <eos>,The pilot that the banker hated hated herself .,the pilot that the banker hated hated ***mask*** .,0.11354795693256259
1828,13,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,hated,herself,The mechanics that the pilot hated hated herself . <eos>,The mechanics that the pilot hated hated herself .,the mechanics that the pilot hated hated ***mask*** .,0.09432519605954487
1829,13,hated,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,hated,herself,The pilots that the mechanic hated hated herself . <eos>,The pilots that the mechanic hated hated herself .,the pilots that the mechanic hated hated ***mask*** .,0.1365535028931372
1830,13,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,hated,herself,The bankers that the pilot hated hated herself . <eos>,The bankers that the pilot hated hated herself .,the bankers that the pilot hated hated ***mask*** .,0.06212965480453936
1831,13,hated,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,hated,herself,The pilots that the banker hated hated herself . <eos>,The pilots that the banker hated hated herself .,the pilots that the banker hated hated ***mask*** .,0.17099783395943796
1832,13,hated,embed,local,1,a,rc_subj,number,mechanic,pilots,hated,herself,The mechanic that the pilots hated hated herself . <eos>,The mechanic that the pilots hated hated herself .,the mechanic that the pilots hated hated ***mask*** .,0.1443164232450778
1833,13,hated,embed,local,1,b,rc_subj,number,pilot,mechanics,hated,herself,The pilot that the mechanics hated hated herself . <eos>,The pilot that the mechanics hated hated herself .,the pilot that the mechanics hated hated ***mask*** .,0.1169072319993693
1834,13,hated,embed,local,1,c,rc_subj,number,banker,pilots,hated,herself,The banker that the pilots hated hated herself . <eos>,The banker that the pilots hated hated herself .,the banker that the pilots hated hated ***mask*** .,0.08620210346274325
1835,13,hated,embed,local,1,d,rc_subj,number,pilot,bankers,hated,herself,The pilot that the bankers hated hated herself . <eos>,The pilot that the bankers hated hated herself .,the pilot that the bankers hated hated ***mask*** .,0.1478635930363857
1836,14,hated,embed,local,1,a,none,none,mechanic,pilot,doubted,herself,The mechanic that the pilot hated doubted herself . <eos>,The mechanic that the pilot hated doubted herself .,the mechanic that the pilot hated doubted ***mask*** .,0.015992022410965548
1837,14,hated,embed,local,1,b,none,none,pilot,mechanic,doubted,herself,The pilot that the mechanic hated doubted herself . <eos>,The pilot that the mechanic hated doubted herself .,the pilot that the mechanic hated doubted ***mask*** .,0.031116629808381067
1838,14,hated,embed,local,1,c,none,none,banker,pilot,doubted,herself,The banker that the pilot hated doubted herself . <eos>,The banker that the pilot hated doubted herself .,the banker that the pilot hated doubted ***mask*** .,0.01914830022014409
1839,14,hated,embed,local,1,d,none,none,pilot,banker,doubted,herself,The pilot that the banker hated doubted herself . <eos>,The pilot that the banker hated doubted herself .,the pilot that the banker hated doubted ***mask*** .,0.035968231626857756
1840,14,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,doubted,herself,The mechanics that the pilot hated doubted herself . <eos>,The mechanics that the pilot hated doubted herself .,the mechanics that the pilot hated doubted ***mask*** .,0.029333528603451682
1841,14,hated,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,doubted,herself,The pilots that the mechanic hated doubted herself . <eos>,The pilots that the mechanic hated doubted herself .,the pilots that the mechanic hated doubted ***mask*** .,0.049131070977946285
1842,14,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,doubted,herself,The bankers that the pilot hated doubted herself . <eos>,The bankers that the pilot hated doubted herself .,the bankers that the pilot hated doubted ***mask*** .,0.029084726544929485
1843,14,hated,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,doubted,herself,The pilots that the banker hated doubted herself . <eos>,The pilots that the banker hated doubted herself .,the pilots that the banker hated doubted ***mask*** .,0.04459373629432888
1844,14,hated,embed,local,1,a,rc_subj,number,mechanic,pilots,doubted,herself,The mechanic that the pilots hated doubted herself . <eos>,The mechanic that the pilots hated doubted herself .,the mechanic that the pilots hated doubted ***mask*** .,0.026878596696560435
1845,14,hated,embed,local,1,b,rc_subj,number,pilot,mechanics,doubted,herself,The pilot that the mechanics hated doubted herself . <eos>,The pilot that the mechanics hated doubted herself .,the pilot that the mechanics hated doubted ***mask*** .,0.03888940433527446
1846,14,hated,embed,local,1,c,rc_subj,number,banker,pilots,doubted,herself,The banker that the pilots hated doubted herself . <eos>,The banker that the pilots hated doubted herself .,the banker that the pilots hated doubted ***mask*** .,0.03739254423406751
1847,14,hated,embed,local,1,d,rc_subj,number,pilot,bankers,doubted,herself,The pilot that the bankers hated doubted herself . <eos>,The pilot that the bankers hated doubted herself .,the pilot that the bankers hated doubted ***mask*** .,0.04155562046809361
1848,15,hated,embed,local,1,a,none,none,mechanic,surgeon,hurt,herself,The mechanic that the surgeon hated hurt herself . <eos>,The mechanic that the surgeon hated hurt herself .,the mechanic that the surgeon hated hurt ***mask*** .,0.04324528533353015
1849,15,hated,embed,local,1,b,none,none,surgeon,mechanic,hurt,herself,The surgeon that the mechanic hated hurt herself . <eos>,The surgeon that the mechanic hated hurt herself .,the surgeon that the mechanic hated hurt ***mask*** .,0.041203180969383336
1850,15,hated,embed,local,1,c,none,none,banker,surgeon,hurt,herself,The banker that the surgeon hated hurt herself . <eos>,The banker that the surgeon hated hurt herself .,the banker that the surgeon hated hurt ***mask*** .,0.07738467902596843
1851,15,hated,embed,local,1,d,none,none,surgeon,banker,hurt,herself,The surgeon that the banker hated hurt herself . <eos>,The surgeon that the banker hated hurt herself .,the surgeon that the banker hated hurt ***mask*** .,0.08814767281934154
1852,15,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,hurt,herself,The mechanics that the surgeon hated hurt herself . <eos>,The mechanics that the surgeon hated hurt herself .,the mechanics that the surgeon hated hurt ***mask*** .,0.07746789520682322
1853,15,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,hurt,herself,The surgeons that the mechanic hated hurt herself . <eos>,The surgeons that the mechanic hated hurt herself .,the surgeons that the mechanic hated hurt ***mask*** .,0.0514373027308386
1854,15,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,hurt,herself,The bankers that the surgeon hated hurt herself . <eos>,The bankers that the surgeon hated hurt herself .,the bankers that the surgeon hated hurt ***mask*** .,0.11280914145851896
1855,15,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,hurt,herself,The surgeons that the banker hated hurt herself . <eos>,The surgeons that the banker hated hurt herself .,the surgeons that the banker hated hurt ***mask*** .,0.11941668264730408
1856,15,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,hurt,herself,The mechanic that the surgeons hated hurt herself . <eos>,The mechanic that the surgeons hated hurt herself .,the mechanic that the surgeons hated hurt ***mask*** .,0.053204522537248694
1857,15,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,hurt,herself,The surgeon that the mechanics hated hurt herself . <eos>,The surgeon that the mechanics hated hurt herself .,the surgeon that the mechanics hated hurt ***mask*** .,0.044270398967551444
1858,15,hated,embed,local,1,c,rc_subj,number,banker,surgeons,hurt,herself,The banker that the surgeons hated hurt herself . <eos>,The banker that the surgeons hated hurt herself .,the banker that the surgeons hated hurt ***mask*** .,0.07732396642087694
1859,15,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,hurt,herself,The surgeon that the bankers hated hurt herself . <eos>,The surgeon that the bankers hated hurt herself .,the surgeon that the bankers hated hurt ***mask*** .,0.1587096353208168
1860,16,hated,embed,local,1,a,none,none,mechanic,surgeon,injured,herself,The mechanic that the surgeon hated injured herself . <eos>,The mechanic that the surgeon hated injured herself .,the mechanic that the surgeon hated injured ***mask*** .,0.06552842209407167
1861,16,hated,embed,local,1,b,none,none,surgeon,mechanic,injured,herself,The surgeon that the mechanic hated injured herself . <eos>,The surgeon that the mechanic hated injured herself .,the surgeon that the mechanic hated injured ***mask*** .,0.01322109349912043
1862,16,hated,embed,local,1,c,none,none,banker,surgeon,injured,herself,The banker that the surgeon hated injured herself . <eos>,The banker that the surgeon hated injured herself .,the banker that the surgeon hated injured ***mask*** .,0.14134924648852054
1863,16,hated,embed,local,1,d,none,none,surgeon,banker,injured,herself,The surgeon that the banker hated injured herself . <eos>,The surgeon that the banker hated injured herself .,the surgeon that the banker hated injured ***mask*** .,0.04178868069644175
1864,16,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,injured,herself,The mechanics that the surgeon hated injured herself . <eos>,The mechanics that the surgeon hated injured herself .,the mechanics that the surgeon hated injured ***mask*** .,0.06786556453525242
1865,16,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,injured,herself,The surgeons that the mechanic hated injured herself . <eos>,The surgeons that the mechanic hated injured herself .,the surgeons that the mechanic hated injured ***mask*** .,0.02010164237861743
1866,16,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,injured,herself,The bankers that the surgeon hated injured herself . <eos>,The bankers that the surgeon hated injured herself .,the bankers that the surgeon hated injured ***mask*** .,0.08384892182341647
1867,16,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,injured,herself,The surgeons that the banker hated injured herself . <eos>,The surgeons that the banker hated injured herself .,the surgeons that the banker hated injured ***mask*** .,0.044072300130310056
1868,16,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,injured,herself,The mechanic that the surgeons hated injured herself . <eos>,The mechanic that the surgeons hated injured herself .,the mechanic that the surgeons hated injured ***mask*** .,0.08389451563733354
1869,16,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,injured,herself,The surgeon that the mechanics hated injured herself . <eos>,The surgeon that the mechanics hated injured herself .,the surgeon that the mechanics hated injured ***mask*** .,0.03695478511511824
1870,16,hated,embed,local,1,c,rc_subj,number,banker,surgeons,injured,herself,The banker that the surgeons hated injured herself . <eos>,The banker that the surgeons hated injured herself .,the banker that the surgeons hated injured ***mask*** .,0.10838379497699861
1871,16,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,injured,herself,The surgeon that the bankers hated injured herself . <eos>,The surgeon that the bankers hated injured herself .,the surgeon that the bankers hated injured ***mask*** .,0.09418514493743138
1872,17,hated,embed,local,1,a,none,none,mechanic,surgeon,congratulated,herself,The mechanic that the surgeon hated congratulated herself . <eos>,The mechanic that the surgeon hated congratulated herself .,the mechanic that the surgeon hated congratulated ***mask*** .,0.009278131412072586
1873,17,hated,embed,local,1,b,none,none,surgeon,mechanic,congratulated,herself,The surgeon that the mechanic hated congratulated herself . <eos>,The surgeon that the mechanic hated congratulated herself .,the surgeon that the mechanic hated congratulated ***mask*** .,0.013401683041730473
1874,17,hated,embed,local,1,c,none,none,banker,surgeon,congratulated,herself,The banker that the surgeon hated congratulated herself . <eos>,The banker that the surgeon hated congratulated herself .,the banker that the surgeon hated congratulated ***mask*** .,0.008799506105107779
1875,17,hated,embed,local,1,d,none,none,surgeon,banker,congratulated,herself,The surgeon that the banker hated congratulated herself . <eos>,The surgeon that the banker hated congratulated herself .,the surgeon that the banker hated congratulated ***mask*** .,0.021851488720085244
1876,17,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,congratulated,herself,The mechanics that the surgeon hated congratulated herself . <eos>,The mechanics that the surgeon hated congratulated herself .,the mechanics that the surgeon hated congratulated ***mask*** .,0.01283301303046756
1877,17,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,congratulated,herself,The surgeons that the mechanic hated congratulated herself . <eos>,The surgeons that the mechanic hated congratulated herself .,the surgeons that the mechanic hated congratulated ***mask*** .,0.0182494128046536
1878,17,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,congratulated,herself,The bankers that the surgeon hated congratulated herself . <eos>,The bankers that the surgeon hated congratulated herself .,the bankers that the surgeon hated congratulated ***mask*** .,0.009271487971079876
1879,17,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,congratulated,herself,The surgeons that the banker hated congratulated herself . <eos>,The surgeons that the banker hated congratulated herself .,the surgeons that the banker hated congratulated ***mask*** .,0.03586246620266234
1880,17,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,congratulated,herself,The mechanic that the surgeons hated congratulated herself . <eos>,The mechanic that the surgeons hated congratulated herself .,the mechanic that the surgeons hated congratulated ***mask*** .,0.009274339617171435
1881,17,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,congratulated,herself,The surgeon that the mechanics hated congratulated herself . <eos>,The surgeon that the mechanics hated congratulated herself .,the surgeon that the mechanics hated congratulated ***mask*** .,0.022277947558861283
1882,17,hated,embed,local,1,c,rc_subj,number,banker,surgeons,congratulated,herself,The banker that the surgeons hated congratulated herself . <eos>,The banker that the surgeons hated congratulated herself .,the banker that the surgeons hated congratulated ***mask*** .,0.00928579466913457
1883,17,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,congratulated,herself,The surgeon that the bankers hated congratulated herself . <eos>,The surgeon that the bankers hated congratulated herself .,the surgeon that the bankers hated congratulated ***mask*** .,0.033651488390944624
1884,18,hated,embed,local,1,a,none,none,mechanic,surgeon,embarrassed,herself,The mechanic that the surgeon hated embarrassed herself . <eos>,The mechanic that the surgeon hated embarrassed herself .,the mechanic that the surgeon hated embarrassed ***mask*** .,0.03704506578951644
1885,18,hated,embed,local,1,b,none,none,surgeon,mechanic,embarrassed,herself,The surgeon that the mechanic hated embarrassed herself . <eos>,The surgeon that the mechanic hated embarrassed herself .,the surgeon that the mechanic hated embarrassed ***mask*** .,0.03342976095210667
1886,18,hated,embed,local,1,c,none,none,banker,surgeon,embarrassed,herself,The banker that the surgeon hated embarrassed herself . <eos>,The banker that the surgeon hated embarrassed herself .,the banker that the surgeon hated embarrassed ***mask*** .,0.046505721769310795
1887,18,hated,embed,local,1,d,none,none,surgeon,banker,embarrassed,herself,The surgeon that the banker hated embarrassed herself . <eos>,The surgeon that the banker hated embarrassed herself .,the surgeon that the banker hated embarrassed ***mask*** .,0.0877616333838162
1888,18,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,embarrassed,herself,The mechanics that the surgeon hated embarrassed herself . <eos>,The mechanics that the surgeon hated embarrassed herself .,the mechanics that the surgeon hated embarrassed ***mask*** .,0.04564318762776269
1889,18,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,embarrassed,herself,The surgeons that the mechanic hated embarrassed herself . <eos>,The surgeons that the mechanic hated embarrassed herself .,the surgeons that the mechanic hated embarrassed ***mask*** .,0.041034968738760766
1890,18,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,embarrassed,herself,The bankers that the surgeon hated embarrassed herself . <eos>,The bankers that the surgeon hated embarrassed herself .,the bankers that the surgeon hated embarrassed ***mask*** .,0.047209310218071746
1891,18,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,embarrassed,herself,The surgeons that the banker hated embarrassed herself . <eos>,The surgeons that the banker hated embarrassed herself .,the surgeons that the banker hated embarrassed ***mask*** .,0.11442271915697864
1892,18,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,embarrassed,herself,The mechanic that the surgeons hated embarrassed herself . <eos>,The mechanic that the surgeons hated embarrassed herself .,the mechanic that the surgeons hated embarrassed ***mask*** .,0.04234394906537474
1893,18,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,embarrassed,herself,The surgeon that the mechanics hated embarrassed herself . <eos>,The surgeon that the mechanics hated embarrassed herself .,the surgeon that the mechanics hated embarrassed ***mask*** .,0.0400024889619253
1894,18,hated,embed,local,1,c,rc_subj,number,banker,surgeons,embarrassed,herself,The banker that the surgeons hated embarrassed herself . <eos>,The banker that the surgeons hated embarrassed herself .,the banker that the surgeons hated embarrassed ***mask*** .,0.04947035474930438
1895,18,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,embarrassed,herself,The surgeon that the bankers hated embarrassed herself . <eos>,The surgeon that the bankers hated embarrassed herself .,the surgeon that the bankers hated embarrassed ***mask*** .,0.10093588076684068
1896,19,hated,embed,local,1,a,none,none,mechanic,surgeon,disguised,herself,The mechanic that the surgeon hated disguised herself . <eos>,The mechanic that the surgeon hated disguised herself .,the mechanic that the surgeon hated disguised ***mask*** .,0.0020278593466945076
1897,19,hated,embed,local,1,b,none,none,surgeon,mechanic,disguised,herself,The surgeon that the mechanic hated disguised herself . <eos>,The surgeon that the mechanic hated disguised herself .,the surgeon that the mechanic hated disguised ***mask*** .,0.0005002059240684554
1898,19,hated,embed,local,1,c,none,none,banker,surgeon,disguised,herself,The banker that the surgeon hated disguised herself . <eos>,The banker that the surgeon hated disguised herself .,the banker that the surgeon hated disguised ***mask*** .,0.002895812742912333
1899,19,hated,embed,local,1,d,none,none,surgeon,banker,disguised,herself,The surgeon that the banker hated disguised herself . <eos>,The surgeon that the banker hated disguised herself .,the surgeon that the banker hated disguised ***mask*** .,0.0006120038321108519
1900,19,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,disguised,herself,The mechanics that the surgeon hated disguised herself . <eos>,The mechanics that the surgeon hated disguised herself .,the mechanics that the surgeon hated disguised ***mask*** .,0.0029289055255134135
1901,19,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,disguised,herself,The surgeons that the mechanic hated disguised herself . <eos>,The surgeons that the mechanic hated disguised herself .,the surgeons that the mechanic hated disguised ***mask*** .,0.001982359114941737
1902,19,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,disguised,herself,The bankers that the surgeon hated disguised herself . <eos>,The bankers that the surgeon hated disguised herself .,the bankers that the surgeon hated disguised ***mask*** .,0.0022663073882386105
1903,19,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,disguised,herself,The surgeons that the banker hated disguised herself . <eos>,The surgeons that the banker hated disguised herself .,the surgeons that the banker hated disguised ***mask*** .,0.0011278947892075601
1904,19,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,disguised,herself,The mechanic that the surgeons hated disguised herself . <eos>,The mechanic that the surgeons hated disguised herself .,the mechanic that the surgeons hated disguised ***mask*** .,0.002474602789016105
1905,19,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,disguised,herself,The surgeon that the mechanics hated disguised herself . <eos>,The surgeon that the mechanics hated disguised herself .,the surgeon that the mechanics hated disguised ***mask*** .,0.0004562055847237749
1906,19,hated,embed,local,1,c,rc_subj,number,banker,surgeons,disguised,herself,The banker that the surgeons hated disguised herself . <eos>,The banker that the surgeons hated disguised herself .,the banker that the surgeons hated disguised ***mask*** .,0.002977212935557556
1907,19,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,disguised,herself,The surgeon that the bankers hated disguised herself . <eos>,The surgeon that the bankers hated disguised herself .,the surgeon that the bankers hated disguised ***mask*** .,0.005448786301601218
1908,20,hated,embed,local,1,a,none,none,mechanic,surgeon,hated,herself,The mechanic that the surgeon hated hated herself . <eos>,The mechanic that the surgeon hated hated herself .,the mechanic that the surgeon hated hated ***mask*** .,0.04987023677877119
1909,20,hated,embed,local,1,b,none,none,surgeon,mechanic,hated,herself,The surgeon that the mechanic hated hated herself . <eos>,The surgeon that the mechanic hated hated herself .,the surgeon that the mechanic hated hated ***mask*** .,0.042403285243405184
1910,20,hated,embed,local,1,c,none,none,banker,surgeon,hated,herself,The banker that the surgeon hated hated herself . <eos>,The banker that the surgeon hated hated herself .,the banker that the surgeon hated hated ***mask*** .,0.059055513657393956
1911,20,hated,embed,local,1,d,none,none,surgeon,banker,hated,herself,The surgeon that the banker hated hated herself . <eos>,The surgeon that the banker hated hated herself .,the surgeon that the banker hated hated ***mask*** .,0.06630809081254911
1912,20,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,hated,herself,The mechanics that the surgeon hated hated herself . <eos>,The mechanics that the surgeon hated hated herself .,the mechanics that the surgeon hated hated ***mask*** .,0.04909560108423145
1913,20,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,hated,herself,The surgeons that the mechanic hated hated herself . <eos>,The surgeons that the mechanic hated hated herself .,the surgeons that the mechanic hated hated ***mask*** .,0.08812533153547482
1914,20,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,hated,herself,The bankers that the surgeon hated hated herself . <eos>,The bankers that the surgeon hated hated herself .,the bankers that the surgeon hated hated ***mask*** .,0.040891794063954524
1915,20,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,hated,herself,The surgeons that the banker hated hated herself . <eos>,The surgeons that the banker hated hated herself .,the surgeons that the banker hated hated ***mask*** .,0.09128849948327429
1916,20,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,hated,herself,The mechanic that the surgeons hated hated herself . <eos>,The mechanic that the surgeons hated hated herself .,the mechanic that the surgeons hated hated ***mask*** .,0.0748936726160103
1917,20,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,hated,herself,The surgeon that the mechanics hated hated herself . <eos>,The surgeon that the mechanics hated hated herself .,the surgeon that the mechanics hated hated ***mask*** .,0.061147267380145205
1918,20,hated,embed,local,1,c,rc_subj,number,banker,surgeons,hated,herself,The banker that the surgeons hated hated herself . <eos>,The banker that the surgeons hated hated herself .,the banker that the surgeons hated hated ***mask*** .,0.05768036252975517
1919,20,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,hated,herself,The surgeon that the bankers hated hated herself . <eos>,The surgeon that the bankers hated hated herself .,the surgeon that the bankers hated hated ***mask*** .,0.14059360074500069
1920,21,hated,embed,local,1,a,none,none,mechanic,surgeon,doubted,herself,The mechanic that the surgeon hated doubted herself . <eos>,The mechanic that the surgeon hated doubted herself .,the mechanic that the surgeon hated doubted ***mask*** .,0.00981009481668073
1921,21,hated,embed,local,1,b,none,none,surgeon,mechanic,doubted,herself,The surgeon that the mechanic hated doubted herself . <eos>,The surgeon that the mechanic hated doubted herself .,the surgeon that the mechanic hated doubted ***mask*** .,0.01679880017143657
1922,21,hated,embed,local,1,c,none,none,banker,surgeon,doubted,herself,The banker that the surgeon hated doubted herself . <eos>,The banker that the surgeon hated doubted herself .,the banker that the surgeon hated doubted ***mask*** .,0.009807726831196842
1923,21,hated,embed,local,1,d,none,none,surgeon,banker,doubted,herself,The surgeon that the banker hated doubted herself . <eos>,The surgeon that the banker hated doubted herself .,the surgeon that the banker hated doubted ***mask*** .,0.020527793595247514
1924,21,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,doubted,herself,The mechanics that the surgeon hated doubted herself . <eos>,The mechanics that the surgeon hated doubted herself .,the mechanics that the surgeon hated doubted ***mask*** .,0.016045323844419247
1925,21,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,doubted,herself,The surgeons that the mechanic hated doubted herself . <eos>,The surgeons that the mechanic hated doubted herself .,the surgeons that the mechanic hated doubted ***mask*** .,0.028320522578909567
1926,21,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,doubted,herself,The bankers that the surgeon hated doubted herself . <eos>,The bankers that the surgeon hated doubted herself .,the bankers that the surgeon hated doubted ***mask*** .,0.01471320100885622
