item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos
69,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,taught,himself,The boys that the husband liked taught himself . <eos>,The boys that the husband liked taught himself .
69,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,taught,himself,The husbands that the boy liked taught himself . <eos>,The husbands that the boy liked taught himself .
69,simple,local,c-command,1,a,rc_subj,number,boy,husbands,taught,himself,The boy that the husbands liked taught himself . <eos>,The boy that the husbands liked taught himself .
69,simple,local,c-command,1,b,rc_subj,number,husband,boys,taught,himself,The husband that the boys liked taught himself . <eos>,The husband that the boys liked taught himself .
70,simple,local,c-command,1,a,none,none,boy,husband,killed,himself,The boy that the husband liked killed himself . <eos>,The boy that the husband liked killed himself .
70,simple,local,c-command,1,b,none,none,husband,boy,killed,himself,The husband that the boy liked killed himself . <eos>,The husband that the boy liked killed himself .
70,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,killed,himself,The boys that the husband liked killed himself . <eos>,The boys that the husband liked killed himself .
70,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,killed,himself,The husbands that the boy liked killed himself . <eos>,The husbands that the boy liked killed himself .
70,simple,local,c-command,1,a,rc_subj,number,boy,husbands,killed,himself,The boy that the husbands liked killed himself . <eos>,The boy that the husbands liked killed himself .
70,simple,local,c-command,1,b,rc_subj,number,husband,boys,killed,himself,The husband that the boys liked killed himself . <eos>,The husband that the boys liked killed himself .
71,simple,local,c-command,1,a,none,none,boy,husband,called,himself,The boy that the husband liked called himself . <eos>,The boy that the husband liked called himself .
71,simple,local,c-command,1,b,none,none,husband,boy,called,himself,The husband that the boy liked called himself . <eos>,The husband that the boy liked called himself .
71,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,called,himself,The boys that the husband liked called himself . <eos>,The boys that the husband liked called himself .
71,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,called,himself,The husbands that the boy liked called himself . <eos>,The husbands that the boy liked called himself .
71,simple,local,c-command,1,a,rc_subj,number,boy,husbands,called,himself,The boy that the husbands liked called himself . <eos>,The boy that the husbands liked called himself .
71,simple,local,c-command,1,b,rc_subj,number,husband,boys,called,himself,The husband that the boys liked called himself . <eos>,The husband that the boys liked called himself .
72,simple,local,c-command,1,a,none,none,boy,husband,dedicated,himself,The boy that the husband liked dedicated himself . <eos>,The boy that the husband liked dedicated himself .
72,simple,local,c-command,1,b,none,none,husband,boy,dedicated,himself,The husband that the boy liked dedicated himself . <eos>,The husband that the boy liked dedicated himself .
72,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,dedicated,himself,The boys that the husband liked dedicated himself . <eos>,The boys that the husband liked dedicated himself .
72,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,dedicated,himself,The husbands that the boy liked dedicated himself . <eos>,The husbands that the boy liked dedicated himself .
72,simple,local,c-command,1,a,rc_subj,number,boy,husbands,dedicated,himself,The boy that the husbands liked dedicated himself . <eos>,The boy that the husbands liked dedicated himself .
72,simple,local,c-command,1,b,rc_subj,number,husband,boys,dedicated,himself,The husband that the boys liked dedicated himself . <eos>,The husband that the boys liked dedicated himself .
73,simple,local,c-command,1,a,none,none,boy,husband,declared,himself,The boy that the husband liked declared himself . <eos>,The boy that the husband liked declared himself .
73,simple,local,c-command,1,b,none,none,husband,boy,declared,himself,The husband that the boy liked declared himself . <eos>,The husband that the boy liked declared himself .
73,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,declared,himself,The boys that the husband liked declared himself . <eos>,The boys that the husband liked declared himself .
73,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,declared,himself,The husbands that the boy liked declared himself . <eos>,The husbands that the boy liked declared himself .
73,simple,local,c-command,1,a,rc_subj,number,boy,husbands,declared,himself,The boy that the husbands liked declared himself . <eos>,The boy that the husbands liked declared himself .
73,simple,local,c-command,1,b,rc_subj,number,husband,boys,declared,himself,The husband that the boys liked declared himself . <eos>,The husband that the boys liked declared himself .
74,simple,local,c-command,1,a,none,none,boy,husband,proved,himself,The boy that the husband liked proved himself . <eos>,The boy that the husband liked proved himself .
74,simple,local,c-command,1,b,none,none,husband,boy,proved,himself,The husband that the boy liked proved himself . <eos>,The husband that the boy liked proved himself .
74,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,proved,himself,The boys that the husband liked proved himself . <eos>,The boys that the husband liked proved himself .
74,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,proved,himself,The husbands that the boy liked proved himself . <eos>,The husbands that the boy liked proved himself .
74,simple,local,c-command,1,a,rc_subj,number,boy,husbands,proved,himself,The boy that the husbands liked proved himself . <eos>,The boy that the husbands liked proved himself .
74,simple,local,c-command,1,b,rc_subj,number,husband,boys,proved,himself,The husband that the boys liked proved himself . <eos>,The husband that the boys liked proved himself .
75,simple,local,c-command,1,a,none,none,boy,husband,shot,himself,The boy that the husband liked shot himself . <eos>,The boy that the husband liked shot himself .
75,simple,local,c-command,1,b,none,none,husband,boy,shot,himself,The husband that the boy liked shot himself . <eos>,The husband that the boy liked shot himself .
75,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,shot,himself,The boys that the husband liked shot himself . <eos>,The boys that the husband liked shot himself .
75,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,shot,himself,The husbands that the boy liked shot himself . <eos>,The husbands that the boy liked shot himself .
75,simple,local,c-command,1,a,rc_subj,number,boy,husbands,shot,himself,The boy that the husbands liked shot himself . <eos>,The boy that the husbands liked shot himself .
75,simple,local,c-command,1,b,rc_subj,number,husband,boys,shot,himself,The husband that the boys liked shot himself . <eos>,The husband that the boys liked shot himself .
