item,clause_type,locality,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
34,embed,local,1,a,female,none,none,girls,women,considered,themselves,The girls said that the women considered themselves . <eos>,The girls said that the women considered themselves .
34,embed,local,1,b,female,none,none,women,girls,considered,themselves,The women said that the girls considered themselves . <eos>,The women said that the girls considered themselves .
34,embed,local,1,a,male,nonlocal_subj,number,boy,men,considered,themselves,The boy said that the men considered themselves . <eos>,The boy said that the men considered themselves .
34,embed,local,1,b,male,nonlocal_subj,number,man,boys,considered,themselves,The man said that the boys considered themselves . <eos>,The man said that the boys considered themselves .
34,embed,local,1,a,female,nonlocal_subj,number,girl,women,considered,themselves,The girl said that the women considered themselves . <eos>,The girl said that the women considered themselves .
34,embed,local,1,b,female,nonlocal_subj,number,woman,girls,considered,themselves,The woman said that the girls considered themselves . <eos>,The woman said that the girls considered themselves .
34,embed,nonlocal,0,a,male,local_subj,number,boys,man,considered,themselves,The boys said that the man considered themselves . <eos>,The boys said that the man considered themselves .
34,embed,nonlocal,0,b,male,local_subj,number,men,boy,considered,themselves,The men said that the boy considered themselves . <eos>,The men said that the boy considered themselves .
34,embed,nonlocal,0,a,female,local_subj,number,girls,woman,considered,themselves,The girls said that the woman considered themselves . <eos>,The girls said that the woman considered themselves .
34,embed,nonlocal,0,b,female,local_subj,number,women,girl,considered,themselves,The women said that the girl considered themselves . <eos>,The women said that the girl considered themselves .
35,embed,local,1,a,male,none,none,boys,men,identified,themselves,The boys said that the men identified themselves . <eos>,The boys said that the men identified themselves .
35,embed,local,1,b,male,none,none,men,boys,identified,themselves,The men said that the boys identified themselves . <eos>,The men said that the boys identified themselves .
35,embed,local,1,a,female,none,none,girls,women,identified,themselves,The girls said that the women identified themselves . <eos>,The girls said that the women identified themselves .
35,embed,local,1,b,female,none,none,women,girls,identified,themselves,The women said that the girls identified themselves . <eos>,The women said that the girls identified themselves .
35,embed,local,1,a,male,nonlocal_subj,number,boy,men,identified,themselves,The boy said that the men identified themselves . <eos>,The boy said that the men identified themselves .
35,embed,local,1,b,male,nonlocal_subj,number,man,boys,identified,themselves,The man said that the boys identified themselves . <eos>,The man said that the boys identified themselves .
35,embed,local,1,a,female,nonlocal_subj,number,girl,women,identified,themselves,The girl said that the women identified themselves . <eos>,The girl said that the women identified themselves .
35,embed,local,1,b,female,nonlocal_subj,number,woman,girls,identified,themselves,The woman said that the girls identified themselves . <eos>,The woman said that the girls identified themselves .
35,embed,nonlocal,0,a,male,local_subj,number,boys,man,identified,themselves,The boys said that the man identified themselves . <eos>,The boys said that the man identified themselves .
35,embed,nonlocal,0,b,male,local_subj,number,men,boy,identified,themselves,The men said that the boy identified themselves . <eos>,The men said that the boy identified themselves .
35,embed,nonlocal,0,a,female,local_subj,number,girls,woman,identified,themselves,The girls said that the woman identified themselves . <eos>,The girls said that the woman identified themselves .
35,embed,nonlocal,0,b,female,local_subj,number,women,girl,identified,themselves,The women said that the girl identified themselves . <eos>,The women said that the girl identified themselves .
36,embed,local,1,a,male,none,none,boys,men,made,themselves,The boys said that the men made themselves . <eos>,The boys said that the men made themselves .
36,embed,local,1,b,male,none,none,men,boys,made,themselves,The men said that the boys made themselves . <eos>,The men said that the boys made themselves .
36,embed,local,1,a,female,none,none,girls,women,made,themselves,The girls said that the women made themselves . <eos>,The girls said that the women made themselves .
36,embed,local,1,b,female,none,none,women,girls,made,themselves,The women said that the girls made themselves . <eos>,The women said that the girls made themselves .
36,embed,local,1,a,male,nonlocal_subj,number,boy,men,made,themselves,The boy said that the men made themselves . <eos>,The boy said that the men made themselves .
36,embed,local,1,b,male,nonlocal_subj,number,man,boys,made,themselves,The man said that the boys made themselves . <eos>,The man said that the boys made themselves .
36,embed,local,1,a,female,nonlocal_subj,number,girl,women,made,themselves,The girl said that the women made themselves . <eos>,The girl said that the women made themselves .
36,embed,local,1,b,female,nonlocal_subj,number,woman,girls,made,themselves,The woman said that the girls made themselves . <eos>,The woman said that the girls made themselves .
36,embed,nonlocal,0,a,male,local_subj,number,boys,man,made,themselves,The boys said that the man made themselves . <eos>,The boys said that the man made themselves .
36,embed,nonlocal,0,b,male,local_subj,number,men,boy,made,themselves,The men said that the boy made themselves . <eos>,The men said that the boy made themselves .
36,embed,nonlocal,0,a,female,local_subj,number,girls,woman,made,themselves,The girls said that the woman made themselves . <eos>,The girls said that the woman made themselves .
36,embed,nonlocal,0,b,female,local_subj,number,women,girl,made,themselves,The women said that the girl made themselves . <eos>,The women said that the girl made themselves .
37,embed,local,1,a,male,none,none,boys,men,found,themselves,The boys said that the men found themselves . <eos>,The boys said that the men found themselves .
37,embed,local,1,b,male,none,none,men,boys,found,themselves,The men said that the boys found themselves . <eos>,The men said that the boys found themselves .
37,embed,local,1,a,female,none,none,girls,women,found,themselves,The girls said that the women found themselves . <eos>,The girls said that the women found themselves .
37,embed,local,1,b,female,none,none,women,girls,found,themselves,The women said that the girls found themselves . <eos>,The women said that the girls found themselves .
37,embed,local,1,a,male,nonlocal_subj,number,boy,men,found,themselves,The boy said that the men found themselves . <eos>,The boy said that the men found themselves .
37,embed,local,1,b,male,nonlocal_subj,number,man,boys,found,themselves,The man said that the boys found themselves . <eos>,The man said that the boys found themselves .
37,embed,local,1,a,female,nonlocal_subj,number,girl,women,found,themselves,The girl said that the women found themselves . <eos>,The girl said that the women found themselves .
37,embed,local,1,b,female,nonlocal_subj,number,woman,girls,found,themselves,The woman said that the girls found themselves . <eos>,The woman said that the girls found themselves .
37,embed,nonlocal,0,a,male,local_subj,number,boys,man,found,themselves,The boys said that the man found themselves . <eos>,The boys said that the man found themselves .
37,embed,nonlocal,0,b,male,local_subj,number,men,boy,found,themselves,The men said that the boy found themselves . <eos>,The men said that the boy found themselves .
37,embed,nonlocal,0,a,female,local_subj,number,girls,woman,found,themselves,The girls said that the woman found themselves . <eos>,The girls said that the woman found themselves .
37,embed,nonlocal,0,b,female,local_subj,number,women,girl,found,themselves,The women said that the girl found themselves . <eos>,The women said that the girl found themselves .
38,embed,local,1,a,male,none,none,boys,men,distinguished,themselves,The boys said that the men distinguished themselves . <eos>,The boys said that the men distinguished themselves .
38,embed,local,1,b,male,none,none,men,boys,distinguished,themselves,The men said that the boys distinguished themselves . <eos>,The men said that the boys distinguished themselves .
38,embed,local,1,a,female,none,none,girls,women,distinguished,themselves,The girls said that the women distinguished themselves . <eos>,The girls said that the women distinguished themselves .
38,embed,local,1,b,female,none,none,women,girls,distinguished,themselves,The women said that the girls distinguished themselves . <eos>,The women said that the girls distinguished themselves .
38,embed,local,1,a,male,nonlocal_subj,number,boy,men,distinguished,themselves,The boy said that the men distinguished themselves . <eos>,The boy said that the men distinguished themselves .
38,embed,local,1,b,male,nonlocal_subj,number,man,boys,distinguished,themselves,The man said that the boys distinguished themselves . <eos>,The man said that the boys distinguished themselves .
38,embed,local,1,a,female,nonlocal_subj,number,girl,women,distinguished,themselves,The girl said that the women distinguished themselves . <eos>,The girl said that the women distinguished themselves .
38,embed,local,1,b,female,nonlocal_subj,number,woman,girls,distinguished,themselves,The woman said that the girls distinguished themselves . <eos>,The woman said that the girls distinguished themselves .
38,embed,nonlocal,0,a,male,local_subj,number,boys,man,distinguished,themselves,The boys said that the man distinguished themselves . <eos>,The boys said that the man distinguished themselves .
38,embed,nonlocal,0,b,male,local_subj,number,men,boy,distinguished,themselves,The men said that the boy distinguished themselves . <eos>,The men said that the boy distinguished themselves .
38,embed,nonlocal,0,a,female,local_subj,number,girls,woman,distinguished,themselves,The girls said that the woman distinguished themselves . <eos>,The girls said that the woman distinguished themselves .
38,embed,nonlocal,0,b,female,local_subj,number,women,girl,distinguished,themselves,The women said that the girl distinguished themselves . <eos>,The women said that the girl distinguished themselves .
39,embed,local,1,a,male,none,none,boys,men,taught,themselves,The boys said that the men taught themselves . <eos>,The boys said that the men taught themselves .
39,embed,local,1,b,male,none,none,men,boys,taught,themselves,The men said that the boys taught themselves . <eos>,The men said that the boys taught themselves .
39,embed,local,1,a,female,none,none,girls,women,taught,themselves,The girls said that the women taught themselves . <eos>,The girls said that the women taught themselves .
39,embed,local,1,b,female,none,none,women,girls,taught,themselves,The women said that the girls taught themselves . <eos>,The women said that the girls taught themselves .
39,embed,local,1,a,male,nonlocal_subj,number,boy,men,taught,themselves,The boy said that the men taught themselves . <eos>,The boy said that the men taught themselves .
39,embed,local,1,b,male,nonlocal_subj,number,man,boys,taught,themselves,The man said that the boys taught themselves . <eos>,The man said that the boys taught themselves .
39,embed,local,1,a,female,nonlocal_subj,number,girl,women,taught,themselves,The girl said that the women taught themselves . <eos>,The girl said that the women taught themselves .
39,embed,local,1,b,female,nonlocal_subj,number,woman,girls,taught,themselves,The woman said that the girls taught themselves . <eos>,The woman said that the girls taught themselves .
39,embed,nonlocal,0,a,male,local_subj,number,boys,man,taught,themselves,The boys said that the man taught themselves . <eos>,The boys said that the man taught themselves .
39,embed,nonlocal,0,b,male,local_subj,number,men,boy,taught,themselves,The men said that the boy taught themselves . <eos>,The men said that the boy taught themselves .
39,embed,nonlocal,0,a,female,local_subj,number,girls,woman,taught,themselves,The girls said that the woman taught themselves . <eos>,The girls said that the woman taught themselves .
39,embed,nonlocal,0,b,female,local_subj,number,women,girl,taught,themselves,The women said that the girl taught themselves . <eos>,The women said that the girl taught themselves .
40,embed,local,1,a,male,none,none,boys,men,killed,themselves,The boys said that the men killed themselves . <eos>,The boys said that the men killed themselves .
40,embed,local,1,b,male,none,none,men,boys,killed,themselves,The men said that the boys killed themselves . <eos>,The men said that the boys killed themselves .
40,embed,local,1,a,female,none,none,girls,women,killed,themselves,The girls said that the women killed themselves . <eos>,The girls said that the women killed themselves .
40,embed,local,1,b,female,none,none,women,girls,killed,themselves,The women said that the girls killed themselves . <eos>,The women said that the girls killed themselves .
40,embed,local,1,a,male,nonlocal_subj,number,boy,men,killed,themselves,The boy said that the men killed themselves . <eos>,The boy said that the men killed themselves .
40,embed,local,1,b,male,nonlocal_subj,number,man,boys,killed,themselves,The man said that the boys killed themselves . <eos>,The man said that the boys killed themselves .
40,embed,local,1,a,female,nonlocal_subj,number,girl,women,killed,themselves,The girl said that the women killed themselves . <eos>,The girl said that the women killed themselves .
40,embed,local,1,b,female,nonlocal_subj,number,woman,girls,killed,themselves,The woman said that the girls killed themselves . <eos>,The woman said that the girls killed themselves .
40,embed,nonlocal,0,a,male,local_subj,number,boys,man,killed,themselves,The boys said that the man killed themselves . <eos>,The boys said that the man killed themselves .
40,embed,nonlocal,0,b,male,local_subj,number,men,boy,killed,themselves,The men said that the boy killed themselves . <eos>,The men said that the boy killed themselves .
40,embed,nonlocal,0,a,female,local_subj,number,girls,woman,killed,themselves,The girls said that the woman killed themselves . <eos>,The girls said that the woman killed themselves .
40,embed,nonlocal,0,b,female,local_subj,number,women,girl,killed,themselves,The women said that the girl killed themselves . <eos>,The women said that the girl killed themselves .
41,embed,local,1,a,male,none,none,boys,men,called,themselves,The boys said that the men called themselves . <eos>,The boys said that the men called themselves .
41,embed,local,1,b,male,none,none,men,boys,called,themselves,The men said that the boys called themselves . <eos>,The men said that the boys called themselves .
41,embed,local,1,a,female,none,none,girls,women,called,themselves,The girls said that the women called themselves . <eos>,The girls said that the women called themselves .
41,embed,local,1,b,female,none,none,women,girls,called,themselves,The women said that the girls called themselves . <eos>,The women said that the girls called themselves .
41,embed,local,1,a,male,nonlocal_subj,number,boy,men,called,themselves,The boy said that the men called themselves . <eos>,The boy said that the men called themselves .
41,embed,local,1,b,male,nonlocal_subj,number,man,boys,called,themselves,The man said that the boys called themselves . <eos>,The man said that the boys called themselves .
41,embed,local,1,a,female,nonlocal_subj,number,girl,women,called,themselves,The girl said that the women called themselves . <eos>,The girl said that the women called themselves .
41,embed,local,1,b,female,nonlocal_subj,number,woman,girls,called,themselves,The woman said that the girls called themselves . <eos>,The woman said that the girls called themselves .
41,embed,nonlocal,0,a,male,local_subj,number,boys,man,called,themselves,The boys said that the man called themselves . <eos>,The boys said that the man called themselves .
41,embed,nonlocal,0,b,male,local_subj,number,men,boy,called,themselves,The men said that the boy called themselves . <eos>,The men said that the boy called themselves .
41,embed,nonlocal,0,a,female,local_subj,number,girls,woman,called,themselves,The girls said that the woman called themselves . <eos>,The girls said that the woman called themselves .
41,embed,nonlocal,0,b,female,local_subj,number,women,girl,called,themselves,The women said that the girl called themselves . <eos>,The women said that the girl called themselves .
42,embed,local,1,a,male,none,none,boys,men,dedicated,themselves,The boys said that the men dedicated themselves . <eos>,The boys said that the men dedicated themselves .
42,embed,local,1,b,male,none,none,men,boys,dedicated,themselves,The men said that the boys dedicated themselves . <eos>,The men said that the boys dedicated themselves .
42,embed,local,1,a,female,none,none,girls,women,dedicated,themselves,The girls said that the women dedicated themselves . <eos>,The girls said that the women dedicated themselves .
42,embed,local,1,b,female,none,none,women,girls,dedicated,themselves,The women said that the girls dedicated themselves . <eos>,The women said that the girls dedicated themselves .
42,embed,local,1,a,male,nonlocal_subj,number,boy,men,dedicated,themselves,The boy said that the men dedicated themselves . <eos>,The boy said that the men dedicated themselves .
42,embed,local,1,b,male,nonlocal_subj,number,man,boys,dedicated,themselves,The man said that the boys dedicated themselves . <eos>,The man said that the boys dedicated themselves .
42,embed,local,1,a,female,nonlocal_subj,number,girl,women,dedicated,themselves,The girl said that the women dedicated themselves . <eos>,The girl said that the women dedicated themselves .
42,embed,local,1,b,female,nonlocal_subj,number,woman,girls,dedicated,themselves,The woman said that the girls dedicated themselves . <eos>,The woman said that the girls dedicated themselves .
42,embed,nonlocal,0,a,male,local_subj,number,boys,man,dedicated,themselves,The boys said that the man dedicated themselves . <eos>,The boys said that the man dedicated themselves .
42,embed,nonlocal,0,b,male,local_subj,number,men,boy,dedicated,themselves,The men said that the boy dedicated themselves . <eos>,The men said that the boy dedicated themselves .
42,embed,nonlocal,0,a,female,local_subj,number,girls,woman,dedicated,themselves,The girls said that the woman dedicated themselves . <eos>,The girls said that the woman dedicated themselves .
42,embed,nonlocal,0,b,female,local_subj,number,women,girl,dedicated,themselves,The women said that the girl dedicated themselves . <eos>,The women said that the girl dedicated themselves .
43,embed,local,1,a,male,none,none,boys,men,declared,themselves,The boys said that the men declared themselves . <eos>,The boys said that the men declared themselves .
43,embed,local,1,b,male,none,none,men,boys,declared,themselves,The men said that the boys declared themselves . <eos>,The men said that the boys declared themselves .
43,embed,local,1,a,female,none,none,girls,women,declared,themselves,The girls said that the women declared themselves . <eos>,The girls said that the women declared themselves .
43,embed,local,1,b,female,none,none,women,girls,declared,themselves,The women said that the girls declared themselves . <eos>,The women said that the girls declared themselves .
43,embed,local,1,a,male,nonlocal_subj,number,boy,men,declared,themselves,The boy said that the men declared themselves . <eos>,The boy said that the men declared themselves .
43,embed,local,1,b,male,nonlocal_subj,number,man,boys,declared,themselves,The man said that the boys declared themselves . <eos>,The man said that the boys declared themselves .
43,embed,local,1,a,female,nonlocal_subj,number,girl,women,declared,themselves,The girl said that the women declared themselves . <eos>,The girl said that the women declared themselves .
43,embed,local,1,b,female,nonlocal_subj,number,woman,girls,declared,themselves,The woman said that the girls declared themselves . <eos>,The woman said that the girls declared themselves .
43,embed,nonlocal,0,a,male,local_subj,number,boys,man,declared,themselves,The boys said that the man declared themselves . <eos>,The boys said that the man declared themselves .
43,embed,nonlocal,0,b,male,local_subj,number,men,boy,declared,themselves,The men said that the boy declared themselves . <eos>,The men said that the boy declared themselves .
43,embed,nonlocal,0,a,female,local_subj,number,girls,woman,declared,themselves,The girls said that the woman declared themselves . <eos>,The girls said that the woman declared themselves .
43,embed,nonlocal,0,b,female,local_subj,number,women,girl,declared,themselves,The women said that the girl declared themselves . <eos>,The women said that the girl declared themselves .
44,embed,local,1,a,male,none,none,boys,men,proved,themselves,The boys said that the men proved themselves . <eos>,The boys said that the men proved themselves .
44,embed,local,1,b,male,none,none,men,boys,proved,themselves,The men said that the boys proved themselves . <eos>,The men said that the boys proved themselves .
44,embed,local,1,a,female,none,none,girls,women,proved,themselves,The girls said that the women proved themselves . <eos>,The girls said that the women proved themselves .
44,embed,local,1,b,female,none,none,women,girls,proved,themselves,The women said that the girls proved themselves . <eos>,The women said that the girls proved themselves .
44,embed,local,1,a,male,nonlocal_subj,number,boy,men,proved,themselves,The boy said that the men proved themselves . <eos>,The boy said that the men proved themselves .
44,embed,local,1,b,male,nonlocal_subj,number,man,boys,proved,themselves,The man said that the boys proved themselves . <eos>,The man said that the boys proved themselves .
44,embed,local,1,a,female,nonlocal_subj,number,girl,women,proved,themselves,The girl said that the women proved themselves . <eos>,The girl said that the women proved themselves .
44,embed,local,1,b,female,nonlocal_subj,number,woman,girls,proved,themselves,The woman said that the girls proved themselves . <eos>,The woman said that the girls proved themselves .
44,embed,nonlocal,0,a,male,local_subj,number,boys,man,proved,themselves,The boys said that the man proved themselves . <eos>,The boys said that the man proved themselves .
44,embed,nonlocal,0,b,male,local_subj,number,men,boy,proved,themselves,The men said that the boy proved themselves . <eos>,The men said that the boy proved themselves .
44,embed,nonlocal,0,a,female,local_subj,number,girls,woman,proved,themselves,The girls said that the woman proved themselves . <eos>,The girls said that the woman proved themselves .
44,embed,nonlocal,0,b,female,local_subj,number,women,girl,proved,themselves,The women said that the girl proved themselves . <eos>,The women said that the girl proved themselves .
45,embed,local,1,a,male,none,none,boys,men,shot,themselves,The boys said that the men shot themselves . <eos>,The boys said that the men shot themselves .
45,embed,local,1,b,male,none,none,men,boys,shot,themselves,The men said that the boys shot themselves . <eos>,The men said that the boys shot themselves .
45,embed,local,1,a,female,none,none,girls,women,shot,themselves,The girls said that the women shot themselves . <eos>,The girls said that the women shot themselves .
45,embed,local,1,b,female,none,none,women,girls,shot,themselves,The women said that the girls shot themselves . <eos>,The women said that the girls shot themselves .
45,embed,local,1,a,male,nonlocal_subj,number,boy,men,shot,themselves,The boy said that the men shot themselves . <eos>,The boy said that the men shot themselves .
45,embed,local,1,b,male,nonlocal_subj,number,man,boys,shot,themselves,The man said that the boys shot themselves . <eos>,The man said that the boys shot themselves .
45,embed,local,1,a,female,nonlocal_subj,number,girl,women,shot,themselves,The girl said that the women shot themselves . <eos>,The girl said that the women shot themselves .
45,embed,local,1,b,female,nonlocal_subj,number,woman,girls,shot,themselves,The woman said that the girls shot themselves . <eos>,The woman said that the girls shot themselves .
45,embed,nonlocal,0,a,male,local_subj,number,boys,man,shot,themselves,The boys said that the man shot themselves . <eos>,The boys said that the man shot themselves .
45,embed,nonlocal,0,b,male,local_subj,number,men,boy,shot,themselves,The men said that the boy shot themselves . <eos>,The men said that the boy shot themselves .
45,embed,nonlocal,0,a,female,local_subj,number,girls,woman,shot,themselves,The girls said that the woman shot themselves . <eos>,The girls said that the woman shot themselves .
45,embed,nonlocal,0,b,female,local_subj,number,women,girl,shot,themselves,The women said that the girl shot themselves . <eos>,The women said that the girl shot themselves .
46,embed,local,1,a,male,none,none,boys,actors,saw,themselves,The boys said that the actors saw themselves . <eos>,The boys said that the actors saw themselves .
46,embed,local,1,b,male,none,none,actors,boys,saw,themselves,The actors said that the boys saw themselves . <eos>,The actors said that the boys saw themselves .
46,embed,local,1,a,female,none,none,girls,wives,saw,themselves,The girls said that the wives saw themselves . <eos>,The girls said that the wives saw themselves .
46,embed,local,1,b,female,none,none,wives,girls,saw,themselves,The wives said that the girls saw themselves . <eos>,The wives said that the girls saw themselves .
46,embed,local,1,a,male,nonlocal_subj,number,boy,actors,saw,themselves,The boy said that the actors saw themselves . <eos>,The boy said that the actors saw themselves .
46,embed,local,1,b,male,nonlocal_subj,number,actor,boys,saw,themselves,The actor said that the boys saw themselves . <eos>,The actor said that the boys saw themselves .
46,embed,local,1,a,female,nonlocal_subj,number,girl,wives,saw,themselves,The girl said that the wives saw themselves . <eos>,The girl said that the wives saw themselves .
46,embed,local,1,b,female,nonlocal_subj,number,wife,girls,saw,themselves,The wife said that the girls saw themselves . <eos>,The wife said that the girls saw themselves .
46,embed,nonlocal,0,a,male,local_subj,number,boys,actor,saw,themselves,The boys said that the actor saw themselves . <eos>,The boys said that the actor saw themselves .
46,embed,nonlocal,0,b,male,local_subj,number,actors,boy,saw,themselves,The actors said that the boy saw themselves . <eos>,The actors said that the boy saw themselves .
46,embed,nonlocal,0,a,female,local_subj,number,girls,wife,saw,themselves,The girls said that the wife saw themselves . <eos>,The girls said that the wife saw themselves .
46,embed,nonlocal,0,b,female,local_subj,number,wives,girl,saw,themselves,The wives said that the girl saw themselves . <eos>,The wives said that the girl saw themselves .
47,embed,local,1,a,male,none,none,boys,actors,established,themselves,The boys said that the actors established themselves . <eos>,The boys said that the actors established themselves .
47,embed,local,1,b,male,none,none,actors,boys,established,themselves,The actors said that the boys established themselves . <eos>,The actors said that the boys established themselves .
47,embed,local,1,a,female,none,none,girls,wives,established,themselves,The girls said that the wives established themselves . <eos>,The girls said that the wives established themselves .
47,embed,local,1,b,female,none,none,wives,girls,established,themselves,The wives said that the girls established themselves . <eos>,The wives said that the girls established themselves .
47,embed,local,1,a,male,nonlocal_subj,number,boy,actors,established,themselves,The boy said that the actors established themselves . <eos>,The boy said that the actors established themselves .
47,embed,local,1,b,male,nonlocal_subj,number,actor,boys,established,themselves,The actor said that the boys established themselves . <eos>,The actor said that the boys established themselves .
47,embed,local,1,a,female,nonlocal_subj,number,girl,wives,established,themselves,The girl said that the wives established themselves . <eos>,The girl said that the wives established themselves .
47,embed,local,1,b,female,nonlocal_subj,number,wife,girls,established,themselves,The wife said that the girls established themselves . <eos>,The wife said that the girls established themselves .
47,embed,nonlocal,0,a,male,local_subj,number,boys,actor,established,themselves,The boys said that the actor established themselves . <eos>,The boys said that the actor established themselves .
47,embed,nonlocal,0,b,male,local_subj,number,actors,boy,established,themselves,The actors said that the boy established themselves . <eos>,The actors said that the boy established themselves .
47,embed,nonlocal,0,a,female,local_subj,number,girls,wife,established,themselves,The girls said that the wife established themselves . <eos>,The girls said that the wife established themselves .
47,embed,nonlocal,0,b,female,local_subj,number,wives,girl,established,themselves,The wives said that the girl established themselves . <eos>,The wives said that the girl established themselves .
48,embed,local,1,a,male,none,none,boys,actors,devoted,themselves,The boys said that the actors devoted themselves . <eos>,The boys said that the actors devoted themselves .
48,embed,local,1,b,male,none,none,actors,boys,devoted,themselves,The actors said that the boys devoted themselves . <eos>,The actors said that the boys devoted themselves .
48,embed,local,1,a,female,none,none,girls,wives,devoted,themselves,The girls said that the wives devoted themselves . <eos>,The girls said that the wives devoted themselves .
48,embed,local,1,b,female,none,none,wives,girls,devoted,themselves,The wives said that the girls devoted themselves . <eos>,The wives said that the girls devoted themselves .
48,embed,local,1,a,male,nonlocal_subj,number,boy,actors,devoted,themselves,The boy said that the actors devoted themselves . <eos>,The boy said that the actors devoted themselves .
48,embed,local,1,b,male,nonlocal_subj,number,actor,boys,devoted,themselves,The actor said that the boys devoted themselves . <eos>,The actor said that the boys devoted themselves .
48,embed,local,1,a,female,nonlocal_subj,number,girl,wives,devoted,themselves,The girl said that the wives devoted themselves . <eos>,The girl said that the wives devoted themselves .
48,embed,local,1,b,female,nonlocal_subj,number,wife,girls,devoted,themselves,The wife said that the girls devoted themselves . <eos>,The wife said that the girls devoted themselves .
48,embed,nonlocal,0,a,male,local_subj,number,boys,actor,devoted,themselves,The boys said that the actor devoted themselves . <eos>,The boys said that the actor devoted themselves .
48,embed,nonlocal,0,b,male,local_subj,number,actors,boy,devoted,themselves,The actors said that the boy devoted themselves . <eos>,The actors said that the boy devoted themselves .
48,embed,nonlocal,0,a,female,local_subj,number,girls,wife,devoted,themselves,The girls said that the wife devoted themselves . <eos>,The girls said that the wife devoted themselves .
48,embed,nonlocal,0,b,female,local_subj,number,wives,girl,devoted,themselves,The wives said that the girl devoted themselves . <eos>,The wives said that the girl devoted themselves .
49,embed,local,1,a,male,none,none,boys,actors,considered,themselves,The boys said that the actors considered themselves . <eos>,The boys said that the actors considered themselves .
49,embed,local,1,b,male,none,none,actors,boys,considered,themselves,The actors said that the boys considered themselves . <eos>,The actors said that the boys considered themselves .
49,embed,local,1,a,female,none,none,girls,wives,considered,themselves,The girls said that the wives considered themselves . <eos>,The girls said that the wives considered themselves .
49,embed,local,1,b,female,none,none,wives,girls,considered,themselves,The wives said that the girls considered themselves . <eos>,The wives said that the girls considered themselves .
49,embed,local,1,a,male,nonlocal_subj,number,boy,actors,considered,themselves,The boy said that the actors considered themselves . <eos>,The boy said that the actors considered themselves .
49,embed,local,1,b,male,nonlocal_subj,number,actor,boys,considered,themselves,The actor said that the boys considered themselves . <eos>,The actor said that the boys considered themselves .
49,embed,local,1,a,female,nonlocal_subj,number,girl,wives,considered,themselves,The girl said that the wives considered themselves . <eos>,The girl said that the wives considered themselves .
49,embed,local,1,b,female,nonlocal_subj,number,wife,girls,considered,themselves,The wife said that the girls considered themselves . <eos>,The wife said that the girls considered themselves .
49,embed,nonlocal,0,a,male,local_subj,number,boys,actor,considered,themselves,The boys said that the actor considered themselves . <eos>,The boys said that the actor considered themselves .
49,embed,nonlocal,0,b,male,local_subj,number,actors,boy,considered,themselves,The actors said that the boy considered themselves . <eos>,The actors said that the boy considered themselves .
49,embed,nonlocal,0,a,female,local_subj,number,girls,wife,considered,themselves,The girls said that the wife considered themselves . <eos>,The girls said that the wife considered themselves .
49,embed,nonlocal,0,b,female,local_subj,number,wives,girl,considered,themselves,The wives said that the girl considered themselves . <eos>,The wives said that the girl considered themselves .
50,embed,local,1,a,male,none,none,boys,actors,identified,themselves,The boys said that the actors identified themselves . <eos>,The boys said that the actors identified themselves .
50,embed,local,1,b,male,none,none,actors,boys,identified,themselves,The actors said that the boys identified themselves . <eos>,The actors said that the boys identified themselves .
50,embed,local,1,a,female,none,none,girls,wives,identified,themselves,The girls said that the wives identified themselves . <eos>,The girls said that the wives identified themselves .
50,embed,local,1,b,female,none,none,wives,girls,identified,themselves,The wives said that the girls identified themselves . <eos>,The wives said that the girls identified themselves .
50,embed,local,1,a,male,nonlocal_subj,number,boy,actors,identified,themselves,The boy said that the actors identified themselves . <eos>,The boy said that the actors identified themselves .
50,embed,local,1,b,male,nonlocal_subj,number,actor,boys,identified,themselves,The actor said that the boys identified themselves . <eos>,The actor said that the boys identified themselves .
50,embed,local,1,a,female,nonlocal_subj,number,girl,wives,identified,themselves,The girl said that the wives identified themselves . <eos>,The girl said that the wives identified themselves .
50,embed,local,1,b,female,nonlocal_subj,number,wife,girls,identified,themselves,The wife said that the girls identified themselves . <eos>,The wife said that the girls identified themselves .
50,embed,nonlocal,0,a,male,local_subj,number,boys,actor,identified,themselves,The boys said that the actor identified themselves . <eos>,The boys said that the actor identified themselves .
50,embed,nonlocal,0,b,male,local_subj,number,actors,boy,identified,themselves,The actors said that the boy identified themselves . <eos>,The actors said that the boy identified themselves .
50,embed,nonlocal,0,a,female,local_subj,number,girls,wife,identified,themselves,The girls said that the wife identified themselves . <eos>,The girls said that the wife identified themselves .
50,embed,nonlocal,0,b,female,local_subj,number,wives,girl,identified,themselves,The wives said that the girl identified themselves . <eos>,The wives said that the girl identified themselves .
51,embed,local,1,a,male,none,none,boys,actors,made,themselves,The boys said that the actors made themselves . <eos>,The boys said that the actors made themselves .
51,embed,local,1,b,male,none,none,actors,boys,made,themselves,The actors said that the boys made themselves . <eos>,The actors said that the boys made themselves .
51,embed,local,1,a,female,none,none,girls,wives,made,themselves,The girls said that the wives made themselves . <eos>,The girls said that the wives made themselves .
51,embed,local,1,b,female,none,none,wives,girls,made,themselves,The wives said that the girls made themselves . <eos>,The wives said that the girls made themselves .
51,embed,local,1,a,male,nonlocal_subj,number,boy,actors,made,themselves,The boy said that the actors made themselves . <eos>,The boy said that the actors made themselves .
