item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
17,hated,embed,local,1,b,none,none,surgeon,mechanic,congratulated,herself,The surgeon that the mechanic hated congratulated herself . <eos>,The surgeon that the mechanic hated congratulated herself .
17,hated,embed,local,1,c,none,none,banker,surgeon,congratulated,herself,The banker that the surgeon hated congratulated herself . <eos>,The banker that the surgeon hated congratulated herself .
17,hated,embed,local,1,d,none,none,surgeon,banker,congratulated,herself,The surgeon that the banker hated congratulated herself . <eos>,The surgeon that the banker hated congratulated herself .
17,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,congratulated,herself,The mechanics that the surgeon hated congratulated herself . <eos>,The mechanics that the surgeon hated congratulated herself .
17,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,congratulated,herself,The surgeons that the mechanic hated congratulated herself . <eos>,The surgeons that the mechanic hated congratulated herself .
17,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,congratulated,herself,The bankers that the surgeon hated congratulated herself . <eos>,The bankers that the surgeon hated congratulated herself .
17,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,congratulated,herself,The surgeons that the banker hated congratulated herself . <eos>,The surgeons that the banker hated congratulated herself .
17,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,congratulated,herself,The mechanic that the surgeons hated congratulated herself . <eos>,The mechanic that the surgeons hated congratulated herself .
17,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,congratulated,herself,The surgeon that the mechanics hated congratulated herself . <eos>,The surgeon that the mechanics hated congratulated herself .
17,hated,embed,local,1,c,rc_subj,number,banker,surgeons,congratulated,herself,The banker that the surgeons hated congratulated herself . <eos>,The banker that the surgeons hated congratulated herself .
17,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,congratulated,herself,The surgeon that the bankers hated congratulated herself . <eos>,The surgeon that the bankers hated congratulated herself .
18,hated,embed,local,1,a,none,none,mechanic,surgeon,embarrassed,herself,The mechanic that the surgeon hated embarrassed herself . <eos>,The mechanic that the surgeon hated embarrassed herself .
18,hated,embed,local,1,b,none,none,surgeon,mechanic,embarrassed,herself,The surgeon that the mechanic hated embarrassed herself . <eos>,The surgeon that the mechanic hated embarrassed herself .
18,hated,embed,local,1,c,none,none,banker,surgeon,embarrassed,herself,The banker that the surgeon hated embarrassed herself . <eos>,The banker that the surgeon hated embarrassed herself .
18,hated,embed,local,1,d,none,none,surgeon,banker,embarrassed,herself,The surgeon that the banker hated embarrassed herself . <eos>,The surgeon that the banker hated embarrassed herself .
18,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,embarrassed,herself,The mechanics that the surgeon hated embarrassed herself . <eos>,The mechanics that the surgeon hated embarrassed herself .
18,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,embarrassed,herself,The surgeons that the mechanic hated embarrassed herself . <eos>,The surgeons that the mechanic hated embarrassed herself .
18,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,embarrassed,herself,The bankers that the surgeon hated embarrassed herself . <eos>,The bankers that the surgeon hated embarrassed herself .
18,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,embarrassed,herself,The surgeons that the banker hated embarrassed herself . <eos>,The surgeons that the banker hated embarrassed herself .
18,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,embarrassed,herself,The mechanic that the surgeons hated embarrassed herself . <eos>,The mechanic that the surgeons hated embarrassed herself .
18,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,embarrassed,herself,The surgeon that the mechanics hated embarrassed herself . <eos>,The surgeon that the mechanics hated embarrassed herself .
18,hated,embed,local,1,c,rc_subj,number,banker,surgeons,embarrassed,herself,The banker that the surgeons hated embarrassed herself . <eos>,The banker that the surgeons hated embarrassed herself .
18,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,embarrassed,herself,The surgeon that the bankers hated embarrassed herself . <eos>,The surgeon that the bankers hated embarrassed herself .
19,hated,embed,local,1,a,none,none,mechanic,surgeon,disguised,herself,The mechanic that the surgeon hated disguised herself . <eos>,The mechanic that the surgeon hated disguised herself .
19,hated,embed,local,1,b,none,none,surgeon,mechanic,disguised,herself,The surgeon that the mechanic hated disguised herself . <eos>,The surgeon that the mechanic hated disguised herself .
19,hated,embed,local,1,c,none,none,banker,surgeon,disguised,herself,The banker that the surgeon hated disguised herself . <eos>,The banker that the surgeon hated disguised herself .
19,hated,embed,local,1,d,none,none,surgeon,banker,disguised,herself,The surgeon that the banker hated disguised herself . <eos>,The surgeon that the banker hated disguised herself .
19,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,disguised,herself,The mechanics that the surgeon hated disguised herself . <eos>,The mechanics that the surgeon hated disguised herself .
19,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,disguised,herself,The surgeons that the mechanic hated disguised herself . <eos>,The surgeons that the mechanic hated disguised herself .
19,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,disguised,herself,The bankers that the surgeon hated disguised herself . <eos>,The bankers that the surgeon hated disguised herself .
19,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,disguised,herself,The surgeons that the banker hated disguised herself . <eos>,The surgeons that the banker hated disguised herself .
19,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,disguised,herself,The mechanic that the surgeons hated disguised herself . <eos>,The mechanic that the surgeons hated disguised herself .
19,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,disguised,herself,The surgeon that the mechanics hated disguised herself . <eos>,The surgeon that the mechanics hated disguised herself .
19,hated,embed,local,1,c,rc_subj,number,banker,surgeons,disguised,herself,The banker that the surgeons hated disguised herself . <eos>,The banker that the surgeons hated disguised herself .
19,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,disguised,herself,The surgeon that the bankers hated disguised herself . <eos>,The surgeon that the bankers hated disguised herself .
20,hated,embed,local,1,a,none,none,mechanic,surgeon,hated,herself,The mechanic that the surgeon hated hated herself . <eos>,The mechanic that the surgeon hated hated herself .
20,hated,embed,local,1,b,none,none,surgeon,mechanic,hated,herself,The surgeon that the mechanic hated hated herself . <eos>,The surgeon that the mechanic hated hated herself .
20,hated,embed,local,1,c,none,none,banker,surgeon,hated,herself,The banker that the surgeon hated hated herself . <eos>,The banker that the surgeon hated hated herself .
20,hated,embed,local,1,d,none,none,surgeon,banker,hated,herself,The surgeon that the banker hated hated herself . <eos>,The surgeon that the banker hated hated herself .
20,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,hated,herself,The mechanics that the surgeon hated hated herself . <eos>,The mechanics that the surgeon hated hated herself .
20,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,hated,herself,The surgeons that the mechanic hated hated herself . <eos>,The surgeons that the mechanic hated hated herself .
20,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,hated,herself,The bankers that the surgeon hated hated herself . <eos>,The bankers that the surgeon hated hated herself .
20,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,hated,herself,The surgeons that the banker hated hated herself . <eos>,The surgeons that the banker hated hated herself .
20,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,hated,herself,The mechanic that the surgeons hated hated herself . <eos>,The mechanic that the surgeons hated hated herself .
20,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,hated,herself,The surgeon that the mechanics hated hated herself . <eos>,The surgeon that the mechanics hated hated herself .
20,hated,embed,local,1,c,rc_subj,number,banker,surgeons,hated,herself,The banker that the surgeons hated hated herself . <eos>,The banker that the surgeons hated hated herself .
20,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,hated,herself,The surgeon that the bankers hated hated herself . <eos>,The surgeon that the bankers hated hated herself .
21,hated,embed,local,1,a,none,none,mechanic,surgeon,doubted,herself,The mechanic that the surgeon hated doubted herself . <eos>,The mechanic that the surgeon hated doubted herself .
21,hated,embed,local,1,b,none,none,surgeon,mechanic,doubted,herself,The surgeon that the mechanic hated doubted herself . <eos>,The surgeon that the mechanic hated doubted herself .
21,hated,embed,local,1,c,none,none,banker,surgeon,doubted,herself,The banker that the surgeon hated doubted herself . <eos>,The banker that the surgeon hated doubted herself .
21,hated,embed,local,1,d,none,none,surgeon,banker,doubted,herself,The surgeon that the banker hated doubted herself . <eos>,The surgeon that the banker hated doubted herself .
21,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,doubted,herself,The mechanics that the surgeon hated doubted herself . <eos>,The mechanics that the surgeon hated doubted herself .
21,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,doubted,herself,The surgeons that the mechanic hated doubted herself . <eos>,The surgeons that the mechanic hated doubted herself .
21,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,doubted,herself,The bankers that the surgeon hated doubted herself . <eos>,The bankers that the surgeon hated doubted herself .
21,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,doubted,herself,The surgeons that the banker hated doubted herself . <eos>,The surgeons that the banker hated doubted herself .
21,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,doubted,herself,The mechanic that the surgeons hated doubted herself . <eos>,The mechanic that the surgeons hated doubted herself .
21,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,doubted,herself,The surgeon that the mechanics hated doubted herself . <eos>,The surgeon that the mechanics hated doubted herself .
21,hated,embed,local,1,c,rc_subj,number,banker,surgeons,doubted,herself,The banker that the surgeons hated doubted herself . <eos>,The banker that the surgeons hated doubted herself .
21,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,doubted,herself,The surgeon that the bankers hated doubted herself . <eos>,The surgeon that the bankers hated doubted herself .
22,hated,embed,local,1,a,none,none,mechanic,farmer,hurt,herself,The mechanic that the farmer hated hurt herself . <eos>,The mechanic that the farmer hated hurt herself .
22,hated,embed,local,1,b,none,none,farmer,mechanic,hurt,herself,The farmer that the mechanic hated hurt herself . <eos>,The farmer that the mechanic hated hurt herself .
22,hated,embed,local,1,c,none,none,banker,farmer,hurt,herself,The banker that the farmer hated hurt herself . <eos>,The banker that the farmer hated hurt herself .
22,hated,embed,local,1,d,none,none,farmer,banker,hurt,herself,The farmer that the banker hated hurt herself . <eos>,The farmer that the banker hated hurt herself .
22,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,hurt,herself,The mechanics that the farmer hated hurt herself . <eos>,The mechanics that the farmer hated hurt herself .
22,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,hurt,herself,The farmers that the mechanic hated hurt herself . <eos>,The farmers that the mechanic hated hurt herself .
22,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,hurt,herself,The bankers that the farmer hated hurt herself . <eos>,The bankers that the farmer hated hurt herself .
22,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,hurt,herself,The farmers that the banker hated hurt herself . <eos>,The farmers that the banker hated hurt herself .
22,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,hurt,herself,The mechanic that the farmers hated hurt herself . <eos>,The mechanic that the farmers hated hurt herself .
22,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,hurt,herself,The farmer that the mechanics hated hurt herself . <eos>,The farmer that the mechanics hated hurt herself .
22,hated,embed,local,1,c,rc_subj,number,banker,farmers,hurt,herself,The banker that the farmers hated hurt herself . <eos>,The banker that the farmers hated hurt herself .
22,hated,embed,local,1,d,rc_subj,number,farmer,bankers,hurt,herself,The farmer that the bankers hated hurt herself . <eos>,The farmer that the bankers hated hurt herself .
23,hated,embed,local,1,a,none,none,mechanic,farmer,injured,herself,The mechanic that the farmer hated injured herself . <eos>,The mechanic that the farmer hated injured herself .
23,hated,embed,local,1,b,none,none,farmer,mechanic,injured,herself,The farmer that the mechanic hated injured herself . <eos>,The farmer that the mechanic hated injured herself .
23,hated,embed,local,1,c,none,none,banker,farmer,injured,herself,The banker that the farmer hated injured herself . <eos>,The banker that the farmer hated injured herself .
23,hated,embed,local,1,d,none,none,farmer,banker,injured,herself,The farmer that the banker hated injured herself . <eos>,The farmer that the banker hated injured herself .
23,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,injured,herself,The mechanics that the farmer hated injured herself . <eos>,The mechanics that the farmer hated injured herself .
23,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,injured,herself,The farmers that the mechanic hated injured herself . <eos>,The farmers that the mechanic hated injured herself .
23,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,injured,herself,The bankers that the farmer hated injured herself . <eos>,The bankers that the farmer hated injured herself .
23,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,injured,herself,The farmers that the banker hated injured herself . <eos>,The farmers that the banker hated injured herself .
23,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,injured,herself,The mechanic that the farmers hated injured herself . <eos>,The mechanic that the farmers hated injured herself .
23,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,injured,herself,The farmer that the mechanics hated injured herself . <eos>,The farmer that the mechanics hated injured herself .
23,hated,embed,local,1,c,rc_subj,number,banker,farmers,injured,herself,The banker that the farmers hated injured herself . <eos>,The banker that the farmers hated injured herself .
23,hated,embed,local,1,d,rc_subj,number,farmer,bankers,injured,herself,The farmer that the bankers hated injured herself . <eos>,The farmer that the bankers hated injured herself .
24,hated,embed,local,1,a,none,none,mechanic,farmer,congratulated,herself,The mechanic that the farmer hated congratulated herself . <eos>,The mechanic that the farmer hated congratulated herself .
24,hated,embed,local,1,b,none,none,farmer,mechanic,congratulated,herself,The farmer that the mechanic hated congratulated herself . <eos>,The farmer that the mechanic hated congratulated herself .
24,hated,embed,local,1,c,none,none,banker,farmer,congratulated,herself,The banker that the farmer hated congratulated herself . <eos>,The banker that the farmer hated congratulated herself .
24,hated,embed,local,1,d,none,none,farmer,banker,congratulated,herself,The farmer that the banker hated congratulated herself . <eos>,The farmer that the banker hated congratulated herself .
24,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,congratulated,herself,The mechanics that the farmer hated congratulated herself . <eos>,The mechanics that the farmer hated congratulated herself .
24,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,congratulated,herself,The farmers that the mechanic hated congratulated herself . <eos>,The farmers that the mechanic hated congratulated herself .
24,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,congratulated,herself,The bankers that the farmer hated congratulated herself . <eos>,The bankers that the farmer hated congratulated herself .
24,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,congratulated,herself,The farmers that the banker hated congratulated herself . <eos>,The farmers that the banker hated congratulated herself .
24,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,congratulated,herself,The mechanic that the farmers hated congratulated herself . <eos>,The mechanic that the farmers hated congratulated herself .
24,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,congratulated,herself,The farmer that the mechanics hated congratulated herself . <eos>,The farmer that the mechanics hated congratulated herself .
24,hated,embed,local,1,c,rc_subj,number,banker,farmers,congratulated,herself,The banker that the farmers hated congratulated herself . <eos>,The banker that the farmers hated congratulated herself .
24,hated,embed,local,1,d,rc_subj,number,farmer,bankers,congratulated,herself,The farmer that the bankers hated congratulated herself . <eos>,The farmer that the bankers hated congratulated herself .
25,hated,embed,local,1,a,none,none,mechanic,farmer,embarrassed,herself,The mechanic that the farmer hated embarrassed herself . <eos>,The mechanic that the farmer hated embarrassed herself .
25,hated,embed,local,1,b,none,none,farmer,mechanic,embarrassed,herself,The farmer that the mechanic hated embarrassed herself . <eos>,The farmer that the mechanic hated embarrassed herself .
25,hated,embed,local,1,c,none,none,banker,farmer,embarrassed,herself,The banker that the farmer hated embarrassed herself . <eos>,The banker that the farmer hated embarrassed herself .
25,hated,embed,local,1,d,none,none,farmer,banker,embarrassed,herself,The farmer that the banker hated embarrassed herself . <eos>,The farmer that the banker hated embarrassed herself .
25,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,embarrassed,herself,The mechanics that the farmer hated embarrassed herself . <eos>,The mechanics that the farmer hated embarrassed herself .
25,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,embarrassed,herself,The farmers that the mechanic hated embarrassed herself . <eos>,The farmers that the mechanic hated embarrassed herself .
25,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,embarrassed,herself,The bankers that the farmer hated embarrassed herself . <eos>,The bankers that the farmer hated embarrassed herself .
25,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,embarrassed,herself,The farmers that the banker hated embarrassed herself . <eos>,The farmers that the banker hated embarrassed herself .
25,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,embarrassed,herself,The mechanic that the farmers hated embarrassed herself . <eos>,The mechanic that the farmers hated embarrassed herself .
25,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,embarrassed,herself,The farmer that the mechanics hated embarrassed herself . <eos>,The farmer that the mechanics hated embarrassed herself .
25,hated,embed,local,1,c,rc_subj,number,banker,farmers,embarrassed,herself,The banker that the farmers hated embarrassed herself . <eos>,The banker that the farmers hated embarrassed herself .
25,hated,embed,local,1,d,rc_subj,number,farmer,bankers,embarrassed,herself,The farmer that the bankers hated embarrassed herself . <eos>,The farmer that the bankers hated embarrassed herself .
26,hated,embed,local,1,a,none,none,mechanic,farmer,disguised,herself,The mechanic that the farmer hated disguised herself . <eos>,The mechanic that the farmer hated disguised herself .
26,hated,embed,local,1,b,none,none,farmer,mechanic,disguised,herself,The farmer that the mechanic hated disguised herself . <eos>,The farmer that the mechanic hated disguised herself .
26,hated,embed,local,1,c,none,none,banker,farmer,disguised,herself,The banker that the farmer hated disguised herself . <eos>,The banker that the farmer hated disguised herself .
26,hated,embed,local,1,d,none,none,farmer,banker,disguised,herself,The farmer that the banker hated disguised herself . <eos>,The farmer that the banker hated disguised herself .
26,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,disguised,herself,The mechanics that the farmer hated disguised herself . <eos>,The mechanics that the farmer hated disguised herself .
26,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,disguised,herself,The farmers that the mechanic hated disguised herself . <eos>,The farmers that the mechanic hated disguised herself .
26,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,disguised,herself,The bankers that the farmer hated disguised herself . <eos>,The bankers that the farmer hated disguised herself .
26,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,disguised,herself,The farmers that the banker hated disguised herself . <eos>,The farmers that the banker hated disguised herself .
26,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,disguised,herself,The mechanic that the farmers hated disguised herself . <eos>,The mechanic that the farmers hated disguised herself .
26,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,disguised,herself,The farmer that the mechanics hated disguised herself . <eos>,The farmer that the mechanics hated disguised herself .
26,hated,embed,local,1,c,rc_subj,number,banker,farmers,disguised,herself,The banker that the farmers hated disguised herself . <eos>,The banker that the farmers hated disguised herself .
26,hated,embed,local,1,d,rc_subj,number,farmer,bankers,disguised,herself,The farmer that the bankers hated disguised herself . <eos>,The farmer that the bankers hated disguised herself .
27,hated,embed,local,1,a,none,none,mechanic,farmer,hated,herself,The mechanic that the farmer hated hated herself . <eos>,The mechanic that the farmer hated hated herself .
27,hated,embed,local,1,b,none,none,farmer,mechanic,hated,herself,The farmer that the mechanic hated hated herself . <eos>,The farmer that the mechanic hated hated herself .
27,hated,embed,local,1,c,none,none,banker,farmer,hated,herself,The banker that the farmer hated hated herself . <eos>,The banker that the farmer hated hated herself .
27,hated,embed,local,1,d,none,none,farmer,banker,hated,herself,The farmer that the banker hated hated herself . <eos>,The farmer that the banker hated hated herself .
27,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,hated,herself,The mechanics that the farmer hated hated herself . <eos>,The mechanics that the farmer hated hated herself .
27,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,hated,herself,The farmers that the mechanic hated hated herself . <eos>,The farmers that the mechanic hated hated herself .
27,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,hated,herself,The bankers that the farmer hated hated herself . <eos>,The bankers that the farmer hated hated herself .
27,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,hated,herself,The farmers that the banker hated hated herself . <eos>,The farmers that the banker hated hated herself .
27,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,hated,herself,The mechanic that the farmers hated hated herself . <eos>,The mechanic that the farmers hated hated herself .
27,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,hated,herself,The farmer that the mechanics hated hated herself . <eos>,The farmer that the mechanics hated hated herself .
27,hated,embed,local,1,c,rc_subj,number,banker,farmers,hated,herself,The banker that the farmers hated hated herself . <eos>,The banker that the farmers hated hated herself .
27,hated,embed,local,1,d,rc_subj,number,farmer,bankers,hated,herself,The farmer that the bankers hated hated herself . <eos>,The farmer that the bankers hated hated herself .
28,hated,embed,local,1,a,none,none,mechanic,farmer,doubted,herself,The mechanic that the farmer hated doubted herself . <eos>,The mechanic that the farmer hated doubted herself .
28,hated,embed,local,1,b,none,none,farmer,mechanic,doubted,herself,The farmer that the mechanic hated doubted herself . <eos>,The farmer that the mechanic hated doubted herself .
28,hated,embed,local,1,c,none,none,banker,farmer,doubted,herself,The banker that the farmer hated doubted herself . <eos>,The banker that the farmer hated doubted herself .
28,hated,embed,local,1,d,none,none,farmer,banker,doubted,herself,The farmer that the banker hated doubted herself . <eos>,The farmer that the banker hated doubted herself .
28,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,doubted,herself,The mechanics that the farmer hated doubted herself . <eos>,The mechanics that the farmer hated doubted herself .
28,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,doubted,herself,The farmers that the mechanic hated doubted herself . <eos>,The farmers that the mechanic hated doubted herself .
28,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,doubted,herself,The bankers that the farmer hated doubted herself . <eos>,The bankers that the farmer hated doubted herself .
28,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,doubted,herself,The farmers that the banker hated doubted herself . <eos>,The farmers that the banker hated doubted herself .
28,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,doubted,herself,The mechanic that the farmers hated doubted herself . <eos>,The mechanic that the farmers hated doubted herself .
28,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,doubted,herself,The farmer that the mechanics hated doubted herself . <eos>,The farmer that the mechanics hated doubted herself .
28,hated,embed,local,1,c,rc_subj,number,banker,farmers,doubted,herself,The banker that the farmers hated doubted herself . <eos>,The banker that the farmers hated doubted herself .
28,hated,embed,local,1,d,rc_subj,number,farmer,bankers,doubted,herself,The farmer that the bankers hated doubted herself . <eos>,The farmer that the bankers hated doubted herself .
29,hated,embed,local,1,a,none,none,mechanic,manager,hurt,herself,The mechanic that the manager hated hurt herself . <eos>,The mechanic that the manager hated hurt herself .
29,hated,embed,local,1,b,none,none,manager,mechanic,hurt,herself,The manager that the mechanic hated hurt herself . <eos>,The manager that the mechanic hated hurt herself .
29,hated,embed,local,1,c,none,none,banker,manager,hurt,herself,The banker that the manager hated hurt herself . <eos>,The banker that the manager hated hurt herself .
29,hated,embed,local,1,d,none,none,manager,banker,hurt,herself,The manager that the banker hated hurt herself . <eos>,The manager that the banker hated hurt herself .
29,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,hurt,herself,The mechanics that the manager hated hurt herself . <eos>,The mechanics that the manager hated hurt herself .
29,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,hurt,herself,The managers that the mechanic hated hurt herself . <eos>,The managers that the mechanic hated hurt herself .
29,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,hurt,herself,The bankers that the manager hated hurt herself . <eos>,The bankers that the manager hated hurt herself .
29,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,hurt,herself,The managers that the banker hated hurt herself . <eos>,The managers that the banker hated hurt herself .
29,hated,embed,local,1,a,rc_subj,number,mechanic,managers,hurt,herself,The mechanic that the managers hated hurt herself . <eos>,The mechanic that the managers hated hurt herself .
29,hated,embed,local,1,b,rc_subj,number,manager,mechanics,hurt,herself,The manager that the mechanics hated hurt herself . <eos>,The manager that the mechanics hated hurt herself .
29,hated,embed,local,1,c,rc_subj,number,banker,managers,hurt,herself,The banker that the managers hated hurt herself . <eos>,The banker that the managers hated hurt herself .
29,hated,embed,local,1,d,rc_subj,number,manager,bankers,hurt,herself,The manager that the bankers hated hurt herself . <eos>,The manager that the bankers hated hurt herself .
30,hated,embed,local,1,a,none,none,mechanic,manager,injured,herself,The mechanic that the manager hated injured herself . <eos>,The mechanic that the manager hated injured herself .
30,hated,embed,local,1,b,none,none,manager,mechanic,injured,herself,The manager that the mechanic hated injured herself . <eos>,The manager that the mechanic hated injured herself .
30,hated,embed,local,1,c,none,none,banker,manager,injured,herself,The banker that the manager hated injured herself . <eos>,The banker that the manager hated injured herself .
30,hated,embed,local,1,d,none,none,manager,banker,injured,herself,The manager that the banker hated injured herself . <eos>,The manager that the banker hated injured herself .
30,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,injured,herself,The mechanics that the manager hated injured herself . <eos>,The mechanics that the manager hated injured herself .
30,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,injured,herself,The managers that the mechanic hated injured herself . <eos>,The managers that the mechanic hated injured herself .
30,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,injured,herself,The bankers that the manager hated injured herself . <eos>,The bankers that the manager hated injured herself .
30,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,injured,herself,The managers that the banker hated injured herself . <eos>,The managers that the banker hated injured herself .
30,hated,embed,local,1,a,rc_subj,number,mechanic,managers,injured,herself,The mechanic that the managers hated injured herself . <eos>,The mechanic that the managers hated injured herself .
30,hated,embed,local,1,b,rc_subj,number,manager,mechanics,injured,herself,The manager that the mechanics hated injured herself . <eos>,The manager that the mechanics hated injured herself .
30,hated,embed,local,1,c,rc_subj,number,banker,managers,injured,herself,The banker that the managers hated injured herself . <eos>,The banker that the managers hated injured herself .
30,hated,embed,local,1,d,rc_subj,number,manager,bankers,injured,herself,The manager that the bankers hated injured herself . <eos>,The manager that the bankers hated injured herself .
31,hated,embed,local,1,a,none,none,mechanic,manager,congratulated,herself,The mechanic that the manager hated congratulated herself . <eos>,The mechanic that the manager hated congratulated herself .
31,hated,embed,local,1,b,none,none,manager,mechanic,congratulated,herself,The manager that the mechanic hated congratulated herself . <eos>,The manager that the mechanic hated congratulated herself .
31,hated,embed,local,1,c,none,none,banker,manager,congratulated,herself,The banker that the manager hated congratulated herself . <eos>,The banker that the manager hated congratulated herself .
31,hated,embed,local,1,d,none,none,manager,banker,congratulated,herself,The manager that the banker hated congratulated herself . <eos>,The manager that the banker hated congratulated herself .
31,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,congratulated,herself,The mechanics that the manager hated congratulated herself . <eos>,The mechanics that the manager hated congratulated herself .
31,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,congratulated,herself,The managers that the mechanic hated congratulated herself . <eos>,The managers that the mechanic hated congratulated herself .
31,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,congratulated,herself,The bankers that the manager hated congratulated herself . <eos>,The bankers that the manager hated congratulated herself .
31,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,congratulated,herself,The managers that the banker hated congratulated herself . <eos>,The managers that the banker hated congratulated herself .
31,hated,embed,local,1,a,rc_subj,number,mechanic,managers,congratulated,herself,The mechanic that the managers hated congratulated herself . <eos>,The mechanic that the managers hated congratulated herself .
