item,rc_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
58,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,beautician,had washed,herself,The mechanics who the beautician taught had washed herself . <eos>,The mechanics who the beautician taught had washed herself .
58,taught,embed,local,1,a,rc_subj,gender,librarian,mechanics,had washed,herself,The librarian who the mechanics taught had washed herself . <eos>,The librarian who the mechanics taught had washed herself .
58,taught,embed,local,1,b,rc_subj,gender,beautician,mechanics,had washed,herself,The beautician who the mechanics taught had washed herself . <eos>,The beautician who the mechanics taught had washed herself .
59,taught,embed,local,1,a,none,none,librarian,beautician,had asserted,herself,The librarian who the beautician taught had asserted herself . <eos>,The librarian who the beautician taught had asserted herself .
59,taught,embed,local,1,b,none,none,beautician,librarian,had asserted,herself,The beautician who the librarian taught had asserted herself . <eos>,The beautician who the librarian taught had asserted herself .
59,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,librarian,had asserted,herself,The mechanics who the librarian taught had asserted herself . <eos>,The mechanics who the librarian taught had asserted herself .
59,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,beautician,had asserted,herself,The mechanics who the beautician taught had asserted herself . <eos>,The mechanics who the beautician taught had asserted herself .
59,taught,embed,local,1,a,rc_subj,gender,librarian,mechanics,had asserted,herself,The librarian who the mechanics taught had asserted herself . <eos>,The librarian who the mechanics taught had asserted herself .
59,taught,embed,local,1,b,rc_subj,gender,beautician,mechanics,had asserted,herself,The beautician who the mechanics taught had asserted herself . <eos>,The beautician who the mechanics taught had asserted herself .
60,taught,embed,local,1,a,none,none,librarian,beautician,kicked,herself,The librarian who the beautician taught kicked herself . <eos>,The librarian who the beautician taught kicked herself .
60,taught,embed,local,1,b,none,none,beautician,librarian,kicked,herself,The beautician who the librarian taught kicked herself . <eos>,The beautician who the librarian taught kicked herself .
60,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,librarian,kicked,herself,The mechanics who the librarian taught kicked herself . <eos>,The mechanics who the librarian taught kicked herself .
60,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,beautician,kicked,herself,The mechanics who the beautician taught kicked herself . <eos>,The mechanics who the beautician taught kicked herself .
60,taught,embed,local,1,a,rc_subj,gender,librarian,mechanics,kicked,herself,The librarian who the mechanics taught kicked herself . <eos>,The librarian who the mechanics taught kicked herself .
60,taught,embed,local,1,b,rc_subj,gender,beautician,mechanics,kicked,herself,The beautician who the mechanics taught kicked herself . <eos>,The beautician who the mechanics taught kicked herself .
61,taught,embed,local,1,a,none,none,teacher,secretary,had admired,herself,The teacher who the secretary taught had admired herself . <eos>,The teacher who the secretary taught had admired herself .
61,taught,embed,local,1,b,none,none,secretary,teacher,had admired,herself,The secretary who the teacher taught had admired herself . <eos>,The secretary who the teacher taught had admired herself .
61,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had admired,herself,The mechanics who the teacher taught had admired herself . <eos>,The mechanics who the teacher taught had admired herself .
61,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had admired,herself,The mechanics who the secretary taught had admired herself . <eos>,The mechanics who the secretary taught had admired herself .
61,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had admired,herself,The teacher who the mechanics taught had admired herself . <eos>,The teacher who the mechanics taught had admired herself .
61,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had admired,herself,The secretary who the mechanics taught had admired herself . <eos>,The secretary who the mechanics taught had admired herself .
62,taught,embed,local,1,a,none,none,teacher,secretary,had convinced,herself,The teacher who the secretary taught had convinced herself . <eos>,The teacher who the secretary taught had convinced herself .
62,taught,embed,local,1,b,none,none,secretary,teacher,had convinced,herself,The secretary who the teacher taught had convinced herself . <eos>,The secretary who the teacher taught had convinced herself .
62,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had convinced,herself,The mechanics who the teacher taught had convinced herself . <eos>,The mechanics who the teacher taught had convinced herself .
62,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had convinced,herself,The mechanics who the secretary taught had convinced herself . <eos>,The mechanics who the secretary taught had convinced herself .
62,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had convinced,herself,The teacher who the mechanics taught had convinced herself . <eos>,The teacher who the mechanics taught had convinced herself .
62,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had convinced,herself,The secretary who the mechanics taught had convinced herself . <eos>,The secretary who the mechanics taught had convinced herself .
63,taught,embed,local,1,a,none,none,teacher,secretary,saw,herself,The teacher who the secretary taught saw herself . <eos>,The teacher who the secretary taught saw herself .
63,taught,embed,local,1,b,none,none,secretary,teacher,saw,herself,The secretary who the teacher taught saw herself . <eos>,The secretary who the teacher taught saw herself .
63,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,saw,herself,The mechanics who the teacher taught saw herself . <eos>,The mechanics who the teacher taught saw herself .
63,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,saw,herself,The mechanics who the secretary taught saw herself . <eos>,The mechanics who the secretary taught saw herself .
63,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,saw,herself,The teacher who the mechanics taught saw herself . <eos>,The teacher who the mechanics taught saw herself .
63,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,saw,herself,The secretary who the mechanics taught saw herself . <eos>,The secretary who the mechanics taught saw herself .
64,taught,embed,local,1,a,none,none,teacher,secretary,had blamed,herself,The teacher who the secretary taught had blamed herself . <eos>,The teacher who the secretary taught had blamed herself .
64,taught,embed,local,1,b,none,none,secretary,teacher,had blamed,herself,The secretary who the teacher taught had blamed herself . <eos>,The secretary who the teacher taught had blamed herself .
64,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had blamed,herself,The mechanics who the teacher taught had blamed herself . <eos>,The mechanics who the teacher taught had blamed herself .
64,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had blamed,herself,The mechanics who the secretary taught had blamed herself . <eos>,The mechanics who the secretary taught had blamed herself .
64,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had blamed,herself,The teacher who the mechanics taught had blamed herself . <eos>,The teacher who the mechanics taught had blamed herself .
64,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had blamed,herself,The secretary who the mechanics taught had blamed herself . <eos>,The secretary who the mechanics taught had blamed herself .
65,taught,embed,local,1,a,none,none,teacher,secretary,had cut,herself,The teacher who the secretary taught had cut herself . <eos>,The teacher who the secretary taught had cut herself .
65,taught,embed,local,1,b,none,none,secretary,teacher,had cut,herself,The secretary who the teacher taught had cut herself . <eos>,The secretary who the teacher taught had cut herself .
65,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had cut,herself,The mechanics who the teacher taught had cut herself . <eos>,The mechanics who the teacher taught had cut herself .
65,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had cut,herself,The mechanics who the secretary taught had cut herself . <eos>,The mechanics who the secretary taught had cut herself .
65,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had cut,herself,The teacher who the mechanics taught had cut herself . <eos>,The teacher who the mechanics taught had cut herself .
65,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had cut,herself,The secretary who the mechanics taught had cut herself . <eos>,The secretary who the mechanics taught had cut herself .
66,taught,embed,local,1,a,none,none,teacher,secretary,had amused,herself,The teacher who the secretary taught had amused herself . <eos>,The teacher who the secretary taught had amused herself .
66,taught,embed,local,1,b,none,none,secretary,teacher,had amused,herself,The secretary who the teacher taught had amused herself . <eos>,The secretary who the teacher taught had amused herself .
66,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had amused,herself,The mechanics who the teacher taught had amused herself . <eos>,The mechanics who the teacher taught had amused herself .
66,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had amused,herself,The mechanics who the secretary taught had amused herself . <eos>,The mechanics who the secretary taught had amused herself .
66,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had amused,herself,The teacher who the mechanics taught had amused herself . <eos>,The teacher who the mechanics taught had amused herself .
66,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had amused,herself,The secretary who the mechanics taught had amused herself . <eos>,The secretary who the mechanics taught had amused herself .
67,taught,embed,local,1,a,none,none,teacher,secretary,had hurt,herself,The teacher who the secretary taught had hurt herself . <eos>,The teacher who the secretary taught had hurt herself .
67,taught,embed,local,1,b,none,none,secretary,teacher,had hurt,herself,The secretary who the teacher taught had hurt herself . <eos>,The secretary who the teacher taught had hurt herself .
67,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had hurt,herself,The mechanics who the teacher taught had hurt herself . <eos>,The mechanics who the teacher taught had hurt herself .
67,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had hurt,herself,The mechanics who the secretary taught had hurt herself . <eos>,The mechanics who the secretary taught had hurt herself .
67,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had hurt,herself,The teacher who the mechanics taught had hurt herself . <eos>,The teacher who the mechanics taught had hurt herself .
67,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had hurt,herself,The secretary who the mechanics taught had hurt herself . <eos>,The secretary who the mechanics taught had hurt herself .
68,taught,embed,local,1,a,none,none,teacher,secretary,had taught,herself,The teacher who the secretary taught had taught herself . <eos>,The teacher who the secretary taught had taught herself .
68,taught,embed,local,1,b,none,none,secretary,teacher,had taught,herself,The secretary who the teacher taught had taught herself . <eos>,The secretary who the teacher taught had taught herself .
68,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had taught,herself,The mechanics who the teacher taught had taught herself . <eos>,The mechanics who the teacher taught had taught herself .
68,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had taught,herself,The mechanics who the secretary taught had taught herself . <eos>,The mechanics who the secretary taught had taught herself .
68,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had taught,herself,The teacher who the mechanics taught had taught herself . <eos>,The teacher who the mechanics taught had taught herself .
68,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had taught,herself,The secretary who the mechanics taught had taught herself . <eos>,The secretary who the mechanics taught had taught herself .
69,taught,embed,local,1,a,none,none,teacher,secretary,had introduced,herself,The teacher who the secretary taught had introduced herself . <eos>,The teacher who the secretary taught had introduced herself .
69,taught,embed,local,1,b,none,none,secretary,teacher,had introduced,herself,The secretary who the teacher taught had introduced herself . <eos>,The secretary who the teacher taught had introduced herself .
69,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had introduced,herself,The mechanics who the teacher taught had introduced herself . <eos>,The mechanics who the teacher taught had introduced herself .
69,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had introduced,herself,The mechanics who the secretary taught had introduced herself . <eos>,The mechanics who the secretary taught had introduced herself .
69,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had introduced,herself,The teacher who the mechanics taught had introduced herself . <eos>,The teacher who the mechanics taught had introduced herself .
69,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had introduced,herself,The secretary who the mechanics taught had introduced herself . <eos>,The secretary who the mechanics taught had introduced herself .
70,taught,embed,local,1,a,none,none,teacher,secretary,had enjoyed,herself,The teacher who the secretary taught had enjoyed herself . <eos>,The teacher who the secretary taught had enjoyed herself .
70,taught,embed,local,1,b,none,none,secretary,teacher,had enjoyed,herself,The secretary who the teacher taught had enjoyed herself . <eos>,The secretary who the teacher taught had enjoyed herself .
70,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had enjoyed,herself,The mechanics who the teacher taught had enjoyed herself . <eos>,The mechanics who the teacher taught had enjoyed herself .
70,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had enjoyed,herself,The mechanics who the secretary taught had enjoyed herself . <eos>,The mechanics who the secretary taught had enjoyed herself .
70,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had enjoyed,herself,The teacher who the mechanics taught had enjoyed herself . <eos>,The teacher who the mechanics taught had enjoyed herself .
70,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had enjoyed,herself,The secretary who the mechanics taught had enjoyed herself . <eos>,The secretary who the mechanics taught had enjoyed herself .
71,taught,embed,local,1,a,none,none,teacher,secretary,had prepared,herself,The teacher who the secretary taught had prepared herself . <eos>,The teacher who the secretary taught had prepared herself .
71,taught,embed,local,1,b,none,none,secretary,teacher,had prepared,herself,The secretary who the teacher taught had prepared herself . <eos>,The secretary who the teacher taught had prepared herself .
71,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had prepared,herself,The mechanics who the teacher taught had prepared herself . <eos>,The mechanics who the teacher taught had prepared herself .
71,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had prepared,herself,The mechanics who the secretary taught had prepared herself . <eos>,The mechanics who the secretary taught had prepared herself .
71,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had prepared,herself,The teacher who the mechanics taught had prepared herself . <eos>,The teacher who the mechanics taught had prepared herself .
71,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had prepared,herself,The secretary who the mechanics taught had prepared herself . <eos>,The secretary who the mechanics taught had prepared herself .
72,taught,embed,local,1,a,none,none,teacher,secretary,had shouted,herself,The teacher who the secretary taught had shouted herself . <eos>,The teacher who the secretary taught had shouted herself .
72,taught,embed,local,1,b,none,none,secretary,teacher,had shouted,herself,The secretary who the teacher taught had shouted herself . <eos>,The secretary who the teacher taught had shouted herself .
72,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had shouted,herself,The mechanics who the teacher taught had shouted herself . <eos>,The mechanics who the teacher taught had shouted herself .
72,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had shouted,herself,The mechanics who the secretary taught had shouted herself . <eos>,The mechanics who the secretary taught had shouted herself .
72,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had shouted,herself,The teacher who the mechanics taught had shouted herself . <eos>,The teacher who the mechanics taught had shouted herself .
72,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had shouted,herself,The secretary who the mechanics taught had shouted herself . <eos>,The secretary who the mechanics taught had shouted herself .
73,taught,embed,local,1,a,none,none,teacher,secretary,had washed,herself,The teacher who the secretary taught had washed herself . <eos>,The teacher who the secretary taught had washed herself .
73,taught,embed,local,1,b,none,none,secretary,teacher,had washed,herself,The secretary who the teacher taught had washed herself . <eos>,The secretary who the teacher taught had washed herself .
73,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had washed,herself,The mechanics who the teacher taught had washed herself . <eos>,The mechanics who the teacher taught had washed herself .
73,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had washed,herself,The mechanics who the secretary taught had washed herself . <eos>,The mechanics who the secretary taught had washed herself .
73,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had washed,herself,The teacher who the mechanics taught had washed herself . <eos>,The teacher who the mechanics taught had washed herself .
73,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had washed,herself,The secretary who the mechanics taught had washed herself . <eos>,The secretary who the mechanics taught had washed herself .
74,taught,embed,local,1,a,none,none,teacher,secretary,had asserted,herself,The teacher who the secretary taught had asserted herself . <eos>,The teacher who the secretary taught had asserted herself .
74,taught,embed,local,1,b,none,none,secretary,teacher,had asserted,herself,The secretary who the teacher taught had asserted herself . <eos>,The secretary who the teacher taught had asserted herself .
74,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,had asserted,herself,The mechanics who the teacher taught had asserted herself . <eos>,The mechanics who the teacher taught had asserted herself .
74,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,had asserted,herself,The mechanics who the secretary taught had asserted herself . <eos>,The mechanics who the secretary taught had asserted herself .
74,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,had asserted,herself,The teacher who the mechanics taught had asserted herself . <eos>,The teacher who the mechanics taught had asserted herself .
74,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,had asserted,herself,The secretary who the mechanics taught had asserted herself . <eos>,The secretary who the mechanics taught had asserted herself .
75,taught,embed,local,1,a,none,none,teacher,secretary,kicked,herself,The teacher who the secretary taught kicked herself . <eos>,The teacher who the secretary taught kicked herself .
75,taught,embed,local,1,b,none,none,secretary,teacher,kicked,herself,The secretary who the teacher taught kicked herself . <eos>,The secretary who the teacher taught kicked herself .
75,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,teacher,kicked,herself,The mechanics who the teacher taught kicked herself . <eos>,The mechanics who the teacher taught kicked herself .
75,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,secretary,kicked,herself,The mechanics who the secretary taught kicked herself . <eos>,The mechanics who the secretary taught kicked herself .
75,taught,embed,local,1,a,rc_subj,gender,teacher,mechanics,kicked,herself,The teacher who the mechanics taught kicked herself . <eos>,The teacher who the mechanics taught kicked herself .
75,taught,embed,local,1,b,rc_subj,gender,secretary,mechanics,kicked,herself,The secretary who the mechanics taught kicked herself . <eos>,The secretary who the mechanics taught kicked herself .
76,taught,embed,local,1,a,none,none,nurse,hairdresser,had admired,herself,The nurse who the hairdresser taught had admired herself . <eos>,The nurse who the hairdresser taught had admired herself .
76,taught,embed,local,1,b,none,none,hairdresser,nurse,had admired,herself,The hairdresser who the nurse taught had admired herself . <eos>,The hairdresser who the nurse taught had admired herself .
76,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had admired,herself,The mechanics who the nurse taught had admired herself . <eos>,The mechanics who the nurse taught had admired herself .
76,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had admired,herself,The mechanics who the hairdresser taught had admired herself . <eos>,The mechanics who the hairdresser taught had admired herself .
76,taught,embed,local,1,a,rc_subj,gender,nurse,mechanics,had admired,herself,The nurse who the mechanics taught had admired herself . <eos>,The nurse who the mechanics taught had admired herself .
76,taught,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had admired,herself,The hairdresser who the mechanics taught had admired herself . <eos>,The hairdresser who the mechanics taught had admired herself .
77,taught,embed,local,1,a,none,none,nurse,hairdresser,had convinced,herself,The nurse who the hairdresser taught had convinced herself . <eos>,The nurse who the hairdresser taught had convinced herself .
77,taught,embed,local,1,b,none,none,hairdresser,nurse,had convinced,herself,The hairdresser who the nurse taught had convinced herself . <eos>,The hairdresser who the nurse taught had convinced herself .
77,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had convinced,herself,The mechanics who the nurse taught had convinced herself . <eos>,The mechanics who the nurse taught had convinced herself .
77,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had convinced,herself,The mechanics who the hairdresser taught had convinced herself . <eos>,The mechanics who the hairdresser taught had convinced herself .
77,taught,embed,local,1,a,rc_subj,gender,nurse,mechanics,had convinced,herself,The nurse who the mechanics taught had convinced herself . <eos>,The nurse who the mechanics taught had convinced herself .
77,taught,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had convinced,herself,The hairdresser who the mechanics taught had convinced herself . <eos>,The hairdresser who the mechanics taught had convinced herself .
78,taught,embed,local,1,a,none,none,nurse,hairdresser,saw,herself,The nurse who the hairdresser taught saw herself . <eos>,The nurse who the hairdresser taught saw herself .
78,taught,embed,local,1,b,none,none,hairdresser,nurse,saw,herself,The hairdresser who the nurse taught saw herself . <eos>,The hairdresser who the nurse taught saw herself .
78,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,saw,herself,The mechanics who the nurse taught saw herself . <eos>,The mechanics who the nurse taught saw herself .
78,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,saw,herself,The mechanics who the hairdresser taught saw herself . <eos>,The mechanics who the hairdresser taught saw herself .
78,taught,embed,local,1,a,rc_subj,gender,nurse,mechanics,saw,herself,The nurse who the mechanics taught saw herself . <eos>,The nurse who the mechanics taught saw herself .
78,taught,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,saw,herself,The hairdresser who the mechanics taught saw herself . <eos>,The hairdresser who the mechanics taught saw herself .
79,taught,embed,local,1,a,none,none,nurse,hairdresser,had blamed,herself,The nurse who the hairdresser taught had blamed herself . <eos>,The nurse who the hairdresser taught had blamed herself .
79,taught,embed,local,1,b,none,none,hairdresser,nurse,had blamed,herself,The hairdresser who the nurse taught had blamed herself . <eos>,The hairdresser who the nurse taught had blamed herself .
79,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had blamed,herself,The mechanics who the nurse taught had blamed herself . <eos>,The mechanics who the nurse taught had blamed herself .
79,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had blamed,herself,The mechanics who the hairdresser taught had blamed herself . <eos>,The mechanics who the hairdresser taught had blamed herself .
79,taught,embed,local,1,a,rc_subj,gender,nurse,mechanics,had blamed,herself,The nurse who the mechanics taught had blamed herself . <eos>,The nurse who the mechanics taught had blamed herself .
79,taught,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had blamed,herself,The hairdresser who the mechanics taught had blamed herself . <eos>,The hairdresser who the mechanics taught had blamed herself .
80,taught,embed,local,1,a,none,none,nurse,hairdresser,had cut,herself,The nurse who the hairdresser taught had cut herself . <eos>,The nurse who the hairdresser taught had cut herself .
80,taught,embed,local,1,b,none,none,hairdresser,nurse,had cut,herself,The hairdresser who the nurse taught had cut herself . <eos>,The hairdresser who the nurse taught had cut herself .
80,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had cut,herself,The mechanics who the nurse taught had cut herself . <eos>,The mechanics who the nurse taught had cut herself .
80,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had cut,herself,The mechanics who the hairdresser taught had cut herself . <eos>,The mechanics who the hairdresser taught had cut herself .
80,taught,embed,local,1,a,rc_subj,gender,nurse,mechanics,had cut,herself,The nurse who the mechanics taught had cut herself . <eos>,The nurse who the mechanics taught had cut herself .
80,taught,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had cut,herself,The hairdresser who the mechanics taught had cut herself . <eos>,The hairdresser who the mechanics taught had cut herself .
81,taught,embed,local,1,a,none,none,nurse,hairdresser,had amused,herself,The nurse who the hairdresser taught had amused herself . <eos>,The nurse who the hairdresser taught had amused herself .
81,taught,embed,local,1,b,none,none,hairdresser,nurse,had amused,herself,The hairdresser who the nurse taught had amused herself . <eos>,The hairdresser who the nurse taught had amused herself .
81,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had amused,herself,The mechanics who the nurse taught had amused herself . <eos>,The mechanics who the nurse taught had amused herself .
81,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had amused,herself,The mechanics who the hairdresser taught had amused herself . <eos>,The mechanics who the hairdresser taught had amused herself .
81,taught,embed,local,1,a,rc_subj,gender,nurse,mechanics,had amused,herself,The nurse who the mechanics taught had amused herself . <eos>,The nurse who the mechanics taught had amused herself .
81,taught,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had amused,herself,The hairdresser who the mechanics taught had amused herself . <eos>,The hairdresser who the mechanics taught had amused herself .
82,taught,embed,local,1,a,none,none,nurse,hairdresser,had hurt,herself,The nurse who the hairdresser taught had hurt herself . <eos>,The nurse who the hairdresser taught had hurt herself .
82,taught,embed,local,1,b,none,none,hairdresser,nurse,had hurt,herself,The hairdresser who the nurse taught had hurt herself . <eos>,The hairdresser who the nurse taught had hurt herself .
82,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had hurt,herself,The mechanics who the nurse taught had hurt herself . <eos>,The mechanics who the nurse taught had hurt herself .
82,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had hurt,herself,The mechanics who the hairdresser taught had hurt herself . <eos>,The mechanics who the hairdresser taught had hurt herself .
82,taught,embed,local,1,a,rc_subj,gender,nurse,mechanics,had hurt,herself,The nurse who the mechanics taught had hurt herself . <eos>,The nurse who the mechanics taught had hurt herself .
82,taught,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had hurt,herself,The hairdresser who the mechanics taught had hurt herself . <eos>,The hairdresser who the mechanics taught had hurt herself .
83,taught,embed,local,1,a,none,none,nurse,hairdresser,had taught,herself,The nurse who the hairdresser taught had taught herself . <eos>,The nurse who the hairdresser taught had taught herself .
83,taught,embed,local,1,b,none,none,hairdresser,nurse,had taught,herself,The hairdresser who the nurse taught had taught herself . <eos>,The hairdresser who the nurse taught had taught herself .
83,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had taught,herself,The mechanics who the nurse taught had taught herself . <eos>,The mechanics who the nurse taught had taught herself .
83,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had taught,herself,The mechanics who the hairdresser taught had taught herself . <eos>,The mechanics who the hairdresser taught had taught herself .
83,taught,embed,local,1,a,rc_subj,gender,nurse,mechanics,had taught,herself,The nurse who the mechanics taught had taught herself . <eos>,The nurse who the mechanics taught had taught herself .
83,taught,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had taught,herself,The hairdresser who the mechanics taught had taught herself . <eos>,The hairdresser who the mechanics taught had taught herself .
84,taught,embed,local,1,a,none,none,nurse,hairdresser,had introduced,herself,The nurse who the hairdresser taught had introduced herself . <eos>,The nurse who the hairdresser taught had introduced herself .
84,taught,embed,local,1,b,none,none,hairdresser,nurse,had introduced,herself,The hairdresser who the nurse taught had introduced herself . <eos>,The hairdresser who the nurse taught had introduced herself .
84,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had introduced,herself,The mechanics who the nurse taught had introduced herself . <eos>,The mechanics who the nurse taught had introduced herself .
84,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had introduced,herself,The mechanics who the hairdresser taught had introduced herself . <eos>,The mechanics who the hairdresser taught had introduced herself .
84,taught,embed,local,1,a,rc_subj,gender,nurse,mechanics,had introduced,herself,The nurse who the mechanics taught had introduced herself . <eos>,The nurse who the mechanics taught had introduced herself .
84,taught,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had introduced,herself,The hairdresser who the mechanics taught had introduced herself . <eos>,The hairdresser who the mechanics taught had introduced herself .
85,taught,embed,local,1,a,none,none,nurse,hairdresser,had enjoyed,herself,The nurse who the hairdresser taught had enjoyed herself . <eos>,The nurse who the hairdresser taught had enjoyed herself .
85,taught,embed,local,1,b,none,none,hairdresser,nurse,had enjoyed,herself,The hairdresser who the nurse taught had enjoyed herself . <eos>,The hairdresser who the nurse taught had enjoyed herself .
85,taught,embed,nonlocal,0,a,matrix_subj,gender,mechanics,nurse,had enjoyed,herself,The mechanics who the nurse taught had enjoyed herself . <eos>,The mechanics who the nurse taught had enjoyed herself .
85,taught,embed,nonlocal,0,b,matrix_subj,gender,mechanics,hairdresser,had enjoyed,herself,The mechanics who the hairdresser taught had enjoyed herself . <eos>,The mechanics who the hairdresser taught had enjoyed herself .
85,taught,embed,local,1,a,rc_subj,gender,nurse,mechanics,had enjoyed,herself,The nurse who the mechanics taught had enjoyed herself . <eos>,The nurse who the mechanics taught had enjoyed herself .
85,taught,embed,local,1,b,rc_subj,gender,hairdresser,mechanics,had enjoyed,herself,The hairdresser who the mechanics taught had enjoyed herself . <eos>,The hairdresser who the mechanics taught had enjoyed herself .
86,taught,embed,local,1,a,none,none,nurse,hairdresser,had prepared,herself,The nurse who the hairdresser taught had prepared herself . <eos>,The nurse who the hairdresser taught had prepared herself .
86,taught,embed,local,1,b,none,none,hairdresser,nurse,had prepared,herself,The hairdresser who the nurse taught had prepared herself . <eos>,The hairdresser who the nurse taught had prepared herself .
