item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
72,embed,local,1,b,nonlocal_subj,number,wives,girl,dedicated,herself,The wives said that the girl dedicated herself . <eos>,The wives said that the girl dedicated herself .
72,embed,nonlocal,0,a,local_subj,number,girl,wives,dedicated,herself,The girl said that the wives dedicated herself . <eos>,The girl said that the wives dedicated herself .
72,embed,nonlocal,0,b,local_subj,number,wife,girls,dedicated,herself,The wife said that the girls dedicated herself . <eos>,The wife said that the girls dedicated herself .
73,embed,local,1,a,none,none,girl,wife,declared,herself,The girl said that the wife declared herself . <eos>,The girl said that the wife declared herself .
73,embed,local,1,b,none,none,wife,girl,declared,herself,The wife said that the girl declared herself . <eos>,The wife said that the girl declared herself .
73,embed,local,1,a,nonlocal_subj,number,girls,wife,declared,herself,The girls said that the wife declared herself . <eos>,The girls said that the wife declared herself .
73,embed,local,1,b,nonlocal_subj,number,wives,girl,declared,herself,The wives said that the girl declared herself . <eos>,The wives said that the girl declared herself .
73,embed,nonlocal,0,a,local_subj,number,girl,wives,declared,herself,The girl said that the wives declared herself . <eos>,The girl said that the wives declared herself .
73,embed,nonlocal,0,b,local_subj,number,wife,girls,declared,herself,The wife said that the girls declared herself . <eos>,The wife said that the girls declared herself .
74,embed,local,1,a,none,none,girl,wife,proved,herself,The girl said that the wife proved herself . <eos>,The girl said that the wife proved herself .
74,embed,local,1,b,none,none,wife,girl,proved,herself,The wife said that the girl proved herself . <eos>,The wife said that the girl proved herself .
74,embed,local,1,a,nonlocal_subj,number,girls,wife,proved,herself,The girls said that the wife proved herself . <eos>,The girls said that the wife proved herself .
74,embed,local,1,b,nonlocal_subj,number,wives,girl,proved,herself,The wives said that the girl proved herself . <eos>,The wives said that the girl proved herself .
74,embed,nonlocal,0,a,local_subj,number,girl,wives,proved,herself,The girl said that the wives proved herself . <eos>,The girl said that the wives proved herself .
74,embed,nonlocal,0,b,local_subj,number,wife,girls,proved,herself,The wife said that the girls proved herself . <eos>,The wife said that the girls proved herself .
75,embed,local,1,a,none,none,girl,wife,shot,herself,The girl said that the wife shot herself . <eos>,The girl said that the wife shot herself .
75,embed,local,1,b,none,none,wife,girl,shot,herself,The wife said that the girl shot herself . <eos>,The wife said that the girl shot herself .
75,embed,local,1,a,nonlocal_subj,number,girls,wife,shot,herself,The girls said that the wife shot herself . <eos>,The girls said that the wife shot herself .
75,embed,local,1,b,nonlocal_subj,number,wives,girl,shot,herself,The wives said that the girl shot herself . <eos>,The wives said that the girl shot herself .
75,embed,nonlocal,0,a,local_subj,number,girl,wives,shot,herself,The girl said that the wives shot herself . <eos>,The girl said that the wives shot herself .
75,embed,nonlocal,0,b,local_subj,number,wife,girls,shot,herself,The wife said that the girls shot herself . <eos>,The wife said that the girls shot herself .
