item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos
31,simple,local,c-command,1,b,male,rc_subj,number,men,boy,saw,themselves,The men that the boy liked saw themselves . <eos>,The men that the boy liked saw themselves .
31,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,saw,themselves,The girls that the woman liked saw themselves . <eos>,The girls that the woman liked saw themselves .
31,simple,local,c-command,1,b,female,rc_subj,number,women,girl,saw,themselves,The women that the girl liked saw themselves . <eos>,The women that the girl liked saw themselves .
32,simple,local,c-command,1,a,male,none,none,boys,men,established,themselves,The boys that the men liked established themselves . <eos>,The boys that the men liked established themselves .
32,simple,local,c-command,1,b,male,none,none,men,boys,established,themselves,The men that the boys liked established themselves . <eos>,The men that the boys liked established themselves .
32,simple,local,c-command,1,a,female,none,none,girls,women,established,themselves,The girls that the women liked established themselves . <eos>,The girls that the women liked established themselves .
32,simple,local,c-command,1,b,female,none,none,women,girls,established,themselves,The women that the girls liked established themselves . <eos>,The women that the girls liked established themselves .
32,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,established,themselves,The boy that the men liked established themselves . <eos>,The boy that the men liked established themselves .
32,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,established,themselves,The man that the boys liked established themselves . <eos>,The man that the boys liked established themselves .
32,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,established,themselves,The girl that the women liked established themselves . <eos>,The girl that the women liked established themselves .
32,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,established,themselves,The woman that the girls liked established themselves . <eos>,The woman that the girls liked established themselves .
32,simple,local,c-command,1,a,male,rc_subj,number,boys,man,established,themselves,The boys that the man liked established themselves . <eos>,The boys that the man liked established themselves .
32,simple,local,c-command,1,b,male,rc_subj,number,men,boy,established,themselves,The men that the boy liked established themselves . <eos>,The men that the boy liked established themselves .
32,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,established,themselves,The girls that the woman liked established themselves . <eos>,The girls that the woman liked established themselves .
32,simple,local,c-command,1,b,female,rc_subj,number,women,girl,established,themselves,The women that the girl liked established themselves . <eos>,The women that the girl liked established themselves .
33,simple,local,c-command,1,a,male,none,none,boys,men,devoted,themselves,The boys that the men liked devoted themselves . <eos>,The boys that the men liked devoted themselves .
33,simple,local,c-command,1,b,male,none,none,men,boys,devoted,themselves,The men that the boys liked devoted themselves . <eos>,The men that the boys liked devoted themselves .
33,simple,local,c-command,1,a,female,none,none,girls,women,devoted,themselves,The girls that the women liked devoted themselves . <eos>,The girls that the women liked devoted themselves .
33,simple,local,c-command,1,b,female,none,none,women,girls,devoted,themselves,The women that the girls liked devoted themselves . <eos>,The women that the girls liked devoted themselves .
33,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,devoted,themselves,The boy that the men liked devoted themselves . <eos>,The boy that the men liked devoted themselves .
33,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,devoted,themselves,The man that the boys liked devoted themselves . <eos>,The man that the boys liked devoted themselves .
33,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,devoted,themselves,The girl that the women liked devoted themselves . <eos>,The girl that the women liked devoted themselves .
33,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,devoted,themselves,The woman that the girls liked devoted themselves . <eos>,The woman that the girls liked devoted themselves .
33,simple,local,c-command,1,a,male,rc_subj,number,boys,man,devoted,themselves,The boys that the man liked devoted themselves . <eos>,The boys that the man liked devoted themselves .
33,simple,local,c-command,1,b,male,rc_subj,number,men,boy,devoted,themselves,The men that the boy liked devoted themselves . <eos>,The men that the boy liked devoted themselves .
33,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,devoted,themselves,The girls that the woman liked devoted themselves . <eos>,The girls that the woman liked devoted themselves .
33,simple,local,c-command,1,b,female,rc_subj,number,women,girl,devoted,themselves,The women that the girl liked devoted themselves . <eos>,The women that the girl liked devoted themselves .
34,simple,local,c-command,1,a,male,none,none,boys,men,considered,themselves,The boys that the men liked considered themselves . <eos>,The boys that the men liked considered themselves .
34,simple,local,c-command,1,b,male,none,none,men,boys,considered,themselves,The men that the boys liked considered themselves . <eos>,The men that the boys liked considered themselves .
34,simple,local,c-command,1,a,female,none,none,girls,women,considered,themselves,The girls that the women liked considered themselves . <eos>,The girls that the women liked considered themselves .
34,simple,local,c-command,1,b,female,none,none,women,girls,considered,themselves,The women that the girls liked considered themselves . <eos>,The women that the girls liked considered themselves .
34,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,considered,themselves,The boy that the men liked considered themselves . <eos>,The boy that the men liked considered themselves .
34,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,considered,themselves,The man that the boys liked considered themselves . <eos>,The man that the boys liked considered themselves .
34,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,considered,themselves,The girl that the women liked considered themselves . <eos>,The girl that the women liked considered themselves .
34,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,considered,themselves,The woman that the girls liked considered themselves . <eos>,The woman that the girls liked considered themselves .
34,simple,local,c-command,1,a,male,rc_subj,number,boys,man,considered,themselves,The boys that the man liked considered themselves . <eos>,The boys that the man liked considered themselves .
34,simple,local,c-command,1,b,male,rc_subj,number,men,boy,considered,themselves,The men that the boy liked considered themselves . <eos>,The men that the boy liked considered themselves .
34,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,considered,themselves,The girls that the woman liked considered themselves . <eos>,The girls that the woman liked considered themselves .
34,simple,local,c-command,1,b,female,rc_subj,number,women,girl,considered,themselves,The women that the girl liked considered themselves . <eos>,The women that the girl liked considered themselves .
35,simple,local,c-command,1,a,male,none,none,boys,men,identified,themselves,The boys that the men liked identified themselves . <eos>,The boys that the men liked identified themselves .
35,simple,local,c-command,1,b,male,none,none,men,boys,identified,themselves,The men that the boys liked identified themselves . <eos>,The men that the boys liked identified themselves .
35,simple,local,c-command,1,a,female,none,none,girls,women,identified,themselves,The girls that the women liked identified themselves . <eos>,The girls that the women liked identified themselves .
35,simple,local,c-command,1,b,female,none,none,women,girls,identified,themselves,The women that the girls liked identified themselves . <eos>,The women that the girls liked identified themselves .
35,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,identified,themselves,The boy that the men liked identified themselves . <eos>,The boy that the men liked identified themselves .
35,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,identified,themselves,The man that the boys liked identified themselves . <eos>,The man that the boys liked identified themselves .
35,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,identified,themselves,The girl that the women liked identified themselves . <eos>,The girl that the women liked identified themselves .
35,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,identified,themselves,The woman that the girls liked identified themselves . <eos>,The woman that the girls liked identified themselves .
35,simple,local,c-command,1,a,male,rc_subj,number,boys,man,identified,themselves,The boys that the man liked identified themselves . <eos>,The boys that the man liked identified themselves .
35,simple,local,c-command,1,b,male,rc_subj,number,men,boy,identified,themselves,The men that the boy liked identified themselves . <eos>,The men that the boy liked identified themselves .
35,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,identified,themselves,The girls that the woman liked identified themselves . <eos>,The girls that the woman liked identified themselves .
35,simple,local,c-command,1,b,female,rc_subj,number,women,girl,identified,themselves,The women that the girl liked identified themselves . <eos>,The women that the girl liked identified themselves .
36,simple,local,c-command,1,a,male,none,none,boys,men,made,themselves,The boys that the men liked made themselves . <eos>,The boys that the men liked made themselves .
36,simple,local,c-command,1,b,male,none,none,men,boys,made,themselves,The men that the boys liked made themselves . <eos>,The men that the boys liked made themselves .
36,simple,local,c-command,1,a,female,none,none,girls,women,made,themselves,The girls that the women liked made themselves . <eos>,The girls that the women liked made themselves .
36,simple,local,c-command,1,b,female,none,none,women,girls,made,themselves,The women that the girls liked made themselves . <eos>,The women that the girls liked made themselves .
36,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,made,themselves,The boy that the men liked made themselves . <eos>,The boy that the men liked made themselves .
36,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,made,themselves,The man that the boys liked made themselves . <eos>,The man that the boys liked made themselves .
36,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,made,themselves,The girl that the women liked made themselves . <eos>,The girl that the women liked made themselves .
36,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,made,themselves,The woman that the girls liked made themselves . <eos>,The woman that the girls liked made themselves .
36,simple,local,c-command,1,a,male,rc_subj,number,boys,man,made,themselves,The boys that the man liked made themselves . <eos>,The boys that the man liked made themselves .
36,simple,local,c-command,1,b,male,rc_subj,number,men,boy,made,themselves,The men that the boy liked made themselves . <eos>,The men that the boy liked made themselves .
36,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,made,themselves,The girls that the woman liked made themselves . <eos>,The girls that the woman liked made themselves .
36,simple,local,c-command,1,b,female,rc_subj,number,women,girl,made,themselves,The women that the girl liked made themselves . <eos>,The women that the girl liked made themselves .
37,simple,local,c-command,1,a,male,none,none,boys,men,found,themselves,The boys that the men liked found themselves . <eos>,The boys that the men liked found themselves .
37,simple,local,c-command,1,b,male,none,none,men,boys,found,themselves,The men that the boys liked found themselves . <eos>,The men that the boys liked found themselves .
37,simple,local,c-command,1,a,female,none,none,girls,women,found,themselves,The girls that the women liked found themselves . <eos>,The girls that the women liked found themselves .
37,simple,local,c-command,1,b,female,none,none,women,girls,found,themselves,The women that the girls liked found themselves . <eos>,The women that the girls liked found themselves .
37,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,found,themselves,The boy that the men liked found themselves . <eos>,The boy that the men liked found themselves .
37,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,found,themselves,The man that the boys liked found themselves . <eos>,The man that the boys liked found themselves .
37,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,found,themselves,The girl that the women liked found themselves . <eos>,The girl that the women liked found themselves .
37,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,found,themselves,The woman that the girls liked found themselves . <eos>,The woman that the girls liked found themselves .
37,simple,local,c-command,1,a,male,rc_subj,number,boys,man,found,themselves,The boys that the man liked found themselves . <eos>,The boys that the man liked found themselves .
37,simple,local,c-command,1,b,male,rc_subj,number,men,boy,found,themselves,The men that the boy liked found themselves . <eos>,The men that the boy liked found themselves .
37,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,found,themselves,The girls that the woman liked found themselves . <eos>,The girls that the woman liked found themselves .
37,simple,local,c-command,1,b,female,rc_subj,number,women,girl,found,themselves,The women that the girl liked found themselves . <eos>,The women that the girl liked found themselves .
38,simple,local,c-command,1,a,male,none,none,boys,men,distinguished,themselves,The boys that the men liked distinguished themselves . <eos>,The boys that the men liked distinguished themselves .
38,simple,local,c-command,1,b,male,none,none,men,boys,distinguished,themselves,The men that the boys liked distinguished themselves . <eos>,The men that the boys liked distinguished themselves .
38,simple,local,c-command,1,a,female,none,none,girls,women,distinguished,themselves,The girls that the women liked distinguished themselves . <eos>,The girls that the women liked distinguished themselves .
38,simple,local,c-command,1,b,female,none,none,women,girls,distinguished,themselves,The women that the girls liked distinguished themselves . <eos>,The women that the girls liked distinguished themselves .
38,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,distinguished,themselves,The boy that the men liked distinguished themselves . <eos>,The boy that the men liked distinguished themselves .
38,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,distinguished,themselves,The man that the boys liked distinguished themselves . <eos>,The man that the boys liked distinguished themselves .
38,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,distinguished,themselves,The girl that the women liked distinguished themselves . <eos>,The girl that the women liked distinguished themselves .
38,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,distinguished,themselves,The woman that the girls liked distinguished themselves . <eos>,The woman that the girls liked distinguished themselves .
38,simple,local,c-command,1,a,male,rc_subj,number,boys,man,distinguished,themselves,The boys that the man liked distinguished themselves . <eos>,The boys that the man liked distinguished themselves .
38,simple,local,c-command,1,b,male,rc_subj,number,men,boy,distinguished,themselves,The men that the boy liked distinguished themselves . <eos>,The men that the boy liked distinguished themselves .
38,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,distinguished,themselves,The girls that the woman liked distinguished themselves . <eos>,The girls that the woman liked distinguished themselves .
38,simple,local,c-command,1,b,female,rc_subj,number,women,girl,distinguished,themselves,The women that the girl liked distinguished themselves . <eos>,The women that the girl liked distinguished themselves .
39,simple,local,c-command,1,a,male,none,none,boys,men,taught,themselves,The boys that the men liked taught themselves . <eos>,The boys that the men liked taught themselves .
39,simple,local,c-command,1,b,male,none,none,men,boys,taught,themselves,The men that the boys liked taught themselves . <eos>,The men that the boys liked taught themselves .
39,simple,local,c-command,1,a,female,none,none,girls,women,taught,themselves,The girls that the women liked taught themselves . <eos>,The girls that the women liked taught themselves .
39,simple,local,c-command,1,b,female,none,none,women,girls,taught,themselves,The women that the girls liked taught themselves . <eos>,The women that the girls liked taught themselves .
39,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,taught,themselves,The boy that the men liked taught themselves . <eos>,The boy that the men liked taught themselves .
39,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,taught,themselves,The man that the boys liked taught themselves . <eos>,The man that the boys liked taught themselves .
39,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,taught,themselves,The girl that the women liked taught themselves . <eos>,The girl that the women liked taught themselves .
39,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,taught,themselves,The woman that the girls liked taught themselves . <eos>,The woman that the girls liked taught themselves .
39,simple,local,c-command,1,a,male,rc_subj,number,boys,man,taught,themselves,The boys that the man liked taught themselves . <eos>,The boys that the man liked taught themselves .
39,simple,local,c-command,1,b,male,rc_subj,number,men,boy,taught,themselves,The men that the boy liked taught themselves . <eos>,The men that the boy liked taught themselves .
39,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,taught,themselves,The girls that the woman liked taught themselves . <eos>,The girls that the woman liked taught themselves .
39,simple,local,c-command,1,b,female,rc_subj,number,women,girl,taught,themselves,The women that the girl liked taught themselves . <eos>,The women that the girl liked taught themselves .
40,simple,local,c-command,1,a,male,none,none,boys,men,killed,themselves,The boys that the men liked killed themselves . <eos>,The boys that the men liked killed themselves .
40,simple,local,c-command,1,b,male,none,none,men,boys,killed,themselves,The men that the boys liked killed themselves . <eos>,The men that the boys liked killed themselves .
40,simple,local,c-command,1,a,female,none,none,girls,women,killed,themselves,The girls that the women liked killed themselves . <eos>,The girls that the women liked killed themselves .
40,simple,local,c-command,1,b,female,none,none,women,girls,killed,themselves,The women that the girls liked killed themselves . <eos>,The women that the girls liked killed themselves .
40,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,killed,themselves,The boy that the men liked killed themselves . <eos>,The boy that the men liked killed themselves .
40,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,killed,themselves,The man that the boys liked killed themselves . <eos>,The man that the boys liked killed themselves .
40,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,killed,themselves,The girl that the women liked killed themselves . <eos>,The girl that the women liked killed themselves .
40,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,killed,themselves,The woman that the girls liked killed themselves . <eos>,The woman that the girls liked killed themselves .
40,simple,local,c-command,1,a,male,rc_subj,number,boys,man,killed,themselves,The boys that the man liked killed themselves . <eos>,The boys that the man liked killed themselves .
40,simple,local,c-command,1,b,male,rc_subj,number,men,boy,killed,themselves,The men that the boy liked killed themselves . <eos>,The men that the boy liked killed themselves .
40,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,killed,themselves,The girls that the woman liked killed themselves . <eos>,The girls that the woman liked killed themselves .
40,simple,local,c-command,1,b,female,rc_subj,number,women,girl,killed,themselves,The women that the girl liked killed themselves . <eos>,The women that the girl liked killed themselves .
41,simple,local,c-command,1,a,male,none,none,boys,men,called,themselves,The boys that the men liked called themselves . <eos>,The boys that the men liked called themselves .
41,simple,local,c-command,1,b,male,none,none,men,boys,called,themselves,The men that the boys liked called themselves . <eos>,The men that the boys liked called themselves .
41,simple,local,c-command,1,a,female,none,none,girls,women,called,themselves,The girls that the women liked called themselves . <eos>,The girls that the women liked called themselves .
41,simple,local,c-command,1,b,female,none,none,women,girls,called,themselves,The women that the girls liked called themselves . <eos>,The women that the girls liked called themselves .
41,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,called,themselves,The boy that the men liked called themselves . <eos>,The boy that the men liked called themselves .
41,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,called,themselves,The man that the boys liked called themselves . <eos>,The man that the boys liked called themselves .
41,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,called,themselves,The girl that the women liked called themselves . <eos>,The girl that the women liked called themselves .
41,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,called,themselves,The woman that the girls liked called themselves . <eos>,The woman that the girls liked called themselves .
41,simple,local,c-command,1,a,male,rc_subj,number,boys,man,called,themselves,The boys that the man liked called themselves . <eos>,The boys that the man liked called themselves .
41,simple,local,c-command,1,b,male,rc_subj,number,men,boy,called,themselves,The men that the boy liked called themselves . <eos>,The men that the boy liked called themselves .
41,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,called,themselves,The girls that the woman liked called themselves . <eos>,The girls that the woman liked called themselves .
41,simple,local,c-command,1,b,female,rc_subj,number,women,girl,called,themselves,The women that the girl liked called themselves . <eos>,The women that the girl liked called themselves .
42,simple,local,c-command,1,a,male,none,none,boys,men,dedicated,themselves,The boys that the men liked dedicated themselves . <eos>,The boys that the men liked dedicated themselves .
42,simple,local,c-command,1,b,male,none,none,men,boys,dedicated,themselves,The men that the boys liked dedicated themselves . <eos>,The men that the boys liked dedicated themselves .
42,simple,local,c-command,1,a,female,none,none,girls,women,dedicated,themselves,The girls that the women liked dedicated themselves . <eos>,The girls that the women liked dedicated themselves .
42,simple,local,c-command,1,b,female,none,none,women,girls,dedicated,themselves,The women that the girls liked dedicated themselves . <eos>,The women that the girls liked dedicated themselves .
42,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,dedicated,themselves,The boy that the men liked dedicated themselves . <eos>,The boy that the men liked dedicated themselves .
42,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,dedicated,themselves,The man that the boys liked dedicated themselves . <eos>,The man that the boys liked dedicated themselves .
42,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,dedicated,themselves,The girl that the women liked dedicated themselves . <eos>,The girl that the women liked dedicated themselves .
42,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,dedicated,themselves,The woman that the girls liked dedicated themselves . <eos>,The woman that the girls liked dedicated themselves .
42,simple,local,c-command,1,a,male,rc_subj,number,boys,man,dedicated,themselves,The boys that the man liked dedicated themselves . <eos>,The boys that the man liked dedicated themselves .
42,simple,local,c-command,1,b,male,rc_subj,number,men,boy,dedicated,themselves,The men that the boy liked dedicated themselves . <eos>,The men that the boy liked dedicated themselves .
42,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,dedicated,themselves,The girls that the woman liked dedicated themselves . <eos>,The girls that the woman liked dedicated themselves .
42,simple,local,c-command,1,b,female,rc_subj,number,women,girl,dedicated,themselves,The women that the girl liked dedicated themselves . <eos>,The women that the girl liked dedicated themselves .
43,simple,local,c-command,1,a,male,none,none,boys,men,declared,themselves,The boys that the men liked declared themselves . <eos>,The boys that the men liked declared themselves .
43,simple,local,c-command,1,b,male,none,none,men,boys,declared,themselves,The men that the boys liked declared themselves . <eos>,The men that the boys liked declared themselves .
43,simple,local,c-command,1,a,female,none,none,girls,women,declared,themselves,The girls that the women liked declared themselves . <eos>,The girls that the women liked declared themselves .
43,simple,local,c-command,1,b,female,none,none,women,girls,declared,themselves,The women that the girls liked declared themselves . <eos>,The women that the girls liked declared themselves .
43,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,declared,themselves,The boy that the men liked declared themselves . <eos>,The boy that the men liked declared themselves .
43,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,declared,themselves,The man that the boys liked declared themselves . <eos>,The man that the boys liked declared themselves .
43,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,declared,themselves,The girl that the women liked declared themselves . <eos>,The girl that the women liked declared themselves .
43,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,declared,themselves,The woman that the girls liked declared themselves . <eos>,The woman that the girls liked declared themselves .
43,simple,local,c-command,1,a,male,rc_subj,number,boys,man,declared,themselves,The boys that the man liked declared themselves . <eos>,The boys that the man liked declared themselves .
43,simple,local,c-command,1,b,male,rc_subj,number,men,boy,declared,themselves,The men that the boy liked declared themselves . <eos>,The men that the boy liked declared themselves .
43,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,declared,themselves,The girls that the woman liked declared themselves . <eos>,The girls that the woman liked declared themselves .
43,simple,local,c-command,1,b,female,rc_subj,number,women,girl,declared,themselves,The women that the girl liked declared themselves . <eos>,The women that the girl liked declared themselves .
44,simple,local,c-command,1,a,male,none,none,boys,men,proved,themselves,The boys that the men liked proved themselves . <eos>,The boys that the men liked proved themselves .
44,simple,local,c-command,1,b,male,none,none,men,boys,proved,themselves,The men that the boys liked proved themselves . <eos>,The men that the boys liked proved themselves .
44,simple,local,c-command,1,a,female,none,none,girls,women,proved,themselves,The girls that the women liked proved themselves . <eos>,The girls that the women liked proved themselves .
44,simple,local,c-command,1,b,female,none,none,women,girls,proved,themselves,The women that the girls liked proved themselves . <eos>,The women that the girls liked proved themselves .
44,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,proved,themselves,The boy that the men liked proved themselves . <eos>,The boy that the men liked proved themselves .
44,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,proved,themselves,The man that the boys liked proved themselves . <eos>,The man that the boys liked proved themselves .
44,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,proved,themselves,The girl that the women liked proved themselves . <eos>,The girl that the women liked proved themselves .
44,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,proved,themselves,The woman that the girls liked proved themselves . <eos>,The woman that the girls liked proved themselves .
44,simple,local,c-command,1,a,male,rc_subj,number,boys,man,proved,themselves,The boys that the man liked proved themselves . <eos>,The boys that the man liked proved themselves .
44,simple,local,c-command,1,b,male,rc_subj,number,men,boy,proved,themselves,The men that the boy liked proved themselves . <eos>,The men that the boy liked proved themselves .
44,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,proved,themselves,The girls that the woman liked proved themselves . <eos>,The girls that the woman liked proved themselves .
44,simple,local,c-command,1,b,female,rc_subj,number,women,girl,proved,themselves,The women that the girl liked proved themselves . <eos>,The women that the girl liked proved themselves .
45,simple,local,c-command,1,a,male,none,none,boys,men,shot,themselves,The boys that the men liked shot themselves . <eos>,The boys that the men liked shot themselves .
45,simple,local,c-command,1,b,male,none,none,men,boys,shot,themselves,The men that the boys liked shot themselves . <eos>,The men that the boys liked shot themselves .
45,simple,local,c-command,1,a,female,none,none,girls,women,shot,themselves,The girls that the women liked shot themselves . <eos>,The girls that the women liked shot themselves .
45,simple,local,c-command,1,b,female,none,none,women,girls,shot,themselves,The women that the girls liked shot themselves . <eos>,The women that the girls liked shot themselves .
45,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,shot,themselves,The boy that the men liked shot themselves . <eos>,The boy that the men liked shot themselves .
45,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,shot,themselves,The man that the boys liked shot themselves . <eos>,The man that the boys liked shot themselves .
45,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,shot,themselves,The girl that the women liked shot themselves . <eos>,The girl that the women liked shot themselves .
45,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,shot,themselves,The woman that the girls liked shot themselves . <eos>,The woman that the girls liked shot themselves .
45,simple,local,c-command,1,a,male,rc_subj,number,boys,man,shot,themselves,The boys that the man liked shot themselves . <eos>,The boys that the man liked shot themselves .
45,simple,local,c-command,1,b,male,rc_subj,number,men,boy,shot,themselves,The men that the boy liked shot themselves . <eos>,The men that the boy liked shot themselves .
45,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,shot,themselves,The girls that the woman liked shot themselves . <eos>,The girls that the woman liked shot themselves .
45,simple,local,c-command,1,b,female,rc_subj,number,women,girl,shot,themselves,The women that the girl liked shot themselves . <eos>,The women that the girl liked shot themselves .
46,simple,local,c-command,1,a,male,none,none,boys,actors,saw,themselves,The boys that the actors liked saw themselves . <eos>,The boys that the actors liked saw themselves .
46,simple,local,c-command,1,b,male,none,none,actors,boys,saw,themselves,The actors that the boys liked saw themselves . <eos>,The actors that the boys liked saw themselves .
46,simple,local,c-command,1,a,female,none,none,girls,wives,saw,themselves,The girls that the wives liked saw themselves . <eos>,The girls that the wives liked saw themselves .
46,simple,local,c-command,1,b,female,none,none,wives,girls,saw,themselves,The wives that the girls liked saw themselves . <eos>,The wives that the girls liked saw themselves .
46,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,saw,themselves,The boy that the actors liked saw themselves . <eos>,The boy that the actors liked saw themselves .
46,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,saw,themselves,The actor that the boys liked saw themselves . <eos>,The actor that the boys liked saw themselves .
46,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,saw,themselves,The girl that the wives liked saw themselves . <eos>,The girl that the wives liked saw themselves .
46,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,saw,themselves,The wife that the girls liked saw themselves . <eos>,The wife that the girls liked saw themselves .
46,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,saw,themselves,The boys that the actor liked saw themselves . <eos>,The boys that the actor liked saw themselves .
46,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,saw,themselves,The actors that the boy liked saw themselves . <eos>,The actors that the boy liked saw themselves .
46,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,saw,themselves,The girls that the wife liked saw themselves . <eos>,The girls that the wife liked saw themselves .
46,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,saw,themselves,The wives that the girl liked saw themselves . <eos>,The wives that the girl liked saw themselves .
47,simple,local,c-command,1,a,male,none,none,boys,actors,established,themselves,The boys that the actors liked established themselves . <eos>,The boys that the actors liked established themselves .
47,simple,local,c-command,1,b,male,none,none,actors,boys,established,themselves,The actors that the boys liked established themselves . <eos>,The actors that the boys liked established themselves .
47,simple,local,c-command,1,a,female,none,none,girls,wives,established,themselves,The girls that the wives liked established themselves . <eos>,The girls that the wives liked established themselves .
47,simple,local,c-command,1,b,female,none,none,wives,girls,established,themselves,The wives that the girls liked established themselves . <eos>,The wives that the girls liked established themselves .
47,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,established,themselves,The boy that the actors liked established themselves . <eos>,The boy that the actors liked established themselves .
47,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,established,themselves,The actor that the boys liked established themselves . <eos>,The actor that the boys liked established themselves .
47,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,established,themselves,The girl that the wives liked established themselves . <eos>,The girl that the wives liked established themselves .
47,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,established,themselves,The wife that the girls liked established themselves . <eos>,The wife that the girls liked established themselves .
47,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,established,themselves,The boys that the actor liked established themselves . <eos>,The boys that the actor liked established themselves .
47,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,established,themselves,The actors that the boy liked established themselves . <eos>,The actors that the boy liked established themselves .
47,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,established,themselves,The girls that the wife liked established themselves . <eos>,The girls that the wife liked established themselves .
