,item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
438,37,simple,local,no-c-command,0,a,female,head,number,girl,women,found,themselves,The girl near the women found themselves . <eos>,The girl near the women found themselves .,the girl near the women found ***mask*** .,9.867020890891736
439,37,simple,local,no-c-command,0,b,female,head,number,woman,girls,found,themselves,The woman near the girls found themselves . <eos>,The woman near the girls found themselves .,the woman near the girls found ***mask*** .,10.105557814751569
440,37,simple,local,c-command,1,a,male,distractor,number,boys,man,found,themselves,The boys near the man found themselves . <eos>,The boys near the man found themselves .,the boys near the man found ***mask*** .,7.429355471356855
441,37,simple,local,c-command,1,b,male,distractor,number,men,boy,found,themselves,The men near the boy found themselves . <eos>,The men near the boy found themselves .,the men near the boy found ***mask*** .,8.74668858972527
442,37,simple,local,c-command,1,a,female,distractor,number,girls,woman,found,themselves,The girls near the woman found themselves . <eos>,The girls near the woman found themselves .,the girls near the woman found ***mask*** .,6.197750783141938
443,37,simple,local,c-command,1,b,female,distractor,number,women,girl,found,themselves,The women near the girl found themselves . <eos>,The women near the girl found themselves .,the women near the girl found ***mask*** .,7.105986241113067
444,38,simple,local,c-command,1,a,male,none,none,boys,men,distinguished,themselves,The boys near the men distinguished themselves . <eos>,The boys near the men distinguished themselves .,the boys near the men distinguished ***mask*** .,0.002448702120429815
445,38,simple,local,c-command,1,b,male,none,none,men,boys,distinguished,themselves,The men near the boys distinguished themselves . <eos>,The men near the boys distinguished themselves .,the men near the boys distinguished ***mask*** .,0.001994657185776829
446,38,simple,local,c-command,1,a,female,none,none,girls,women,distinguished,themselves,The girls near the women distinguished themselves . <eos>,The girls near the women distinguished themselves .,the girls near the women distinguished ***mask*** .,0.004016392937734325
447,38,simple,local,c-command,1,b,female,none,none,women,girls,distinguished,themselves,The women near the girls distinguished themselves . <eos>,The women near the girls distinguished themselves .,the women near the girls distinguished ***mask*** .,0.0053000819654468
448,38,simple,local,no-c-command,0,a,male,head,number,boy,men,distinguished,themselves,The boy near the men distinguished themselves . <eos>,The boy near the men distinguished themselves .,the boy near the men distinguished ***mask*** .,3.9220733796024176
449,38,simple,local,no-c-command,0,b,male,head,number,man,boys,distinguished,themselves,The man near the boys distinguished themselves . <eos>,The man near the boys distinguished themselves .,the man near the boys distinguished ***mask*** .,6.701422901683254
450,38,simple,local,no-c-command,0,a,female,head,number,girl,women,distinguished,themselves,The girl near the women distinguished themselves . <eos>,The girl near the women distinguished themselves .,the girl near the women distinguished ***mask*** .,2.148426412402708
451,38,simple,local,no-c-command,0,b,female,head,number,woman,girls,distinguished,themselves,The woman near the girls distinguished themselves . <eos>,The woman near the girls distinguished themselves .,the woman near the girls distinguished ***mask*** .,3.727894085026802
452,38,simple,local,c-command,1,a,male,distractor,number,boys,man,distinguished,themselves,The boys near the man distinguished themselves . <eos>,The boys near the man distinguished themselves .,the boys near the man distinguished ***mask*** .,0.001476021981061164
453,38,simple,local,c-command,1,b,male,distractor,number,men,boy,distinguished,themselves,The men near the boy distinguished themselves . <eos>,The men near the boy distinguished themselves .,the men near the boy distinguished ***mask*** .,0.0010976667835634506
454,38,simple,local,c-command,1,a,female,distractor,number,girls,woman,distinguished,themselves,The girls near the woman distinguished themselves . <eos>,The girls near the woman distinguished themselves .,the girls near the woman distinguished ***mask*** .,0.003728754815338753
455,38,simple,local,c-command,1,b,female,distractor,number,women,girl,distinguished,themselves,The women near the girl distinguished themselves . <eos>,The women near the girl distinguished themselves .,the women near the girl distinguished ***mask*** .,0.009531913146065722
456,39,simple,local,c-command,1,a,male,none,none,boys,men,taught,themselves,The boys near the men taught themselves . <eos>,The boys near the men taught themselves .,the boys near the men taught ***mask*** .,5.6002563485555426
457,39,simple,local,c-command,1,b,male,none,none,men,boys,taught,themselves,The men near the boys taught themselves . <eos>,The men near the boys taught themselves .,the men near the boys taught ***mask*** .,5.76531922520471
458,39,simple,local,c-command,1,a,female,none,none,girls,women,taught,themselves,The girls near the women taught themselves . <eos>,The girls near the women taught themselves .,the girls near the women taught ***mask*** .,5.506773286478505
459,39,simple,local,c-command,1,b,female,none,none,women,girls,taught,themselves,The women near the girls taught themselves . <eos>,The women near the girls taught themselves .,the women near the girls taught ***mask*** .,5.763476550978696
460,39,simple,local,no-c-command,0,a,male,head,number,boy,men,taught,themselves,The boy near the men taught themselves . <eos>,The boy near the men taught themselves .,the boy near the men taught ***mask*** .,11.344257043047447
461,39,simple,local,no-c-command,0,b,male,head,number,man,boys,taught,themselves,The man near the boys taught themselves . <eos>,The man near the boys taught themselves .,the man near the boys taught ***mask*** .,10.659866155996095
462,39,simple,local,no-c-command,0,a,female,head,number,girl,women,taught,themselves,The girl near the women taught themselves . <eos>,The girl near the women taught themselves .,the girl near the women taught ***mask*** .,9.095651390593076
463,39,simple,local,no-c-command,0,b,female,head,number,woman,girls,taught,themselves,The woman near the girls taught themselves . <eos>,The woman near the girls taught themselves .,the woman near the girls taught ***mask*** .,9.139129650098972
464,39,simple,local,c-command,1,a,male,distractor,number,boys,man,taught,themselves,The boys near the man taught themselves . <eos>,The boys near the man taught themselves .,the boys near the man taught ***mask*** .,7.88915113452132
465,39,simple,local,c-command,1,b,male,distractor,number,men,boy,taught,themselves,The men near the boy taught themselves . <eos>,The men near the boy taught themselves .,the men near the boy taught ***mask*** .,10.384137925227327
466,39,simple,local,c-command,1,a,female,distractor,number,girls,woman,taught,themselves,The girls near the woman taught themselves . <eos>,The girls near the woman taught themselves .,the girls near the woman taught ***mask*** .,6.523381095389981
467,39,simple,local,c-command,1,b,female,distractor,number,women,girl,taught,themselves,The women near the girl taught themselves . <eos>,The women near the girl taught themselves .,the women near the girl taught ***mask*** .,8.21844317655368
468,40,simple,local,c-command,1,a,male,none,none,boys,men,killed,themselves,The boys near the men killed themselves . <eos>,The boys near the men killed themselves .,the boys near the men killed ***mask*** .,1.9776108506970644
469,40,simple,local,c-command,1,b,male,none,none,men,boys,killed,themselves,The men near the boys killed themselves . <eos>,The men near the boys killed themselves .,the men near the boys killed ***mask*** .,3.1420514565844933
470,40,simple,local,c-command,1,a,female,none,none,girls,women,killed,themselves,The girls near the women killed themselves . <eos>,The girls near the women killed themselves .,the girls near the women killed ***mask*** .,0.8487712770450999
471,40,simple,local,c-command,1,b,female,none,none,women,girls,killed,themselves,The women near the girls killed themselves . <eos>,The women near the girls killed themselves .,the women near the girls killed ***mask*** .,1.6183656961738084
472,40,simple,local,no-c-command,0,a,male,head,number,boy,men,killed,themselves,The boy near the men killed themselves . <eos>,The boy near the men killed themselves .,the boy near the men killed ***mask*** .,7.562369572029306
473,40,simple,local,no-c-command,0,b,male,head,number,man,boys,killed,themselves,The man near the boys killed themselves . <eos>,The man near the boys killed themselves .,the man near the boys killed ***mask*** .,7.64122057831302
474,40,simple,local,no-c-command,0,a,female,head,number,girl,women,killed,themselves,The girl near the women killed themselves . <eos>,The girl near the women killed themselves .,the girl near the women killed ***mask*** .,6.377868731984614
475,40,simple,local,no-c-command,0,b,female,head,number,woman,girls,killed,themselves,The woman near the girls killed themselves . <eos>,The woman near the girls killed themselves .,the woman near the girls killed ***mask*** .,7.23221490692306
476,40,simple,local,c-command,1,a,male,distractor,number,boys,man,killed,themselves,The boys near the man killed themselves . <eos>,The boys near the man killed themselves .,the boys near the man killed ***mask*** .,4.115495748669582
477,40,simple,local,c-command,1,b,male,distractor,number,men,boy,killed,themselves,The men near the boy killed themselves . <eos>,The men near the boy killed themselves .,the men near the boy killed ***mask*** .,6.69960358735362
478,40,simple,local,c-command,1,a,female,distractor,number,girls,woman,killed,themselves,The girls near the woman killed themselves . <eos>,The girls near the woman killed themselves .,the girls near the woman killed ***mask*** .,2.902357308177331
479,40,simple,local,c-command,1,b,female,distractor,number,women,girl,killed,themselves,The women near the girl killed themselves . <eos>,The women near the girl killed themselves .,the women near the girl killed ***mask*** .,2.8903527989049334
480,41,simple,local,c-command,1,a,male,none,none,boys,men,called,themselves,The boys near the men called themselves . <eos>,The boys near the men called themselves .,the boys near the men called ***mask*** .,12.195342517103748
481,41,simple,local,c-command,1,b,male,none,none,men,boys,called,themselves,The men near the boys called themselves . <eos>,The men near the boys called themselves .,the men near the boys called ***mask*** .,13.419397190143107
482,41,simple,local,c-command,1,a,female,none,none,girls,women,called,themselves,The girls near the women called themselves . <eos>,The girls near the women called themselves .,the girls near the women called ***mask*** .,9.45597111720553
483,41,simple,local,c-command,1,b,female,none,none,women,girls,called,themselves,The women near the girls called themselves . <eos>,The women near the girls called themselves .,the women near the girls called ***mask*** .,10.69370240335344
484,41,simple,local,no-c-command,0,a,male,head,number,boy,men,called,themselves,The boy near the men called themselves . <eos>,The boy near the men called themselves .,the boy near the men called ***mask*** .,17.07030770293487
485,41,simple,local,no-c-command,0,b,male,head,number,man,boys,called,themselves,The man near the boys called themselves . <eos>,The man near the boys called themselves .,the man near the boys called ***mask*** .,17.60516982348226
486,41,simple,local,no-c-command,0,a,female,head,number,girl,women,called,themselves,The girl near the women called themselves . <eos>,The girl near the women called themselves .,the girl near the women called ***mask*** .,15.842284698927909
487,41,simple,local,no-c-command,0,b,female,head,number,woman,girls,called,themselves,The woman near the girls called themselves . <eos>,The woman near the girls called themselves .,the woman near the girls called ***mask*** .,16.871031971724243
488,41,simple,local,c-command,1,a,male,distractor,number,boys,man,called,themselves,The boys near the man called themselves . <eos>,The boys near the man called themselves .,the boys near the man called ***mask*** .,12.34503385717803
489,41,simple,local,c-command,1,b,male,distractor,number,men,boy,called,themselves,The men near the boy called themselves . <eos>,The men near the boy called themselves .,the men near the boy called ***mask*** .,14.167067793375224
490,41,simple,local,c-command,1,a,female,distractor,number,girls,woman,called,themselves,The girls near the woman called themselves . <eos>,The girls near the woman called themselves .,the girls near the woman called ***mask*** .,12.264015384347731
491,41,simple,local,c-command,1,b,female,distractor,number,women,girl,called,themselves,The women near the girl called themselves . <eos>,The women near the girl called themselves .,the women near the girl called ***mask*** .,12.895384931138315
492,42,simple,local,c-command,1,a,male,none,none,boys,men,dedicated,themselves,The boys near the men dedicated themselves . <eos>,The boys near the men dedicated themselves .,the boys near the men dedicated ***mask*** .,0.2921946575861001
493,42,simple,local,c-command,1,b,male,none,none,men,boys,dedicated,themselves,The men near the boys dedicated themselves . <eos>,The men near the boys dedicated themselves .,the men near the boys dedicated ***mask*** .,0.26275049041564374
494,42,simple,local,c-command,1,a,female,none,none,girls,women,dedicated,themselves,The girls near the women dedicated themselves . <eos>,The girls near the women dedicated themselves .,the girls near the women dedicated ***mask*** .,0.3032923128047983
495,42,simple,local,c-command,1,b,female,none,none,women,girls,dedicated,themselves,The women near the girls dedicated themselves . <eos>,The women near the girls dedicated themselves .,the women near the girls dedicated ***mask*** .,0.4177450962371552
496,42,simple,local,no-c-command,0,a,male,head,number,boy,men,dedicated,themselves,The boy near the men dedicated themselves . <eos>,The boy near the men dedicated themselves .,the boy near the men dedicated ***mask*** .,4.453443438217438
497,42,simple,local,no-c-command,0,b,male,head,number,man,boys,dedicated,themselves,The man near the boys dedicated themselves . <eos>,The man near the boys dedicated themselves .,the man near the boys dedicated ***mask*** .,6.742729425015279
498,42,simple,local,no-c-command,0,a,female,head,number,girl,women,dedicated,themselves,The girl near the women dedicated themselves . <eos>,The girl near the women dedicated themselves .,the girl near the women dedicated ***mask*** .,4.916338243738612
499,42,simple,local,no-c-command,0,b,female,head,number,woman,girls,dedicated,themselves,The woman near the girls dedicated themselves . <eos>,The woman near the girls dedicated themselves .,the woman near the girls dedicated ***mask*** .,6.8864299808490665
500,42,simple,local,c-command,1,a,male,distractor,number,boys,man,dedicated,themselves,The boys near the man dedicated themselves . <eos>,The boys near the man dedicated themselves .,the boys near the man dedicated ***mask*** .,0.3877059433451629
501,42,simple,local,c-command,1,b,male,distractor,number,men,boy,dedicated,themselves,The men near the boy dedicated themselves . <eos>,The men near the boy dedicated themselves .,the men near the boy dedicated ***mask*** .,0.7606619451312775
502,42,simple,local,c-command,1,a,female,distractor,number,girls,woman,dedicated,themselves,The girls near the woman dedicated themselves . <eos>,The girls near the woman dedicated themselves .,the girls near the woman dedicated ***mask*** .,1.4705501429667547
503,42,simple,local,c-command,1,b,female,distractor,number,women,girl,dedicated,themselves,The women near the girl dedicated themselves . <eos>,The women near the girl dedicated themselves .,the women near the girl dedicated ***mask*** .,1.4346505748054978
504,43,simple,local,c-command,1,a,male,none,none,boys,men,declared,themselves,The boys near the men declared themselves . <eos>,The boys near the men declared themselves .,the boys near the men declared ***mask*** .,5.206775948068113
505,43,simple,local,c-command,1,b,male,none,none,men,boys,declared,themselves,The men near the boys declared themselves . <eos>,The men near the boys declared themselves .,the men near the boys declared ***mask*** .,6.460266696309436
506,43,simple,local,c-command,1,a,female,none,none,girls,women,declared,themselves,The girls near the women declared themselves . <eos>,The girls near the women declared themselves .,the girls near the women declared ***mask*** .,3.6064407746639615
507,43,simple,local,c-command,1,b,female,none,none,women,girls,declared,themselves,The women near the girls declared themselves . <eos>,The women near the girls declared themselves .,the women near the girls declared ***mask*** .,3.782748246571033
508,43,simple,local,no-c-command,0,a,male,head,number,boy,men,declared,themselves,The boy near the men declared themselves . <eos>,The boy near the men declared themselves .,the boy near the men declared ***mask*** .,9.572107528169548
509,43,simple,local,no-c-command,0,b,male,head,number,man,boys,declared,themselves,The man near the boys declared themselves . <eos>,The man near the boys declared themselves .,the man near the boys declared ***mask*** .,10.688618778123336
510,43,simple,local,no-c-command,0,a,female,head,number,girl,women,declared,themselves,The girl near the women declared themselves . <eos>,The girl near the women declared themselves .,the girl near the women declared ***mask*** .,8.457209112052414
511,43,simple,local,no-c-command,0,b,female,head,number,woman,girls,declared,themselves,The woman near the girls declared themselves . <eos>,The woman near the girls declared themselves .,the woman near the girls declared ***mask*** .,9.366922849603379
512,43,simple,local,c-command,1,a,male,distractor,number,boys,man,declared,themselves,The boys near the man declared themselves . <eos>,The boys near the man declared themselves .,the boys near the man declared ***mask*** .,4.516704407413509
513,43,simple,local,c-command,1,b,male,distractor,number,men,boy,declared,themselves,The men near the boy declared themselves . <eos>,The men near the boy declared themselves .,the men near the boy declared ***mask*** .,5.643443119715475
514,43,simple,local,c-command,1,a,female,distractor,number,girls,woman,declared,themselves,The girls near the woman declared themselves . <eos>,The girls near the woman declared themselves .,the girls near the woman declared ***mask*** .,3.8954490737135057
515,43,simple,local,c-command,1,b,female,distractor,number,women,girl,declared,themselves,The women near the girl declared themselves . <eos>,The women near the girl declared themselves .,the women near the girl declared ***mask*** .,4.14259052745388
516,44,simple,local,c-command,1,a,male,none,none,boys,men,proved,themselves,The boys near the men proved themselves . <eos>,The boys near the men proved themselves .,the boys near the men proved ***mask*** .,5.466249542042892
517,44,simple,local,c-command,1,b,male,none,none,men,boys,proved,themselves,The men near the boys proved themselves . <eos>,The men near the boys proved themselves .,the men near the boys proved ***mask*** .,5.77447907087896
518,44,simple,local,c-command,1,a,female,none,none,girls,women,proved,themselves,The girls near the women proved themselves . <eos>,The girls near the women proved themselves .,the girls near the women proved ***mask*** .,5.73534593981087
519,44,simple,local,c-command,1,b,female,none,none,women,girls,proved,themselves,The women near the girls proved themselves . <eos>,The women near the girls proved themselves .,the women near the girls proved ***mask*** .,5.704725575951555
520,44,simple,local,no-c-command,0,a,male,head,number,boy,men,proved,themselves,The boy near the men proved themselves . <eos>,The boy near the men proved themselves .,the boy near the men proved ***mask*** .,11.026174782103654
521,44,simple,local,no-c-command,0,b,male,head,number,man,boys,proved,themselves,The man near the boys proved themselves . <eos>,The man near the boys proved themselves .,the man near the boys proved ***mask*** .,12.603937630550876
522,44,simple,local,no-c-command,0,a,female,head,number,girl,women,proved,themselves,The girl near the women proved themselves . <eos>,The girl near the women proved themselves .,the girl near the women proved ***mask*** .,11.555393904002099
523,44,simple,local,no-c-command,0,b,female,head,number,woman,girls,proved,themselves,The woman near the girls proved themselves . <eos>,The woman near the girls proved themselves .,the woman near the girls proved ***mask*** .,12.317179608854227
524,44,simple,local,c-command,1,a,male,distractor,number,boys,man,proved,themselves,The boys near the man proved themselves . <eos>,The boys near the man proved themselves .,the boys near the man proved ***mask*** .,5.378385840626282
525,44,simple,local,c-command,1,b,male,distractor,number,men,boy,proved,themselves,The men near the boy proved themselves . <eos>,The men near the boy proved themselves .,the men near the boy proved ***mask*** .,5.680955839038673
526,44,simple,local,c-command,1,a,female,distractor,number,girls,woman,proved,themselves,The girls near the woman proved themselves . <eos>,The girls near the woman proved themselves .,the girls near the woman proved ***mask*** .,4.860720644896431
527,44,simple,local,c-command,1,b,female,distractor,number,women,girl,proved,themselves,The women near the girl proved themselves . <eos>,The women near the girl proved themselves .,the women near the girl proved ***mask*** .,5.040733993235661
528,45,simple,local,c-command,1,a,male,none,none,boys,men,shot,themselves,The boys near the men shot themselves . <eos>,The boys near the men shot themselves .,the boys near the men shot ***mask*** .,5.055963320276141
529,45,simple,local,c-command,1,b,male,none,none,men,boys,shot,themselves,The men near the boys shot themselves . <eos>,The men near the boys shot themselves .,the men near the boys shot ***mask*** .,6.3580832063242685
530,45,simple,local,c-command,1,a,female,none,none,girls,women,shot,themselves,The girls near the women shot themselves . <eos>,The girls near the women shot themselves .,the girls near the women shot ***mask*** .,4.694353884851456
531,45,simple,local,c-command,1,b,female,none,none,women,girls,shot,themselves,The women near the girls shot themselves . <eos>,The women near the girls shot themselves .,the women near the girls shot ***mask*** .,5.601939908155039
532,45,simple,local,no-c-command,0,a,male,head,number,boy,men,shot,themselves,The boy near the men shot themselves . <eos>,The boy near the men shot themselves .,the boy near the men shot ***mask*** .,11.566673590212833
533,45,simple,local,no-c-command,0,b,male,head,number,man,boys,shot,themselves,The man near the boys shot themselves . <eos>,The man near the boys shot themselves .,the man near the boys shot ***mask*** .,12.364407409332324
534,45,simple,local,no-c-command,0,a,female,head,number,girl,women,shot,themselves,The girl near the women shot themselves . <eos>,The girl near the women shot themselves .,the girl near the women shot ***mask*** .,11.765323463950017
535,45,simple,local,no-c-command,0,b,female,head,number,woman,girls,shot,themselves,The woman near the girls shot themselves . <eos>,The woman near the girls shot themselves .,the woman near the girls shot ***mask*** .,13.33307768594291
536,45,simple,local,c-command,1,a,male,distractor,number,boys,man,shot,themselves,The boys near the man shot themselves . <eos>,The boys near the man shot themselves .,the boys near the man shot ***mask*** .,7.896264300723553
537,45,simple,local,c-command,1,b,male,distractor,number,men,boy,shot,themselves,The men near the boy shot themselves . <eos>,The men near the boy shot themselves .,the men near the boy shot ***mask*** .,9.172701978250938
538,45,simple,local,c-command,1,a,female,distractor,number,girls,woman,shot,themselves,The girls near the woman shot themselves . <eos>,The girls near the woman shot themselves .,the girls near the woman shot ***mask*** .,7.728505198511623
539,45,simple,local,c-command,1,b,female,distractor,number,women,girl,shot,themselves,The women near the girl shot themselves . <eos>,The women near the girl shot themselves .,the women near the girl shot ***mask*** .,8.276977192736313
540,46,simple,local,c-command,1,a,male,none,none,boys,actors,saw,themselves,The boys near the actors saw themselves . <eos>,The boys near the actors saw themselves .,the boys near the actors saw ***mask*** .,10.240056872243795
541,46,simple,local,c-command,1,b,male,none,none,actors,boys,saw,themselves,The actors near the boys saw themselves . <eos>,The actors near the boys saw themselves .,the actors near the boys saw ***mask*** .,10.666295263071962
542,46,simple,local,c-command,1,a,female,none,none,girls,wives,saw,themselves,The girls near the wives saw themselves . <eos>,The girls near the wives saw themselves .,the girls near the wives saw ***mask*** .,11.245966599882161
543,46,simple,local,c-command,1,b,female,none,none,wives,girls,saw,themselves,The wives near the girls saw themselves . <eos>,The wives near the girls saw themselves .,the wives near the girls saw ***mask*** .,11.513079073563135
544,46,simple,local,no-c-command,0,a,male,head,number,boy,actors,saw,themselves,The boy near the actors saw themselves . <eos>,The boy near the actors saw themselves .,the boy near the actors saw ***mask*** .,12.347574470971525
545,46,simple,local,no-c-command,0,b,male,head,number,actor,boys,saw,themselves,The actor near the boys saw themselves . <eos>,The actor near the boys saw themselves .,the actor near the boys saw ***mask*** .,12.035230378961947
546,46,simple,local,no-c-command,0,a,female,head,number,girl,wives,saw,themselves,The girl near the wives saw themselves . <eos>,The girl near the wives saw themselves .,the girl near the wives saw ***mask*** .,13.180386980628045
547,46,simple,local,no-c-command,0,b,female,head,number,wife,girls,saw,themselves,The wife near the girls saw themselves . <eos>,The wife near the girls saw themselves .,the wife near the girls saw ***mask*** .,12.777005421103127
548,46,simple,local,c-command,1,a,male,distractor,number,boys,actor,saw,themselves,The boys near the actor saw themselves . <eos>,The boys near the actor saw themselves .,the boys near the actor saw ***mask*** .,10.060491626062616
549,46,simple,local,c-command,1,b,male,distractor,number,actors,boy,saw,themselves,The actors near the boy saw themselves . <eos>,The actors near the boy saw themselves .,the actors near the boy saw ***mask*** .,10.692827407692032
550,46,simple,local,c-command,1,a,female,distractor,number,girls,wife,saw,themselves,The girls near the wife saw themselves . <eos>,The girls near the wife saw themselves .,the girls near the wife saw ***mask*** .,11.284148266084438
551,46,simple,local,c-command,1,b,female,distractor,number,wives,girl,saw,themselves,The wives near the girl saw themselves . <eos>,The wives near the girl saw themselves .,the wives near the girl saw ***mask*** .,11.473754859563776
552,47,simple,local,c-command,1,a,male,none,none,boys,actors,established,themselves,The boys near the actors established themselves . <eos>,The boys near the actors established themselves .,the boys near the actors established ***mask*** .,0.551513620621809
553,47,simple,local,c-command,1,b,male,none,none,actors,boys,established,themselves,The actors near the boys established themselves . <eos>,The actors near the boys established themselves .,the actors near the boys established ***mask*** .,0.5087700281744697
554,47,simple,local,c-command,1,a,female,none,none,girls,wives,established,themselves,The girls near the wives established themselves . <eos>,The girls near the wives established themselves .,the girls near the wives established ***mask*** .,1.4092583194242696
555,47,simple,local,c-command,1,b,female,none,none,wives,girls,established,themselves,The wives near the girls established themselves . <eos>,The wives near the girls established themselves .,the wives near the girls established ***mask*** .,1.8654379998043285
556,47,simple,local,no-c-command,0,a,male,head,number,boy,actors,established,themselves,The boy near the actors established themselves . <eos>,The boy near the actors established themselves .,the boy near the actors established ***mask*** .,2.4402148442667686
557,47,simple,local,no-c-command,0,b,male,head,number,actor,boys,established,themselves,The actor near the boys established themselves . <eos>,The actor near the boys established themselves .,the actor near the boys established ***mask*** .,2.3497331327761874
558,47,simple,local,no-c-command,0,a,female,head,number,girl,wives,established,themselves,The girl near the wives established themselves . <eos>,The girl near the wives established themselves .,the girl near the wives established ***mask*** .,1.2125103825754262
559,47,simple,local,no-c-command,0,b,female,head,number,wife,girls,established,themselves,The wife near the girls established themselves . <eos>,The wife near the girls established themselves .,the wife near the girls established ***mask*** .,1.9426575200325813
560,47,simple,local,c-command,1,a,male,distractor,number,boys,actor,established,themselves,The boys near the actor established themselves . <eos>,The boys near the actor established themselves .,the boys near the actor established ***mask*** .,0.15993802593621875
561,47,simple,local,c-command,1,b,male,distractor,number,actors,boy,established,themselves,The actors near the boy established themselves . <eos>,The actors near the boy established themselves .,the actors near the boy established ***mask*** .,0.2364126623691916
562,47,simple,local,c-command,1,a,female,distractor,number,girls,wife,established,themselves,The girls near the wife established themselves . <eos>,The girls near the wife established themselves .,the girls near the wife established ***mask*** .,0.9013356013551118
563,47,simple,local,c-command,1,b,female,distractor,number,wives,girl,established,themselves,The wives near the girl established themselves . <eos>,The wives near the girl established themselves .,the wives near the girl established ***mask*** .,1.2756361398116383
564,48,simple,local,c-command,1,a,male,none,none,boys,actors,devoted,themselves,The boys near the actors devoted themselves . <eos>,The boys near the actors devoted themselves .,the boys near the actors devoted ***mask*** .,0.16251392434125386
565,48,simple,local,c-command,1,b,male,none,none,actors,boys,devoted,themselves,The actors near the boys devoted themselves . <eos>,The actors near the boys devoted themselves .,the actors near the boys devoted ***mask*** .,0.25254751528213154
566,48,simple,local,c-command,1,a,female,none,none,girls,wives,devoted,themselves,The girls near the wives devoted themselves . <eos>,The girls near the wives devoted themselves .,the girls near the wives devoted ***mask*** .,0.2590779060901806
567,48,simple,local,c-command,1,b,female,none,none,wives,girls,devoted,themselves,The wives near the girls devoted themselves . <eos>,The wives near the girls devoted themselves .,the wives near the girls devoted ***mask*** .,0.1354501541966264
568,48,simple,local,no-c-command,0,a,male,head,number,boy,actors,devoted,themselves,The boy near the actors devoted themselves . <eos>,The boy near the actors devoted themselves .,the boy near the actors devoted ***mask*** .,6.903124184024489
569,48,simple,local,no-c-command,0,b,male,head,number,actor,boys,devoted,themselves,The actor near the boys devoted themselves . <eos>,The actor near the boys devoted themselves .,the actor near the boys devoted ***mask*** .,2.867053984290648
570,48,simple,local,no-c-command,0,a,female,head,number,girl,wives,devoted,themselves,The girl near the wives devoted themselves . <eos>,The girl near the wives devoted themselves .,the girl near the wives devoted ***mask*** .,3.2569181680246833
571,48,simple,local,no-c-command,0,b,female,head,number,wife,girls,devoted,themselves,The wife near the girls devoted themselves . <eos>,The wife near the girls devoted themselves .,the wife near the girls devoted ***mask*** .,2.8589546701818467
572,48,simple,local,c-command,1,a,male,distractor,number,boys,actor,devoted,themselves,The boys near the actor devoted themselves . <eos>,The boys near the actor devoted themselves .,the boys near the actor devoted ***mask*** .,0.872581653990239
573,48,simple,local,c-command,1,b,male,distractor,number,actors,boy,devoted,themselves,The actors near the boy devoted themselves . <eos>,The actors near the boy devoted themselves .,the actors near the boy devoted ***mask*** .,0.4799650349414792
574,48,simple,local,c-command,1,a,female,distractor,number,girls,wife,devoted,themselves,The girls near the wife devoted themselves . <eos>,The girls near the wife devoted themselves .,the girls near the wife devoted ***mask*** .,1.191517803653929
575,48,simple,local,c-command,1,b,female,distractor,number,wives,girl,devoted,themselves,The wives near the girl devoted themselves . <eos>,The wives near the girl devoted themselves .,the wives near the girl devoted ***mask*** .,0.28478609629627005
576,49,simple,local,c-command,1,a,male,none,none,boys,actors,considered,themselves,The boys near the actors considered themselves . <eos>,The boys near the actors considered themselves .,the boys near the actors considered ***mask*** .,8.10044936882398
577,49,simple,local,c-command,1,b,male,none,none,actors,boys,considered,themselves,The actors near the boys considered themselves . <eos>,The actors near the boys considered themselves .,the actors near the boys considered ***mask*** .,8.818539848535986
578,49,simple,local,c-command,1,a,female,none,none,girls,wives,considered,themselves,The girls near the wives considered themselves . <eos>,The girls near the wives considered themselves .,the girls near the wives considered ***mask*** .,8.615516208539953
579,49,simple,local,c-command,1,b,female,none,none,wives,girls,considered,themselves,The wives near the girls considered themselves . <eos>,The wives near the girls considered themselves .,the wives near the girls considered ***mask*** .,9.414685436425662
580,49,simple,local,no-c-command,0,a,male,head,number,boy,actors,considered,themselves,The boy near the actors considered themselves . <eos>,The boy near the actors considered themselves .,the boy near the actors considered ***mask*** .,12.528162450870319
581,49,simple,local,no-c-command,0,b,male,head,number,actor,boys,considered,themselves,The actor near the boys considered themselves . <eos>,The actor near the boys considered themselves .,the actor near the boys considered ***mask*** .,11.688787874706756
582,49,simple,local,no-c-command,0,a,female,head,number,girl,wives,considered,themselves,The girl near the wives considered themselves . <eos>,The girl near the wives considered themselves .,the girl near the wives considered ***mask*** .,11.5111718307739
583,49,simple,local,no-c-command,0,b,female,head,number,wife,girls,considered,themselves,The wife near the girls considered themselves . <eos>,The wife near the girls considered themselves .,the wife near the girls considered ***mask*** .,12.009068278485843
584,49,simple,local,c-command,1,a,male,distractor,number,boys,actor,considered,themselves,The boys near the actor considered themselves . <eos>,The boys near the actor considered themselves .,the boys near the actor considered ***mask*** .,8.766135486431695
585,49,simple,local,c-command,1,b,male,distractor,number,actors,boy,considered,themselves,The actors near the boy considered themselves . <eos>,The actors near the boy considered themselves .,the actors near the boy considered ***mask*** .,10.408614393584498
586,49,simple,local,c-command,1,a,female,distractor,number,girls,wife,considered,themselves,The girls near the wife considered themselves . <eos>,The girls near the wife considered themselves .,the girls near the wife considered ***mask*** .,9.224802276010978
