item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
62,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had convinced,himself,The taxi driver said that the maid had convinced himself . <eos>,The taxi driver said that the maid had convinced himself .
63,embed,local,1,a,none,none,masan,taxi driver,saw,himself,The masan said that the taxi driver saw himself . <eos>,The masan said that the taxi driver saw himself .
63,embed,local,1,b,none,none,taxi driver,masan,saw,himself,The taxi driver said that the masan saw himself . <eos>,The taxi driver said that the masan saw himself .
63,embed,local,1,a,nonlocal_subj,gender,maid,masan,saw,himself,The maid said that the masan saw himself . <eos>,The maid said that the masan saw himself .
63,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,saw,himself,The maid said that the taxi driver saw himself . <eos>,The maid said that the taxi driver saw himself .
63,embed,nonlocal,0,a,local_subj,gender,masan,maid,saw,himself,The masan said that the maid saw himself . <eos>,The masan said that the maid saw himself .
63,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,saw,himself,The taxi driver said that the maid saw himself . <eos>,The taxi driver said that the maid saw himself .
64,embed,local,1,a,none,none,masan,taxi driver,had blamed,himself,The masan said that the taxi driver had blamed himself . <eos>,The masan said that the taxi driver had blamed himself .
64,embed,local,1,b,none,none,taxi driver,masan,had blamed,himself,The taxi driver said that the masan had blamed himself . <eos>,The taxi driver said that the masan had blamed himself .
64,embed,local,1,a,nonlocal_subj,gender,maid,masan,had blamed,himself,The maid said that the masan had blamed himself . <eos>,The maid said that the masan had blamed himself .
64,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had blamed,himself,The maid said that the taxi driver had blamed himself . <eos>,The maid said that the taxi driver had blamed himself .
64,embed,nonlocal,0,a,local_subj,gender,masan,maid,had blamed,himself,The masan said that the maid had blamed himself . <eos>,The masan said that the maid had blamed himself .
64,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had blamed,himself,The taxi driver said that the maid had blamed himself . <eos>,The taxi driver said that the maid had blamed himself .
65,embed,local,1,a,none,none,masan,taxi driver,had cut,himself,The masan said that the taxi driver had cut himself . <eos>,The masan said that the taxi driver had cut himself .
65,embed,local,1,b,none,none,taxi driver,masan,had cut,himself,The taxi driver said that the masan had cut himself . <eos>,The taxi driver said that the masan had cut himself .
65,embed,local,1,a,nonlocal_subj,gender,maid,masan,had cut,himself,The maid said that the masan had cut himself . <eos>,The maid said that the masan had cut himself .
65,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had cut,himself,The maid said that the taxi driver had cut himself . <eos>,The maid said that the taxi driver had cut himself .
65,embed,nonlocal,0,a,local_subj,gender,masan,maid,had cut,himself,The masan said that the maid had cut himself . <eos>,The masan said that the maid had cut himself .
65,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had cut,himself,The taxi driver said that the maid had cut himself . <eos>,The taxi driver said that the maid had cut himself .
66,embed,local,1,a,none,none,masan,taxi driver,had amused,himself,The masan said that the taxi driver had amused himself . <eos>,The masan said that the taxi driver had amused himself .
66,embed,local,1,b,none,none,taxi driver,masan,had amused,himself,The taxi driver said that the masan had amused himself . <eos>,The taxi driver said that the masan had amused himself .
66,embed,local,1,a,nonlocal_subj,gender,maid,masan,had amused,himself,The maid said that the masan had amused himself . <eos>,The maid said that the masan had amused himself .
66,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had amused,himself,The maid said that the taxi driver had amused himself . <eos>,The maid said that the taxi driver had amused himself .
66,embed,nonlocal,0,a,local_subj,gender,masan,maid,had amused,himself,The masan said that the maid had amused himself . <eos>,The masan said that the maid had amused himself .
66,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had amused,himself,The taxi driver said that the maid had amused himself . <eos>,The taxi driver said that the maid had amused himself .
67,embed,local,1,a,none,none,masan,taxi driver,had hurt,himself,The masan said that the taxi driver had hurt himself . <eos>,The masan said that the taxi driver had hurt himself .
67,embed,local,1,b,none,none,taxi driver,masan,had hurt,himself,The taxi driver said that the masan had hurt himself . <eos>,The taxi driver said that the masan had hurt himself .
67,embed,local,1,a,nonlocal_subj,gender,maid,masan,had hurt,himself,The maid said that the masan had hurt himself . <eos>,The maid said that the masan had hurt himself .
67,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had hurt,himself,The maid said that the taxi driver had hurt himself . <eos>,The maid said that the taxi driver had hurt himself .
67,embed,nonlocal,0,a,local_subj,gender,masan,maid,had hurt,himself,The masan said that the maid had hurt himself . <eos>,The masan said that the maid had hurt himself .
67,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had hurt,himself,The taxi driver said that the maid had hurt himself . <eos>,The taxi driver said that the maid had hurt himself .
68,embed,local,1,a,none,none,masan,taxi driver,had taught,himself,The masan said that the taxi driver had taught himself . <eos>,The masan said that the taxi driver had taught himself .
68,embed,local,1,b,none,none,taxi driver,masan,had taught,himself,The taxi driver said that the masan had taught himself . <eos>,The taxi driver said that the masan had taught himself .
68,embed,local,1,a,nonlocal_subj,gender,maid,masan,had taught,himself,The maid said that the masan had taught himself . <eos>,The maid said that the masan had taught himself .
68,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had taught,himself,The maid said that the taxi driver had taught himself . <eos>,The maid said that the taxi driver had taught himself .
68,embed,nonlocal,0,a,local_subj,gender,masan,maid,had taught,himself,The masan said that the maid had taught himself . <eos>,The masan said that the maid had taught himself .
68,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had taught,himself,The taxi driver said that the maid had taught himself . <eos>,The taxi driver said that the maid had taught himself .
69,embed,local,1,a,none,none,masan,taxi driver,had introduced,himself,The masan said that the taxi driver had introduced himself . <eos>,The masan said that the taxi driver had introduced himself .
69,embed,local,1,b,none,none,taxi driver,masan,had introduced,himself,The taxi driver said that the masan had introduced himself . <eos>,The taxi driver said that the masan had introduced himself .
69,embed,local,1,a,nonlocal_subj,gender,maid,masan,had introduced,himself,The maid said that the masan had introduced himself . <eos>,The maid said that the masan had introduced himself .
69,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had introduced,himself,The maid said that the taxi driver had introduced himself . <eos>,The maid said that the taxi driver had introduced himself .
69,embed,nonlocal,0,a,local_subj,gender,masan,maid,had introduced,himself,The masan said that the maid had introduced himself . <eos>,The masan said that the maid had introduced himself .
69,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had introduced,himself,The taxi driver said that the maid had introduced himself . <eos>,The taxi driver said that the maid had introduced himself .
70,embed,local,1,a,none,none,masan,taxi driver,had enjoyed,himself,The masan said that the taxi driver had enjoyed himself . <eos>,The masan said that the taxi driver had enjoyed himself .
70,embed,local,1,b,none,none,taxi driver,masan,had enjoyed,himself,The taxi driver said that the masan had enjoyed himself . <eos>,The taxi driver said that the masan had enjoyed himself .
70,embed,local,1,a,nonlocal_subj,gender,maid,masan,had enjoyed,himself,The maid said that the masan had enjoyed himself . <eos>,The maid said that the masan had enjoyed himself .
70,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had enjoyed,himself,The maid said that the taxi driver had enjoyed himself . <eos>,The maid said that the taxi driver had enjoyed himself .
70,embed,nonlocal,0,a,local_subj,gender,masan,maid,had enjoyed,himself,The masan said that the maid had enjoyed himself . <eos>,The masan said that the maid had enjoyed himself .
70,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had enjoyed,himself,The taxi driver said that the maid had enjoyed himself . <eos>,The taxi driver said that the maid had enjoyed himself .
71,embed,local,1,a,none,none,masan,taxi driver,had prepared,himself,The masan said that the taxi driver had prepared himself . <eos>,The masan said that the taxi driver had prepared himself .
71,embed,local,1,b,none,none,taxi driver,masan,had prepared,himself,The taxi driver said that the masan had prepared himself . <eos>,The taxi driver said that the masan had prepared himself .
71,embed,local,1,a,nonlocal_subj,gender,maid,masan,had prepared,himself,The maid said that the masan had prepared himself . <eos>,The maid said that the masan had prepared himself .
71,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had prepared,himself,The maid said that the taxi driver had prepared himself . <eos>,The maid said that the taxi driver had prepared himself .
71,embed,nonlocal,0,a,local_subj,gender,masan,maid,had prepared,himself,The masan said that the maid had prepared himself . <eos>,The masan said that the maid had prepared himself .
71,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had prepared,himself,The taxi driver said that the maid had prepared himself . <eos>,The taxi driver said that the maid had prepared himself .
72,embed,local,1,a,none,none,masan,taxi driver,had shouted,himself,The masan said that the taxi driver had shouted himself . <eos>,The masan said that the taxi driver had shouted himself .
72,embed,local,1,b,none,none,taxi driver,masan,had shouted,himself,The taxi driver said that the masan had shouted himself . <eos>,The taxi driver said that the masan had shouted himself .
72,embed,local,1,a,nonlocal_subj,gender,maid,masan,had shouted,himself,The maid said that the masan had shouted himself . <eos>,The maid said that the masan had shouted himself .
72,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had shouted,himself,The maid said that the taxi driver had shouted himself . <eos>,The maid said that the taxi driver had shouted himself .
72,embed,nonlocal,0,a,local_subj,gender,masan,maid,had shouted,himself,The masan said that the maid had shouted himself . <eos>,The masan said that the maid had shouted himself .
72,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had shouted,himself,The taxi driver said that the maid had shouted himself . <eos>,The taxi driver said that the maid had shouted himself .
73,embed,local,1,a,none,none,masan,taxi driver,had washed,himself,The masan said that the taxi driver had washed himself . <eos>,The masan said that the taxi driver had washed himself .
73,embed,local,1,b,none,none,taxi driver,masan,had washed,himself,The taxi driver said that the masan had washed himself . <eos>,The taxi driver said that the masan had washed himself .
73,embed,local,1,a,nonlocal_subj,gender,maid,masan,had washed,himself,The maid said that the masan had washed himself . <eos>,The maid said that the masan had washed himself .
73,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had washed,himself,The maid said that the taxi driver had washed himself . <eos>,The maid said that the taxi driver had washed himself .
73,embed,nonlocal,0,a,local_subj,gender,masan,maid,had washed,himself,The masan said that the maid had washed himself . <eos>,The masan said that the maid had washed himself .
73,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had washed,himself,The taxi driver said that the maid had washed himself . <eos>,The taxi driver said that the maid had washed himself .
74,embed,local,1,a,none,none,masan,taxi driver,had asserted,himself,The masan said that the taxi driver had asserted himself . <eos>,The masan said that the taxi driver had asserted himself .
74,embed,local,1,b,none,none,taxi driver,masan,had asserted,himself,The taxi driver said that the masan had asserted himself . <eos>,The taxi driver said that the masan had asserted himself .
74,embed,local,1,a,nonlocal_subj,gender,maid,masan,had asserted,himself,The maid said that the masan had asserted himself . <eos>,The maid said that the masan had asserted himself .
74,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,had asserted,himself,The maid said that the taxi driver had asserted himself . <eos>,The maid said that the taxi driver had asserted himself .
74,embed,nonlocal,0,a,local_subj,gender,masan,maid,had asserted,himself,The masan said that the maid had asserted himself . <eos>,The masan said that the maid had asserted himself .
74,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,had asserted,himself,The taxi driver said that the maid had asserted himself . <eos>,The taxi driver said that the maid had asserted himself .
75,embed,local,1,a,none,none,masan,taxi driver,kicked,himself,The masan said that the taxi driver kicked himself . <eos>,The masan said that the taxi driver kicked himself .
75,embed,local,1,b,none,none,taxi driver,masan,kicked,himself,The taxi driver said that the masan kicked himself . <eos>,The taxi driver said that the masan kicked himself .
75,embed,local,1,a,nonlocal_subj,gender,maid,masan,kicked,himself,The maid said that the masan kicked himself . <eos>,The maid said that the masan kicked himself .
75,embed,local,1,b,nonlocal_subj,gender,maid,taxi driver,kicked,himself,The maid said that the taxi driver kicked himself . <eos>,The maid said that the taxi driver kicked himself .
75,embed,nonlocal,0,a,local_subj,gender,masan,maid,kicked,himself,The masan said that the maid kicked himself . <eos>,The masan said that the maid kicked himself .
75,embed,nonlocal,0,b,local_subj,gender,taxi driver,maid,kicked,himself,The taxi driver said that the maid kicked himself . <eos>,The taxi driver said that the maid kicked himself .
76,embed,local,1,a,none,none,truck driver,electrician,had admired,himself,The truck driver said that the electrician had admired himself . <eos>,The truck driver said that the electrician had admired himself .
76,embed,local,1,b,none,none,electrician,truck driver,had admired,himself,The electrician said that the truck driver had admired himself . <eos>,The electrician said that the truck driver had admired himself .
76,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had admired,himself,The maid said that the truck driver had admired himself . <eos>,The maid said that the truck driver had admired himself .
76,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had admired,himself,The maid said that the electrician had admired himself . <eos>,The maid said that the electrician had admired himself .
76,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had admired,himself,The truck driver said that the maid had admired himself . <eos>,The truck driver said that the maid had admired himself .
76,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had admired,himself,The electrician said that the maid had admired himself . <eos>,The electrician said that the maid had admired himself .
77,embed,local,1,a,none,none,truck driver,electrician,had convinced,himself,The truck driver said that the electrician had convinced himself . <eos>,The truck driver said that the electrician had convinced himself .
77,embed,local,1,b,none,none,electrician,truck driver,had convinced,himself,The electrician said that the truck driver had convinced himself . <eos>,The electrician said that the truck driver had convinced himself .
77,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had convinced,himself,The maid said that the truck driver had convinced himself . <eos>,The maid said that the truck driver had convinced himself .
77,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had convinced,himself,The maid said that the electrician had convinced himself . <eos>,The maid said that the electrician had convinced himself .
77,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had convinced,himself,The truck driver said that the maid had convinced himself . <eos>,The truck driver said that the maid had convinced himself .
77,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had convinced,himself,The electrician said that the maid had convinced himself . <eos>,The electrician said that the maid had convinced himself .
78,embed,local,1,a,none,none,truck driver,electrician,saw,himself,The truck driver said that the electrician saw himself . <eos>,The truck driver said that the electrician saw himself .
78,embed,local,1,b,none,none,electrician,truck driver,saw,himself,The electrician said that the truck driver saw himself . <eos>,The electrician said that the truck driver saw himself .
78,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,saw,himself,The maid said that the truck driver saw himself . <eos>,The maid said that the truck driver saw himself .
78,embed,local,1,b,nonlocal_subj,gender,maid,electrician,saw,himself,The maid said that the electrician saw himself . <eos>,The maid said that the electrician saw himself .
78,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,saw,himself,The truck driver said that the maid saw himself . <eos>,The truck driver said that the maid saw himself .
78,embed,nonlocal,0,b,local_subj,gender,electrician,maid,saw,himself,The electrician said that the maid saw himself . <eos>,The electrician said that the maid saw himself .
79,embed,local,1,a,none,none,truck driver,electrician,had blamed,himself,The truck driver said that the electrician had blamed himself . <eos>,The truck driver said that the electrician had blamed himself .
79,embed,local,1,b,none,none,electrician,truck driver,had blamed,himself,The electrician said that the truck driver had blamed himself . <eos>,The electrician said that the truck driver had blamed himself .
79,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had blamed,himself,The maid said that the truck driver had blamed himself . <eos>,The maid said that the truck driver had blamed himself .
79,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had blamed,himself,The maid said that the electrician had blamed himself . <eos>,The maid said that the electrician had blamed himself .
79,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had blamed,himself,The truck driver said that the maid had blamed himself . <eos>,The truck driver said that the maid had blamed himself .
79,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had blamed,himself,The electrician said that the maid had blamed himself . <eos>,The electrician said that the maid had blamed himself .
80,embed,local,1,a,none,none,truck driver,electrician,had cut,himself,The truck driver said that the electrician had cut himself . <eos>,The truck driver said that the electrician had cut himself .
80,embed,local,1,b,none,none,electrician,truck driver,had cut,himself,The electrician said that the truck driver had cut himself . <eos>,The electrician said that the truck driver had cut himself .
80,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had cut,himself,The maid said that the truck driver had cut himself . <eos>,The maid said that the truck driver had cut himself .
80,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had cut,himself,The maid said that the electrician had cut himself . <eos>,The maid said that the electrician had cut himself .
80,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had cut,himself,The truck driver said that the maid had cut himself . <eos>,The truck driver said that the maid had cut himself .
80,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had cut,himself,The electrician said that the maid had cut himself . <eos>,The electrician said that the maid had cut himself .
81,embed,local,1,a,none,none,truck driver,electrician,had amused,himself,The truck driver said that the electrician had amused himself . <eos>,The truck driver said that the electrician had amused himself .
81,embed,local,1,b,none,none,electrician,truck driver,had amused,himself,The electrician said that the truck driver had amused himself . <eos>,The electrician said that the truck driver had amused himself .
81,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had amused,himself,The maid said that the truck driver had amused himself . <eos>,The maid said that the truck driver had amused himself .
81,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had amused,himself,The maid said that the electrician had amused himself . <eos>,The maid said that the electrician had amused himself .
81,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had amused,himself,The truck driver said that the maid had amused himself . <eos>,The truck driver said that the maid had amused himself .
81,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had amused,himself,The electrician said that the maid had amused himself . <eos>,The electrician said that the maid had amused himself .
82,embed,local,1,a,none,none,truck driver,electrician,had hurt,himself,The truck driver said that the electrician had hurt himself . <eos>,The truck driver said that the electrician had hurt himself .
82,embed,local,1,b,none,none,electrician,truck driver,had hurt,himself,The electrician said that the truck driver had hurt himself . <eos>,The electrician said that the truck driver had hurt himself .
82,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had hurt,himself,The maid said that the truck driver had hurt himself . <eos>,The maid said that the truck driver had hurt himself .
82,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had hurt,himself,The maid said that the electrician had hurt himself . <eos>,The maid said that the electrician had hurt himself .
82,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had hurt,himself,The truck driver said that the maid had hurt himself . <eos>,The truck driver said that the maid had hurt himself .
82,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had hurt,himself,The electrician said that the maid had hurt himself . <eos>,The electrician said that the maid had hurt himself .
83,embed,local,1,a,none,none,truck driver,electrician,had taught,himself,The truck driver said that the electrician had taught himself . <eos>,The truck driver said that the electrician had taught himself .
83,embed,local,1,b,none,none,electrician,truck driver,had taught,himself,The electrician said that the truck driver had taught himself . <eos>,The electrician said that the truck driver had taught himself .
83,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had taught,himself,The maid said that the truck driver had taught himself . <eos>,The maid said that the truck driver had taught himself .
83,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had taught,himself,The maid said that the electrician had taught himself . <eos>,The maid said that the electrician had taught himself .
83,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had taught,himself,The truck driver said that the maid had taught himself . <eos>,The truck driver said that the maid had taught himself .
83,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had taught,himself,The electrician said that the maid had taught himself . <eos>,The electrician said that the maid had taught himself .
84,embed,local,1,a,none,none,truck driver,electrician,had introduced,himself,The truck driver said that the electrician had introduced himself . <eos>,The truck driver said that the electrician had introduced himself .
84,embed,local,1,b,none,none,electrician,truck driver,had introduced,himself,The electrician said that the truck driver had introduced himself . <eos>,The electrician said that the truck driver had introduced himself .
84,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had introduced,himself,The maid said that the truck driver had introduced himself . <eos>,The maid said that the truck driver had introduced himself .
84,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had introduced,himself,The maid said that the electrician had introduced himself . <eos>,The maid said that the electrician had introduced himself .
84,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had introduced,himself,The truck driver said that the maid had introduced himself . <eos>,The truck driver said that the maid had introduced himself .
84,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had introduced,himself,The electrician said that the maid had introduced himself . <eos>,The electrician said that the maid had introduced himself .
85,embed,local,1,a,none,none,truck driver,electrician,had enjoyed,himself,The truck driver said that the electrician had enjoyed himself . <eos>,The truck driver said that the electrician had enjoyed himself .
85,embed,local,1,b,none,none,electrician,truck driver,had enjoyed,himself,The electrician said that the truck driver had enjoyed himself . <eos>,The electrician said that the truck driver had enjoyed himself .
85,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had enjoyed,himself,The maid said that the truck driver had enjoyed himself . <eos>,The maid said that the truck driver had enjoyed himself .
85,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had enjoyed,himself,The maid said that the electrician had enjoyed himself . <eos>,The maid said that the electrician had enjoyed himself .
85,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had enjoyed,himself,The truck driver said that the maid had enjoyed himself . <eos>,The truck driver said that the maid had enjoyed himself .
85,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had enjoyed,himself,The electrician said that the maid had enjoyed himself . <eos>,The electrician said that the maid had enjoyed himself .
86,embed,local,1,a,none,none,truck driver,electrician,had prepared,himself,The truck driver said that the electrician had prepared himself . <eos>,The truck driver said that the electrician had prepared himself .
86,embed,local,1,b,none,none,electrician,truck driver,had prepared,himself,The electrician said that the truck driver had prepared himself . <eos>,The electrician said that the truck driver had prepared himself .
86,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had prepared,himself,The maid said that the truck driver had prepared himself . <eos>,The maid said that the truck driver had prepared himself .
86,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had prepared,himself,The maid said that the electrician had prepared himself . <eos>,The maid said that the electrician had prepared himself .
86,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had prepared,himself,The truck driver said that the maid had prepared himself . <eos>,The truck driver said that the maid had prepared himself .
86,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had prepared,himself,The electrician said that the maid had prepared himself . <eos>,The electrician said that the maid had prepared himself .
87,embed,local,1,a,none,none,truck driver,electrician,had shouted,himself,The truck driver said that the electrician had shouted himself . <eos>,The truck driver said that the electrician had shouted himself .
87,embed,local,1,b,none,none,electrician,truck driver,had shouted,himself,The electrician said that the truck driver had shouted himself . <eos>,The electrician said that the truck driver had shouted himself .
87,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had shouted,himself,The maid said that the truck driver had shouted himself . <eos>,The maid said that the truck driver had shouted himself .
87,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had shouted,himself,The maid said that the electrician had shouted himself . <eos>,The maid said that the electrician had shouted himself .
87,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had shouted,himself,The truck driver said that the maid had shouted himself . <eos>,The truck driver said that the maid had shouted himself .
87,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had shouted,himself,The electrician said that the maid had shouted himself . <eos>,The electrician said that the maid had shouted himself .
88,embed,local,1,a,none,none,truck driver,electrician,had washed,himself,The truck driver said that the electrician had washed himself . <eos>,The truck driver said that the electrician had washed himself .
88,embed,local,1,b,none,none,electrician,truck driver,had washed,himself,The electrician said that the truck driver had washed himself . <eos>,The electrician said that the truck driver had washed himself .
88,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had washed,himself,The maid said that the truck driver had washed himself . <eos>,The maid said that the truck driver had washed himself .
88,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had washed,himself,The maid said that the electrician had washed himself . <eos>,The maid said that the electrician had washed himself .
88,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had washed,himself,The truck driver said that the maid had washed himself . <eos>,The truck driver said that the maid had washed himself .
88,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had washed,himself,The electrician said that the maid had washed himself . <eos>,The electrician said that the maid had washed himself .
89,embed,local,1,a,none,none,truck driver,electrician,had asserted,himself,The truck driver said that the electrician had asserted himself . <eos>,The truck driver said that the electrician had asserted himself .
89,embed,local,1,b,none,none,electrician,truck driver,had asserted,himself,The electrician said that the truck driver had asserted himself . <eos>,The electrician said that the truck driver had asserted himself .
89,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,had asserted,himself,The maid said that the truck driver had asserted himself . <eos>,The maid said that the truck driver had asserted himself .
89,embed,local,1,b,nonlocal_subj,gender,maid,electrician,had asserted,himself,The maid said that the electrician had asserted himself . <eos>,The maid said that the electrician had asserted himself .
89,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,had asserted,himself,The truck driver said that the maid had asserted himself . <eos>,The truck driver said that the maid had asserted himself .
89,embed,nonlocal,0,b,local_subj,gender,electrician,maid,had asserted,himself,The electrician said that the maid had asserted himself . <eos>,The electrician said that the maid had asserted himself .
90,embed,local,1,a,none,none,truck driver,electrician,kicked,himself,The truck driver said that the electrician kicked himself . <eos>,The truck driver said that the electrician kicked himself .
90,embed,local,1,b,none,none,electrician,truck driver,kicked,himself,The electrician said that the truck driver kicked himself . <eos>,The electrician said that the truck driver kicked himself .
90,embed,local,1,a,nonlocal_subj,gender,maid,truck driver,kicked,himself,The maid said that the truck driver kicked himself . <eos>,The maid said that the truck driver kicked himself .
90,embed,local,1,b,nonlocal_subj,gender,maid,electrician,kicked,himself,The maid said that the electrician kicked himself . <eos>,The maid said that the electrician kicked himself .
90,embed,nonlocal,0,a,local_subj,gender,truck driver,maid,kicked,himself,The truck driver said that the maid kicked himself . <eos>,The truck driver said that the maid kicked himself .
90,embed,nonlocal,0,b,local_subj,gender,electrician,maid,kicked,himself,The electrician said that the maid kicked himself . <eos>,The electrician said that the maid kicked himself .
