item,clause_type,locality,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
36,embed,local,0,a,male,local_subj,number,boys,man,made,them,The boys said that the man made them . <eos>,The boys said that the man made them .
36,embed,local,0,b,male,local_subj,number,men,boy,made,them,The men said that the boy made them . <eos>,The men said that the boy made them .
36,embed,nonlocal,1,a,female,local_subj,number,girls,woman,made,them,The girls said that the woman made them . <eos>,The girls said that the woman made them .
36,embed,nonlocal,1,b,female,local_subj,number,women,girl,made,them,The women said that the girl made them . <eos>,The women said that the girl made them .
37,embed,nonlocal,1,a,male,none,none,boys,men,found,them,The boys said that the men found them . <eos>,The boys said that the men found them .
37,embed,nonlocal,1,b,male,none,none,men,boys,found,them,The men said that the boys found them . <eos>,The men said that the boys found them .
37,embed,local,0,a,female,none,none,girls,women,found,them,The girls said that the women found them . <eos>,The girls said that the women found them .
37,embed,local,0,b,female,none,none,women,girls,found,them,The women said that the girls found them . <eos>,The women said that the girls found them .
37,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,men,found,them,The boy said that the men found them . <eos>,The boy said that the men found them .
37,embed,nonlocal,1,b,male,nonlocal_subj,number,man,boys,found,them,The man said that the boys found them . <eos>,The man said that the boys found them .
37,embed,nonlocal,1,a,female,nonlocal_subj,number,girl,women,found,them,The girl said that the women found them . <eos>,The girl said that the women found them .
37,embed,nonlocal,1,b,female,nonlocal_subj,number,woman,girls,found,them,The woman said that the girls found them . <eos>,The woman said that the girls found them .
37,embed,local,0,a,male,local_subj,number,boys,man,found,them,The boys said that the man found them . <eos>,The boys said that the man found them .
37,embed,local,0,b,male,local_subj,number,men,boy,found,them,The men said that the boy found them . <eos>,The men said that the boy found them .
37,embed,nonlocal,1,a,female,local_subj,number,girls,woman,found,them,The girls said that the woman found them . <eos>,The girls said that the woman found them .
37,embed,nonlocal,1,b,female,local_subj,number,women,girl,found,them,The women said that the girl found them . <eos>,The women said that the girl found them .
38,embed,nonlocal,1,a,male,none,none,boys,men,distinguished,them,The boys said that the men distinguished them . <eos>,The boys said that the men distinguished them .
38,embed,nonlocal,1,b,male,none,none,men,boys,distinguished,them,The men said that the boys distinguished them . <eos>,The men said that the boys distinguished them .
38,embed,local,0,a,female,none,none,girls,women,distinguished,them,The girls said that the women distinguished them . <eos>,The girls said that the women distinguished them .
38,embed,local,0,b,female,none,none,women,girls,distinguished,them,The women said that the girls distinguished them . <eos>,The women said that the girls distinguished them .
38,embed,nonlocal,1,a,male,nonlocal_subj,number,boy,men,distinguished,them,The boy said that the men distinguished them . <eos>,The boy said that the men distinguished them .
38,embed,nonlocal,1,b,male,nonlocal_subj,number,man,boys,distinguished,them,The man said that the boys distinguished them . <eos>,The man said that the boys distinguished them .
38,embed,local,1,a,female,nonlocal_subj,number,girl,women,distinguished,them,The girl said that the women distinguished them . <eos>,The girl said that the women distinguished them .
38,embed,local,1,b,female,nonlocal_subj,number,woman,girls,distinguished,them,The woman said that the girls distinguished them . <eos>,The woman said that the girls distinguished them .
38,embed,nonlocal,0,a,male,local_subj,number,boys,man,distinguished,them,The boys said that the man distinguished them . <eos>,The boys said that the man distinguished them .
38,embed,nonlocal,0,b,male,local_subj,number,men,boy,distinguished,them,The men said that the boy distinguished them . <eos>,The men said that the boy distinguished them .
38,embed,nonlocal,0,a,female,local_subj,number,girls,woman,distinguished,them,The girls said that the woman distinguished them . <eos>,The girls said that the woman distinguished them .
38,embed,nonlocal,0,b,female,local_subj,number,women,girl,distinguished,them,The women said that the girl distinguished them . <eos>,The women said that the girl distinguished them .
39,embed,local,1,a,male,none,none,boys,men,taught,them,The boys said that the men taught them . <eos>,The boys said that the men taught them .
39,embed,local,1,b,male,none,none,men,boys,taught,them,The men said that the boys taught them . <eos>,The men said that the boys taught them .
39,embed,local,1,a,female,none,none,girls,women,taught,them,The girls said that the women taught them . <eos>,The girls said that the women taught them .
39,embed,local,1,b,female,none,none,women,girls,taught,them,The women said that the girls taught them . <eos>,The women said that the girls taught them .
39,embed,local,1,a,male,nonlocal_subj,number,boy,men,taught,them,The boy said that the men taught them . <eos>,The boy said that the men taught them .
39,embed,local,1,b,male,nonlocal_subj,number,man,boys,taught,them,The man said that the boys taught them . <eos>,The man said that the boys taught them .
39,embed,local,1,a,female,nonlocal_subj,number,girl,women,taught,them,The girl said that the women taught them . <eos>,The girl said that the women taught them .
39,embed,local,1,b,female,nonlocal_subj,number,woman,girls,taught,them,The woman said that the girls taught them . <eos>,The woman said that the girls taught them .
39,embed,nonlocal,0,a,male,local_subj,number,boys,man,taught,them,The boys said that the man taught them . <eos>,The boys said that the man taught them .
39,embed,nonlocal,0,b,male,local_subj,number,men,boy,taught,them,The men said that the boy taught them . <eos>,The men said that the boy taught them .
39,embed,nonlocal,0,a,female,local_subj,number,girls,woman,taught,them,The girls said that the woman taught them . <eos>,The girls said that the woman taught them .
39,embed,nonlocal,0,b,female,local_subj,number,women,girl,taught,them,The women said that the girl taught them . <eos>,The women said that the girl taught them .
40,embed,local,1,a,male,none,none,boys,men,killed,them,The boys said that the men killed them . <eos>,The boys said that the men killed them .
40,embed,local,1,b,male,none,none,men,boys,killed,them,The men said that the boys killed them . <eos>,The men said that the boys killed them .
40,embed,local,1,a,female,none,none,girls,women,killed,them,The girls said that the women killed them . <eos>,The girls said that the women killed them .
40,embed,local,1,b,female,none,none,women,girls,killed,them,The women said that the girls killed them . <eos>,The women said that the girls killed them .
40,embed,local,1,a,male,nonlocal_subj,number,boy,men,killed,them,The boy said that the men killed them . <eos>,The boy said that the men killed them .
40,embed,local,1,b,male,nonlocal_subj,number,man,boys,killed,them,The man said that the boys killed them . <eos>,The man said that the boys killed them .
40,embed,local,1,a,female,nonlocal_subj,number,girl,women,killed,them,The girl said that the women killed them . <eos>,The girl said that the women killed them .
40,embed,local,1,b,female,nonlocal_subj,number,woman,girls,killed,them,The woman said that the girls killed them . <eos>,The woman said that the girls killed them .
40,embed,nonlocal,0,a,male,local_subj,number,boys,man,killed,them,The boys said that the man killed them . <eos>,The boys said that the man killed them .
40,embed,nonlocal,0,b,male,local_subj,number,men,boy,killed,them,The men said that the boy killed them . <eos>,The men said that the boy killed them .
40,embed,nonlocal,0,a,female,local_subj,number,girls,woman,killed,them,The girls said that the woman killed them . <eos>,The girls said that the woman killed them .
40,embed,nonlocal,0,b,female,local_subj,number,women,girl,killed,them,The women said that the girl killed them . <eos>,The women said that the girl killed them .
41,embed,local,1,a,male,none,none,boys,men,called,them,The boys said that the men called them . <eos>,The boys said that the men called them .
41,embed,local,1,b,male,none,none,men,boys,called,them,The men said that the boys called them . <eos>,The men said that the boys called them .
41,embed,local,1,a,female,none,none,girls,women,called,them,The girls said that the women called them . <eos>,The girls said that the women called them .
41,embed,local,1,b,female,none,none,women,girls,called,them,The women said that the girls called them . <eos>,The women said that the girls called them .
41,embed,local,1,a,male,nonlocal_subj,number,boy,men,called,them,The boy said that the men called them . <eos>,The boy said that the men called them .
41,embed,local,1,b,male,nonlocal_subj,number,man,boys,called,them,The man said that the boys called them . <eos>,The man said that the boys called them .
41,embed,local,1,a,female,nonlocal_subj,number,girl,women,called,them,The girl said that the women called them . <eos>,The girl said that the women called them .
41,embed,local,1,b,female,nonlocal_subj,number,woman,girls,called,them,The woman said that the girls called them . <eos>,The woman said that the girls called them .
41,embed,nonlocal,0,a,male,local_subj,number,boys,man,called,them,The boys said that the man called them . <eos>,The boys said that the man called them .
41,embed,nonlocal,0,b,male,local_subj,number,men,boy,called,them,The men said that the boy called them . <eos>,The men said that the boy called them .
41,embed,nonlocal,0,a,female,local_subj,number,girls,woman,called,them,The girls said that the woman called them . <eos>,The girls said that the woman called them .
41,embed,nonlocal,0,b,female,local_subj,number,women,girl,called,them,The women said that the girl called them . <eos>,The women said that the girl called them .
42,embed,local,1,a,male,none,none,boys,men,dedicated,them,The boys said that the men dedicated them . <eos>,The boys said that the men dedicated them .
42,embed,local,1,b,male,none,none,men,boys,dedicated,them,The men said that the boys dedicated them . <eos>,The men said that the boys dedicated them .
42,embed,local,1,a,female,none,none,girls,women,dedicated,them,The girls said that the women dedicated them . <eos>,The girls said that the women dedicated them .
42,embed,local,1,b,female,none,none,women,girls,dedicated,them,The women said that the girls dedicated them . <eos>,The women said that the girls dedicated them .
42,embed,local,1,a,male,nonlocal_subj,number,boy,men,dedicated,them,The boy said that the men dedicated them . <eos>,The boy said that the men dedicated them .
42,embed,local,1,b,male,nonlocal_subj,number,man,boys,dedicated,them,The man said that the boys dedicated them . <eos>,The man said that the boys dedicated them .
42,embed,local,1,a,female,nonlocal_subj,number,girl,women,dedicated,them,The girl said that the women dedicated them . <eos>,The girl said that the women dedicated them .
42,embed,local,1,b,female,nonlocal_subj,number,woman,girls,dedicated,them,The woman said that the girls dedicated them . <eos>,The woman said that the girls dedicated them .
42,embed,nonlocal,0,a,male,local_subj,number,boys,man,dedicated,them,The boys said that the man dedicated them . <eos>,The boys said that the man dedicated them .
42,embed,nonlocal,0,b,male,local_subj,number,men,boy,dedicated,them,The men said that the boy dedicated them . <eos>,The men said that the boy dedicated them .
42,embed,nonlocal,0,a,female,local_subj,number,girls,woman,dedicated,them,The girls said that the woman dedicated them . <eos>,The girls said that the woman dedicated them .
42,embed,nonlocal,0,b,female,local_subj,number,women,girl,dedicated,them,The women said that the girl dedicated them . <eos>,The women said that the girl dedicated them .
43,embed,local,1,a,male,none,none,boys,men,declared,them,The boys said that the men declared them . <eos>,The boys said that the men declared them .
43,embed,local,1,b,male,none,none,men,boys,declared,them,The men said that the boys declared them . <eos>,The men said that the boys declared them .
43,embed,local,1,a,female,none,none,girls,women,declared,them,The girls said that the women declared them . <eos>,The girls said that the women declared them .
43,embed,local,1,b,female,none,none,women,girls,declared,them,The women said that the girls declared them . <eos>,The women said that the girls declared them .
43,embed,local,1,a,male,nonlocal_subj,number,boy,men,declared,them,The boy said that the men declared them . <eos>,The boy said that the men declared them .
43,embed,local,1,b,male,nonlocal_subj,number,man,boys,declared,them,The man said that the boys declared them . <eos>,The man said that the boys declared them .
43,embed,local,1,a,female,nonlocal_subj,number,girl,women,declared,them,The girl said that the women declared them . <eos>,The girl said that the women declared them .
43,embed,local,1,b,female,nonlocal_subj,number,woman,girls,declared,them,The woman said that the girls declared them . <eos>,The woman said that the girls declared them .
43,embed,nonlocal,0,a,male,local_subj,number,boys,man,declared,them,The boys said that the man declared them . <eos>,The boys said that the man declared them .
43,embed,nonlocal,0,b,male,local_subj,number,men,boy,declared,them,The men said that the boy declared them . <eos>,The men said that the boy declared them .
43,embed,nonlocal,0,a,female,local_subj,number,girls,woman,declared,them,The girls said that the woman declared them . <eos>,The girls said that the woman declared them .
43,embed,nonlocal,0,b,female,local_subj,number,women,girl,declared,them,The women said that the girl declared them . <eos>,The women said that the girl declared them .
44,embed,local,1,a,male,none,none,boys,men,proved,them,The boys said that the men proved them . <eos>,The boys said that the men proved them .
44,embed,local,1,b,male,none,none,men,boys,proved,them,The men said that the boys proved them . <eos>,The men said that the boys proved them .
44,embed,local,1,a,female,none,none,girls,women,proved,them,The girls said that the women proved them . <eos>,The girls said that the women proved them .
44,embed,local,1,b,female,none,none,women,girls,proved,them,The women said that the girls proved them . <eos>,The women said that the girls proved them .
44,embed,local,1,a,male,nonlocal_subj,number,boy,men,proved,them,The boy said that the men proved them . <eos>,The boy said that the men proved them .
44,embed,local,1,b,male,nonlocal_subj,number,man,boys,proved,them,The man said that the boys proved them . <eos>,The man said that the boys proved them .
44,embed,local,1,a,female,nonlocal_subj,number,girl,women,proved,them,The girl said that the women proved them . <eos>,The girl said that the women proved them .
44,embed,local,1,b,female,nonlocal_subj,number,woman,girls,proved,them,The woman said that the girls proved them . <eos>,The woman said that the girls proved them .
44,embed,nonlocal,0,a,male,local_subj,number,boys,man,proved,them,The boys said that the man proved them . <eos>,The boys said that the man proved them .
44,embed,nonlocal,0,b,male,local_subj,number,men,boy,proved,them,The men said that the boy proved them . <eos>,The men said that the boy proved them .
44,embed,nonlocal,0,a,female,local_subj,number,girls,woman,proved,them,The girls said that the woman proved them . <eos>,The girls said that the woman proved them .
44,embed,nonlocal,0,b,female,local_subj,number,women,girl,proved,them,The women said that the girl proved them . <eos>,The women said that the girl proved them .
45,embed,local,1,a,male,none,none,boys,men,shot,them,The boys said that the men shot them . <eos>,The boys said that the men shot them .
45,embed,local,1,b,male,none,none,men,boys,shot,them,The men said that the boys shot them . <eos>,The men said that the boys shot them .
45,embed,local,1,a,female,none,none,girls,women,shot,them,The girls said that the women shot them . <eos>,The girls said that the women shot them .
45,embed,local,1,b,female,none,none,women,girls,shot,them,The women said that the girls shot them . <eos>,The women said that the girls shot them .
45,embed,local,1,a,male,nonlocal_subj,number,boy,men,shot,them,The boy said that the men shot them . <eos>,The boy said that the men shot them .
45,embed,local,1,b,male,nonlocal_subj,number,man,boys,shot,them,The man said that the boys shot them . <eos>,The man said that the boys shot them .
45,embed,local,1,a,female,nonlocal_subj,number,girl,women,shot,them,The girl said that the women shot them . <eos>,The girl said that the women shot them .
45,embed,local,1,b,female,nonlocal_subj,number,woman,girls,shot,them,The woman said that the girls shot them . <eos>,The woman said that the girls shot them .
45,embed,nonlocal,0,a,male,local_subj,number,boys,man,shot,them,The boys said that the man shot them . <eos>,The boys said that the man shot them .
45,embed,nonlocal,0,b,male,local_subj,number,men,boy,shot,them,The men said that the boy shot them . <eos>,The men said that the boy shot them .
45,embed,nonlocal,0,a,female,local_subj,number,girls,woman,shot,them,The girls said that the woman shot them . <eos>,The girls said that the woman shot them .
45,embed,nonlocal,0,b,female,local_subj,number,women,girl,shot,them,The women said that the girl shot them . <eos>,The women said that the girl shot them .
46,embed,local,1,a,male,none,none,boys,actors,saw,them,The boys said that the actors saw them . <eos>,The boys said that the actors saw them .
46,embed,local,1,b,male,none,none,actors,boys,saw,them,The actors said that the boys saw them . <eos>,The actors said that the boys saw them .
46,embed,local,1,a,female,none,none,girls,wives,saw,them,The girls said that the wives saw them . <eos>,The girls said that the wives saw them .
46,embed,local,1,b,female,none,none,wives,girls,saw,them,The wives said that the girls saw them . <eos>,The wives said that the girls saw them .
46,embed,local,1,a,male,nonlocal_subj,number,boy,actors,saw,them,The boy said that the actors saw them . <eos>,The boy said that the actors saw them .
46,embed,local,1,b,male,nonlocal_subj,number,actor,boys,saw,them,The actor said that the boys saw them . <eos>,The actor said that the boys saw them .
46,embed,local,1,a,female,nonlocal_subj,number,girl,wives,saw,them,The girl said that the wives saw them . <eos>,The girl said that the wives saw them .
46,embed,local,1,b,female,nonlocal_subj,number,wife,girls,saw,them,The wife said that the girls saw them . <eos>,The wife said that the girls saw them .
46,embed,nonlocal,0,a,male,local_subj,number,boys,actor,saw,them,The boys said that the actor saw them . <eos>,The boys said that the actor saw them .
46,embed,nonlocal,0,b,male,local_subj,number,actors,boy,saw,them,The actors said that the boy saw them . <eos>,The actors said that the boy saw them .
46,embed,nonlocal,0,a,female,local_subj,number,girls,wife,saw,them,The girls said that the wife saw them . <eos>,The girls said that the wife saw them .
46,embed,nonlocal,0,b,female,local_subj,number,wives,girl,saw,them,The wives said that the girl saw them . <eos>,The wives said that the girl saw them .
47,embed,local,1,a,male,none,none,boys,actors,established,them,The boys said that the actors established them . <eos>,The boys said that the actors established them .
47,embed,local,1,b,male,none,none,actors,boys,established,them,The actors said that the boys established them . <eos>,The actors said that the boys established them .
47,embed,local,1,a,female,none,none,girls,wives,established,them,The girls said that the wives established them . <eos>,The girls said that the wives established them .
47,embed,local,1,b,female,none,none,wives,girls,established,them,The wives said that the girls established them . <eos>,The wives said that the girls established them .
47,embed,local,1,a,male,nonlocal_subj,number,boy,actors,established,them,The boy said that the actors established them . <eos>,The boy said that the actors established them .
47,embed,local,1,b,male,nonlocal_subj,number,actor,boys,established,them,The actor said that the boys established them . <eos>,The actor said that the boys established them .
47,embed,local,1,a,female,nonlocal_subj,number,girl,wives,established,them,The girl said that the wives established them . <eos>,The girl said that the wives established them .
47,embed,local,1,b,female,nonlocal_subj,number,wife,girls,established,them,The wife said that the girls established them . <eos>,The wife said that the girls established them .
47,embed,nonlocal,0,a,male,local_subj,number,boys,actor,established,them,The boys said that the actor established them . <eos>,The boys said that the actor established them .
47,embed,nonlocal,0,b,male,local_subj,number,actors,boy,established,them,The actors said that the boy established them . <eos>,The actors said that the boy established them .
47,embed,nonlocal,0,a,female,local_subj,number,girls,wife,established,them,The girls said that the wife established them . <eos>,The girls said that the wife established them .
47,embed,nonlocal,0,b,female,local_subj,number,wives,girl,established,them,The wives said that the girl established them . <eos>,The wives said that the girl established them .
48,embed,local,1,a,male,none,none,boys,actors,devoted,them,The boys said that the actors devoted them . <eos>,The boys said that the actors devoted them .
48,embed,local,1,b,male,none,none,actors,boys,devoted,them,The actors said that the boys devoted them . <eos>,The actors said that the boys devoted them .
48,embed,local,1,a,female,none,none,girls,wives,devoted,them,The girls said that the wives devoted them . <eos>,The girls said that the wives devoted them .
48,embed,local,1,b,female,none,none,wives,girls,devoted,them,The wives said that the girls devoted them . <eos>,The wives said that the girls devoted them .
48,embed,local,1,a,male,nonlocal_subj,number,boy,actors,devoted,them,The boy said that the actors devoted them . <eos>,The boy said that the actors devoted them .
48,embed,local,1,b,male,nonlocal_subj,number,actor,boys,devoted,them,The actor said that the boys devoted them . <eos>,The actor said that the boys devoted them .
48,embed,local,1,a,female,nonlocal_subj,number,girl,wives,devoted,them,The girl said that the wives devoted them . <eos>,The girl said that the wives devoted them .
48,embed,local,1,b,female,nonlocal_subj,number,wife,girls,devoted,them,The wife said that the girls devoted them . <eos>,The wife said that the girls devoted them .
48,embed,nonlocal,0,a,male,local_subj,number,boys,actor,devoted,them,The boys said that the actor devoted them . <eos>,The boys said that the actor devoted them .
48,embed,nonlocal,0,b,male,local_subj,number,actors,boy,devoted,them,The actors said that the boy devoted them . <eos>,The actors said that the boy devoted them .
48,embed,nonlocal,0,a,female,local_subj,number,girls,wife,devoted,them,The girls said that the wife devoted them . <eos>,The girls said that the wife devoted them .
48,embed,nonlocal,0,b,female,local_subj,number,wives,girl,devoted,them,The wives said that the girl devoted them . <eos>,The wives said that the girl devoted them .
49,embed,local,1,a,male,none,none,boys,actors,considered,them,The boys said that the actors considered them . <eos>,The boys said that the actors considered them .
49,embed,local,1,b,male,none,none,actors,boys,considered,them,The actors said that the boys considered them . <eos>,The actors said that the boys considered them .
49,embed,local,1,a,female,none,none,girls,wives,considered,them,The girls said that the wives considered them . <eos>,The girls said that the wives considered them .
49,embed,local,1,b,female,none,none,wives,girls,considered,them,The wives said that the girls considered them . <eos>,The wives said that the girls considered them .
49,embed,local,1,a,male,nonlocal_subj,number,boy,actors,considered,them,The boy said that the actors considered them . <eos>,The boy said that the actors considered them .
49,embed,local,1,b,male,nonlocal_subj,number,actor,boys,considered,them,The actor said that the boys considered them . <eos>,The actor said that the boys considered them .
49,embed,local,1,a,female,nonlocal_subj,number,girl,wives,considered,them,The girl said that the wives considered them . <eos>,The girl said that the wives considered them .
49,embed,local,1,b,female,nonlocal_subj,number,wife,girls,considered,them,The wife said that the girls considered them . <eos>,The wife said that the girls considered them .
49,embed,nonlocal,0,a,male,local_subj,number,boys,actor,considered,them,The boys said that the actor considered them . <eos>,The boys said that the actor considered them .
49,embed,nonlocal,0,b,male,local_subj,number,actors,boy,considered,them,The actors said that the boy considered them . <eos>,The actors said that the boy considered them .
49,embed,nonlocal,0,a,female,local_subj,number,girls,wife,considered,them,The girls said that the wife considered them . <eos>,The girls said that the wife considered them .
49,embed,nonlocal,0,b,female,local_subj,number,wives,girl,considered,them,The wives said that the girl considered them . <eos>,The wives said that the girl considered them .
50,embed,local,1,a,male,none,none,boys,actors,identified,them,The boys said that the actors identified them . <eos>,The boys said that the actors identified them .
50,embed,local,1,b,male,none,none,actors,boys,identified,them,The actors said that the boys identified them . <eos>,The actors said that the boys identified them .
50,embed,local,1,a,female,none,none,girls,wives,identified,them,The girls said that the wives identified them . <eos>,The girls said that the wives identified them .
50,embed,local,1,b,female,none,none,wives,girls,identified,them,The wives said that the girls identified them . <eos>,The wives said that the girls identified them .
50,embed,local,1,a,male,nonlocal_subj,number,boy,actors,identified,them,The boy said that the actors identified them . <eos>,The boy said that the actors identified them .
50,embed,local,1,b,male,nonlocal_subj,number,actor,boys,identified,them,The actor said that the boys identified them . <eos>,The actor said that the boys identified them .
50,embed,local,1,a,female,nonlocal_subj,number,girl,wives,identified,them,The girl said that the wives identified them . <eos>,The girl said that the wives identified them .
50,embed,local,1,b,female,nonlocal_subj,number,wife,girls,identified,them,The wife said that the girls identified them . <eos>,The wife said that the girls identified them .
50,embed,nonlocal,0,a,male,local_subj,number,boys,actor,identified,them,The boys said that the actor identified them . <eos>,The boys said that the actor identified them .
50,embed,nonlocal,0,b,male,local_subj,number,actors,boy,identified,them,The actors said that the boy identified them . <eos>,The actors said that the boy identified them .
50,embed,nonlocal,0,a,female,local_subj,number,girls,wife,identified,them,The girls said that the wife identified them . <eos>,The girls said that the wife identified them .
50,embed,nonlocal,0,b,female,local_subj,number,wives,girl,identified,them,The wives said that the girl identified them . <eos>,The wives said that the girl identified them .
51,embed,local,1,a,male,none,none,boys,actors,made,them,The boys said that the actors made them . <eos>,The boys said that the actors made them .
51,embed,local,1,b,male,none,none,actors,boys,made,them,The actors said that the boys made them . <eos>,The actors said that the boys made them .
51,embed,local,1,a,female,none,none,girls,wives,made,them,The girls said that the wives made them . <eos>,The girls said that the wives made them .
51,embed,local,1,b,female,none,none,wives,girls,made,them,The wives said that the girls made them . <eos>,The wives said that the girls made them .
51,embed,local,1,a,male,nonlocal_subj,number,boy,actors,made,them,The boy said that the actors made them . <eos>,The boy said that the actors made them .
51,embed,local,1,b,male,nonlocal_subj,number,actor,boys,made,them,The actor said that the boys made them . <eos>,The actor said that the boys made them .
51,embed,local,1,a,female,nonlocal_subj,number,girl,wives,made,them,The girl said that the wives made them . <eos>,The girl said that the wives made them .
51,embed,local,1,b,female,nonlocal_subj,number,wife,girls,made,them,The wife said that the girls made them . <eos>,The wife said that the girls made them .
51,embed,nonlocal,0,a,male,local_subj,number,boys,actor,made,them,The boys said that the actor made them . <eos>,The boys said that the actor made them .
51,embed,nonlocal,0,b,male,local_subj,number,actors,boy,made,them,The actors said that the boy made them . <eos>,The actors said that the boy made them .
51,embed,nonlocal,0,a,female,local_subj,number,girls,wife,made,them,The girls said that the wife made them . <eos>,The girls said that the wife made them .
51,embed,nonlocal,0,b,female,local_subj,number,wives,girl,made,them,The wives said that the girl made them . <eos>,The wives said that the girl made them .
52,embed,local,1,a,male,none,none,boys,actors,found,them,The boys said that the actors found them . <eos>,The boys said that the actors found them .
52,embed,local,1,b,male,none,none,actors,boys,found,them,The actors said that the boys found them . <eos>,The actors said that the boys found them .
52,embed,local,1,a,female,none,none,girls,wives,found,them,The girls said that the wives found them . <eos>,The girls said that the wives found them .
52,embed,local,1,b,female,none,none,wives,girls,found,them,The wives said that the girls found them . <eos>,The wives said that the girls found them .
52,embed,local,1,a,male,nonlocal_subj,number,boy,actors,found,them,The boy said that the actors found them . <eos>,The boy said that the actors found them .
52,embed,local,1,b,male,nonlocal_subj,number,actor,boys,found,them,The actor said that the boys found them . <eos>,The actor said that the boys found them .
52,embed,local,1,a,female,nonlocal_subj,number,girl,wives,found,them,The girl said that the wives found them . <eos>,The girl said that the wives found them .
52,embed,local,1,b,female,nonlocal_subj,number,wife,girls,found,them,The wife said that the girls found them . <eos>,The wife said that the girls found them .
52,embed,nonlocal,0,a,male,local_subj,number,boys,actor,found,them,The boys said that the actor found them . <eos>,The boys said that the actor found them .
52,embed,nonlocal,0,b,male,local_subj,number,actors,boy,found,them,The actors said that the boy found them . <eos>,The actors said that the boy found them .
52,embed,nonlocal,0,a,female,local_subj,number,girls,wife,found,them,The girls said that the wife found them . <eos>,The girls said that the wife found them .
52,embed,nonlocal,0,b,female,local_subj,number,wives,girl,found,them,The wives said that the girl found them . <eos>,The wives said that the girl found them .
53,embed,local,1,a,male,none,none,boys,actors,distinguished,them,The boys said that the actors distinguished them . <eos>,The boys said that the actors distinguished them .
53,embed,local,1,b,male,none,none,actors,boys,distinguished,them,The actors said that the boys distinguished them . <eos>,The actors said that the boys distinguished them .
53,embed,local,1,a,female,none,none,girls,wives,distinguished,them,The girls said that the wives distinguished them . <eos>,The girls said that the wives distinguished them .
53,embed,local,1,b,female,none,none,wives,girls,distinguished,them,The wives said that the girls distinguished them . <eos>,The wives said that the girls distinguished them .
53,embed,local,1,a,male,nonlocal_subj,number,boy,actors,distinguished,them,The boy said that the actors distinguished them . <eos>,The boy said that the actors distinguished them .
53,embed,local,1,b,male,nonlocal_subj,number,actor,boys,distinguished,them,The actor said that the boys distinguished them . <eos>,The actor said that the boys distinguished them .
53,embed,local,1,a,female,nonlocal_subj,number,girl,wives,distinguished,them,The girl said that the wives distinguished them . <eos>,The girl said that the wives distinguished them .
53,embed,local,1,b,female,nonlocal_subj,number,wife,girls,distinguished,them,The wife said that the girls distinguished them . <eos>,The wife said that the girls distinguished them .
53,embed,nonlocal,0,a,male,local_subj,number,boys,actor,distinguished,them,The boys said that the actor distinguished them . <eos>,The boys said that the actor distinguished them .
53,embed,nonlocal,0,b,male,local_subj,number,actors,boy,distinguished,them,The actors said that the boy distinguished them . <eos>,The actors said that the boy distinguished them .
53,embed,nonlocal,0,a,female,local_subj,number,girls,wife,distinguished,them,The girls said that the wife distinguished them . <eos>,The girls said that the wife distinguished them .
53,embed,nonlocal,0,b,female,local_subj,number,wives,girl,distinguished,them,The wives said that the girl distinguished them . <eos>,The wives said that the girl distinguished them .
54,embed,local,1,a,male,none,none,boys,actors,taught,them,The boys said that the actors taught them . <eos>,The boys said that the actors taught them .
54,embed,local,1,b,male,none,none,actors,boys,taught,them,The actors said that the boys taught them . <eos>,The actors said that the boys taught them .
54,embed,local,1,a,female,none,none,girls,wives,taught,them,The girls said that the wives taught them . <eos>,The girls said that the wives taught them .
54,embed,local,1,b,female,none,none,wives,girls,taught,them,The wives said that the girls taught them . <eos>,The wives said that the girls taught them .
54,embed,local,1,a,male,nonlocal_subj,number,boy,actors,taught,them,The boy said that the actors taught them . <eos>,The boy said that the actors taught them .
54,embed,local,1,b,male,nonlocal_subj,number,actor,boys,taught,them,The actor said that the boys taught them . <eos>,The actor said that the boys taught them .
54,embed,local,1,a,female,nonlocal_subj,number,girl,wives,taught,them,The girl said that the wives taught them . <eos>,The girl said that the wives taught them .
54,embed,local,1,b,female,nonlocal_subj,number,wife,girls,taught,them,The wife said that the girls taught them . <eos>,The wife said that the girls taught them .
54,embed,nonlocal,0,a,male,local_subj,number,boys,actor,taught,them,The boys said that the actor taught them . <eos>,The boys said that the actor taught them .
54,embed,nonlocal,0,b,male,local_subj,number,actors,boy,taught,them,The actors said that the boy taught them . <eos>,The actors said that the boy taught them .
54,embed,nonlocal,0,a,female,local_subj,number,girls,wife,taught,them,The girls said that the wife taught them . <eos>,The girls said that the wife taught them .
54,embed,nonlocal,0,b,female,local_subj,number,wives,girl,taught,them,The wives said that the girl taught them . <eos>,The wives said that the girl taught them .
55,embed,local,1,a,male,none,none,boys,actors,killed,them,The boys said that the actors killed them . <eos>,The boys said that the actors killed them .
55,embed,local,1,b,male,none,none,actors,boys,killed,them,The actors said that the boys killed them . <eos>,The actors said that the boys killed them .
55,embed,local,1,a,female,none,none,girls,wives,killed,them,The girls said that the wives killed them . <eos>,The girls said that the wives killed them .
55,embed,local,1,b,female,none,none,wives,girls,killed,them,The wives said that the girls killed them . <eos>,The wives said that the girls killed them .
55,embed,local,1,a,male,nonlocal_subj,number,boy,actors,killed,them,The boy said that the actors killed them . <eos>,The boy said that the actors killed them .
