,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
296,50,embed,local,1,a,nonlocal_subj,number,girls,wife,identified,herself,The girls said that the wife identified herself . <eos>,The girls said that the wife identified herself .,the girls said that the wife identified ***mask*** .,0.6783421495630773
297,50,embed,local,1,b,nonlocal_subj,number,wives,girl,identified,herself,The wives said that the girl identified herself . <eos>,The wives said that the girl identified herself .,the wives said that the girl identified ***mask*** .,0.37468344565439676
298,50,embed,nonlocal,0,a,local_subj,number,girl,wives,identified,herself,The girl said that the wives identified herself . <eos>,The girl said that the wives identified herself .,the girl said that the wives identified ***mask*** .,5.638464442230648
299,50,embed,nonlocal,0,b,local_subj,number,wife,girls,identified,herself,The wife said that the girls identified herself . <eos>,The wife said that the girls identified herself .,the wife said that the girls identified ***mask*** .,5.638302881970457
300,51,embed,local,1,a,none,none,girl,wife,made,herself,The girl said that the wife made herself . <eos>,The girl said that the wife made herself .,the girl said that the wife made ***mask*** .,10.517878064031189
301,51,embed,local,1,b,none,none,wife,girl,made,herself,The wife said that the girl made herself . <eos>,The wife said that the girl made herself .,the wife said that the girl made ***mask*** .,9.36791347619429
302,51,embed,local,1,a,nonlocal_subj,number,girls,wife,made,herself,The girls said that the wife made herself . <eos>,The girls said that the wife made herself .,the girls said that the wife made ***mask*** .,11.09658056368443
303,51,embed,local,1,b,nonlocal_subj,number,wives,girl,made,herself,The wives said that the girl made herself . <eos>,The wives said that the girl made herself .,the wives said that the girl made ***mask*** .,9.019588784820874
304,51,embed,nonlocal,0,a,local_subj,number,girl,wives,made,herself,The girl said that the wives made herself . <eos>,The girl said that the wives made herself .,the girl said that the wives made ***mask*** .,14.372136976107342
305,51,embed,nonlocal,0,b,local_subj,number,wife,girls,made,herself,The wife said that the girls made herself . <eos>,The wife said that the girls made herself .,the wife said that the girls made ***mask*** .,14.734538468004214
306,52,embed,local,1,a,none,none,girl,wife,found,herself,The girl said that the wife found herself . <eos>,The girl said that the wife found herself .,the girl said that the wife found ***mask*** .,8.96942243693975
307,52,embed,local,1,b,none,none,wife,girl,found,herself,The wife said that the girl found herself . <eos>,The wife said that the girl found herself .,the wife said that the girl found ***mask*** .,6.348064304814583
308,52,embed,local,1,a,nonlocal_subj,number,girls,wife,found,herself,The girls said that the wife found herself . <eos>,The girls said that the wife found herself .,the girls said that the wife found ***mask*** .,8.5763909885149
309,52,embed,local,1,b,nonlocal_subj,number,wives,girl,found,herself,The wives said that the girl found herself . <eos>,The wives said that the girl found herself .,the wives said that the girl found ***mask*** .,5.669794985192453
310,52,embed,nonlocal,0,a,local_subj,number,girl,wives,found,herself,The girl said that the wives found herself . <eos>,The girl said that the wives found herself .,the girl said that the wives found ***mask*** .,10.98862735856943
311,52,embed,nonlocal,0,b,local_subj,number,wife,girls,found,herself,The wife said that the girls found herself . <eos>,The wife said that the girls found herself .,the wife said that the girls found ***mask*** .,9.996563926142242
312,53,embed,local,1,a,none,none,girl,wife,distinguished,herself,The girl said that the wife distinguished herself . <eos>,The girl said that the wife distinguished herself .,the girl said that the wife distinguished ***mask*** .,0.09158227319899376
313,53,embed,local,1,b,none,none,wife,girl,distinguished,herself,The wife said that the girl distinguished herself . <eos>,The wife said that the girl distinguished herself .,the wife said that the girl distinguished ***mask*** .,0.05765731975545593
314,53,embed,local,1,a,nonlocal_subj,number,girls,wife,distinguished,herself,The girls said that the wife distinguished herself . <eos>,The girls said that the wife distinguished herself .,the girls said that the wife distinguished ***mask*** .,0.09955455491263912
315,53,embed,local,1,b,nonlocal_subj,number,wives,girl,distinguished,herself,The wives said that the girl distinguished herself . <eos>,The wives said that the girl distinguished herself .,the wives said that the girl distinguished ***mask*** .,0.13030375102174
316,53,embed,nonlocal,0,a,local_subj,number,girl,wives,distinguished,herself,The girl said that the wives distinguished herself . <eos>,The girl said that the wives distinguished herself .,the girl said that the wives distinguished ***mask*** .,8.280302862413208
317,53,embed,nonlocal,0,b,local_subj,number,wife,girls,distinguished,herself,The wife said that the girls distinguished herself . <eos>,The wife said that the girls distinguished herself .,the wife said that the girls distinguished ***mask*** .,8.420324404977896
318,54,embed,local,1,a,none,none,girl,wife,taught,herself,The girl said that the wife taught herself . <eos>,The girl said that the wife taught herself .,the girl said that the wife taught ***mask*** .,9.67123838960095
319,54,embed,local,1,b,none,none,wife,girl,taught,herself,The wife said that the girl taught herself . <eos>,The wife said that the girl taught herself .,the wife said that the girl taught ***mask*** .,6.12154134022053
320,54,embed,local,1,a,nonlocal_subj,number,girls,wife,taught,herself,The girls said that the wife taught herself . <eos>,The girls said that the wife taught herself .,the girls said that the wife taught ***mask*** .,9.089262584797185
321,54,embed,local,1,b,nonlocal_subj,number,wives,girl,taught,herself,The wives said that the girl taught herself . <eos>,The wives said that the girl taught herself .,the wives said that the girl taught ***mask*** .,6.318467207421749
322,54,embed,nonlocal,0,a,local_subj,number,girl,wives,taught,herself,The girl said that the wives taught herself . <eos>,The girl said that the wives taught herself .,the girl said that the wives taught ***mask*** .,9.76253355683195
323,54,embed,nonlocal,0,b,local_subj,number,wife,girls,taught,herself,The wife said that the girls taught herself . <eos>,The wife said that the girls taught herself .,the wife said that the girls taught ***mask*** .,5.325929095663952
324,55,embed,local,1,a,none,none,girl,wife,killed,herself,The girl said that the wife killed herself . <eos>,The girl said that the wife killed herself .,the girl said that the wife killed ***mask*** .,1.3032504001168683
325,55,embed,local,1,b,none,none,wife,girl,killed,herself,The wife said that the girl killed herself . <eos>,The wife said that the girl killed herself .,the wife said that the girl killed ***mask*** .,0.5721977879881099
326,55,embed,local,1,a,nonlocal_subj,number,girls,wife,killed,herself,The girls said that the wife killed herself . <eos>,The girls said that the wife killed herself .,the girls said that the wife killed ***mask*** .,0.9830446779599509
327,55,embed,local,1,b,nonlocal_subj,number,wives,girl,killed,herself,The wives said that the girl killed herself . <eos>,The wives said that the girl killed herself .,the wives said that the girl killed ***mask*** .,0.7347772848931875
328,55,embed,nonlocal,0,a,local_subj,number,girl,wives,killed,herself,The girl said that the wives killed herself . <eos>,The girl said that the wives killed herself .,the girl said that the wives killed ***mask*** .,5.0994904305386815
329,55,embed,nonlocal,0,b,local_subj,number,wife,girls,killed,herself,The wife said that the girls killed herself . <eos>,The wife said that the girls killed herself .,the wife said that the girls killed ***mask*** .,4.033730085055176
330,56,embed,local,1,a,none,none,girl,wife,called,herself,The girl said that the wife called herself . <eos>,The girl said that the wife called herself .,the girl said that the wife called ***mask*** .,9.311164589884099
331,56,embed,local,1,b,none,none,wife,girl,called,herself,The wife said that the girl called herself . <eos>,The wife said that the girl called herself .,the wife said that the girl called ***mask*** .,7.166953580618553
332,56,embed,local,1,a,nonlocal_subj,number,girls,wife,called,herself,The girls said that the wife called herself . <eos>,The girls said that the wife called herself .,the girls said that the wife called ***mask*** .,8.698702535799384
333,56,embed,local,1,b,nonlocal_subj,number,wives,girl,called,herself,The wives said that the girl called herself . <eos>,The wives said that the girl called herself .,the wives said that the girl called ***mask*** .,6.428107701591796
334,56,embed,nonlocal,0,a,local_subj,number,girl,wives,called,herself,The girl said that the wives called herself . <eos>,The girl said that the wives called herself .,the girl said that the wives called ***mask*** .,10.582189067296492
335,56,embed,nonlocal,0,b,local_subj,number,wife,girls,called,herself,The wife said that the girls called herself . <eos>,The wife said that the girls called herself .,the wife said that the girls called ***mask*** .,10.342758975571487
336,57,embed,local,1,a,none,none,girl,wife,dedicated,herself,The girl said that the wife dedicated herself . <eos>,The girl said that the wife dedicated herself .,the girl said that the wife dedicated ***mask*** .,0.654208337150483
337,57,embed,local,1,b,none,none,wife,girl,dedicated,herself,The wife said that the girl dedicated herself . <eos>,The wife said that the girl dedicated herself .,the wife said that the girl dedicated ***mask*** .,0.08178995570341557
338,57,embed,local,1,a,nonlocal_subj,number,girls,wife,dedicated,herself,The girls said that the wife dedicated herself . <eos>,The girls said that the wife dedicated herself .,the girls said that the wife dedicated ***mask*** .,0.3045076735336678
339,57,embed,local,1,b,nonlocal_subj,number,wives,girl,dedicated,herself,The wives said that the girl dedicated herself . <eos>,The wives said that the girl dedicated herself .,the wives said that the girl dedicated ***mask*** .,0.06093450209765629
340,57,embed,nonlocal,0,a,local_subj,number,girl,wives,dedicated,herself,The girl said that the wives dedicated herself . <eos>,The girl said that the wives dedicated herself .,the girl said that the wives dedicated ***mask*** .,7.785974722661095
341,57,embed,nonlocal,0,b,local_subj,number,wife,girls,dedicated,herself,The wife said that the girls dedicated herself . <eos>,The wife said that the girls dedicated herself .,the wife said that the girls dedicated ***mask*** .,8.33020738164603
342,58,embed,local,1,a,none,none,girl,wife,declared,herself,The girl said that the wife declared herself . <eos>,The girl said that the wife declared herself .,the girl said that the wife declared ***mask*** .,5.027374668367706
343,58,embed,local,1,b,none,none,wife,girl,declared,herself,The wife said that the girl declared herself . <eos>,The wife said that the girl declared herself .,the wife said that the girl declared ***mask*** .,2.5906603439301645
344,58,embed,local,1,a,nonlocal_subj,number,girls,wife,declared,herself,The girls said that the wife declared herself . <eos>,The girls said that the wife declared herself .,the girls said that the wife declared ***mask*** .,4.83402177597027
345,58,embed,local,1,b,nonlocal_subj,number,wives,girl,declared,herself,The wives said that the girl declared herself . <eos>,The wives said that the girl declared herself .,the wives said that the girl declared ***mask*** .,2.6247388565395653
346,58,embed,nonlocal,0,a,local_subj,number,girl,wives,declared,herself,The girl said that the wives declared herself . <eos>,The girl said that the wives declared herself .,the girl said that the wives declared ***mask*** .,10.239951051513717
347,58,embed,nonlocal,0,b,local_subj,number,wife,girls,declared,herself,The wife said that the girls declared herself . <eos>,The wife said that the girls declared herself .,the wife said that the girls declared ***mask*** .,7.078061660913786
348,59,embed,local,1,a,none,none,girl,wife,proved,herself,The girl said that the wife proved herself . <eos>,The girl said that the wife proved herself .,the girl said that the wife proved ***mask*** .,4.050495541072152
349,59,embed,local,1,b,none,none,wife,girl,proved,herself,The wife said that the girl proved herself . <eos>,The wife said that the girl proved herself .,the wife said that the girl proved ***mask*** .,2.7117627665463693
350,59,embed,local,1,a,nonlocal_subj,number,girls,wife,proved,herself,The girls said that the wife proved herself . <eos>,The girls said that the wife proved herself .,the girls said that the wife proved ***mask*** .,4.927892426115738
351,59,embed,local,1,b,nonlocal_subj,number,wives,girl,proved,herself,The wives said that the girl proved herself . <eos>,The wives said that the girl proved herself .,the wives said that the girl proved ***mask*** .,2.746206459696551
352,59,embed,nonlocal,0,a,local_subj,number,girl,wives,proved,herself,The girl said that the wives proved herself . <eos>,The girl said that the wives proved herself .,the girl said that the wives proved ***mask*** .,7.2478358066098085
353,59,embed,nonlocal,0,b,local_subj,number,wife,girls,proved,herself,The wife said that the girls proved herself . <eos>,The wife said that the girls proved herself .,the wife said that the girls proved ***mask*** .,5.4541700105312225
354,60,embed,local,1,a,none,none,girl,wife,shot,herself,The girl said that the wife shot herself . <eos>,The girl said that the wife shot herself .,the girl said that the wife shot ***mask*** .,3.698425799502667
355,60,embed,local,1,b,none,none,wife,girl,shot,herself,The wife said that the girl shot herself . <eos>,The wife said that the girl shot herself .,the wife said that the girl shot ***mask*** .,2.310314946011363
356,60,embed,local,1,a,nonlocal_subj,number,girls,wife,shot,herself,The girls said that the wife shot herself . <eos>,The girls said that the wife shot herself .,the girls said that the wife shot ***mask*** .,2.844421264384748
357,60,embed,local,1,b,nonlocal_subj,number,wives,girl,shot,herself,The wives said that the girl shot herself . <eos>,The wives said that the girl shot herself .,the wives said that the girl shot ***mask*** .,2.17572343528083
358,60,embed,nonlocal,0,a,local_subj,number,girl,wives,shot,herself,The girl said that the wives shot herself . <eos>,The girl said that the wives shot herself .,the girl said that the wives shot ***mask*** .,7.922611343190905
359,60,embed,nonlocal,0,b,local_subj,number,wife,girls,shot,herself,The wife said that the girls shot herself . <eos>,The wife said that the girls shot herself .,the wife said that the girls shot ***mask*** .,6.32215790350902
360,61,embed,local,1,a,none,none,girl,wife,saw,herself,The girl said that the wife saw herself . <eos>,The girl said that the wife saw herself .,the girl said that the wife saw ***mask*** .,10.51707562569119
361,61,embed,local,1,b,none,none,wife,girl,saw,herself,The wife said that the girl saw herself . <eos>,The wife said that the girl saw herself .,the wife said that the girl saw ***mask*** .,8.352906576334746
362,61,embed,local,1,a,nonlocal_subj,number,girls,wife,saw,herself,The girls said that the wife saw herself . <eos>,The girls said that the wife saw herself .,the girls said that the wife saw ***mask*** .,10.845466939617168
363,61,embed,local,1,b,nonlocal_subj,number,wives,girl,saw,herself,The wives said that the girl saw herself . <eos>,The wives said that the girl saw herself .,the wives said that the girl saw ***mask*** .,7.891852059879727
364,61,embed,nonlocal,0,a,local_subj,number,girl,wives,saw,herself,The girl said that the wives saw herself . <eos>,The girl said that the wives saw herself .,the girl said that the wives saw ***mask*** .,11.968933892867856
365,61,embed,nonlocal,0,b,local_subj,number,wife,girls,saw,herself,The wife said that the girls saw herself . <eos>,The wife said that the girls saw herself .,the wife said that the girls saw ***mask*** .,11.516568223662668
366,62,embed,local,1,a,none,none,girl,wife,established,herself,The girl said that the wife established herself . <eos>,The girl said that the wife established herself .,the girl said that the wife established ***mask*** .,0.8020850353114439
367,62,embed,local,1,b,none,none,wife,girl,established,herself,The wife said that the girl established herself . <eos>,The wife said that the girl established herself .,the wife said that the girl established ***mask*** .,0.15095336847794585
368,62,embed,local,1,a,nonlocal_subj,number,girls,wife,established,herself,The girls said that the wife established herself . <eos>,The girls said that the wife established herself .,the girls said that the wife established ***mask*** .,0.8402821520713107
369,62,embed,local,1,b,nonlocal_subj,number,wives,girl,established,herself,The wives said that the girl established herself . <eos>,The wives said that the girl established herself .,the wives said that the girl established ***mask*** .,0.18452532912834982
370,62,embed,nonlocal,0,a,local_subj,number,girl,wives,established,herself,The girl said that the wives established herself . <eos>,The girl said that the wives established herself .,the girl said that the wives established ***mask*** .,5.855788947328752
371,62,embed,nonlocal,0,b,local_subj,number,wife,girls,established,herself,The wife said that the girls established herself . <eos>,The wife said that the girls established herself .,the wife said that the girls established ***mask*** .,4.374785241885344
372,63,embed,local,1,a,none,none,girl,wife,devoted,herself,The girl said that the wife devoted herself . <eos>,The girl said that the wife devoted herself .,the girl said that the wife devoted ***mask*** .,0.8266783299579578
373,63,embed,local,1,b,none,none,wife,girl,devoted,herself,The wife said that the girl devoted herself . <eos>,The wife said that the girl devoted herself .,the wife said that the girl devoted ***mask*** .,0.4659283475558858
374,63,embed,local,1,a,nonlocal_subj,number,girls,wife,devoted,herself,The girls said that the wife devoted herself . <eos>,The girls said that the wife devoted herself .,the girls said that the wife devoted ***mask*** .,0.4920054353181558
375,63,embed,local,1,b,nonlocal_subj,number,wives,girl,devoted,herself,The wives said that the girl devoted herself . <eos>,The wives said that the girl devoted herself .,the wives said that the girl devoted ***mask*** .,0.18995483087058126
376,63,embed,nonlocal,0,a,local_subj,number,girl,wives,devoted,herself,The girl said that the wives devoted herself . <eos>,The girl said that the wives devoted herself .,the girl said that the wives devoted ***mask*** .,8.989476162424106
377,63,embed,nonlocal,0,b,local_subj,number,wife,girls,devoted,herself,The wife said that the girls devoted herself . <eos>,The wife said that the girls devoted herself .,the wife said that the girls devoted ***mask*** .,8.694579878393942
378,64,embed,local,1,a,none,none,girl,wife,considered,herself,The girl said that the wife considered herself . <eos>,The girl said that the wife considered herself .,the girl said that the wife considered ***mask*** .,9.78872406346944
379,64,embed,local,1,b,none,none,wife,girl,considered,herself,The wife said that the girl considered herself . <eos>,The wife said that the girl considered herself .,the wife said that the girl considered ***mask*** .,7.529408394418955
380,64,embed,local,1,a,nonlocal_subj,number,girls,wife,considered,herself,The girls said that the wife considered herself . <eos>,The girls said that the wife considered herself .,the girls said that the wife considered ***mask*** .,9.628766940885763
381,64,embed,local,1,b,nonlocal_subj,number,wives,girl,considered,herself,The wives said that the girl considered herself . <eos>,The wives said that the girl considered herself .,the wives said that the girl considered ***mask*** .,6.299119332817625
382,64,embed,nonlocal,0,a,local_subj,number,girl,wives,considered,herself,The girl said that the wives considered herself . <eos>,The girl said that the wives considered herself .,the girl said that the wives considered ***mask*** .,11.169789077057937
383,64,embed,nonlocal,0,b,local_subj,number,wife,girls,considered,herself,The wife said that the girls considered herself . <eos>,The wife said that the girls considered herself .,the wife said that the girls considered ***mask*** .,9.402883687398038
384,65,embed,local,1,a,none,none,girl,wife,identified,herself,The girl said that the wife identified herself . <eos>,The girl said that the wife identified herself .,the girl said that the wife identified ***mask*** .,0.7341823908950669
385,65,embed,local,1,b,none,none,wife,girl,identified,herself,The wife said that the girl identified herself . <eos>,The wife said that the girl identified herself .,the wife said that the girl identified ***mask*** .,0.25988276028907203
386,65,embed,local,1,a,nonlocal_subj,number,girls,wife,identified,herself,The girls said that the wife identified herself . <eos>,The girls said that the wife identified herself .,the girls said that the wife identified ***mask*** .,0.6783421495630773
387,65,embed,local,1,b,nonlocal_subj,number,wives,girl,identified,herself,The wives said that the girl identified herself . <eos>,The wives said that the girl identified herself .,the wives said that the girl identified ***mask*** .,0.37468344565439676
388,65,embed,nonlocal,0,a,local_subj,number,girl,wives,identified,herself,The girl said that the wives identified herself . <eos>,The girl said that the wives identified herself .,the girl said that the wives identified ***mask*** .,5.638464442230648
389,65,embed,nonlocal,0,b,local_subj,number,wife,girls,identified,herself,The wife said that the girls identified herself . <eos>,The wife said that the girls identified herself .,the wife said that the girls identified ***mask*** .,5.638302881970457
390,66,embed,local,1,a,none,none,girl,wife,made,herself,The girl said that the wife made herself . <eos>,The girl said that the wife made herself .,the girl said that the wife made ***mask*** .,10.517878064031189
391,66,embed,local,1,b,none,none,wife,girl,made,herself,The wife said that the girl made herself . <eos>,The wife said that the girl made herself .,the wife said that the girl made ***mask*** .,9.36791347619429
392,66,embed,local,1,a,nonlocal_subj,number,girls,wife,made,herself,The girls said that the wife made herself . <eos>,The girls said that the wife made herself .,the girls said that the wife made ***mask*** .,11.09658056368443
393,66,embed,local,1,b,nonlocal_subj,number,wives,girl,made,herself,The wives said that the girl made herself . <eos>,The wives said that the girl made herself .,the wives said that the girl made ***mask*** .,9.019588784820874
394,66,embed,nonlocal,0,a,local_subj,number,girl,wives,made,herself,The girl said that the wives made herself . <eos>,The girl said that the wives made herself .,the girl said that the wives made ***mask*** .,14.372136976107342
395,66,embed,nonlocal,0,b,local_subj,number,wife,girls,made,herself,The wife said that the girls made herself . <eos>,The wife said that the girls made herself .,the wife said that the girls made ***mask*** .,14.734538468004214
396,67,embed,local,1,a,none,none,girl,wife,found,herself,The girl said that the wife found herself . <eos>,The girl said that the wife found herself .,the girl said that the wife found ***mask*** .,8.96942243693975
397,67,embed,local,1,b,none,none,wife,girl,found,herself,The wife said that the girl found herself . <eos>,The wife said that the girl found herself .,the wife said that the girl found ***mask*** .,6.348064304814583
398,67,embed,local,1,a,nonlocal_subj,number,girls,wife,found,herself,The girls said that the wife found herself . <eos>,The girls said that the wife found herself .,the girls said that the wife found ***mask*** .,8.5763909885149
399,67,embed,local,1,b,nonlocal_subj,number,wives,girl,found,herself,The wives said that the girl found herself . <eos>,The wives said that the girl found herself .,the wives said that the girl found ***mask*** .,5.669794985192453
400,67,embed,nonlocal,0,a,local_subj,number,girl,wives,found,herself,The girl said that the wives found herself . <eos>,The girl said that the wives found herself .,the girl said that the wives found ***mask*** .,10.98862735856943
401,67,embed,nonlocal,0,b,local_subj,number,wife,girls,found,herself,The wife said that the girls found herself . <eos>,The wife said that the girls found herself .,the wife said that the girls found ***mask*** .,9.996563926142242
402,68,embed,local,1,a,none,none,girl,wife,distinguished,herself,The girl said that the wife distinguished herself . <eos>,The girl said that the wife distinguished herself .,the girl said that the wife distinguished ***mask*** .,0.09158227319899376
403,68,embed,local,1,b,none,none,wife,girl,distinguished,herself,The wife said that the girl distinguished herself . <eos>,The wife said that the girl distinguished herself .,the wife said that the girl distinguished ***mask*** .,0.05765731975545593
404,68,embed,local,1,a,nonlocal_subj,number,girls,wife,distinguished,herself,The girls said that the wife distinguished herself . <eos>,The girls said that the wife distinguished herself .,the girls said that the wife distinguished ***mask*** .,0.09955455491263912
405,68,embed,local,1,b,nonlocal_subj,number,wives,girl,distinguished,herself,The wives said that the girl distinguished herself . <eos>,The wives said that the girl distinguished herself .,the wives said that the girl distinguished ***mask*** .,0.13030375102174
406,68,embed,nonlocal,0,a,local_subj,number,girl,wives,distinguished,herself,The girl said that the wives distinguished herself . <eos>,The girl said that the wives distinguished herself .,the girl said that the wives distinguished ***mask*** .,8.280302862413208
407,68,embed,nonlocal,0,b,local_subj,number,wife,girls,distinguished,herself,The wife said that the girls distinguished herself . <eos>,The wife said that the girls distinguished herself .,the wife said that the girls distinguished ***mask*** .,8.420324404977896
408,69,embed,local,1,a,none,none,girl,wife,taught,herself,The girl said that the wife taught herself . <eos>,The girl said that the wife taught herself .,the girl said that the wife taught ***mask*** .,9.67123838960095
409,69,embed,local,1,b,none,none,wife,girl,taught,herself,The wife said that the girl taught herself . <eos>,The wife said that the girl taught herself .,the wife said that the girl taught ***mask*** .,6.12154134022053
410,69,embed,local,1,a,nonlocal_subj,number,girls,wife,taught,herself,The girls said that the wife taught herself . <eos>,The girls said that the wife taught herself .,the girls said that the wife taught ***mask*** .,9.089262584797185
411,69,embed,local,1,b,nonlocal_subj,number,wives,girl,taught,herself,The wives said that the girl taught herself . <eos>,The wives said that the girl taught herself .,the wives said that the girl taught ***mask*** .,6.318467207421749
412,69,embed,nonlocal,0,a,local_subj,number,girl,wives,taught,herself,The girl said that the wives taught herself . <eos>,The girl said that the wives taught herself .,the girl said that the wives taught ***mask*** .,9.76253355683195
413,69,embed,nonlocal,0,b,local_subj,number,wife,girls,taught,herself,The wife said that the girls taught herself . <eos>,The wife said that the girls taught herself .,the wife said that the girls taught ***mask*** .,5.325929095663952
414,70,embed,local,1,a,none,none,girl,wife,killed,herself,The girl said that the wife killed herself . <eos>,The girl said that the wife killed herself .,the girl said that the wife killed ***mask*** .,1.3032504001168683
415,70,embed,local,1,b,none,none,wife,girl,killed,herself,The wife said that the girl killed herself . <eos>,The wife said that the girl killed herself .,the wife said that the girl killed ***mask*** .,0.5721977879881099
416,70,embed,local,1,a,nonlocal_subj,number,girls,wife,killed,herself,The girls said that the wife killed herself . <eos>,The girls said that the wife killed herself .,the girls said that the wife killed ***mask*** .,0.9830446779599509
417,70,embed,local,1,b,nonlocal_subj,number,wives,girl,killed,herself,The wives said that the girl killed herself . <eos>,The wives said that the girl killed herself .,the wives said that the girl killed ***mask*** .,0.7347772848931875
418,70,embed,nonlocal,0,a,local_subj,number,girl,wives,killed,herself,The girl said that the wives killed herself . <eos>,The girl said that the wives killed herself .,the girl said that the wives killed ***mask*** .,5.0994904305386815
419,70,embed,nonlocal,0,b,local_subj,number,wife,girls,killed,herself,The wife said that the girls killed herself . <eos>,The wife said that the girls killed herself .,the wife said that the girls killed ***mask*** .,4.033730085055176
420,71,embed,local,1,a,none,none,girl,wife,called,herself,The girl said that the wife called herself . <eos>,The girl said that the wife called herself .,the girl said that the wife called ***mask*** .,9.311164589884099
421,71,embed,local,1,b,none,none,wife,girl,called,herself,The wife said that the girl called herself . <eos>,The wife said that the girl called herself .,the wife said that the girl called ***mask*** .,7.166953580618553
422,71,embed,local,1,a,nonlocal_subj,number,girls,wife,called,herself,The girls said that the wife called herself . <eos>,The girls said that the wife called herself .,the girls said that the wife called ***mask*** .,8.698702535799384
423,71,embed,local,1,b,nonlocal_subj,number,wives,girl,called,herself,The wives said that the girl called herself . <eos>,The wives said that the girl called herself .,the wives said that the girl called ***mask*** .,6.428107701591796
424,71,embed,nonlocal,0,a,local_subj,number,girl,wives,called,herself,The girl said that the wives called herself . <eos>,The girl said that the wives called herself .,the girl said that the wives called ***mask*** .,10.582189067296492
425,71,embed,nonlocal,0,b,local_subj,number,wife,girls,called,herself,The wife said that the girls called herself . <eos>,The wife said that the girls called herself .,the wife said that the girls called ***mask*** .,10.342758975571487
426,72,embed,local,1,a,none,none,girl,wife,dedicated,herself,The girl said that the wife dedicated herself . <eos>,The girl said that the wife dedicated herself .,the girl said that the wife dedicated ***mask*** .,0.654208337150483
427,72,embed,local,1,b,none,none,wife,girl,dedicated,herself,The wife said that the girl dedicated herself . <eos>,The wife said that the girl dedicated herself .,the wife said that the girl dedicated ***mask*** .,0.08178995570341557
428,72,embed,local,1,a,nonlocal_subj,number,girls,wife,dedicated,herself,The girls said that the wife dedicated herself . <eos>,The girls said that the wife dedicated herself .,the girls said that the wife dedicated ***mask*** .,0.3045076735336678
429,72,embed,local,1,b,nonlocal_subj,number,wives,girl,dedicated,herself,The wives said that the girl dedicated herself . <eos>,The wives said that the girl dedicated herself .,the wives said that the girl dedicated ***mask*** .,0.06093450209765629
430,72,embed,nonlocal,0,a,local_subj,number,girl,wives,dedicated,herself,The girl said that the wives dedicated herself . <eos>,The girl said that the wives dedicated herself .,the girl said that the wives dedicated ***mask*** .,7.785974722661095
431,72,embed,nonlocal,0,b,local_subj,number,wife,girls,dedicated,herself,The wife said that the girls dedicated herself . <eos>,The wife said that the girls dedicated herself .,the wife said that the girls dedicated ***mask*** .,8.33020738164603
432,73,embed,local,1,a,none,none,girl,wife,declared,herself,The girl said that the wife declared herself . <eos>,The girl said that the wife declared herself .,the girl said that the wife declared ***mask*** .,5.027374668367706
433,73,embed,local,1,b,none,none,wife,girl,declared,herself,The wife said that the girl declared herself . <eos>,The wife said that the girl declared herself .,the wife said that the girl declared ***mask*** .,2.5906603439301645
434,73,embed,local,1,a,nonlocal_subj,number,girls,wife,declared,herself,The girls said that the wife declared herself . <eos>,The girls said that the wife declared herself .,the girls said that the wife declared ***mask*** .,4.83402177597027
435,73,embed,local,1,b,nonlocal_subj,number,wives,girl,declared,herself,The wives said that the girl declared herself . <eos>,The wives said that the girl declared herself .,the wives said that the girl declared ***mask*** .,2.6247388565395653
436,73,embed,nonlocal,0,a,local_subj,number,girl,wives,declared,herself,The girl said that the wives declared herself . <eos>,The girl said that the wives declared herself .,the girl said that the wives declared ***mask*** .,10.239951051513717
437,73,embed,nonlocal,0,b,local_subj,number,wife,girls,declared,herself,The wife said that the girls declared herself . <eos>,The wife said that the girls declared herself .,the wife said that the girls declared ***mask*** .,7.078061660913786
438,74,embed,local,1,a,none,none,girl,wife,proved,herself,The girl said that the wife proved herself . <eos>,The girl said that the wife proved herself .,the girl said that the wife proved ***mask*** .,4.050495541072152
439,74,embed,local,1,b,none,none,wife,girl,proved,herself,The wife said that the girl proved herself . <eos>,The wife said that the girl proved herself .,the wife said that the girl proved ***mask*** .,2.7117627665463693
440,74,embed,local,1,a,nonlocal_subj,number,girls,wife,proved,herself,The girls said that the wife proved herself . <eos>,The girls said that the wife proved herself .,the girls said that the wife proved ***mask*** .,4.927892426115738
441,74,embed,local,1,b,nonlocal_subj,number,wives,girl,proved,herself,The wives said that the girl proved herself . <eos>,The wives said that the girl proved herself .,the wives said that the girl proved ***mask*** .,2.746206459696551
442,74,embed,nonlocal,0,a,local_subj,number,girl,wives,proved,herself,The girl said that the wives proved herself . <eos>,The girl said that the wives proved herself .,the girl said that the wives proved ***mask*** .,7.2478358066098085
443,74,embed,nonlocal,0,b,local_subj,number,wife,girls,proved,herself,The wife said that the girls proved herself . <eos>,The wife said that the girls proved herself .,the wife said that the girls proved ***mask*** .,5.4541700105312225
444,75,embed,local,1,a,none,none,girl,wife,shot,herself,The girl said that the wife shot herself . <eos>,The girl said that the wife shot herself .,the girl said that the wife shot ***mask*** .,3.698425799502667
445,75,embed,local,1,b,none,none,wife,girl,shot,herself,The wife said that the girl shot herself . <eos>,The wife said that the girl shot herself .,the wife said that the girl shot ***mask*** .,2.310314946011363
