,item,clause_type,locality,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
434,37,embed,local,1,a,female,none,none,girls,women,found,themselves,The girls said that the women found themselves . <eos>,The girls said that the women found themselves .,the girls said that the women found ***mask*** .,7.337735072191061
435,37,embed,local,1,b,female,none,none,women,girls,found,themselves,The women said that the girls found themselves . <eos>,The women said that the girls found themselves .,the women said that the girls found ***mask*** .,7.42340678497214
436,37,embed,local,1,a,male,nonlocal_subj,number,boy,men,found,themselves,The boy said that the men found themselves . <eos>,The boy said that the men found themselves .,the boy said that the men found ***mask*** .,10.570217588540086
437,37,embed,local,1,b,male,nonlocal_subj,number,man,boys,found,themselves,The man said that the boys found themselves . <eos>,The man said that the boys found themselves .,the man said that the boys found ***mask*** .,8.597078115424397
438,37,embed,local,1,a,female,nonlocal_subj,number,girl,women,found,themselves,The girl said that the women found themselves . <eos>,The girl said that the women found themselves .,the girl said that the women found ***mask*** .,8.447803733932238
439,37,embed,local,1,b,female,nonlocal_subj,number,woman,girls,found,themselves,The woman said that the girls found themselves . <eos>,The woman said that the girls found themselves .,the woman said that the girls found ***mask*** .,8.153232758238163
440,37,embed,nonlocal,0,a,male,local_subj,number,boys,man,found,themselves,The boys said that the man found themselves . <eos>,The boys said that the man found themselves .,the boys said that the man found ***mask*** .,11.188732819080979
441,37,embed,nonlocal,0,b,male,local_subj,number,men,boy,found,themselves,The men said that the boy found themselves . <eos>,The men said that the boy found themselves .,the men said that the boy found ***mask*** .,12.179710778089511
442,37,embed,nonlocal,0,a,female,local_subj,number,girls,woman,found,themselves,The girls said that the woman found themselves . <eos>,The girls said that the woman found themselves .,the girls said that the woman found ***mask*** .,10.951477205953749
443,37,embed,nonlocal,0,b,female,local_subj,number,women,girl,found,themselves,The women said that the girl found themselves . <eos>,The women said that the girl found themselves .,the women said that the girl found ***mask*** .,10.674830443073908
444,38,embed,local,1,a,male,none,none,boys,men,distinguished,themselves,The boys said that the men distinguished themselves . <eos>,The boys said that the men distinguished themselves .,the boys said that the men distinguished ***mask*** .,0.010430266821270382
445,38,embed,local,1,b,male,none,none,men,boys,distinguished,themselves,The men said that the boys distinguished themselves . <eos>,The men said that the boys distinguished themselves .,the men said that the boys distinguished ***mask*** .,0.0053235578823818165
446,38,embed,local,1,a,female,none,none,girls,women,distinguished,themselves,The girls said that the women distinguished themselves . <eos>,The girls said that the women distinguished themselves .,the girls said that the women distinguished ***mask*** .,0.015378498474784027
447,38,embed,local,1,b,female,none,none,women,girls,distinguished,themselves,The women said that the girls distinguished themselves . <eos>,The women said that the girls distinguished themselves .,the women said that the girls distinguished ***mask*** .,0.008936320873494488
448,38,embed,local,1,a,male,nonlocal_subj,number,boy,men,distinguished,themselves,The boy said that the men distinguished themselves . <eos>,The boy said that the men distinguished themselves .,the boy said that the men distinguished ***mask*** .,0.016070142939357032
449,38,embed,local,1,b,male,nonlocal_subj,number,man,boys,distinguished,themselves,The man said that the boys distinguished themselves . <eos>,The man said that the boys distinguished themselves .,the man said that the boys distinguished ***mask*** .,0.004439073248886607
450,38,embed,local,1,a,female,nonlocal_subj,number,girl,women,distinguished,themselves,The girl said that the women distinguished themselves . <eos>,The girl said that the women distinguished themselves .,the girl said that the women distinguished ***mask*** .,0.019878643782351
451,38,embed,local,1,b,female,nonlocal_subj,number,woman,girls,distinguished,themselves,The woman said that the girls distinguished themselves . <eos>,The woman said that the girls distinguished themselves .,the woman said that the girls distinguished ***mask*** .,0.008958731184355253
452,38,embed,nonlocal,0,a,male,local_subj,number,boys,man,distinguished,themselves,The boys said that the man distinguished themselves . <eos>,The boys said that the man distinguished themselves .,the boys said that the man distinguished ***mask*** .,7.834642283150472
453,38,embed,nonlocal,0,b,male,local_subj,number,men,boy,distinguished,themselves,The men said that the boy distinguished themselves . <eos>,The men said that the boy distinguished themselves .,the men said that the boy distinguished ***mask*** .,6.554382790870052
454,38,embed,nonlocal,0,a,female,local_subj,number,girls,woman,distinguished,themselves,The girls said that the woman distinguished themselves . <eos>,The girls said that the woman distinguished themselves .,the girls said that the woman distinguished ***mask*** .,5.6730354235424985
455,38,embed,nonlocal,0,b,female,local_subj,number,women,girl,distinguished,themselves,The women said that the girl distinguished themselves . <eos>,The women said that the girl distinguished themselves .,the women said that the girl distinguished ***mask*** .,5.585355921677143
456,39,embed,local,1,a,male,none,none,boys,men,taught,themselves,The boys said that the men taught themselves . <eos>,The boys said that the men taught themselves .,the boys said that the men taught ***mask*** .,6.40118054483073
457,39,embed,local,1,b,male,none,none,men,boys,taught,themselves,The men said that the boys taught themselves . <eos>,The men said that the boys taught themselves .,the men said that the boys taught ***mask*** .,5.031852403588605
458,39,embed,local,1,a,female,none,none,girls,women,taught,themselves,The girls said that the women taught themselves . <eos>,The girls said that the women taught themselves .,the girls said that the women taught ***mask*** .,4.192600952782771
459,39,embed,local,1,b,female,none,none,women,girls,taught,themselves,The women said that the girls taught themselves . <eos>,The women said that the girls taught themselves .,the women said that the girls taught ***mask*** .,3.7887655106207054
460,39,embed,local,1,a,male,nonlocal_subj,number,boy,men,taught,themselves,The boy said that the men taught themselves . <eos>,The boy said that the men taught themselves .,the boy said that the men taught ***mask*** .,10.755722988530959
461,39,embed,local,1,b,male,nonlocal_subj,number,man,boys,taught,themselves,The man said that the boys taught themselves . <eos>,The man said that the boys taught themselves .,the man said that the boys taught ***mask*** .,6.325317099319462
462,39,embed,local,1,a,female,nonlocal_subj,number,girl,women,taught,themselves,The girl said that the women taught themselves . <eos>,The girl said that the women taught themselves .,the girl said that the women taught ***mask*** .,7.825922668674655
463,39,embed,local,1,b,female,nonlocal_subj,number,woman,girls,taught,themselves,The woman said that the girls taught themselves . <eos>,The woman said that the girls taught themselves .,the woman said that the girls taught ***mask*** .,5.91141149608165
464,39,embed,nonlocal,0,a,male,local_subj,number,boys,man,taught,themselves,The boys said that the man taught themselves . <eos>,The boys said that the man taught themselves .,the boys said that the man taught ***mask*** .,11.61048970468131
465,39,embed,nonlocal,0,b,male,local_subj,number,men,boy,taught,themselves,The men said that the boy taught themselves . <eos>,The men said that the boy taught themselves .,the men said that the boy taught ***mask*** .,10.990854120776957
466,39,embed,nonlocal,0,a,female,local_subj,number,girls,woman,taught,themselves,The girls said that the woman taught themselves . <eos>,The girls said that the woman taught themselves .,the girls said that the woman taught ***mask*** .,10.288784031536837
467,39,embed,nonlocal,0,b,female,local_subj,number,women,girl,taught,themselves,The women said that the girl taught themselves . <eos>,The women said that the girl taught themselves .,the women said that the girl taught ***mask*** .,9.831852023595975
468,40,embed,local,1,a,male,none,none,boys,men,killed,themselves,The boys said that the men killed themselves . <eos>,The boys said that the men killed themselves .,the boys said that the men killed ***mask*** .,3.861007999691465
469,40,embed,local,1,b,male,none,none,men,boys,killed,themselves,The men said that the boys killed themselves . <eos>,The men said that the boys killed themselves .,the men said that the boys killed ***mask*** .,2.5486781945526973
470,40,embed,local,1,a,female,none,none,girls,women,killed,themselves,The girls said that the women killed themselves . <eos>,The girls said that the women killed themselves .,the girls said that the women killed ***mask*** .,1.526788855665469
471,40,embed,local,1,b,female,none,none,women,girls,killed,themselves,The women said that the girls killed themselves . <eos>,The women said that the girls killed themselves .,the women said that the girls killed ***mask*** .,1.3729701549133015
472,40,embed,local,1,a,male,nonlocal_subj,number,boy,men,killed,themselves,The boy said that the men killed themselves . <eos>,The boy said that the men killed themselves .,the boy said that the men killed ***mask*** .,5.886802638766874
473,40,embed,local,1,b,male,nonlocal_subj,number,man,boys,killed,themselves,The man said that the boys killed themselves . <eos>,The man said that the boys killed themselves .,the man said that the boys killed ***mask*** .,2.9777253251980724
474,40,embed,local,1,a,female,nonlocal_subj,number,girl,women,killed,themselves,The girl said that the women killed themselves . <eos>,The girl said that the women killed themselves .,the girl said that the women killed ***mask*** .,2.4646273150758513
475,40,embed,local,1,b,female,nonlocal_subj,number,woman,girls,killed,themselves,The woman said that the girls killed themselves . <eos>,The woman said that the girls killed themselves .,the woman said that the girls killed ***mask*** .,1.9373595920569868
476,40,embed,nonlocal,0,a,male,local_subj,number,boys,man,killed,themselves,The boys said that the man killed themselves . <eos>,The boys said that the man killed themselves .,the boys said that the man killed ***mask*** .,7.572779114684341
477,40,embed,nonlocal,0,b,male,local_subj,number,men,boy,killed,themselves,The men said that the boy killed themselves . <eos>,The men said that the boy killed themselves .,the men said that the boy killed ***mask*** .,7.769486510572868
478,40,embed,nonlocal,0,a,female,local_subj,number,girls,woman,killed,themselves,The girls said that the woman killed themselves . <eos>,The girls said that the woman killed themselves .,the girls said that the woman killed ***mask*** .,6.661723209142326
479,40,embed,nonlocal,0,b,female,local_subj,number,women,girl,killed,themselves,The women said that the girl killed themselves . <eos>,The women said that the girl killed themselves .,the women said that the girl killed ***mask*** .,6.9309893867176955
480,41,embed,local,1,a,male,none,none,boys,men,called,themselves,The boys said that the men called themselves . <eos>,The boys said that the men called themselves .,the boys said that the men called ***mask*** .,8.637549396177088
481,41,embed,local,1,b,male,none,none,men,boys,called,themselves,The men said that the boys called themselves . <eos>,The men said that the boys called themselves .,the men said that the boys called ***mask*** .,8.702308024760644
482,41,embed,local,1,a,female,none,none,girls,women,called,themselves,The girls said that the women called themselves . <eos>,The girls said that the women called themselves .,the girls said that the women called ***mask*** .,6.69875627038223
483,41,embed,local,1,b,female,none,none,women,girls,called,themselves,The women said that the girls called themselves . <eos>,The women said that the girls called themselves .,the women said that the girls called ***mask*** .,7.298594538927964
484,41,embed,local,1,a,male,nonlocal_subj,number,boy,men,called,themselves,The boy said that the men called themselves . <eos>,The boy said that the men called themselves .,the boy said that the men called ***mask*** .,7.997723714514102
485,41,embed,local,1,b,male,nonlocal_subj,number,man,boys,called,themselves,The man said that the boys called themselves . <eos>,The man said that the boys called themselves .,the man said that the boys called ***mask*** .,8.810078342511737
486,41,embed,local,1,a,female,nonlocal_subj,number,girl,women,called,themselves,The girl said that the women called themselves . <eos>,The girl said that the women called themselves .,the girl said that the women called ***mask*** .,6.954557105231169
487,41,embed,local,1,b,female,nonlocal_subj,number,woman,girls,called,themselves,The woman said that the girls called themselves . <eos>,The woman said that the girls called themselves .,the woman said that the girls called ***mask*** .,8.20472297764945
488,41,embed,nonlocal,0,a,male,local_subj,number,boys,man,called,themselves,The boys said that the man called themselves . <eos>,The boys said that the man called themselves .,the boys said that the man called ***mask*** .,11.95570044292895
489,41,embed,nonlocal,0,b,male,local_subj,number,men,boy,called,themselves,The men said that the boy called themselves . <eos>,The men said that the boy called themselves .,the men said that the boy called ***mask*** .,11.10702461549002
490,41,embed,nonlocal,0,a,female,local_subj,number,girls,woman,called,themselves,The girls said that the woman called themselves . <eos>,The girls said that the woman called themselves .,the girls said that the woman called ***mask*** .,11.03377004917739
491,41,embed,nonlocal,0,b,female,local_subj,number,women,girl,called,themselves,The women said that the girl called themselves . <eos>,The women said that the girl called themselves .,the women said that the girl called ***mask*** .,10.57423755407045
492,42,embed,local,1,a,male,none,none,boys,men,dedicated,themselves,The boys said that the men dedicated themselves . <eos>,The boys said that the men dedicated themselves .,the boys said that the men dedicated ***mask*** .,0.04801288294722552
493,42,embed,local,1,b,male,none,none,men,boys,dedicated,themselves,The men said that the boys dedicated themselves . <eos>,The men said that the boys dedicated themselves .,the men said that the boys dedicated ***mask*** .,0.028471180446876722
494,42,embed,local,1,a,female,none,none,girls,women,dedicated,themselves,The girls said that the women dedicated themselves . <eos>,The girls said that the women dedicated themselves .,the girls said that the women dedicated ***mask*** .,0.026760452820334176
495,42,embed,local,1,b,female,none,none,women,girls,dedicated,themselves,The women said that the girls dedicated themselves . <eos>,The women said that the girls dedicated themselves .,the women said that the girls dedicated ***mask*** .,0.026517029462202402
496,42,embed,local,1,a,male,nonlocal_subj,number,boy,men,dedicated,themselves,The boy said that the men dedicated themselves . <eos>,The boy said that the men dedicated themselves .,the boy said that the men dedicated ***mask*** .,0.071907460504182
497,42,embed,local,1,b,male,nonlocal_subj,number,man,boys,dedicated,themselves,The man said that the boys dedicated themselves . <eos>,The man said that the boys dedicated themselves .,the man said that the boys dedicated ***mask*** .,0.023265020444905662
498,42,embed,local,1,a,female,nonlocal_subj,number,girl,women,dedicated,themselves,The girl said that the women dedicated themselves . <eos>,The girl said that the women dedicated themselves .,the girl said that the women dedicated ***mask*** .,0.0665986594248443
499,42,embed,local,1,b,female,nonlocal_subj,number,woman,girls,dedicated,themselves,The woman said that the girls dedicated themselves . <eos>,The woman said that the girls dedicated themselves .,the woman said that the girls dedicated ***mask*** .,0.03171816975154461
500,42,embed,nonlocal,0,a,male,local_subj,number,boys,man,dedicated,themselves,The boys said that the man dedicated themselves . <eos>,The boys said that the man dedicated themselves .,the boys said that the man dedicated ***mask*** .,8.118276972166719
501,42,embed,nonlocal,0,b,male,local_subj,number,men,boy,dedicated,themselves,The men said that the boy dedicated themselves . <eos>,The men said that the boy dedicated themselves .,the men said that the boy dedicated ***mask*** .,8.3200531764916
502,42,embed,nonlocal,0,a,female,local_subj,number,girls,woman,dedicated,themselves,The girls said that the woman dedicated themselves . <eos>,The girls said that the woman dedicated themselves .,the girls said that the woman dedicated ***mask*** .,7.83411911983657
503,42,embed,nonlocal,0,b,female,local_subj,number,women,girl,dedicated,themselves,The women said that the girl dedicated themselves . <eos>,The women said that the girl dedicated themselves .,the women said that the girl dedicated ***mask*** .,7.414879971771161
504,43,embed,local,1,a,male,none,none,boys,men,declared,themselves,The boys said that the men declared themselves . <eos>,The boys said that the men declared themselves .,the boys said that the men declared ***mask*** .,6.37860628561033
505,43,embed,local,1,b,male,none,none,men,boys,declared,themselves,The men said that the boys declared themselves . <eos>,The men said that the boys declared themselves .,the men said that the boys declared ***mask*** .,5.15012229469119
506,43,embed,local,1,a,female,none,none,girls,women,declared,themselves,The girls said that the women declared themselves . <eos>,The girls said that the women declared themselves .,the girls said that the women declared ***mask*** .,3.0815171418384333
507,43,embed,local,1,b,female,none,none,women,girls,declared,themselves,The women said that the girls declared themselves . <eos>,The women said that the girls declared themselves .,the women said that the girls declared ***mask*** .,3.2610145771104153
508,43,embed,local,1,a,male,nonlocal_subj,number,boy,men,declared,themselves,The boy said that the men declared themselves . <eos>,The boy said that the men declared themselves .,the boy said that the men declared ***mask*** .,6.638262595113308
509,43,embed,local,1,b,male,nonlocal_subj,number,man,boys,declared,themselves,The man said that the boys declared themselves . <eos>,The man said that the boys declared themselves .,the man said that the boys declared ***mask*** .,4.546487831301338
510,43,embed,local,1,a,female,nonlocal_subj,number,girl,women,declared,themselves,The girl said that the women declared themselves . <eos>,The girl said that the women declared themselves .,the girl said that the women declared ***mask*** .,3.3466670326042833
511,43,embed,local,1,b,female,nonlocal_subj,number,woman,girls,declared,themselves,The woman said that the girls declared themselves . <eos>,The woman said that the girls declared themselves .,the woman said that the girls declared ***mask*** .,3.661009605875446
512,43,embed,nonlocal,0,a,male,local_subj,number,boys,man,declared,themselves,The boys said that the man declared themselves . <eos>,The boys said that the man declared themselves .,the boys said that the man declared ***mask*** .,11.438361625210819
513,43,embed,nonlocal,0,b,male,local_subj,number,men,boy,declared,themselves,The men said that the boy declared themselves . <eos>,The men said that the boy declared themselves .,the men said that the boy declared ***mask*** .,9.367936558247845
514,43,embed,nonlocal,0,a,female,local_subj,number,girls,woman,declared,themselves,The girls said that the woman declared themselves . <eos>,The girls said that the woman declared themselves .,the girls said that the woman declared ***mask*** .,9.58088668525982
515,43,embed,nonlocal,0,b,female,local_subj,number,women,girl,declared,themselves,The women said that the girl declared themselves . <eos>,The women said that the girl declared themselves .,the women said that the girl declared ***mask*** .,8.763817593205433
516,44,embed,local,1,a,male,none,none,boys,men,proved,themselves,The boys said that the men proved themselves . <eos>,The boys said that the men proved themselves .,the boys said that the men proved ***mask*** .,4.557183911361755
517,44,embed,local,1,b,male,none,none,men,boys,proved,themselves,The men said that the boys proved themselves . <eos>,The men said that the boys proved themselves .,the men said that the boys proved ***mask*** .,4.3649041002633835
518,44,embed,local,1,a,female,none,none,girls,women,proved,themselves,The girls said that the women proved themselves . <eos>,The girls said that the women proved themselves .,the girls said that the women proved ***mask*** .,4.394504656971961
519,44,embed,local,1,b,female,none,none,women,girls,proved,themselves,The women said that the girls proved themselves . <eos>,The women said that the girls proved themselves .,the women said that the girls proved ***mask*** .,4.6596107603102235
520,44,embed,local,1,a,male,nonlocal_subj,number,boy,men,proved,themselves,The boy said that the men proved themselves . <eos>,The boy said that the men proved themselves .,the boy said that the men proved ***mask*** .,4.100352478357114
521,44,embed,local,1,b,male,nonlocal_subj,number,man,boys,proved,themselves,The man said that the boys proved themselves . <eos>,The man said that the boys proved themselves .,the man said that the boys proved ***mask*** .,3.8872902283014343
522,44,embed,local,1,a,female,nonlocal_subj,number,girl,women,proved,themselves,The girl said that the women proved themselves . <eos>,The girl said that the women proved themselves .,the girl said that the women proved ***mask*** .,3.8130195279777497
523,44,embed,local,1,b,female,nonlocal_subj,number,woman,girls,proved,themselves,The woman said that the girls proved themselves . <eos>,The woman said that the girls proved themselves .,the woman said that the girls proved ***mask*** .,4.55957459706435
524,44,embed,nonlocal,0,a,male,local_subj,number,boys,man,proved,themselves,The boys said that the man proved themselves . <eos>,The boys said that the man proved themselves .,the boys said that the man proved ***mask*** .,9.254401168440424
525,44,embed,nonlocal,0,b,male,local_subj,number,men,boy,proved,themselves,The men said that the boy proved themselves . <eos>,The men said that the boy proved themselves .,the men said that the boy proved ***mask*** .,7.3136186299895405
526,44,embed,nonlocal,0,a,female,local_subj,number,girls,woman,proved,themselves,The girls said that the woman proved themselves . <eos>,The girls said that the woman proved themselves .,the girls said that the woman proved ***mask*** .,8.983360012797867
527,44,embed,nonlocal,0,b,female,local_subj,number,women,girl,proved,themselves,The women said that the girl proved themselves . <eos>,The women said that the girl proved themselves .,the women said that the girl proved ***mask*** .,8.246866410715494
528,45,embed,local,1,a,male,none,none,boys,men,shot,themselves,The boys said that the men shot themselves . <eos>,The boys said that the men shot themselves .,the boys said that the men shot ***mask*** .,5.213050623352814
529,45,embed,local,1,b,male,none,none,men,boys,shot,themselves,The men said that the boys shot themselves . <eos>,The men said that the boys shot themselves .,the men said that the boys shot ***mask*** .,4.598170116064167
530,45,embed,local,1,a,female,none,none,girls,women,shot,themselves,The girls said that the women shot themselves . <eos>,The girls said that the women shot themselves .,the girls said that the women shot ***mask*** .,3.860858536821035
531,45,embed,local,1,b,female,none,none,women,girls,shot,themselves,The women said that the girls shot themselves . <eos>,The women said that the girls shot themselves .,the women said that the girls shot ***mask*** .,4.262997189268181
532,45,embed,local,1,a,male,nonlocal_subj,number,boy,men,shot,themselves,The boy said that the men shot themselves . <eos>,The boy said that the men shot themselves .,the boy said that the men shot ***mask*** .,6.986713963421369
533,45,embed,local,1,b,male,nonlocal_subj,number,man,boys,shot,themselves,The man said that the boys shot themselves . <eos>,The man said that the boys shot themselves .,the man said that the boys shot ***mask*** .,5.606445226007305
534,45,embed,local,1,a,female,nonlocal_subj,number,girl,women,shot,themselves,The girl said that the women shot themselves . <eos>,The girl said that the women shot themselves .,the girl said that the women shot ***mask*** .,5.230446421854644
535,45,embed,local,1,b,female,nonlocal_subj,number,woman,girls,shot,themselves,The woman said that the girls shot themselves . <eos>,The woman said that the girls shot themselves .,the woman said that the girls shot ***mask*** .,5.613786606187576
536,45,embed,nonlocal,0,a,male,local_subj,number,boys,man,shot,themselves,The boys said that the man shot themselves . <eos>,The boys said that the man shot themselves .,the boys said that the man shot ***mask*** .,9.018650912705622
537,45,embed,nonlocal,0,b,male,local_subj,number,men,boy,shot,themselves,The men said that the boy shot themselves . <eos>,The men said that the boy shot themselves .,the men said that the boy shot ***mask*** .,9.158772556412185
538,45,embed,nonlocal,0,a,female,local_subj,number,girls,woman,shot,themselves,The girls said that the woman shot themselves . <eos>,The girls said that the woman shot themselves .,the girls said that the woman shot ***mask*** .,9.12552297090361
539,45,embed,nonlocal,0,b,female,local_subj,number,women,girl,shot,themselves,The women said that the girl shot themselves . <eos>,The women said that the girl shot themselves .,the women said that the girl shot ***mask*** .,9.250283270916187
540,46,embed,local,1,a,male,none,none,boys,actors,saw,themselves,The boys said that the actors saw themselves . <eos>,The boys said that the actors saw themselves .,the boys said that the actors saw ***mask*** .,8.726922249891626
541,46,embed,local,1,b,male,none,none,actors,boys,saw,themselves,The actors said that the boys saw themselves . <eos>,The actors said that the boys saw themselves .,the actors said that the boys saw ***mask*** .,9.143484614258185
542,46,embed,local,1,a,female,none,none,girls,wives,saw,themselves,The girls said that the wives saw themselves . <eos>,The girls said that the wives saw themselves .,the girls said that the wives saw ***mask*** .,10.300257906298532
543,46,embed,local,1,b,female,none,none,wives,girls,saw,themselves,The wives said that the girls saw themselves . <eos>,The wives said that the girls saw themselves .,the wives said that the girls saw ***mask*** .,9.515221349043202
544,46,embed,local,1,a,male,nonlocal_subj,number,boy,actors,saw,themselves,The boy said that the actors saw themselves . <eos>,The boy said that the actors saw themselves .,the boy said that the actors saw ***mask*** .,9.405831579905069
545,46,embed,local,1,b,male,nonlocal_subj,number,actor,boys,saw,themselves,The actor said that the boys saw themselves . <eos>,The actor said that the boys saw themselves .,the actor said that the boys saw ***mask*** .,9.200692881262034
546,46,embed,local,1,a,female,nonlocal_subj,number,girl,wives,saw,themselves,The girl said that the wives saw themselves . <eos>,The girl said that the wives saw themselves .,the girl said that the wives saw ***mask*** .,10.832456744756964
547,46,embed,local,1,b,female,nonlocal_subj,number,wife,girls,saw,themselves,The wife said that the girls saw themselves . <eos>,The wife said that the girls saw themselves .,the wife said that the girls saw ***mask*** .,10.005617384387563
548,46,embed,nonlocal,0,a,male,local_subj,number,boys,actor,saw,themselves,The boys said that the actor saw themselves . <eos>,The boys said that the actor saw themselves .,the boys said that the actor saw ***mask*** .,11.644429253027374
549,46,embed,nonlocal,0,b,male,local_subj,number,actors,boy,saw,themselves,The actors said that the boy saw themselves . <eos>,The actors said that the boy saw themselves .,the actors said that the boy saw ***mask*** .,11.38507430221795
550,46,embed,nonlocal,0,a,female,local_subj,number,girls,wife,saw,themselves,The girls said that the wife saw themselves . <eos>,The girls said that the wife saw themselves .,the girls said that the wife saw ***mask*** .,13.238240311111756
551,46,embed,nonlocal,0,b,female,local_subj,number,wives,girl,saw,themselves,The wives said that the girl saw themselves . <eos>,The wives said that the girl saw themselves .,the wives said that the girl saw ***mask*** .,11.70867610836837
552,47,embed,local,1,a,male,none,none,boys,actors,established,themselves,The boys said that the actors established themselves . <eos>,The boys said that the actors established themselves .,the boys said that the actors established ***mask*** .,0.05790865081246916
553,47,embed,local,1,b,male,none,none,actors,boys,established,themselves,The actors said that the boys established themselves . <eos>,The actors said that the boys established themselves .,the actors said that the boys established ***mask*** .,0.055580145343490456
554,47,embed,local,1,a,female,none,none,girls,wives,established,themselves,The girls said that the wives established themselves . <eos>,The girls said that the wives established themselves .,the girls said that the wives established ***mask*** .,1.2485684147661655
555,47,embed,local,1,b,female,none,none,wives,girls,established,themselves,The wives said that the girls established themselves . <eos>,The wives said that the girls established themselves .,the wives said that the girls established ***mask*** .,0.1599901944504343
556,47,embed,local,1,a,male,nonlocal_subj,number,boy,actors,established,themselves,The boy said that the actors established themselves . <eos>,The boy said that the actors established themselves .,the boy said that the actors established ***mask*** .,0.06140120268487059
557,47,embed,local,1,b,male,nonlocal_subj,number,actor,boys,established,themselves,The actor said that the boys established themselves . <eos>,The actor said that the boys established themselves .,the actor said that the boys established ***mask*** .,0.053670258266373436
558,47,embed,local,1,a,female,nonlocal_subj,number,girl,wives,established,themselves,The girl said that the wives established themselves . <eos>,The girl said that the wives established themselves .,the girl said that the wives established ***mask*** .,1.5850345632515972
559,47,embed,local,1,b,female,nonlocal_subj,number,wife,girls,established,themselves,The wife said that the girls established themselves . <eos>,The wife said that the girls established themselves .,the wife said that the girls established ***mask*** .,0.203044769897155
560,47,embed,nonlocal,0,a,male,local_subj,number,boys,actor,established,themselves,The boys said that the actor established themselves . <eos>,The boys said that the actor established themselves .,the boys said that the actor established ***mask*** .,6.525729000213498
561,47,embed,nonlocal,0,b,male,local_subj,number,actors,boy,established,themselves,The actors said that the boy established themselves . <eos>,The actors said that the boy established themselves .,the actors said that the boy established ***mask*** .,5.513119080053693
562,47,embed,nonlocal,0,a,female,local_subj,number,girls,wife,established,themselves,The girls said that the wife established themselves . <eos>,The girls said that the wife established themselves .,the girls said that the wife established ***mask*** .,5.01832411216404
563,47,embed,nonlocal,0,b,female,local_subj,number,wives,girl,established,themselves,The wives said that the girl established themselves . <eos>,The wives said that the girl established themselves .,the wives said that the girl established ***mask*** .,5.9179578634687875
564,48,embed,local,1,a,male,none,none,boys,actors,devoted,themselves,The boys said that the actors devoted themselves . <eos>,The boys said that the actors devoted themselves .,the boys said that the actors devoted ***mask*** .,0.03609480197685388
565,48,embed,local,1,b,male,none,none,actors,boys,devoted,themselves,The actors said that the boys devoted themselves . <eos>,The actors said that the boys devoted themselves .,the actors said that the boys devoted ***mask*** .,0.031709291594948306
566,48,embed,local,1,a,female,none,none,girls,wives,devoted,themselves,The girls said that the wives devoted themselves . <eos>,The girls said that the wives devoted themselves .,the girls said that the wives devoted ***mask*** .,0.09649128781626948
567,48,embed,local,1,b,female,none,none,wives,girls,devoted,themselves,The wives said that the girls devoted themselves . <eos>,The wives said that the girls devoted themselves .,the wives said that the girls devoted ***mask*** .,0.02779311553772082
568,48,embed,local,1,a,male,nonlocal_subj,number,boy,actors,devoted,themselves,The boy said that the actors devoted themselves . <eos>,The boy said that the actors devoted themselves .,the boy said that the actors devoted ***mask*** .,0.051593108507851974
569,48,embed,local,1,b,male,nonlocal_subj,number,actor,boys,devoted,themselves,The actor said that the boys devoted themselves . <eos>,The actor said that the boys devoted themselves .,the actor said that the boys devoted ***mask*** .,0.044702089850771155
570,48,embed,local,1,a,female,nonlocal_subj,number,girl,wives,devoted,themselves,The girl said that the wives devoted themselves . <eos>,The girl said that the wives devoted themselves .,the girl said that the wives devoted ***mask*** .,0.2092857057230101
571,48,embed,local,1,b,female,nonlocal_subj,number,wife,girls,devoted,themselves,The wife said that the girls devoted themselves . <eos>,The wife said that the girls devoted themselves .,the wife said that the girls devoted ***mask*** .,0.03921038420107962
572,48,embed,nonlocal,0,a,male,local_subj,number,boys,actor,devoted,themselves,The boys said that the actor devoted themselves . <eos>,The boys said that the actor devoted themselves .,the boys said that the actor devoted ***mask*** .,8.54795034402205
573,48,embed,nonlocal,0,b,male,local_subj,number,actors,boy,devoted,themselves,The actors said that the boy devoted themselves . <eos>,The actors said that the boy devoted themselves .,the actors said that the boy devoted ***mask*** .,6.8462802171982755
574,48,embed,nonlocal,0,a,female,local_subj,number,girls,wife,devoted,themselves,The girls said that the wife devoted themselves . <eos>,The girls said that the wife devoted themselves .,the girls said that the wife devoted ***mask*** .,6.5768726741581744
575,48,embed,nonlocal,0,b,female,local_subj,number,wives,girl,devoted,themselves,The wives said that the girl devoted themselves . <eos>,The wives said that the girl devoted themselves .,the wives said that the girl devoted ***mask*** .,7.005039887365288
576,49,embed,local,1,a,male,none,none,boys,actors,considered,themselves,The boys said that the actors considered themselves . <eos>,The boys said that the actors considered themselves .,the boys said that the actors considered ***mask*** .,8.95683801088473
577,49,embed,local,1,b,male,none,none,actors,boys,considered,themselves,The actors said that the boys considered themselves . <eos>,The actors said that the boys considered themselves .,the actors said that the boys considered ***mask*** .,9.431705781518454
578,49,embed,local,1,a,female,none,none,girls,wives,considered,themselves,The girls said that the wives considered themselves . <eos>,The girls said that the wives considered themselves .,the girls said that the wives considered ***mask*** .,9.908274246646188
579,49,embed,local,1,b,female,none,none,wives,girls,considered,themselves,The wives said that the girls considered themselves . <eos>,The wives said that the girls considered themselves .,the wives said that the girls considered ***mask*** .,8.302585795814752
