,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
305,51,simple,local,c-command,1,b,distractor,number,wife,girls,made,herself,The wife near the girls made herself . <eos>,The wife near the girls made herself .,the wife near the girls made ***mask*** .,12.822520695267631
306,52,simple,local,c-command,1,a,none,none,girl,wife,found,herself,The girl near the wife found herself . <eos>,The girl near the wife found herself .,the girl near the wife found ***mask*** .,8.648261262260228
307,52,simple,local,c-command,1,b,none,none,wife,girl,found,herself,The wife near the girl found herself . <eos>,The wife near the girl found herself .,the wife near the girl found ***mask*** .,8.924936948497857
308,52,simple,local,no-c-command,0,a,head,number,girls,wife,found,herself,The girls near the wife found herself . <eos>,The girls near the wife found herself .,the girls near the wife found ***mask*** .,11.850515829595539
309,52,simple,local,no-c-command,0,b,head,number,wives,girl,found,herself,The wives near the girl found herself . <eos>,The wives near the girl found herself .,the wives near the girl found ***mask*** .,11.615780387133546
310,52,simple,local,c-command,1,a,distractor,number,girl,wives,found,herself,The girl near the wives found herself . <eos>,The girl near the wives found herself .,the girl near the wives found ***mask*** .,8.3499288575141
311,52,simple,local,c-command,1,b,distractor,number,wife,girls,found,herself,The wife near the girls found herself . <eos>,The wife near the girls found herself .,the wife near the girls found ***mask*** .,8.919632493651397
312,53,simple,local,c-command,1,a,none,none,girl,wife,distinguished,herself,The girl near the wife distinguished herself . <eos>,The girl near the wife distinguished herself .,the girl near the wife distinguished ***mask*** .,0.8110455492954126
313,53,simple,local,c-command,1,b,none,none,wife,girl,distinguished,herself,The wife near the girl distinguished herself . <eos>,The wife near the girl distinguished herself .,the wife near the girl distinguished ***mask*** .,0.4268463291267154
314,53,simple,local,no-c-command,0,a,head,number,girls,wife,distinguished,herself,The girls near the wife distinguished herself . <eos>,The girls near the wife distinguished herself .,the girls near the wife distinguished ***mask*** .,9.11423847106842
315,53,simple,local,no-c-command,0,b,head,number,wives,girl,distinguished,herself,The wives near the girl distinguished herself . <eos>,The wives near the girl distinguished herself .,the wives near the girl distinguished ***mask*** .,7.8670431621951495
316,53,simple,local,c-command,1,a,distractor,number,girl,wives,distinguished,herself,The girl near the wives distinguished herself . <eos>,The girl near the wives distinguished herself .,the girl near the wives distinguished ***mask*** .,2.5648507888344003
317,53,simple,local,c-command,1,b,distractor,number,wife,girls,distinguished,herself,The wife near the girls distinguished herself . <eos>,The wife near the girls distinguished herself .,the wife near the girls distinguished ***mask*** .,0.6482692138494504
318,54,simple,local,c-command,1,a,none,none,girl,wife,taught,herself,The girl near the wife taught herself . <eos>,The girl near the wife taught herself .,the girl near the wife taught ***mask*** .,7.126429912209413
319,54,simple,local,c-command,1,b,none,none,wife,girl,taught,herself,The wife near the girl taught herself . <eos>,The wife near the girl taught herself .,the wife near the girl taught ***mask*** .,6.997039091478198
320,54,simple,local,no-c-command,0,a,head,number,girls,wife,taught,herself,The girls near the wife taught herself . <eos>,The girls near the wife taught herself .,the girls near the wife taught ***mask*** .,7.681117559558837
321,54,simple,local,no-c-command,0,b,head,number,wives,girl,taught,herself,The wives near the girl taught herself . <eos>,The wives near the girl taught herself .,the wives near the girl taught ***mask*** .,9.571469478178685
322,54,simple,local,c-command,1,a,distractor,number,girl,wives,taught,herself,The girl near the wives taught herself . <eos>,The girl near the wives taught herself .,the girl near the wives taught ***mask*** .,7.231425740695999
323,54,simple,local,c-command,1,b,distractor,number,wife,girls,taught,herself,The wife near the girls taught herself . <eos>,The wife near the girls taught herself .,the wife near the girls taught ***mask*** .,5.928039999095085
324,55,simple,local,c-command,1,a,none,none,girl,wife,killed,herself,The girl near the wife killed herself . <eos>,The girl near the wife killed herself .,the girl near the wife killed ***mask*** .,1.7361968359280675
325,55,simple,local,c-command,1,b,none,none,wife,girl,killed,herself,The wife near the girl killed herself . <eos>,The wife near the girl killed herself .,the wife near the girl killed ***mask*** .,1.6699536807975426
326,55,simple,local,no-c-command,0,a,head,number,girls,wife,killed,herself,The girls near the wife killed herself . <eos>,The girls near the wife killed herself .,the girls near the wife killed ***mask*** .,4.2906582521485985
327,55,simple,local,no-c-command,0,b,head,number,wives,girl,killed,herself,The wives near the girl killed herself . <eos>,The wives near the girl killed herself .,the wives near the girl killed ***mask*** .,4.340316742550325
328,55,simple,local,c-command,1,a,distractor,number,girl,wives,killed,herself,The girl near the wives killed herself . <eos>,The girl near the wives killed herself .,the girl near the wives killed ***mask*** .,1.7895135466534582
329,55,simple,local,c-command,1,b,distractor,number,wife,girls,killed,herself,The wife near the girls killed herself . <eos>,The wife near the girls killed herself .,the wife near the girls killed ***mask*** .,1.3179544097792277
330,56,simple,local,c-command,1,a,none,none,girl,wife,called,herself,The girl near the wife called herself . <eos>,The girl near the wife called herself .,the girl near the wife called ***mask*** .,9.244169169352082
331,56,simple,local,c-command,1,b,none,none,wife,girl,called,herself,The wife near the girl called herself . <eos>,The wife near the girl called herself .,the wife near the girl called ***mask*** .,7.504011555046341
332,56,simple,local,no-c-command,0,a,head,number,girls,wife,called,herself,The girls near the wife called herself . <eos>,The girls near the wife called herself .,the girls near the wife called ***mask*** .,12.070894408952116
333,56,simple,local,no-c-command,0,b,head,number,wives,girl,called,herself,The wives near the girl called herself . <eos>,The wives near the girl called herself .,the wives near the girl called ***mask*** .,12.685459210878932
334,56,simple,local,c-command,1,a,distractor,number,girl,wives,called,herself,The girl near the wives called herself . <eos>,The girl near the wives called herself .,the girl near the wives called ***mask*** .,8.112350051872168
335,56,simple,local,c-command,1,b,distractor,number,wife,girls,called,herself,The wife near the girls called herself . <eos>,The wife near the girls called herself .,the wife near the girls called ***mask*** .,8.30099485391851
336,57,simple,local,c-command,1,a,none,none,girl,wife,dedicated,herself,The girl near the wife dedicated herself . <eos>,The girl near the wife dedicated herself .,the girl near the wife dedicated ***mask*** .,3.453935710171027
337,57,simple,local,c-command,1,b,none,none,wife,girl,dedicated,herself,The wife near the girl dedicated herself . <eos>,The wife near the girl dedicated herself .,the wife near the girl dedicated ***mask*** .,2.997656576875709
338,57,simple,local,no-c-command,0,a,head,number,girls,wife,dedicated,herself,The girls near the wife dedicated herself . <eos>,The girls near the wife dedicated herself .,the girls near the wife dedicated ***mask*** .,7.259836735930458
339,57,simple,local,no-c-command,0,b,head,number,wives,girl,dedicated,herself,The wives near the girl dedicated herself . <eos>,The wives near the girl dedicated herself .,the wives near the girl dedicated ***mask*** .,7.595567437808888
340,57,simple,local,c-command,1,a,distractor,number,girl,wives,dedicated,herself,The girl near the wives dedicated herself . <eos>,The girl near the wives dedicated herself .,the girl near the wives dedicated ***mask*** .,2.051403290789422
341,57,simple,local,c-command,1,b,distractor,number,wife,girls,dedicated,herself,The wife near the girls dedicated herself . <eos>,The wife near the girls dedicated herself .,the wife near the girls dedicated ***mask*** .,3.607314155532603
342,58,simple,local,c-command,1,a,none,none,girl,wife,declared,herself,The girl near the wife declared herself . <eos>,The girl near the wife declared herself .,the girl near the wife declared ***mask*** .,6.641466165994642
343,58,simple,local,c-command,1,b,none,none,wife,girl,declared,herself,The wife near the girl declared herself . <eos>,The wife near the girl declared herself .,the wife near the girl declared ***mask*** .,6.584946850384815
344,58,simple,local,no-c-command,0,a,head,number,girls,wife,declared,herself,The girls near the wife declared herself . <eos>,The girls near the wife declared herself .,the girls near the wife declared ***mask*** .,10.375970643001335
345,58,simple,local,no-c-command,0,b,head,number,wives,girl,declared,herself,The wives near the girl declared herself . <eos>,The wives near the girl declared herself .,the wives near the girl declared ***mask*** .,10.331308771637106
346,58,simple,local,c-command,1,a,distractor,number,girl,wives,declared,herself,The girl near the wives declared herself . <eos>,The girl near the wives declared herself .,the girl near the wives declared ***mask*** .,7.179961796270296
347,58,simple,local,c-command,1,b,distractor,number,wife,girls,declared,herself,The wife near the girls declared herself . <eos>,The wife near the girls declared herself .,the wife near the girls declared ***mask*** .,6.88550685889071
348,59,simple,local,c-command,1,a,none,none,girl,wife,proved,herself,The girl near the wife proved herself . <eos>,The girl near the wife proved herself .,the girl near the wife proved ***mask*** .,6.461690389518886
349,59,simple,local,c-command,1,b,none,none,wife,girl,proved,herself,The wife near the girl proved herself . <eos>,The wife near the girl proved herself .,the wife near the girl proved ***mask*** .,7.253991546292582
350,59,simple,local,no-c-command,0,a,head,number,girls,wife,proved,herself,The girls near the wife proved herself . <eos>,The girls near the wife proved herself .,the girls near the wife proved ***mask*** .,9.655980747146096
351,59,simple,local,no-c-command,0,b,head,number,wives,girl,proved,herself,The wives near the girl proved herself . <eos>,The wives near the girl proved herself .,the wives near the girl proved ***mask*** .,9.929001392543457
352,59,simple,local,c-command,1,a,distractor,number,girl,wives,proved,herself,The girl near the wives proved herself . <eos>,The girl near the wives proved herself .,the girl near the wives proved ***mask*** .,5.786450899848826
353,59,simple,local,c-command,1,b,distractor,number,wife,girls,proved,herself,The wife near the girls proved herself . <eos>,The wife near the girls proved herself .,the wife near the girls proved ***mask*** .,7.534519286449246
354,60,simple,local,c-command,1,a,none,none,girl,wife,shot,herself,The girl near the wife shot herself . <eos>,The girl near the wife shot herself .,the girl near the wife shot ***mask*** .,4.289388393521243
355,60,simple,local,c-command,1,b,none,none,wife,girl,shot,herself,The wife near the girl shot herself . <eos>,The wife near the girl shot herself .,the wife near the girl shot ***mask*** .,3.9317363705168527
356,60,simple,local,no-c-command,0,a,head,number,girls,wife,shot,herself,The girls near the wife shot herself . <eos>,The girls near the wife shot herself .,the girls near the wife shot ***mask*** .,7.1507595643594
357,60,simple,local,no-c-command,0,b,head,number,wives,girl,shot,herself,The wives near the girl shot herself . <eos>,The wives near the girl shot herself .,the wives near the girl shot ***mask*** .,7.378764597514638
358,60,simple,local,c-command,1,a,distractor,number,girl,wives,shot,herself,The girl near the wives shot herself . <eos>,The girl near the wives shot herself .,the girl near the wives shot ***mask*** .,4.443600480751298
359,60,simple,local,c-command,1,b,distractor,number,wife,girls,shot,herself,The wife near the girls shot herself . <eos>,The wife near the girls shot herself .,the wife near the girls shot ***mask*** .,3.8996358602316454
360,61,simple,local,c-command,1,a,none,none,girl,wife,saw,herself,The girl near the wife saw herself . <eos>,The girl near the wife saw herself .,the girl near the wife saw ***mask*** .,12.01811537135352
361,61,simple,local,c-command,1,b,none,none,wife,girl,saw,herself,The wife near the girl saw herself . <eos>,The wife near the girl saw herself .,the wife near the girl saw ***mask*** .,12.092597583097948
362,61,simple,local,no-c-command,0,a,head,number,girls,wife,saw,herself,The girls near the wife saw herself . <eos>,The girls near the wife saw herself .,the girls near the wife saw ***mask*** .,14.661323455348986
363,61,simple,local,no-c-command,0,b,head,number,wives,girl,saw,herself,The wives near the girl saw herself . <eos>,The wives near the girl saw herself .,the wives near the girl saw ***mask*** .,13.288328090736869
364,61,simple,local,c-command,1,a,distractor,number,girl,wives,saw,herself,The girl near the wives saw herself . <eos>,The girl near the wives saw herself .,the girl near the wives saw ***mask*** .,11.933267953295758
365,61,simple,local,c-command,1,b,distractor,number,wife,girls,saw,herself,The wife near the girls saw herself . <eos>,The wife near the girls saw herself .,the wife near the girls saw ***mask*** .,12.369068808914072
366,62,simple,local,c-command,1,a,none,none,girl,wife,established,herself,The girl near the wife established herself . <eos>,The girl near the wife established herself .,the girl near the wife established ***mask*** .,4.652768478356116
367,62,simple,local,c-command,1,b,none,none,wife,girl,established,herself,The wife near the girl established herself . <eos>,The wife near the girl established herself .,the wife near the girl established ***mask*** .,2.3952439812880435
368,62,simple,local,no-c-command,0,a,head,number,girls,wife,established,herself,The girls near the wife established herself . <eos>,The girls near the wife established herself .,the girls near the wife established ***mask*** .,5.782679308221021
369,62,simple,local,no-c-command,0,b,head,number,wives,girl,established,herself,The wives near the girl established herself . <eos>,The wives near the girl established herself .,the wives near the girl established ***mask*** .,5.996965807310303
370,62,simple,local,c-command,1,a,distractor,number,girl,wives,established,herself,The girl near the wives established herself . <eos>,The girl near the wives established herself .,the girl near the wives established ***mask*** .,6.687113721884859
371,62,simple,local,c-command,1,b,distractor,number,wife,girls,established,herself,The wife near the girls established herself . <eos>,The wife near the girls established herself .,the wife near the girls established ***mask*** .,3.8557360366004785
372,63,simple,local,c-command,1,a,none,none,girl,wife,devoted,herself,The girl near the wife devoted herself . <eos>,The girl near the wife devoted herself .,the girl near the wife devoted ***mask*** .,3.6815545575809323
373,63,simple,local,c-command,1,b,none,none,wife,girl,devoted,herself,The wife near the girl devoted herself . <eos>,The wife near the girl devoted herself .,the wife near the girl devoted ***mask*** .,3.3003334054677618
374,63,simple,local,no-c-command,0,a,head,number,girls,wife,devoted,herself,The girls near the wife devoted herself . <eos>,The girls near the wife devoted herself .,the girls near the wife devoted ***mask*** .,9.339746278233514
375,63,simple,local,no-c-command,0,b,head,number,wives,girl,devoted,herself,The wives near the girl devoted herself . <eos>,The wives near the girl devoted herself .,the wives near the girl devoted ***mask*** .,8.10747608220634
376,63,simple,local,c-command,1,a,distractor,number,girl,wives,devoted,herself,The girl near the wives devoted herself . <eos>,The girl near the wives devoted herself .,the girl near the wives devoted ***mask*** .,2.6410179429516454
377,63,simple,local,c-command,1,b,distractor,number,wife,girls,devoted,herself,The wife near the girls devoted herself . <eos>,The wife near the girls devoted herself .,the wife near the girls devoted ***mask*** .,1.4101878376036345
378,64,simple,local,c-command,1,a,none,none,girl,wife,considered,herself,The girl near the wife considered herself . <eos>,The girl near the wife considered herself .,the girl near the wife considered ***mask*** .,9.76315310254146
379,64,simple,local,c-command,1,b,none,none,wife,girl,considered,herself,The wife near the girl considered herself . <eos>,The wife near the girl considered herself .,the wife near the girl considered ***mask*** .,9.447581371271141
380,64,simple,local,no-c-command,0,a,head,number,girls,wife,considered,herself,The girls near the wife considered herself . <eos>,The girls near the wife considered herself .,the girls near the wife considered ***mask*** .,11.431776419610001
381,64,simple,local,no-c-command,0,b,head,number,wives,girl,considered,herself,The wives near the girl considered herself . <eos>,The wives near the girl considered herself .,the wives near the girl considered ***mask*** .,10.523439681574034
382,64,simple,local,c-command,1,a,distractor,number,girl,wives,considered,herself,The girl near the wives considered herself . <eos>,The girl near the wives considered herself .,the girl near the wives considered ***mask*** .,9.049013813870344
383,64,simple,local,c-command,1,b,distractor,number,wife,girls,considered,herself,The wife near the girls considered herself . <eos>,The wife near the girls considered herself .,the wife near the girls considered ***mask*** .,9.58943659446194
384,65,simple,local,c-command,1,a,none,none,girl,wife,identified,herself,The girl near the wife identified herself . <eos>,The girl near the wife identified herself .,the girl near the wife identified ***mask*** .,2.107685653749575
385,65,simple,local,c-command,1,b,none,none,wife,girl,identified,herself,The wife near the girl identified herself . <eos>,The wife near the girl identified herself .,the wife near the girl identified ***mask*** .,1.9685399121919445
386,65,simple,local,no-c-command,0,a,head,number,girls,wife,identified,herself,The girls near the wife identified herself . <eos>,The girls near the wife identified herself .,the girls near the wife identified ***mask*** .,6.641092637122259
387,65,simple,local,no-c-command,0,b,head,number,wives,girl,identified,herself,The wives near the girl identified herself . <eos>,The wives near the girl identified herself .,the wives near the girl identified ***mask*** .,5.5632317885828755
388,65,simple,local,c-command,1,a,distractor,number,girl,wives,identified,herself,The girl near the wives identified herself . <eos>,The girl near the wives identified herself .,the girl near the wives identified ***mask*** .,3.442543426969425
389,65,simple,local,c-command,1,b,distractor,number,wife,girls,identified,herself,The wife near the girls identified herself . <eos>,The wife near the girls identified herself .,the wife near the girls identified ***mask*** .,2.710443024036808
390,66,simple,local,c-command,1,a,none,none,girl,wife,made,herself,The girl near the wife made herself . <eos>,The girl near the wife made herself .,the girl near the wife made ***mask*** .,10.85260034196264
391,66,simple,local,c-command,1,b,none,none,wife,girl,made,herself,The wife near the girl made herself . <eos>,The wife near the girl made herself .,the wife near the girl made ***mask*** .,12.00072517508992
392,66,simple,local,no-c-command,0,a,head,number,girls,wife,made,herself,The girls near the wife made herself . <eos>,The girls near the wife made herself .,the girls near the wife made ***mask*** .,15.704161015476469
393,66,simple,local,no-c-command,0,b,head,number,wives,girl,made,herself,The wives near the girl made herself . <eos>,The wives near the girl made herself .,the wives near the girl made ***mask*** .,17.488691188165323
394,66,simple,local,c-command,1,a,distractor,number,girl,wives,made,herself,The girl near the wives made herself . <eos>,The girl near the wives made herself .,the girl near the wives made ***mask*** .,11.111675445199337
395,66,simple,local,c-command,1,b,distractor,number,wife,girls,made,herself,The wife near the girls made herself . <eos>,The wife near the girls made herself .,the wife near the girls made ***mask*** .,12.822520695267631
396,67,simple,local,c-command,1,a,none,none,girl,wife,found,herself,The girl near the wife found herself . <eos>,The girl near the wife found herself .,the girl near the wife found ***mask*** .,8.648261262260228
397,67,simple,local,c-command,1,b,none,none,wife,girl,found,herself,The wife near the girl found herself . <eos>,The wife near the girl found herself .,the wife near the girl found ***mask*** .,8.924936948497857
398,67,simple,local,no-c-command,0,a,head,number,girls,wife,found,herself,The girls near the wife found herself . <eos>,The girls near the wife found herself .,the girls near the wife found ***mask*** .,11.850515829595539
399,67,simple,local,no-c-command,0,b,head,number,wives,girl,found,herself,The wives near the girl found herself . <eos>,The wives near the girl found herself .,the wives near the girl found ***mask*** .,11.615780387133546
400,67,simple,local,c-command,1,a,distractor,number,girl,wives,found,herself,The girl near the wives found herself . <eos>,The girl near the wives found herself .,the girl near the wives found ***mask*** .,8.3499288575141
401,67,simple,local,c-command,1,b,distractor,number,wife,girls,found,herself,The wife near the girls found herself . <eos>,The wife near the girls found herself .,the wife near the girls found ***mask*** .,8.919632493651397
402,68,simple,local,c-command,1,a,none,none,girl,wife,distinguished,herself,The girl near the wife distinguished herself . <eos>,The girl near the wife distinguished herself .,the girl near the wife distinguished ***mask*** .,0.8110455492954126
403,68,simple,local,c-command,1,b,none,none,wife,girl,distinguished,herself,The wife near the girl distinguished herself . <eos>,The wife near the girl distinguished herself .,the wife near the girl distinguished ***mask*** .,0.4268463291267154
404,68,simple,local,no-c-command,0,a,head,number,girls,wife,distinguished,herself,The girls near the wife distinguished herself . <eos>,The girls near the wife distinguished herself .,the girls near the wife distinguished ***mask*** .,9.11423847106842
405,68,simple,local,no-c-command,0,b,head,number,wives,girl,distinguished,herself,The wives near the girl distinguished herself . <eos>,The wives near the girl distinguished herself .,the wives near the girl distinguished ***mask*** .,7.8670431621951495
406,68,simple,local,c-command,1,a,distractor,number,girl,wives,distinguished,herself,The girl near the wives distinguished herself . <eos>,The girl near the wives distinguished herself .,the girl near the wives distinguished ***mask*** .,2.5648507888344003
407,68,simple,local,c-command,1,b,distractor,number,wife,girls,distinguished,herself,The wife near the girls distinguished herself . <eos>,The wife near the girls distinguished herself .,the wife near the girls distinguished ***mask*** .,0.6482692138494504
408,69,simple,local,c-command,1,a,none,none,girl,wife,taught,herself,The girl near the wife taught herself . <eos>,The girl near the wife taught herself .,the girl near the wife taught ***mask*** .,7.126429912209413
409,69,simple,local,c-command,1,b,none,none,wife,girl,taught,herself,The wife near the girl taught herself . <eos>,The wife near the girl taught herself .,the wife near the girl taught ***mask*** .,6.997039091478198
410,69,simple,local,no-c-command,0,a,head,number,girls,wife,taught,herself,The girls near the wife taught herself . <eos>,The girls near the wife taught herself .,the girls near the wife taught ***mask*** .,7.681117559558837
411,69,simple,local,no-c-command,0,b,head,number,wives,girl,taught,herself,The wives near the girl taught herself . <eos>,The wives near the girl taught herself .,the wives near the girl taught ***mask*** .,9.571469478178685
412,69,simple,local,c-command,1,a,distractor,number,girl,wives,taught,herself,The girl near the wives taught herself . <eos>,The girl near the wives taught herself .,the girl near the wives taught ***mask*** .,7.231425740695999
413,69,simple,local,c-command,1,b,distractor,number,wife,girls,taught,herself,The wife near the girls taught herself . <eos>,The wife near the girls taught herself .,the wife near the girls taught ***mask*** .,5.928039999095085
414,70,simple,local,c-command,1,a,none,none,girl,wife,killed,herself,The girl near the wife killed herself . <eos>,The girl near the wife killed herself .,the girl near the wife killed ***mask*** .,1.7361968359280675
415,70,simple,local,c-command,1,b,none,none,wife,girl,killed,herself,The wife near the girl killed herself . <eos>,The wife near the girl killed herself .,the wife near the girl killed ***mask*** .,1.6699536807975426
416,70,simple,local,no-c-command,0,a,head,number,girls,wife,killed,herself,The girls near the wife killed herself . <eos>,The girls near the wife killed herself .,the girls near the wife killed ***mask*** .,4.2906582521485985
417,70,simple,local,no-c-command,0,b,head,number,wives,girl,killed,herself,The wives near the girl killed herself . <eos>,The wives near the girl killed herself .,the wives near the girl killed ***mask*** .,4.340316742550325
418,70,simple,local,c-command,1,a,distractor,number,girl,wives,killed,herself,The girl near the wives killed herself . <eos>,The girl near the wives killed herself .,the girl near the wives killed ***mask*** .,1.7895135466534582
419,70,simple,local,c-command,1,b,distractor,number,wife,girls,killed,herself,The wife near the girls killed herself . <eos>,The wife near the girls killed herself .,the wife near the girls killed ***mask*** .,1.3179544097792277
420,71,simple,local,c-command,1,a,none,none,girl,wife,called,herself,The girl near the wife called herself . <eos>,The girl near the wife called herself .,the girl near the wife called ***mask*** .,9.244169169352082
421,71,simple,local,c-command,1,b,none,none,wife,girl,called,herself,The wife near the girl called herself . <eos>,The wife near the girl called herself .,the wife near the girl called ***mask*** .,7.504011555046341
422,71,simple,local,no-c-command,0,a,head,number,girls,wife,called,herself,The girls near the wife called herself . <eos>,The girls near the wife called herself .,the girls near the wife called ***mask*** .,12.070894408952116
423,71,simple,local,no-c-command,0,b,head,number,wives,girl,called,herself,The wives near the girl called herself . <eos>,The wives near the girl called herself .,the wives near the girl called ***mask*** .,12.685459210878932
424,71,simple,local,c-command,1,a,distractor,number,girl,wives,called,herself,The girl near the wives called herself . <eos>,The girl near the wives called herself .,the girl near the wives called ***mask*** .,8.112350051872168
425,71,simple,local,c-command,1,b,distractor,number,wife,girls,called,herself,The wife near the girls called herself . <eos>,The wife near the girls called herself .,the wife near the girls called ***mask*** .,8.30099485391851
426,72,simple,local,c-command,1,a,none,none,girl,wife,dedicated,herself,The girl near the wife dedicated herself . <eos>,The girl near the wife dedicated herself .,the girl near the wife dedicated ***mask*** .,3.453935710171027
427,72,simple,local,c-command,1,b,none,none,wife,girl,dedicated,herself,The wife near the girl dedicated herself . <eos>,The wife near the girl dedicated herself .,the wife near the girl dedicated ***mask*** .,2.997656576875709
428,72,simple,local,no-c-command,0,a,head,number,girls,wife,dedicated,herself,The girls near the wife dedicated herself . <eos>,The girls near the wife dedicated herself .,the girls near the wife dedicated ***mask*** .,7.259836735930458
429,72,simple,local,no-c-command,0,b,head,number,wives,girl,dedicated,herself,The wives near the girl dedicated herself . <eos>,The wives near the girl dedicated herself .,the wives near the girl dedicated ***mask*** .,7.595567437808888
430,72,simple,local,c-command,1,a,distractor,number,girl,wives,dedicated,herself,The girl near the wives dedicated herself . <eos>,The girl near the wives dedicated herself .,the girl near the wives dedicated ***mask*** .,2.051403290789422
431,72,simple,local,c-command,1,b,distractor,number,wife,girls,dedicated,herself,The wife near the girls dedicated herself . <eos>,The wife near the girls dedicated herself .,the wife near the girls dedicated ***mask*** .,3.607314155532603
432,73,simple,local,c-command,1,a,none,none,girl,wife,declared,herself,The girl near the wife declared herself . <eos>,The girl near the wife declared herself .,the girl near the wife declared ***mask*** .,6.641466165994642
433,73,simple,local,c-command,1,b,none,none,wife,girl,declared,herself,The wife near the girl declared herself . <eos>,The wife near the girl declared herself .,the wife near the girl declared ***mask*** .,6.584946850384815
434,73,simple,local,no-c-command,0,a,head,number,girls,wife,declared,herself,The girls near the wife declared herself . <eos>,The girls near the wife declared herself .,the girls near the wife declared ***mask*** .,10.375970643001335
435,73,simple,local,no-c-command,0,b,head,number,wives,girl,declared,herself,The wives near the girl declared herself . <eos>,The wives near the girl declared herself .,the wives near the girl declared ***mask*** .,10.331308771637106
436,73,simple,local,c-command,1,a,distractor,number,girl,wives,declared,herself,The girl near the wives declared herself . <eos>,The girl near the wives declared herself .,the girl near the wives declared ***mask*** .,7.179961796270296
437,73,simple,local,c-command,1,b,distractor,number,wife,girls,declared,herself,The wife near the girls declared herself . <eos>,The wife near the girls declared herself .,the wife near the girls declared ***mask*** .,6.88550685889071
438,74,simple,local,c-command,1,a,none,none,girl,wife,proved,herself,The girl near the wife proved herself . <eos>,The girl near the wife proved herself .,the girl near the wife proved ***mask*** .,6.461690389518886
439,74,simple,local,c-command,1,b,none,none,wife,girl,proved,herself,The wife near the girl proved herself . <eos>,The wife near the girl proved herself .,the wife near the girl proved ***mask*** .,7.253991546292582
440,74,simple,local,no-c-command,0,a,head,number,girls,wife,proved,herself,The girls near the wife proved herself . <eos>,The girls near the wife proved herself .,the girls near the wife proved ***mask*** .,9.655980747146096
441,74,simple,local,no-c-command,0,b,head,number,wives,girl,proved,herself,The wives near the girl proved herself . <eos>,The wives near the girl proved herself .,the wives near the girl proved ***mask*** .,9.929001392543457
442,74,simple,local,c-command,1,a,distractor,number,girl,wives,proved,herself,The girl near the wives proved herself . <eos>,The girl near the wives proved herself .,the girl near the wives proved ***mask*** .,5.786450899848826
443,74,simple,local,c-command,1,b,distractor,number,wife,girls,proved,herself,The wife near the girls proved herself . <eos>,The wife near the girls proved herself .,the wife near the girls proved ***mask*** .,7.534519286449246
444,75,simple,local,c-command,1,a,none,none,girl,wife,shot,herself,The girl near the wife shot herself . <eos>,The girl near the wife shot herself .,the girl near the wife shot ***mask*** .,4.289388393521243
445,75,simple,local,c-command,1,b,none,none,wife,girl,shot,herself,The wife near the girl shot herself . <eos>,The wife near the girl shot herself .,the wife near the girl shot ***mask*** .,3.9317363705168527
446,75,simple,local,no-c-command,0,a,head,number,girls,wife,shot,herself,The girls near the wife shot herself . <eos>,The girls near the wife shot herself .,the girls near the wife shot ***mask*** .,7.1507595643594
447,75,simple,local,no-c-command,0,b,head,number,wives,girl,shot,herself,The wives near the girl shot herself . <eos>,The wives near the girl shot herself .,the wives near the girl shot ***mask*** .,7.378764597514638
448,75,simple,local,c-command,1,a,distractor,number,girl,wives,shot,herself,The girl near the wives shot herself . <eos>,The girl near the wives shot herself .,the girl near the wives shot ***mask*** .,4.443600480751298
449,75,simple,local,c-command,1,b,distractor,number,wife,girls,shot,herself,The wife near the girls shot herself . <eos>,The wife near the girls shot herself .,the wife near the girls shot ***mask*** .,3.8996358602316454
