,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
1469,53,loved,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,embarrassed,himself,The teachers that the mechanic loved embarrassed himself . <eos>,The teachers that the mechanic loved embarrassed himself .,the teachers that the mechanic loved embarrassed ***mask*** .,9.396405006598002
1470,53,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,embarrassed,himself,The bankers that the teacher loved embarrassed himself . <eos>,The bankers that the teacher loved embarrassed himself .,the bankers that the teacher loved embarrassed ***mask*** .,11.488151333162754
1471,53,loved,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,embarrassed,himself,The teachers that the banker loved embarrassed himself . <eos>,The teachers that the banker loved embarrassed himself .,the teachers that the banker loved embarrassed ***mask*** .,9.894590503448041
1472,53,loved,embed,local,1,a,rc_subj,number,mechanic,teachers,embarrassed,himself,The mechanic that the teachers loved embarrassed himself . <eos>,The mechanic that the teachers loved embarrassed himself .,the mechanic that the teachers loved embarrassed ***mask*** .,12.062270410955186
1473,53,loved,embed,local,1,b,rc_subj,number,teacher,mechanics,embarrassed,himself,The teacher that the mechanics loved embarrassed himself . <eos>,The teacher that the mechanics loved embarrassed himself .,the teacher that the mechanics loved embarrassed ***mask*** .,9.627634270913147
1474,53,loved,embed,local,1,c,rc_subj,number,banker,teachers,embarrassed,himself,The banker that the teachers loved embarrassed himself . <eos>,The banker that the teachers loved embarrassed himself .,the banker that the teachers loved embarrassed ***mask*** .,12.091088396373264
1475,53,loved,embed,local,1,d,rc_subj,number,teacher,bankers,embarrassed,himself,The teacher that the bankers loved embarrassed himself . <eos>,The teacher that the bankers loved embarrassed himself .,the teacher that the bankers loved embarrassed ***mask*** .,10.210570134454052
1476,54,loved,embed,local,1,a,none,none,mechanic,teacher,disguised,himself,The mechanic that the teacher loved disguised himself . <eos>,The mechanic that the teacher loved disguised himself .,the mechanic that the teacher loved disguised ***mask*** .,1.0903690001178004
1477,54,loved,embed,local,1,b,none,none,teacher,mechanic,disguised,himself,The teacher that the mechanic loved disguised himself . <eos>,The teacher that the mechanic loved disguised himself .,the teacher that the mechanic loved disguised ***mask*** .,0.7488340157217259
1478,54,loved,embed,local,1,c,none,none,banker,teacher,disguised,himself,The banker that the teacher loved disguised himself . <eos>,The banker that the teacher loved disguised himself .,the banker that the teacher loved disguised ***mask*** .,1.7392102224996688
1479,54,loved,embed,local,1,d,none,none,teacher,banker,disguised,himself,The teacher that the banker loved disguised himself . <eos>,The teacher that the banker loved disguised himself .,the teacher that the banker loved disguised ***mask*** .,1.082350304988824
1480,54,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,disguised,himself,The mechanics that the teacher loved disguised himself . <eos>,The mechanics that the teacher loved disguised himself .,the mechanics that the teacher loved disguised ***mask*** .,5.232374610338056
1481,54,loved,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,disguised,himself,The teachers that the mechanic loved disguised himself . <eos>,The teachers that the mechanic loved disguised himself .,the teachers that the mechanic loved disguised ***mask*** .,5.719592963171582
1482,54,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,disguised,himself,The bankers that the teacher loved disguised himself . <eos>,The bankers that the teacher loved disguised himself .,the bankers that the teacher loved disguised ***mask*** .,4.287969510143068
1483,54,loved,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,disguised,himself,The teachers that the banker loved disguised himself . <eos>,The teachers that the banker loved disguised himself .,the teachers that the banker loved disguised ***mask*** .,5.378672693997359
1484,54,loved,embed,local,1,a,rc_subj,number,mechanic,teachers,disguised,himself,The mechanic that the teachers loved disguised himself . <eos>,The mechanic that the teachers loved disguised himself .,the mechanic that the teachers loved disguised ***mask*** .,5.552748747162676
1485,54,loved,embed,local,1,b,rc_subj,number,teacher,mechanics,disguised,himself,The teacher that the mechanics loved disguised himself . <eos>,The teacher that the mechanics loved disguised himself .,the teacher that the mechanics loved disguised ***mask*** .,0.8289399011001638
1486,54,loved,embed,local,1,c,rc_subj,number,banker,teachers,disguised,himself,The banker that the teachers loved disguised himself . <eos>,The banker that the teachers loved disguised himself .,the banker that the teachers loved disguised ***mask*** .,6.5511247419057534
1487,54,loved,embed,local,1,d,rc_subj,number,teacher,bankers,disguised,himself,The teacher that the bankers loved disguised himself . <eos>,The teacher that the bankers loved disguised himself .,the teacher that the bankers loved disguised ***mask*** .,2.570775127072803
1488,55,loved,embed,local,1,a,none,none,mechanic,teacher,hated,himself,The mechanic that the teacher loved hated himself . <eos>,The mechanic that the teacher loved hated himself .,the mechanic that the teacher loved hated ***mask*** .,9.915869130788781
1489,55,loved,embed,local,1,b,none,none,teacher,mechanic,hated,himself,The teacher that the mechanic loved hated himself . <eos>,The teacher that the mechanic loved hated himself .,the teacher that the mechanic loved hated ***mask*** .,9.713956419612716
1490,55,loved,embed,local,1,c,none,none,banker,teacher,hated,himself,The banker that the teacher loved hated himself . <eos>,The banker that the teacher loved hated himself .,the banker that the teacher loved hated ***mask*** .,10.594094945253271
1491,55,loved,embed,local,1,d,none,none,teacher,banker,hated,himself,The teacher that the banker loved hated himself . <eos>,The teacher that the banker loved hated himself .,the teacher that the banker loved hated ***mask*** .,10.24056648438384
1492,55,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,hated,himself,The mechanics that the teacher loved hated himself . <eos>,The mechanics that the teacher loved hated himself .,the mechanics that the teacher loved hated ***mask*** .,11.02512717622178
1493,55,loved,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,hated,himself,The teachers that the mechanic loved hated himself . <eos>,The teachers that the mechanic loved hated himself .,the teachers that the mechanic loved hated ***mask*** .,11.939254270210471
1494,55,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,hated,himself,The bankers that the teacher loved hated himself . <eos>,The bankers that the teacher loved hated himself .,the bankers that the teacher loved hated ***mask*** .,11.272486650110581
1495,55,loved,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,hated,himself,The teachers that the banker loved hated himself . <eos>,The teachers that the banker loved hated himself .,the teachers that the banker loved hated ***mask*** .,12.210375218374525
1496,55,loved,embed,local,1,a,rc_subj,number,mechanic,teachers,hated,himself,The mechanic that the teachers loved hated himself . <eos>,The mechanic that the teachers loved hated himself .,the mechanic that the teachers loved hated ***mask*** .,11.329791118623872
1497,55,loved,embed,local,1,b,rc_subj,number,teacher,mechanics,hated,himself,The teacher that the mechanics loved hated himself . <eos>,The teacher that the mechanics loved hated himself .,the teacher that the mechanics loved hated ***mask*** .,10.379218498908775
1498,55,loved,embed,local,1,c,rc_subj,number,banker,teachers,hated,himself,The banker that the teachers loved hated himself . <eos>,The banker that the teachers loved hated himself .,the banker that the teachers loved hated ***mask*** .,11.592597630530172
1499,55,loved,embed,local,1,d,rc_subj,number,teacher,bankers,hated,himself,The teacher that the bankers loved hated himself . <eos>,The teacher that the bankers loved hated himself .,the teacher that the bankers loved hated ***mask*** .,10.732353748650068
1500,56,loved,embed,local,1,a,none,none,mechanic,teacher,doubted,himself,The mechanic that the teacher loved doubted himself . <eos>,The mechanic that the teacher loved doubted himself .,the mechanic that the teacher loved doubted ***mask*** .,7.366711833084814
1501,56,loved,embed,local,1,b,none,none,teacher,mechanic,doubted,himself,The teacher that the mechanic loved doubted himself . <eos>,The teacher that the mechanic loved doubted himself .,the teacher that the mechanic loved doubted ***mask*** .,8.35752297208896
1502,56,loved,embed,local,1,c,none,none,banker,teacher,doubted,himself,The banker that the teacher loved doubted himself . <eos>,The banker that the teacher loved doubted himself .,the banker that the teacher loved doubted ***mask*** .,7.2945349797967225
1503,56,loved,embed,local,1,d,none,none,teacher,banker,doubted,himself,The teacher that the banker loved doubted himself . <eos>,The teacher that the banker loved doubted himself .,the teacher that the banker loved doubted ***mask*** .,7.77775342732349
1504,56,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,doubted,himself,The mechanics that the teacher loved doubted himself . <eos>,The mechanics that the teacher loved doubted himself .,the mechanics that the teacher loved doubted ***mask*** .,8.165461535898691
1505,56,loved,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,doubted,himself,The teachers that the mechanic loved doubted himself . <eos>,The teachers that the mechanic loved doubted himself .,the teachers that the mechanic loved doubted ***mask*** .,9.092213813336059
1506,56,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,doubted,himself,The bankers that the teacher loved doubted himself . <eos>,The bankers that the teacher loved doubted himself .,the bankers that the teacher loved doubted ***mask*** .,7.548886758460447
1507,56,loved,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,doubted,himself,The teachers that the banker loved doubted himself . <eos>,The teachers that the banker loved doubted himself .,the teachers that the banker loved doubted ***mask*** .,8.647013136701919
1508,56,loved,embed,local,1,a,rc_subj,number,mechanic,teachers,doubted,himself,The mechanic that the teachers loved doubted himself . <eos>,The mechanic that the teachers loved doubted himself .,the mechanic that the teachers loved doubted ***mask*** .,7.239810510835994
1509,56,loved,embed,local,1,b,rc_subj,number,teacher,mechanics,doubted,himself,The teacher that the mechanics loved doubted himself . <eos>,The teacher that the mechanics loved doubted himself .,the teacher that the mechanics loved doubted ***mask*** .,9.082779088209596
1510,56,loved,embed,local,1,c,rc_subj,number,banker,teachers,doubted,himself,The banker that the teachers loved doubted himself . <eos>,The banker that the teachers loved doubted himself .,the banker that the teachers loved doubted ***mask*** .,7.675242883145568
1511,56,loved,embed,local,1,d,rc_subj,number,teacher,bankers,doubted,himself,The teacher that the bankers loved doubted himself . <eos>,The teacher that the bankers loved doubted himself .,the teacher that the bankers loved doubted ***mask*** .,7.991471015684816
1512,57,loved,embed,local,1,a,none,none,mechanic,senator,hurt,himself,The mechanic that the senator loved hurt himself . <eos>,The mechanic that the senator loved hurt himself .,the mechanic that the senator loved hurt ***mask*** .,8.816370524213113
1513,57,loved,embed,local,1,b,none,none,senator,mechanic,hurt,himself,The senator that the mechanic loved hurt himself . <eos>,The senator that the mechanic loved hurt himself .,the senator that the mechanic loved hurt ***mask*** .,6.07323873655889
1514,57,loved,embed,local,1,c,none,none,banker,senator,hurt,himself,The banker that the senator loved hurt himself . <eos>,The banker that the senator loved hurt himself .,the banker that the senator loved hurt ***mask*** .,8.105002530350442
1515,57,loved,embed,local,1,d,none,none,senator,banker,hurt,himself,The senator that the banker loved hurt himself . <eos>,The senator that the banker loved hurt himself .,the senator that the banker loved hurt ***mask*** .,6.144454245858687
1516,57,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,hurt,himself,The mechanics that the senator loved hurt himself . <eos>,The mechanics that the senator loved hurt himself .,the mechanics that the senator loved hurt ***mask*** .,9.964477135712507
1517,57,loved,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,hurt,himself,The senators that the mechanic loved hurt himself . <eos>,The senators that the mechanic loved hurt himself .,the senators that the mechanic loved hurt ***mask*** .,8.558555358118053
1518,57,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,hurt,himself,The bankers that the senator loved hurt himself . <eos>,The bankers that the senator loved hurt himself .,the bankers that the senator loved hurt ***mask*** .,10.01696178936068
1519,57,loved,embed,nonlocal,0,d,matrix_subj,number,senators,banker,hurt,himself,The senators that the banker loved hurt himself . <eos>,The senators that the banker loved hurt himself .,the senators that the banker loved hurt ***mask*** .,7.847494495136962
1520,57,loved,embed,local,1,a,rc_subj,number,mechanic,senators,hurt,himself,The mechanic that the senators loved hurt himself . <eos>,The mechanic that the senators loved hurt himself .,the mechanic that the senators loved hurt ***mask*** .,9.23652379594811
1521,57,loved,embed,local,1,b,rc_subj,number,senator,mechanics,hurt,himself,The senator that the mechanics loved hurt himself . <eos>,The senator that the mechanics loved hurt himself .,the senator that the mechanics loved hurt ***mask*** .,6.676665222691415
1522,57,loved,embed,local,1,c,rc_subj,number,banker,senators,hurt,himself,The banker that the senators loved hurt himself . <eos>,The banker that the senators loved hurt himself .,the banker that the senators loved hurt ***mask*** .,8.271873648222606
1523,57,loved,embed,local,1,d,rc_subj,number,senator,bankers,hurt,himself,The senator that the bankers loved hurt himself . <eos>,The senator that the bankers loved hurt himself .,the senator that the bankers loved hurt ***mask*** .,6.736259577519073
1524,58,loved,embed,local,1,a,none,none,mechanic,senator,injured,himself,The mechanic that the senator loved injured himself . <eos>,The mechanic that the senator loved injured himself .,the mechanic that the senator loved injured ***mask*** .,2.8858257292383747
1525,58,loved,embed,local,1,b,none,none,senator,mechanic,injured,himself,The senator that the mechanic loved injured himself . <eos>,The senator that the mechanic loved injured himself .,the senator that the mechanic loved injured ***mask*** .,2.0694211884014724
1526,58,loved,embed,local,1,c,none,none,banker,senator,injured,himself,The banker that the senator loved injured himself . <eos>,The banker that the senator loved injured himself .,the banker that the senator loved injured ***mask*** .,4.364955373464349
1527,58,loved,embed,local,1,d,none,none,senator,banker,injured,himself,The senator that the banker loved injured himself . <eos>,The senator that the banker loved injured himself .,the senator that the banker loved injured ***mask*** .,1.6128261874921135
1528,58,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,injured,himself,The mechanics that the senator loved injured himself . <eos>,The mechanics that the senator loved injured himself .,the mechanics that the senator loved injured ***mask*** .,6.009321844037651
1529,58,loved,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,injured,himself,The senators that the mechanic loved injured himself . <eos>,The senators that the mechanic loved injured himself .,the senators that the mechanic loved injured ***mask*** .,4.067102959702436
1530,58,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,injured,himself,The bankers that the senator loved injured himself . <eos>,The bankers that the senator loved injured himself .,the bankers that the senator loved injured ***mask*** .,7.081775212608263
1531,58,loved,embed,nonlocal,0,d,matrix_subj,number,senators,banker,injured,himself,The senators that the banker loved injured himself . <eos>,The senators that the banker loved injured himself .,the senators that the banker loved injured ***mask*** .,4.822169292564954
1532,58,loved,embed,local,1,a,rc_subj,number,mechanic,senators,injured,himself,The mechanic that the senators loved injured himself . <eos>,The mechanic that the senators loved injured himself .,the mechanic that the senators loved injured ***mask*** .,3.2913415868862907
1533,58,loved,embed,local,1,b,rc_subj,number,senator,mechanics,injured,himself,The senator that the mechanics loved injured himself . <eos>,The senator that the mechanics loved injured himself .,the senator that the mechanics loved injured ***mask*** .,4.428074612187001
1534,58,loved,embed,local,1,c,rc_subj,number,banker,senators,injured,himself,The banker that the senators loved injured himself . <eos>,The banker that the senators loved injured himself .,the banker that the senators loved injured ***mask*** .,7.263325980285734
1535,58,loved,embed,local,1,d,rc_subj,number,senator,bankers,injured,himself,The senator that the bankers loved injured himself . <eos>,The senator that the bankers loved injured himself .,the senator that the bankers loved injured ***mask*** .,2.542006247220895
1536,59,loved,embed,local,1,a,none,none,mechanic,senator,congratulated,himself,The mechanic that the senator loved congratulated himself . <eos>,The mechanic that the senator loved congratulated himself .,the mechanic that the senator loved congratulated ***mask*** .,8.145389719294947
1537,59,loved,embed,local,1,b,none,none,senator,mechanic,congratulated,himself,The senator that the mechanic loved congratulated himself . <eos>,The senator that the mechanic loved congratulated himself .,the senator that the mechanic loved congratulated ***mask*** .,7.0923751565556525
1538,59,loved,embed,local,1,c,none,none,banker,senator,congratulated,himself,The banker that the senator loved congratulated himself . <eos>,The banker that the senator loved congratulated himself .,the banker that the senator loved congratulated ***mask*** .,8.30066933466089
1539,59,loved,embed,local,1,d,none,none,senator,banker,congratulated,himself,The senator that the banker loved congratulated himself . <eos>,The senator that the banker loved congratulated himself .,the senator that the banker loved congratulated ***mask*** .,7.100495465526389
1540,59,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,congratulated,himself,The mechanics that the senator loved congratulated himself . <eos>,The mechanics that the senator loved congratulated himself .,the mechanics that the senator loved congratulated ***mask*** .,8.906169663261727
1541,59,loved,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,congratulated,himself,The senators that the mechanic loved congratulated himself . <eos>,The senators that the mechanic loved congratulated himself .,the senators that the mechanic loved congratulated ***mask*** .,9.409523851258987
1542,59,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,congratulated,himself,The bankers that the senator loved congratulated himself . <eos>,The bankers that the senator loved congratulated himself .,the bankers that the senator loved congratulated ***mask*** .,9.820479011974927
1543,59,loved,embed,nonlocal,0,d,matrix_subj,number,senators,banker,congratulated,himself,The senators that the banker loved congratulated himself . <eos>,The senators that the banker loved congratulated himself .,the senators that the banker loved congratulated ***mask*** .,9.655836451770336
1544,59,loved,embed,local,1,a,rc_subj,number,mechanic,senators,congratulated,himself,The mechanic that the senators loved congratulated himself . <eos>,The mechanic that the senators loved congratulated himself .,the mechanic that the senators loved congratulated ***mask*** .,8.775729473523084
1545,59,loved,embed,local,1,b,rc_subj,number,senator,mechanics,congratulated,himself,The senator that the mechanics loved congratulated himself . <eos>,The senator that the mechanics loved congratulated himself .,the senator that the mechanics loved congratulated ***mask*** .,7.276498719652116
1546,59,loved,embed,local,1,c,rc_subj,number,banker,senators,congratulated,himself,The banker that the senators loved congratulated himself . <eos>,The banker that the senators loved congratulated himself .,the banker that the senators loved congratulated ***mask*** .,8.717739998593052
1547,59,loved,embed,local,1,d,rc_subj,number,senator,bankers,congratulated,himself,The senator that the bankers loved congratulated himself . <eos>,The senator that the bankers loved congratulated himself .,the senator that the bankers loved congratulated ***mask*** .,7.611607017935209
1548,60,loved,embed,local,1,a,none,none,mechanic,senator,embarrassed,himself,The mechanic that the senator loved embarrassed himself . <eos>,The mechanic that the senator loved embarrassed himself .,the mechanic that the senator loved embarrassed ***mask*** .,10.972337946849027
1549,60,loved,embed,local,1,b,none,none,senator,mechanic,embarrassed,himself,The senator that the mechanic loved embarrassed himself . <eos>,The senator that the mechanic loved embarrassed himself .,the senator that the mechanic loved embarrassed ***mask*** .,8.878529877413678
1550,60,loved,embed,local,1,c,none,none,banker,senator,embarrassed,himself,The banker that the senator loved embarrassed himself . <eos>,The banker that the senator loved embarrassed himself .,the banker that the senator loved embarrassed ***mask*** .,10.644287452353545
1551,60,loved,embed,local,1,d,none,none,senator,banker,embarrassed,himself,The senator that the banker loved embarrassed himself . <eos>,The senator that the banker loved embarrassed himself .,the senator that the banker loved embarrassed ***mask*** .,8.846551566266992
1552,60,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,embarrassed,himself,The mechanics that the senator loved embarrassed himself . <eos>,The mechanics that the senator loved embarrassed himself .,the mechanics that the senator loved embarrassed ***mask*** .,10.688969606327042
1553,60,loved,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,embarrassed,himself,The senators that the mechanic loved embarrassed himself . <eos>,The senators that the mechanic loved embarrassed himself .,the senators that the mechanic loved embarrassed ***mask*** .,9.817561392378808
1554,60,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,embarrassed,himself,The bankers that the senator loved embarrassed himself . <eos>,The bankers that the senator loved embarrassed himself .,the bankers that the senator loved embarrassed ***mask*** .,10.571271934174106
1555,60,loved,embed,nonlocal,0,d,matrix_subj,number,senators,banker,embarrassed,himself,The senators that the banker loved embarrassed himself . <eos>,The senators that the banker loved embarrassed himself .,the senators that the banker loved embarrassed ***mask*** .,9.951264863535808
1556,60,loved,embed,local,1,a,rc_subj,number,mechanic,senators,embarrassed,himself,The mechanic that the senators loved embarrassed himself . <eos>,The mechanic that the senators loved embarrassed himself .,the mechanic that the senators loved embarrassed ***mask*** .,11.812729791683974
1557,60,loved,embed,local,1,b,rc_subj,number,senator,mechanics,embarrassed,himself,The senator that the mechanics loved embarrassed himself . <eos>,The senator that the mechanics loved embarrassed himself .,the senator that the mechanics loved embarrassed ***mask*** .,9.245222265161862
1558,60,loved,embed,local,1,c,rc_subj,number,banker,senators,embarrassed,himself,The banker that the senators loved embarrassed himself . <eos>,The banker that the senators loved embarrassed himself .,the banker that the senators loved embarrassed ***mask*** .,11.28860924245055
1559,60,loved,embed,local,1,d,rc_subj,number,senator,bankers,embarrassed,himself,The senator that the bankers loved embarrassed himself . <eos>,The senator that the bankers loved embarrassed himself .,the senator that the bankers loved embarrassed ***mask*** .,9.701845113745707
1560,61,loved,embed,local,1,a,none,none,mechanic,senator,disguised,himself,The mechanic that the senator loved disguised himself . <eos>,The mechanic that the senator loved disguised himself .,the mechanic that the senator loved disguised ***mask*** .,1.6530301025374394
1561,61,loved,embed,local,1,b,none,none,senator,mechanic,disguised,himself,The senator that the mechanic loved disguised himself . <eos>,The senator that the mechanic loved disguised himself .,the senator that the mechanic loved disguised ***mask*** .,0.7872339457032727
1562,61,loved,embed,local,1,c,none,none,banker,senator,disguised,himself,The banker that the senator loved disguised himself . <eos>,The banker that the senator loved disguised himself .,the banker that the senator loved disguised ***mask*** .,1.3216247708779671
1563,61,loved,embed,local,1,d,none,none,senator,banker,disguised,himself,The senator that the banker loved disguised himself . <eos>,The senator that the banker loved disguised himself .,the senator that the banker loved disguised ***mask*** .,0.5977121090610964
1564,61,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,disguised,himself,The mechanics that the senator loved disguised himself . <eos>,The mechanics that the senator loved disguised himself .,the mechanics that the senator loved disguised ***mask*** .,4.444151526601388
1565,61,loved,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,disguised,himself,The senators that the mechanic loved disguised himself . <eos>,The senators that the mechanic loved disguised himself .,the senators that the mechanic loved disguised ***mask*** .,4.358803984832756
1566,61,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,disguised,himself,The bankers that the senator loved disguised himself . <eos>,The bankers that the senator loved disguised himself .,the bankers that the senator loved disguised ***mask*** .,4.50023645409855
1567,61,loved,embed,nonlocal,0,d,matrix_subj,number,senators,banker,disguised,himself,The senators that the banker loved disguised himself . <eos>,The senators that the banker loved disguised himself .,the senators that the banker loved disguised ***mask*** .,6.091152789572071
1568,61,loved,embed,local,1,a,rc_subj,number,mechanic,senators,disguised,himself,The mechanic that the senators loved disguised himself . <eos>,The mechanic that the senators loved disguised himself .,the mechanic that the senators loved disguised ***mask*** .,3.8964554136987037
1569,61,loved,embed,local,1,b,rc_subj,number,senator,mechanics,disguised,himself,The senator that the mechanics loved disguised himself . <eos>,The senator that the mechanics loved disguised himself .,the senator that the mechanics loved disguised ***mask*** .,1.287195741793926
1570,61,loved,embed,local,1,c,rc_subj,number,banker,senators,disguised,himself,The banker that the senators loved disguised himself . <eos>,The banker that the senators loved disguised himself .,the banker that the senators loved disguised ***mask*** .,2.8189536255242555
1571,61,loved,embed,local,1,d,rc_subj,number,senator,bankers,disguised,himself,The senator that the bankers loved disguised himself . <eos>,The senator that the bankers loved disguised himself .,the senator that the bankers loved disguised ***mask*** .,1.6213082560081649
1572,62,loved,embed,local,1,a,none,none,mechanic,senator,hated,himself,The mechanic that the senator loved hated himself . <eos>,The mechanic that the senator loved hated himself .,the mechanic that the senator loved hated ***mask*** .,9.819827375981072
1573,62,loved,embed,local,1,b,none,none,senator,mechanic,hated,himself,The senator that the mechanic loved hated himself . <eos>,The senator that the mechanic loved hated himself .,the senator that the mechanic loved hated ***mask*** .,8.85613073513537
1574,62,loved,embed,local,1,c,none,none,banker,senator,hated,himself,The banker that the senator loved hated himself . <eos>,The banker that the senator loved hated himself .,the banker that the senator loved hated ***mask*** .,9.753222875402091
1575,62,loved,embed,local,1,d,none,none,senator,banker,hated,himself,The senator that the banker loved hated himself . <eos>,The senator that the banker loved hated himself .,the senator that the banker loved hated ***mask*** .,9.078793834845236
1576,62,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,hated,himself,The mechanics that the senator loved hated himself . <eos>,The mechanics that the senator loved hated himself .,the mechanics that the senator loved hated ***mask*** .,10.217253384787035
1577,62,loved,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,hated,himself,The senators that the mechanic loved hated himself . <eos>,The senators that the mechanic loved hated himself .,the senators that the mechanic loved hated ***mask*** .,10.824072543306068
1578,62,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,hated,himself,The bankers that the senator loved hated himself . <eos>,The bankers that the senator loved hated himself .,the bankers that the senator loved hated ***mask*** .,11.36871612728858
1579,62,loved,embed,nonlocal,0,d,matrix_subj,number,senators,banker,hated,himself,The senators that the banker loved hated himself . <eos>,The senators that the banker loved hated himself .,the senators that the banker loved hated ***mask*** .,12.027137625534253
1580,62,loved,embed,local,1,a,rc_subj,number,mechanic,senators,hated,himself,The mechanic that the senators loved hated himself . <eos>,The mechanic that the senators loved hated himself .,the mechanic that the senators loved hated ***mask*** .,11.592817699733255
1581,62,loved,embed,local,1,b,rc_subj,number,senator,mechanics,hated,himself,The senator that the mechanics loved hated himself . <eos>,The senator that the mechanics loved hated himself .,the senator that the mechanics loved hated ***mask*** .,8.84169495456334
1582,62,loved,embed,local,1,c,rc_subj,number,banker,senators,hated,himself,The banker that the senators loved hated himself . <eos>,The banker that the senators loved hated himself .,the banker that the senators loved hated ***mask*** .,11.205342597264659
1583,62,loved,embed,local,1,d,rc_subj,number,senator,bankers,hated,himself,The senator that the bankers loved hated himself . <eos>,The senator that the bankers loved hated himself .,the senator that the bankers loved hated ***mask*** .,9.324616731161154
1584,63,loved,embed,local,1,a,none,none,mechanic,senator,doubted,himself,The mechanic that the senator loved doubted himself . <eos>,The mechanic that the senator loved doubted himself .,the mechanic that the senator loved doubted ***mask*** .,7.0881286805998
1585,63,loved,embed,local,1,b,none,none,senator,mechanic,doubted,himself,The senator that the mechanic loved doubted himself . <eos>,The senator that the mechanic loved doubted himself .,the senator that the mechanic loved doubted ***mask*** .,8.361870488481816
1586,63,loved,embed,local,1,c,none,none,banker,senator,doubted,himself,The banker that the senator loved doubted himself . <eos>,The banker that the senator loved doubted himself .,the banker that the senator loved doubted ***mask*** .,7.529797421643642
1587,63,loved,embed,local,1,d,none,none,senator,banker,doubted,himself,The senator that the banker loved doubted himself . <eos>,The senator that the banker loved doubted himself .,the senator that the banker loved doubted ***mask*** .,8.008416309072263
1588,63,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,doubted,himself,The mechanics that the senator loved doubted himself . <eos>,The mechanics that the senator loved doubted himself .,the mechanics that the senator loved doubted ***mask*** .,8.059318365968215
1589,63,loved,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,doubted,himself,The senators that the mechanic loved doubted himself . <eos>,The senators that the mechanic loved doubted himself .,the senators that the mechanic loved doubted ***mask*** .,8.572056008453425
1590,63,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,doubted,himself,The bankers that the senator loved doubted himself . <eos>,The bankers that the senator loved doubted himself .,the bankers that the senator loved doubted ***mask*** .,8.562903252272223
1591,63,loved,embed,nonlocal,0,d,matrix_subj,number,senators,banker,doubted,himself,The senators that the banker loved doubted himself . <eos>,The senators that the banker loved doubted himself .,the senators that the banker loved doubted ***mask*** .,8.89596087685306
1592,63,loved,embed,local,1,a,rc_subj,number,mechanic,senators,doubted,himself,The mechanic that the senators loved doubted himself . <eos>,The mechanic that the senators loved doubted himself .,the mechanic that the senators loved doubted ***mask*** .,7.016475407989307
1593,63,loved,embed,local,1,b,rc_subj,number,senator,mechanics,doubted,himself,The senator that the mechanics loved doubted himself . <eos>,The senator that the mechanics loved doubted himself .,the senator that the mechanics loved doubted ***mask*** .,8.302395328829522
1594,63,loved,embed,local,1,c,rc_subj,number,banker,senators,doubted,himself,The banker that the senators loved doubted himself . <eos>,The banker that the senators loved doubted himself .,the banker that the senators loved doubted ***mask*** .,7.427589580851067
1595,63,loved,embed,local,1,d,rc_subj,number,senator,bankers,doubted,himself,The senator that the bankers loved doubted himself . <eos>,The senator that the bankers loved doubted himself .,the senator that the bankers loved doubted ***mask*** .,8.184818433896663
