,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
285,48,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,devoted,himself,The actors that the boy liked devoted himself . <eos>,The actors that the boy liked devoted himself .,the actors that the boy liked devoted ***mask*** .,0.07963858309146342
286,48,simple,local,c-command,1,a,rc_subj,number,boy,actors,devoted,himself,The boy that the actors liked devoted himself . <eos>,The boy that the actors liked devoted himself .,the boy that the actors liked devoted ***mask*** .,0.2676624179872951
287,48,simple,local,c-command,1,b,rc_subj,number,actor,boys,devoted,himself,The actor that the boys liked devoted himself . <eos>,The actor that the boys liked devoted himself .,the actor that the boys liked devoted ***mask*** .,0.014655858878243945
288,49,simple,local,c-command,1,a,none,none,boy,actor,considered,himself,The boy that the actor liked considered himself . <eos>,The boy that the actor liked considered himself .,the boy that the actor liked considered ***mask*** .,0.005345428751422371
289,49,simple,local,c-command,1,b,none,none,actor,boy,considered,himself,The actor that the boy liked considered himself . <eos>,The actor that the boy liked considered himself .,the actor that the boy liked considered ***mask*** .,0.001675645863628851
290,49,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,considered,himself,The boys that the actor liked considered himself . <eos>,The boys that the actor liked considered himself .,the boys that the actor liked considered ***mask*** .,0.03903762543951705
291,49,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,considered,himself,The actors that the boy liked considered himself . <eos>,The actors that the boy liked considered himself .,the actors that the boy liked considered ***mask*** .,0.008816757566618915
292,49,simple,local,c-command,1,a,rc_subj,number,boy,actors,considered,himself,The boy that the actors liked considered himself . <eos>,The boy that the actors liked considered himself .,the boy that the actors liked considered ***mask*** .,0.0033139003825841764
293,49,simple,local,c-command,1,b,rc_subj,number,actor,boys,considered,himself,The actor that the boys liked considered himself . <eos>,The actor that the boys liked considered himself .,the actor that the boys liked considered ***mask*** .,0.0014939092991108583
294,50,simple,local,c-command,1,a,none,none,boy,actor,identified,himself,The boy that the actor liked identified himself . <eos>,The boy that the actor liked identified himself .,the boy that the actor liked identified ***mask*** .,0.00013965250075911387
295,50,simple,local,c-command,1,b,none,none,actor,boy,identified,himself,The actor that the boy liked identified himself . <eos>,The actor that the boy liked identified himself .,the actor that the boy liked identified ***mask*** .,0.00016146823021504208
296,50,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,identified,himself,The boys that the actor liked identified himself . <eos>,The boys that the actor liked identified himself .,the boys that the actor liked identified ***mask*** .,0.0005592525869093441
297,50,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,identified,himself,The actors that the boy liked identified himself . <eos>,The actors that the boy liked identified himself .,the actors that the boy liked identified ***mask*** .,0.0003827504704539713
298,50,simple,local,c-command,1,a,rc_subj,number,boy,actors,identified,himself,The boy that the actors liked identified himself . <eos>,The boy that the actors liked identified himself .,the boy that the actors liked identified ***mask*** .,0.0006009948155814903
299,50,simple,local,c-command,1,b,rc_subj,number,actor,boys,identified,himself,The actor that the boys liked identified himself . <eos>,The actor that the boys liked identified himself .,the actor that the boys liked identified ***mask*** .,0.00030635130893139366
300,51,simple,local,c-command,1,a,none,none,boy,actor,made,himself,The boy that the actor liked made himself . <eos>,The boy that the actor liked made himself .,the boy that the actor liked made ***mask*** .,0.4389077657917759
301,51,simple,local,c-command,1,b,none,none,actor,boy,made,himself,The actor that the boy liked made himself . <eos>,The actor that the boy liked made himself .,the actor that the boy liked made ***mask*** .,0.4084738172119689
302,51,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,made,himself,The boys that the actor liked made himself . <eos>,The boys that the actor liked made himself .,the boys that the actor liked made ***mask*** .,0.7642875582888831
303,51,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,made,himself,The actors that the boy liked made himself . <eos>,The actors that the boy liked made himself .,the actors that the boy liked made ***mask*** .,0.5390076037433376
304,51,simple,local,c-command,1,a,rc_subj,number,boy,actors,made,himself,The boy that the actors liked made himself . <eos>,The boy that the actors liked made himself .,the boy that the actors liked made ***mask*** .,0.4099486301011546
305,51,simple,local,c-command,1,b,rc_subj,number,actor,boys,made,himself,The actor that the boys liked made himself . <eos>,The actor that the boys liked made himself .,the actor that the boys liked made ***mask*** .,1.0018354201328832
306,52,simple,local,c-command,1,a,none,none,boy,actor,found,himself,The boy that the actor liked found himself . <eos>,The boy that the actor liked found himself .,the boy that the actor liked found ***mask*** .,0.0019622947251248793
307,52,simple,local,c-command,1,b,none,none,actor,boy,found,himself,The actor that the boy liked found himself . <eos>,The actor that the boy liked found himself .,the actor that the boy liked found ***mask*** .,0.00139134863308156
308,52,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,found,himself,The boys that the actor liked found himself . <eos>,The boys that the actor liked found himself .,the boys that the actor liked found ***mask*** .,0.0239075809655893
309,52,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,found,himself,The actors that the boy liked found himself . <eos>,The actors that the boy liked found himself .,the actors that the boy liked found ***mask*** .,0.007479641181041191
310,52,simple,local,c-command,1,a,rc_subj,number,boy,actors,found,himself,The boy that the actors liked found himself . <eos>,The boy that the actors liked found himself .,the boy that the actors liked found ***mask*** .,0.002609218737134256
311,52,simple,local,c-command,1,b,rc_subj,number,actor,boys,found,himself,The actor that the boys liked found himself . <eos>,The actor that the boys liked found himself .,the actor that the boys liked found ***mask*** .,0.0015454063589529286
312,53,simple,local,c-command,1,a,none,none,boy,actor,distinguished,himself,The boy that the actor liked distinguished himself . <eos>,The boy that the actor liked distinguished himself .,the boy that the actor liked distinguished ***mask*** .,0.00011272769078380802
313,53,simple,local,c-command,1,b,none,none,actor,boy,distinguished,himself,The actor that the boy liked distinguished himself . <eos>,The actor that the boy liked distinguished himself .,the actor that the boy liked distinguished ***mask*** .,3.711585192493197e-05
314,53,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,distinguished,himself,The boys that the actor liked distinguished himself . <eos>,The boys that the actor liked distinguished himself .,the boys that the actor liked distinguished ***mask*** .,0.0005270350986119708
315,53,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,distinguished,himself,The actors that the boy liked distinguished himself . <eos>,The actors that the boy liked distinguished himself .,the actors that the boy liked distinguished ***mask*** .,0.00022234914108317942
316,53,simple,local,c-command,1,a,rc_subj,number,boy,actors,distinguished,himself,The boy that the actors liked distinguished himself . <eos>,The boy that the actors liked distinguished himself .,the boy that the actors liked distinguished ***mask*** .,0.00044513299802891965
317,53,simple,local,c-command,1,b,rc_subj,number,actor,boys,distinguished,himself,The actor that the boys liked distinguished himself . <eos>,The actor that the boys liked distinguished himself .,the actor that the boys liked distinguished ***mask*** .,0.0001378165836824975
318,54,simple,local,c-command,1,a,none,none,boy,actor,taught,himself,The boy that the actor liked taught himself . <eos>,The boy that the actor liked taught himself .,the boy that the actor liked taught ***mask*** .,0.026360355657305483
319,54,simple,local,c-command,1,b,none,none,actor,boy,taught,himself,The actor that the boy liked taught himself . <eos>,The actor that the boy liked taught himself .,the actor that the boy liked taught ***mask*** .,0.020144378985673846
320,54,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,taught,himself,The boys that the actor liked taught himself . <eos>,The boys that the actor liked taught himself .,the boys that the actor liked taught ***mask*** .,0.03415917419482098
321,54,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,taught,himself,The actors that the boy liked taught himself . <eos>,The actors that the boy liked taught himself .,the actors that the boy liked taught ***mask*** .,0.022191307117216837
322,54,simple,local,c-command,1,a,rc_subj,number,boy,actors,taught,himself,The boy that the actors liked taught himself . <eos>,The boy that the actors liked taught himself .,the boy that the actors liked taught ***mask*** .,0.044958641422435164
323,54,simple,local,c-command,1,b,rc_subj,number,actor,boys,taught,himself,The actor that the boys liked taught himself . <eos>,The actor that the boys liked taught himself .,the actor that the boys liked taught ***mask*** .,0.02391139141735205
324,55,simple,local,c-command,1,a,none,none,boy,actor,killed,himself,The boy that the actor liked killed himself . <eos>,The boy that the actor liked killed himself .,the boy that the actor liked killed ***mask*** .,0.0010717880591163277
325,55,simple,local,c-command,1,b,none,none,actor,boy,killed,himself,The actor that the boy liked killed himself . <eos>,The actor that the boy liked killed himself .,the actor that the boy liked killed ***mask*** .,0.0006268180641773665
326,55,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,killed,himself,The boys that the actor liked killed himself . <eos>,The boys that the actor liked killed himself .,the boys that the actor liked killed ***mask*** .,0.006944671844801926
327,55,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,killed,himself,The actors that the boy liked killed himself . <eos>,The actors that the boy liked killed himself .,the actors that the boy liked killed ***mask*** .,0.010528556372521649
328,55,simple,local,c-command,1,a,rc_subj,number,boy,actors,killed,himself,The boy that the actors liked killed himself . <eos>,The boy that the actors liked killed himself .,the boy that the actors liked killed ***mask*** .,0.0018770859055788874
329,55,simple,local,c-command,1,b,rc_subj,number,actor,boys,killed,himself,The actor that the boys liked killed himself . <eos>,The actor that the boys liked killed himself .,the actor that the boys liked killed ***mask*** .,0.0006554413886685211
330,56,simple,local,c-command,1,a,none,none,boy,actor,called,himself,The boy that the actor liked called himself . <eos>,The boy that the actor liked called himself .,the boy that the actor liked called ***mask*** .,0.030541290097469757
331,56,simple,local,c-command,1,b,none,none,actor,boy,called,himself,The actor that the boy liked called himself . <eos>,The actor that the boy liked called himself .,the actor that the boy liked called ***mask*** .,0.005681467096182526
332,56,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,called,himself,The boys that the actor liked called himself . <eos>,The boys that the actor liked called himself .,the boys that the actor liked called ***mask*** .,0.023054630315170032
333,56,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,called,himself,The actors that the boy liked called himself . <eos>,The actors that the boy liked called himself .,the actors that the boy liked called ***mask*** .,0.005236767362077498
334,56,simple,local,c-command,1,a,rc_subj,number,boy,actors,called,himself,The boy that the actors liked called himself . <eos>,The boy that the actors liked called himself .,the boy that the actors liked called ***mask*** .,0.05321418762094803
335,56,simple,local,c-command,1,b,rc_subj,number,actor,boys,called,himself,The actor that the boys liked called himself . <eos>,The actor that the boys liked called himself .,the actor that the boys liked called ***mask*** .,0.007280358352687435
336,57,simple,local,c-command,1,a,none,none,boy,actor,dedicated,himself,The boy that the actor liked dedicated himself . <eos>,The boy that the actor liked dedicated himself .,the boy that the actor liked dedicated ***mask*** .,0.0022871587830771353
337,57,simple,local,c-command,1,b,none,none,actor,boy,dedicated,himself,The actor that the boy liked dedicated himself . <eos>,The actor that the boy liked dedicated himself .,the actor that the boy liked dedicated ***mask*** .,0.0005631078164550605
338,57,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,dedicated,himself,The boys that the actor liked dedicated himself . <eos>,The boys that the actor liked dedicated himself .,the boys that the actor liked dedicated ***mask*** .,0.016168771771279507
339,57,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,dedicated,himself,The actors that the boy liked dedicated himself . <eos>,The actors that the boy liked dedicated himself .,the actors that the boy liked dedicated ***mask*** .,0.007589520699893623
340,57,simple,local,c-command,1,a,rc_subj,number,boy,actors,dedicated,himself,The boy that the actors liked dedicated himself . <eos>,The boy that the actors liked dedicated himself .,the boy that the actors liked dedicated ***mask*** .,0.06525881984370598
341,57,simple,local,c-command,1,b,rc_subj,number,actor,boys,dedicated,himself,The actor that the boys liked dedicated himself . <eos>,The actor that the boys liked dedicated himself .,the actor that the boys liked dedicated ***mask*** .,0.001996318376887283
342,58,simple,local,c-command,1,a,none,none,boy,actor,declared,himself,The boy that the actor liked declared himself . <eos>,The boy that the actor liked declared himself .,the boy that the actor liked declared ***mask*** .,0.00033386565349887364
343,58,simple,local,c-command,1,b,none,none,actor,boy,declared,himself,The actor that the boy liked declared himself . <eos>,The actor that the boy liked declared himself .,the actor that the boy liked declared ***mask*** .,0.00022216707988722238
344,58,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,declared,himself,The boys that the actor liked declared himself . <eos>,The boys that the actor liked declared himself .,the boys that the actor liked declared ***mask*** .,0.005910021899238522
345,58,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,declared,himself,The actors that the boy liked declared himself . <eos>,The actors that the boy liked declared himself .,the actors that the boy liked declared ***mask*** .,0.0017415704105994047
346,58,simple,local,c-command,1,a,rc_subj,number,boy,actors,declared,himself,The boy that the actors liked declared himself . <eos>,The boy that the actors liked declared himself .,the boy that the actors liked declared ***mask*** .,0.0003242005099245691
347,58,simple,local,c-command,1,b,rc_subj,number,actor,boys,declared,himself,The actor that the boys liked declared himself . <eos>,The actor that the boys liked declared himself .,the actor that the boys liked declared ***mask*** .,0.0002850408726099159
348,59,simple,local,c-command,1,a,none,none,boy,actor,proved,himself,The boy that the actor liked proved himself . <eos>,The boy that the actor liked proved himself .,the boy that the actor liked proved ***mask*** .,0.0028711544031136014
349,59,simple,local,c-command,1,b,none,none,actor,boy,proved,himself,The actor that the boy liked proved himself . <eos>,The actor that the boy liked proved himself .,the actor that the boy liked proved ***mask*** .,0.002430406125551504
350,59,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,proved,himself,The boys that the actor liked proved himself . <eos>,The boys that the actor liked proved himself .,the boys that the actor liked proved ***mask*** .,0.011622427914427119
351,59,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,proved,himself,The actors that the boy liked proved himself . <eos>,The actors that the boy liked proved himself .,the actors that the boy liked proved ***mask*** .,0.007416721135075085
352,59,simple,local,c-command,1,a,rc_subj,number,boy,actors,proved,himself,The boy that the actors liked proved himself . <eos>,The boy that the actors liked proved himself .,the boy that the actors liked proved ***mask*** .,0.005985319227191297
353,59,simple,local,c-command,1,b,rc_subj,number,actor,boys,proved,himself,The actor that the boys liked proved himself . <eos>,The actor that the boys liked proved himself .,the actor that the boys liked proved ***mask*** .,0.004257788437576434
354,60,simple,local,c-command,1,a,none,none,boy,actor,shot,himself,The boy that the actor liked shot himself . <eos>,The boy that the actor liked shot himself .,the boy that the actor liked shot ***mask*** .,0.012424131948394522
355,60,simple,local,c-command,1,b,none,none,actor,boy,shot,himself,The actor that the boy liked shot himself . <eos>,The actor that the boy liked shot himself .,the actor that the boy liked shot ***mask*** .,0.0016416255268673233
356,60,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,shot,himself,The boys that the actor liked shot himself . <eos>,The boys that the actor liked shot himself .,the boys that the actor liked shot ***mask*** .,0.00990395562180758
357,60,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,shot,himself,The actors that the boy liked shot himself . <eos>,The actors that the boy liked shot himself .,the actors that the boy liked shot ***mask*** .,0.006735082418864193
358,60,simple,local,c-command,1,a,rc_subj,number,boy,actors,shot,himself,The boy that the actors liked shot himself . <eos>,The boy that the actors liked shot himself .,the boy that the actors liked shot ***mask*** .,0.028498642914299148
359,60,simple,local,c-command,1,b,rc_subj,number,actor,boys,shot,himself,The actor that the boys liked shot himself . <eos>,The actor that the boys liked shot himself .,the actor that the boys liked shot ***mask*** .,0.001447146544933101
360,61,simple,local,c-command,1,a,none,none,boy,husband,saw,himself,The boy that the husband liked saw himself . <eos>,The boy that the husband liked saw himself .,the boy that the husband liked saw ***mask*** .,0.03528427903807344
361,61,simple,local,c-command,1,b,none,none,husband,boy,saw,himself,The husband that the boy liked saw himself . <eos>,The husband that the boy liked saw himself .,the husband that the boy liked saw ***mask*** .,0.026711025803231325
362,61,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,saw,himself,The boys that the husband liked saw himself . <eos>,The boys that the husband liked saw himself .,the boys that the husband liked saw ***mask*** .,0.2914642790530143
363,61,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,saw,himself,The husbands that the boy liked saw himself . <eos>,The husbands that the boy liked saw himself .,the husbands that the boy liked saw ***mask*** .,0.052145981587564026
364,61,simple,local,c-command,1,a,rc_subj,number,boy,husbands,saw,himself,The boy that the husbands liked saw himself . <eos>,The boy that the husbands liked saw himself .,the boy that the husbands liked saw ***mask*** .,0.026046814765649646
365,61,simple,local,c-command,1,b,rc_subj,number,husband,boys,saw,himself,The husband that the boys liked saw himself . <eos>,The husband that the boys liked saw himself .,the husband that the boys liked saw ***mask*** .,0.022321155930708596
366,62,simple,local,c-command,1,a,none,none,boy,husband,established,himself,The boy that the husband liked established himself . <eos>,The boy that the husband liked established himself .,the boy that the husband liked established ***mask*** .,0.0001986529764211182
367,62,simple,local,c-command,1,b,none,none,husband,boy,established,himself,The husband that the boy liked established himself . <eos>,The husband that the boy liked established himself .,the husband that the boy liked established ***mask*** .,0.0004738296669392087
368,62,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,established,himself,The boys that the husband liked established himself . <eos>,The boys that the husband liked established himself .,the boys that the husband liked established ***mask*** .,0.0005082601888334731
369,62,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,established,himself,The husbands that the boy liked established himself . <eos>,The husbands that the boy liked established himself .,the husbands that the boy liked established ***mask*** .,0.0005479947129411474
370,62,simple,local,c-command,1,a,rc_subj,number,boy,husbands,established,himself,The boy that the husbands liked established himself . <eos>,The boy that the husbands liked established himself .,the boy that the husbands liked established ***mask*** .,0.012088196592238821
371,62,simple,local,c-command,1,b,rc_subj,number,husband,boys,established,himself,The husband that the boys liked established himself . <eos>,The husband that the boys liked established himself .,the husband that the boys liked established ***mask*** .,0.014957931458207872
372,63,simple,local,c-command,1,a,none,none,boy,husband,devoted,himself,The boy that the husband liked devoted himself . <eos>,The boy that the husband liked devoted himself .,the boy that the husband liked devoted ***mask*** .,0.2186354869763605
373,63,simple,local,c-command,1,b,none,none,husband,boy,devoted,himself,The husband that the boy liked devoted himself . <eos>,The husband that the boy liked devoted himself .,the husband that the boy liked devoted ***mask*** .,0.22448109538077934
374,63,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,devoted,himself,The boys that the husband liked devoted himself . <eos>,The boys that the husband liked devoted himself .,the boys that the husband liked devoted ***mask*** .,0.31710508192013465
375,63,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,devoted,himself,The husbands that the boy liked devoted himself . <eos>,The husbands that the boy liked devoted himself .,the husbands that the boy liked devoted ***mask*** .,0.12290546599075099
376,63,simple,local,c-command,1,a,rc_subj,number,boy,husbands,devoted,himself,The boy that the husbands liked devoted himself . <eos>,The boy that the husbands liked devoted himself .,the boy that the husbands liked devoted ***mask*** .,0.48263255011697137
377,63,simple,local,c-command,1,b,rc_subj,number,husband,boys,devoted,himself,The husband that the boys liked devoted himself . <eos>,The husband that the boys liked devoted himself .,the husband that the boys liked devoted ***mask*** .,0.6347618508532895
378,64,simple,local,c-command,1,a,none,none,boy,husband,considered,himself,The boy that the husband liked considered himself . <eos>,The boy that the husband liked considered himself .,the boy that the husband liked considered ***mask*** .,0.003880367726384345
379,64,simple,local,c-command,1,b,none,none,husband,boy,considered,himself,The husband that the boy liked considered himself . <eos>,The husband that the boy liked considered himself .,the husband that the boy liked considered ***mask*** .,0.0016625975483284196
380,64,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,considered,himself,The boys that the husband liked considered himself . <eos>,The boys that the husband liked considered himself .,the boys that the husband liked considered ***mask*** .,0.02164684419315108
381,64,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,considered,himself,The husbands that the boy liked considered himself . <eos>,The husbands that the boy liked considered himself .,the husbands that the boy liked considered ***mask*** .,0.037950572481827136
382,64,simple,local,c-command,1,a,rc_subj,number,boy,husbands,considered,himself,The boy that the husbands liked considered himself . <eos>,The boy that the husbands liked considered himself .,the boy that the husbands liked considered ***mask*** .,0.0038477619780644618
383,64,simple,local,c-command,1,b,rc_subj,number,husband,boys,considered,himself,The husband that the boys liked considered himself . <eos>,The husband that the boys liked considered himself .,the husband that the boys liked considered ***mask*** .,0.0014897592278135408
384,65,simple,local,c-command,1,a,none,none,boy,husband,identified,himself,The boy that the husband liked identified himself . <eos>,The boy that the husband liked identified himself .,the boy that the husband liked identified ***mask*** .,0.00011149945572435864
385,65,simple,local,c-command,1,b,none,none,husband,boy,identified,himself,The husband that the boy liked identified himself . <eos>,The husband that the boy liked identified himself .,the husband that the boy liked identified ***mask*** .,0.00012630442918592572
386,65,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,identified,himself,The boys that the husband liked identified himself . <eos>,The boys that the husband liked identified himself .,the boys that the husband liked identified ***mask*** .,0.00042930907620075497
387,65,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,identified,himself,The husbands that the boy liked identified himself . <eos>,The husbands that the boy liked identified himself .,the husbands that the boy liked identified ***mask*** .,0.00038627837767318774
388,65,simple,local,c-command,1,a,rc_subj,number,boy,husbands,identified,himself,The boy that the husbands liked identified himself . <eos>,The boy that the husbands liked identified himself .,the boy that the husbands liked identified ***mask*** .,0.0003313565643044853
389,65,simple,local,c-command,1,b,rc_subj,number,husband,boys,identified,himself,The husband that the boys liked identified himself . <eos>,The husband that the boys liked identified himself .,the husband that the boys liked identified ***mask*** .,0.0003166106171168168
390,66,simple,local,c-command,1,a,none,none,boy,husband,made,himself,The boy that the husband liked made himself . <eos>,The boy that the husband liked made himself .,the boy that the husband liked made ***mask*** .,0.13475574205660867
391,66,simple,local,c-command,1,b,none,none,husband,boy,made,himself,The husband that the boy liked made himself . <eos>,The husband that the boy liked made himself .,the husband that the boy liked made ***mask*** .,0.11922031858262472
392,66,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,made,himself,The boys that the husband liked made himself . <eos>,The boys that the husband liked made himself .,the boys that the husband liked made ***mask*** .,0.31634380398038153
393,66,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,made,himself,The husbands that the boy liked made himself . <eos>,The husbands that the boy liked made himself .,the husbands that the boy liked made ***mask*** .,0.5609342183051984
394,66,simple,local,c-command,1,a,rc_subj,number,boy,husbands,made,himself,The boy that the husbands liked made himself . <eos>,The boy that the husbands liked made himself .,the boy that the husbands liked made ***mask*** .,0.2046585464273022
395,66,simple,local,c-command,1,b,rc_subj,number,husband,boys,made,himself,The husband that the boys liked made himself . <eos>,The husband that the boys liked made himself .,the husband that the boys liked made ***mask*** .,0.22068636411119869
396,67,simple,local,c-command,1,a,none,none,boy,husband,found,himself,The boy that the husband liked found himself . <eos>,The boy that the husband liked found himself .,the boy that the husband liked found ***mask*** .,0.00699254514155061
397,67,simple,local,c-command,1,b,none,none,husband,boy,found,himself,The husband that the boy liked found himself . <eos>,The husband that the boy liked found himself .,the husband that the boy liked found ***mask*** .,0.0015018811944638004
398,67,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,found,himself,The boys that the husband liked found himself . <eos>,The boys that the husband liked found himself .,the boys that the husband liked found ***mask*** .,0.05990988770825656
399,67,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,found,himself,The husbands that the boy liked found himself . <eos>,The husbands that the boy liked found himself .,the husbands that the boy liked found ***mask*** .,0.011017482735599429
400,67,simple,local,c-command,1,a,rc_subj,number,boy,husbands,found,himself,The boy that the husbands liked found himself . <eos>,The boy that the husbands liked found himself .,the boy that the husbands liked found ***mask*** .,0.005075695291853535
401,67,simple,local,c-command,1,b,rc_subj,number,husband,boys,found,himself,The husband that the boys liked found himself . <eos>,The husband that the boys liked found himself .,the husband that the boys liked found ***mask*** .,0.001471572815894854
402,68,simple,local,c-command,1,a,none,none,boy,husband,distinguished,himself,The boy that the husband liked distinguished himself . <eos>,The boy that the husband liked distinguished himself .,the boy that the husband liked distinguished ***mask*** .,0.0010645595924549563
403,68,simple,local,c-command,1,b,none,none,husband,boy,distinguished,himself,The husband that the boy liked distinguished himself . <eos>,The husband that the boy liked distinguished himself .,the husband that the boy liked distinguished ***mask*** .,0.004509641895698275
404,68,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,distinguished,himself,The boys that the husband liked distinguished himself . <eos>,The boys that the husband liked distinguished himself .,the boys that the husband liked distinguished ***mask*** .,0.007419441329805795
405,68,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,distinguished,himself,The husbands that the boy liked distinguished himself . <eos>,The husbands that the boy liked distinguished himself .,the husbands that the boy liked distinguished ***mask*** .,0.0007337645448656596
406,68,simple,local,c-command,1,a,rc_subj,number,boy,husbands,distinguished,himself,The boy that the husbands liked distinguished himself . <eos>,The boy that the husbands liked distinguished himself .,the boy that the husbands liked distinguished ***mask*** .,0.011164339233194341
407,68,simple,local,c-command,1,b,rc_subj,number,husband,boys,distinguished,himself,The husband that the boys liked distinguished himself . <eos>,The husband that the boys liked distinguished himself .,the husband that the boys liked distinguished ***mask*** .,0.04293107624306477
408,69,simple,local,c-command,1,a,none,none,boy,husband,taught,himself,The boy that the husband liked taught himself . <eos>,The boy that the husband liked taught himself .,the boy that the husband liked taught ***mask*** .,0.027159980831472554
409,69,simple,local,c-command,1,b,none,none,husband,boy,taught,himself,The husband that the boy liked taught himself . <eos>,The husband that the boy liked taught himself .,the husband that the boy liked taught ***mask*** .,0.03429396736349048
410,69,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,taught,himself,The boys that the husband liked taught himself . <eos>,The boys that the husband liked taught himself .,the boys that the husband liked taught ***mask*** .,0.03790914997579084
411,69,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,taught,himself,The husbands that the boy liked taught himself . <eos>,The husbands that the boy liked taught himself .,the husbands that the boy liked taught ***mask*** .,0.07106257373231288
412,69,simple,local,c-command,1,a,rc_subj,number,boy,husbands,taught,himself,The boy that the husbands liked taught himself . <eos>,The boy that the husbands liked taught himself .,the boy that the husbands liked taught ***mask*** .,0.07815379703269763
413,69,simple,local,c-command,1,b,rc_subj,number,husband,boys,taught,himself,The husband that the boys liked taught himself . <eos>,The husband that the boys liked taught himself .,the husband that the boys liked taught ***mask*** .,0.07246684873449448
414,70,simple,local,c-command,1,a,none,none,boy,husband,killed,himself,The boy that the husband liked killed himself . <eos>,The boy that the husband liked killed himself .,the boy that the husband liked killed ***mask*** .,0.0008320228095627255
415,70,simple,local,c-command,1,b,none,none,husband,boy,killed,himself,The husband that the boy liked killed himself . <eos>,The husband that the boy liked killed himself .,the husband that the boy liked killed ***mask*** .,0.0004701998322651856
416,70,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,killed,himself,The boys that the husband liked killed himself . <eos>,The boys that the husband liked killed himself .,the boys that the husband liked killed ***mask*** .,0.007360669945061698
417,70,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,killed,himself,The husbands that the boy liked killed himself . <eos>,The husbands that the boy liked killed himself .,the husbands that the boy liked killed ***mask*** .,0.020904791751405267
418,70,simple,local,c-command,1,a,rc_subj,number,boy,husbands,killed,himself,The boy that the husbands liked killed himself . <eos>,The boy that the husbands liked killed himself .,the boy that the husbands liked killed ***mask*** .,0.0012221143133148145
419,70,simple,local,c-command,1,b,rc_subj,number,husband,boys,killed,himself,The husband that the boys liked killed himself . <eos>,The husband that the boys liked killed himself .,the husband that the boys liked killed ***mask*** .,0.0005180262571901295
420,71,simple,local,c-command,1,a,none,none,boy,husband,called,himself,The boy that the husband liked called himself . <eos>,The boy that the husband liked called himself .,the boy that the husband liked called ***mask*** .,0.027166531197969655
421,71,simple,local,c-command,1,b,none,none,husband,boy,called,himself,The husband that the boy liked called himself . <eos>,The husband that the boy liked called himself .,the husband that the boy liked called ***mask*** .,0.017554175231628825
422,71,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,called,himself,The boys that the husband liked called himself . <eos>,The boys that the husband liked called himself .,the boys that the husband liked called ***mask*** .,0.006871094325995487
423,71,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,called,himself,The husbands that the boy liked called himself . <eos>,The husbands that the boy liked called himself .,the husbands that the boy liked called ***mask*** .,0.007462645705296047
