,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
440,37,embed,local,1,a,nonlocal_subj,number,mechanic,customers,injured,themselves,The mechanic said that the customers injured themselves . <eos>,The mechanic said that the customers injured themselves .,the mechanic said that the customers injured ***mask*** .,0.6255899552145684
441,37,embed,local,1,b,nonlocal_subj,number,customer,mechanics,injured,themselves,The customer said that the mechanics injured themselves . <eos>,The customer said that the mechanics injured themselves .,the customer said that the mechanics injured ***mask*** .,2.06160517366503
442,37,embed,local,1,c,nonlocal_subj,number,banker,customers,injured,themselves,The banker said that the customers injured themselves . <eos>,The banker said that the customers injured themselves .,the banker said that the customers injured ***mask*** .,0.21317572177325975
443,37,embed,local,1,d,nonlocal_subj,number,customer,bankers,injured,themselves,The customer said that the bankers injured themselves . <eos>,The customer said that the bankers injured themselves .,the customer said that the bankers injured ***mask*** .,2.176422162258135
444,38,embed,local,1,a,none,none,mechanics,customers,congratulated,themselves,The mechanics said that the customers congratulated themselves . <eos>,The mechanics said that the customers congratulated themselves .,the mechanics said that the customers congratulated ***mask*** .,6.074846187303579
445,38,embed,local,1,b,none,none,customers,mechanics,congratulated,themselves,The customers said that the mechanics congratulated themselves . <eos>,The customers said that the mechanics congratulated themselves .,the customers said that the mechanics congratulated ***mask*** .,6.368624639590897
446,38,embed,local,1,c,none,none,bankers,customers,congratulated,themselves,The bankers said that the customers congratulated themselves . <eos>,The bankers said that the customers congratulated themselves .,the bankers said that the customers congratulated ***mask*** .,6.125303945373435
447,38,embed,local,1,d,none,none,customers,bankers,congratulated,themselves,The customers said that the bankers congratulated themselves . <eos>,The customers said that the bankers congratulated themselves .,the customers said that the bankers congratulated ***mask*** .,7.073228151678176
448,38,embed,nonlocal,0,a,local_subj,number,mechanics,customer,congratulated,themselves,The mechanics said that the customer congratulated themselves . <eos>,The mechanics said that the customer congratulated themselves .,the mechanics said that the customer congratulated ***mask*** .,7.600055214569231
449,38,embed,nonlocal,0,b,local_subj,number,customers,mechanic,congratulated,themselves,The customers said that the mechanic congratulated themselves . <eos>,The customers said that the mechanic congratulated themselves .,the customers said that the mechanic congratulated ***mask*** .,8.431551062545301
450,38,embed,nonlocal,0,c,local_subj,number,bankers,customer,congratulated,themselves,The bankers said that the customer congratulated themselves . <eos>,The bankers said that the customer congratulated themselves .,the bankers said that the customer congratulated ***mask*** .,7.962512029929143
451,38,embed,nonlocal,0,d,local_subj,number,customers,banker,congratulated,themselves,The customers said that the banker congratulated themselves . <eos>,The customers said that the banker congratulated themselves .,the customers said that the banker congratulated ***mask*** .,8.29782921738734
452,38,embed,local,1,a,nonlocal_subj,number,mechanic,customers,congratulated,themselves,The mechanic said that the customers congratulated themselves . <eos>,The mechanic said that the customers congratulated themselves .,the mechanic said that the customers congratulated ***mask*** .,8.167941825081984
453,38,embed,local,1,b,nonlocal_subj,number,customer,mechanics,congratulated,themselves,The customer said that the mechanics congratulated themselves . <eos>,The customer said that the mechanics congratulated themselves .,the customer said that the mechanics congratulated ***mask*** .,8.209489622177115
454,38,embed,local,1,c,nonlocal_subj,number,banker,customers,congratulated,themselves,The banker said that the customers congratulated themselves . <eos>,The banker said that the customers congratulated themselves .,the banker said that the customers congratulated ***mask*** .,7.670470109557819
455,38,embed,local,1,d,nonlocal_subj,number,customer,bankers,congratulated,themselves,The customer said that the bankers congratulated themselves . <eos>,The customer said that the bankers congratulated themselves .,the customer said that the bankers congratulated ***mask*** .,9.09949448429402
456,39,embed,local,1,a,none,none,mechanics,customers,embarrassed,themselves,The mechanics said that the customers embarrassed themselves . <eos>,The mechanics said that the customers embarrassed themselves .,the mechanics said that the customers embarrassed ***mask*** .,4.80238178943137
457,39,embed,local,1,b,none,none,customers,mechanics,embarrassed,themselves,The customers said that the mechanics embarrassed themselves . <eos>,The customers said that the mechanics embarrassed themselves .,the customers said that the mechanics embarrassed ***mask*** .,4.892326993893928
458,39,embed,local,1,c,none,none,bankers,customers,embarrassed,themselves,The bankers said that the customers embarrassed themselves . <eos>,The bankers said that the customers embarrassed themselves .,the bankers said that the customers embarrassed ***mask*** .,5.181363313238242
459,39,embed,local,1,d,none,none,customers,bankers,embarrassed,themselves,The customers said that the bankers embarrassed themselves . <eos>,The customers said that the bankers embarrassed themselves .,the customers said that the bankers embarrassed ***mask*** .,5.758234277754701
460,39,embed,nonlocal,0,a,local_subj,number,mechanics,customer,embarrassed,themselves,The mechanics said that the customer embarrassed themselves . <eos>,The mechanics said that the customer embarrassed themselves .,the mechanics said that the customer embarrassed ***mask*** .,7.113998630763327
461,39,embed,nonlocal,0,b,local_subj,number,customers,mechanic,embarrassed,themselves,The customers said that the mechanic embarrassed themselves . <eos>,The customers said that the mechanic embarrassed themselves .,the customers said that the mechanic embarrassed ***mask*** .,7.281521055431984
462,39,embed,nonlocal,0,c,local_subj,number,bankers,customer,embarrassed,themselves,The bankers said that the customer embarrassed themselves . <eos>,The bankers said that the customer embarrassed themselves .,the bankers said that the customer embarrassed ***mask*** .,7.691079562147202
463,39,embed,nonlocal,0,d,local_subj,number,customers,banker,embarrassed,themselves,The customers said that the banker embarrassed themselves . <eos>,The customers said that the banker embarrassed themselves .,the customers said that the banker embarrassed ***mask*** .,8.07595872832498
464,39,embed,local,1,a,nonlocal_subj,number,mechanic,customers,embarrassed,themselves,The mechanic said that the customers embarrassed themselves . <eos>,The mechanic said that the customers embarrassed themselves .,the mechanic said that the customers embarrassed ***mask*** .,7.289271115731562
465,39,embed,local,1,b,nonlocal_subj,number,customer,mechanics,embarrassed,themselves,The customer said that the mechanics embarrassed themselves . <eos>,The customer said that the mechanics embarrassed themselves .,the customer said that the mechanics embarrassed ***mask*** .,7.952301929648028
466,39,embed,local,1,c,nonlocal_subj,number,banker,customers,embarrassed,themselves,The banker said that the customers embarrassed themselves . <eos>,The banker said that the customers embarrassed themselves .,the banker said that the customers embarrassed ***mask*** .,7.4279905037247485
467,39,embed,local,1,d,nonlocal_subj,number,customer,bankers,embarrassed,themselves,The customer said that the bankers embarrassed themselves . <eos>,The customer said that the bankers embarrassed themselves .,the customer said that the bankers embarrassed ***mask*** .,8.97258226901308
468,40,embed,local,1,a,none,none,mechanics,customers,disguised,themselves,The mechanics said that the customers disguised themselves . <eos>,The mechanics said that the customers disguised themselves .,the mechanics said that the customers disguised ***mask*** .,0.009537366521595531
469,40,embed,local,1,b,none,none,customers,mechanics,disguised,themselves,The customers said that the mechanics disguised themselves . <eos>,The customers said that the mechanics disguised themselves .,the customers said that the mechanics disguised ***mask*** .,0.05361188957405514
470,40,embed,local,1,c,none,none,bankers,customers,disguised,themselves,The bankers said that the customers disguised themselves . <eos>,The bankers said that the customers disguised themselves .,the bankers said that the customers disguised ***mask*** .,0.009416012150401384
471,40,embed,local,1,d,none,none,customers,bankers,disguised,themselves,The customers said that the bankers disguised themselves . <eos>,The customers said that the bankers disguised themselves .,the customers said that the bankers disguised ***mask*** .,0.05777957861118786
472,40,embed,nonlocal,0,a,local_subj,number,mechanics,customer,disguised,themselves,The mechanics said that the customer disguised themselves . <eos>,The mechanics said that the customer disguised themselves .,the mechanics said that the customer disguised ***mask*** .,4.162536060760777
473,40,embed,nonlocal,0,b,local_subj,number,customers,mechanic,disguised,themselves,The customers said that the mechanic disguised themselves . <eos>,The customers said that the mechanic disguised themselves .,the customers said that the mechanic disguised ***mask*** .,4.936051018467673
474,40,embed,nonlocal,0,c,local_subj,number,bankers,customer,disguised,themselves,The bankers said that the customer disguised themselves . <eos>,The bankers said that the customer disguised themselves .,the bankers said that the customer disguised ***mask*** .,4.563671097285159
475,40,embed,nonlocal,0,d,local_subj,number,customers,banker,disguised,themselves,The customers said that the banker disguised themselves . <eos>,The customers said that the banker disguised themselves .,the customers said that the banker disguised ***mask*** .,5.353877511515391
476,40,embed,local,1,a,nonlocal_subj,number,mechanic,customers,disguised,themselves,The mechanic said that the customers disguised themselves . <eos>,The mechanic said that the customers disguised themselves .,the mechanic said that the customers disguised ***mask*** .,0.016274935404388024
477,40,embed,local,1,b,nonlocal_subj,number,customer,mechanics,disguised,themselves,The customer said that the mechanics disguised themselves . <eos>,The customer said that the mechanics disguised themselves .,the customer said that the mechanics disguised ***mask*** .,0.11910754809798652
478,40,embed,local,1,c,nonlocal_subj,number,banker,customers,disguised,themselves,The banker said that the customers disguised themselves . <eos>,The banker said that the customers disguised themselves .,the banker said that the customers disguised ***mask*** .,0.007009125525592449
479,40,embed,local,1,d,nonlocal_subj,number,customer,bankers,disguised,themselves,The customer said that the bankers disguised themselves . <eos>,The customer said that the bankers disguised themselves .,the customer said that the bankers disguised ***mask*** .,0.11860686718535067
480,41,embed,local,1,a,none,none,mechanics,customers,hated,themselves,The mechanics said that the customers hated themselves . <eos>,The mechanics said that the customers hated themselves .,the mechanics said that the customers hated ***mask*** .,9.671898434990407
481,41,embed,local,1,b,none,none,customers,mechanics,hated,themselves,The customers said that the mechanics hated themselves . <eos>,The customers said that the mechanics hated themselves .,the customers said that the mechanics hated ***mask*** .,10.151290439620803
482,41,embed,local,1,c,none,none,bankers,customers,hated,themselves,The bankers said that the customers hated themselves . <eos>,The bankers said that the customers hated themselves .,the bankers said that the customers hated ***mask*** .,9.466362523523776
483,41,embed,local,1,d,none,none,customers,bankers,hated,themselves,The customers said that the bankers hated themselves . <eos>,The customers said that the bankers hated themselves .,the customers said that the bankers hated ***mask*** .,10.787773334324905
484,41,embed,nonlocal,0,a,local_subj,number,mechanics,customer,hated,themselves,The mechanics said that the customer hated themselves . <eos>,The mechanics said that the customer hated themselves .,the mechanics said that the customer hated ***mask*** .,10.379778048639915
485,41,embed,nonlocal,0,b,local_subj,number,customers,mechanic,hated,themselves,The customers said that the mechanic hated themselves . <eos>,The customers said that the mechanic hated themselves .,the customers said that the mechanic hated ***mask*** .,11.988827182779003
486,41,embed,nonlocal,0,c,local_subj,number,bankers,customer,hated,themselves,The bankers said that the customer hated themselves . <eos>,The bankers said that the customer hated themselves .,the bankers said that the customer hated ***mask*** .,10.471043639217442
487,41,embed,nonlocal,0,d,local_subj,number,customers,banker,hated,themselves,The customers said that the banker hated themselves . <eos>,The customers said that the banker hated themselves .,the customers said that the banker hated ***mask*** .,12.110657487740097
488,41,embed,local,1,a,nonlocal_subj,number,mechanic,customers,hated,themselves,The mechanic said that the customers hated themselves . <eos>,The mechanic said that the customers hated themselves .,the mechanic said that the customers hated ***mask*** .,10.653307191965226
489,41,embed,local,1,b,nonlocal_subj,number,customer,mechanics,hated,themselves,The customer said that the mechanics hated themselves . <eos>,The customer said that the mechanics hated themselves .,the customer said that the mechanics hated ***mask*** .,10.670029204146838
490,41,embed,local,1,c,nonlocal_subj,number,banker,customers,hated,themselves,The banker said that the customers hated themselves . <eos>,The banker said that the customers hated themselves .,the banker said that the customers hated ***mask*** .,10.268902366886248
491,41,embed,local,1,d,nonlocal_subj,number,customer,bankers,hated,themselves,The customer said that the bankers hated themselves . <eos>,The customer said that the bankers hated themselves .,the customer said that the bankers hated ***mask*** .,11.566984514730155
492,42,embed,local,1,a,none,none,mechanics,customers,doubted,themselves,The mechanics said that the customers doubted themselves . <eos>,The mechanics said that the customers doubted themselves .,the mechanics said that the customers doubted ***mask*** .,8.485167741373752
493,42,embed,local,1,b,none,none,customers,mechanics,doubted,themselves,The customers said that the mechanics doubted themselves . <eos>,The customers said that the mechanics doubted themselves .,the customers said that the mechanics doubted ***mask*** .,9.768764167929394
494,42,embed,local,1,c,none,none,bankers,customers,doubted,themselves,The bankers said that the customers doubted themselves . <eos>,The bankers said that the customers doubted themselves .,the bankers said that the customers doubted ***mask*** .,8.227603465152747
495,42,embed,local,1,d,none,none,customers,bankers,doubted,themselves,The customers said that the bankers doubted themselves . <eos>,The customers said that the bankers doubted themselves .,the customers said that the bankers doubted ***mask*** .,10.264682700091619
496,42,embed,nonlocal,0,a,local_subj,number,mechanics,customer,doubted,themselves,The mechanics said that the customer doubted themselves . <eos>,The mechanics said that the customer doubted themselves .,the mechanics said that the customer doubted ***mask*** .,9.81871214007629
497,42,embed,nonlocal,0,b,local_subj,number,customers,mechanic,doubted,themselves,The customers said that the mechanic doubted themselves . <eos>,The customers said that the mechanic doubted themselves .,the customers said that the mechanic doubted ***mask*** .,11.667565243346214
498,42,embed,nonlocal,0,c,local_subj,number,bankers,customer,doubted,themselves,The bankers said that the customer doubted themselves . <eos>,The bankers said that the customer doubted themselves .,the bankers said that the customer doubted ***mask*** .,9.512938200642486
499,42,embed,nonlocal,0,d,local_subj,number,customers,banker,doubted,themselves,The customers said that the banker doubted themselves . <eos>,The customers said that the banker doubted themselves .,the customers said that the banker doubted ***mask*** .,11.458953263713353
500,42,embed,local,1,a,nonlocal_subj,number,mechanic,customers,doubted,themselves,The mechanic said that the customers doubted themselves . <eos>,The mechanic said that the customers doubted themselves .,the mechanic said that the customers doubted ***mask*** .,10.083324151902255
501,42,embed,local,1,b,nonlocal_subj,number,customer,mechanics,doubted,themselves,The customer said that the mechanics doubted themselves . <eos>,The customer said that the mechanics doubted themselves .,the customer said that the mechanics doubted ***mask*** .,11.247552484154175
502,42,embed,local,1,c,nonlocal_subj,number,banker,customers,doubted,themselves,The banker said that the customers doubted themselves . <eos>,The banker said that the customers doubted themselves .,the banker said that the customers doubted ***mask*** .,9.2580003579086
503,42,embed,local,1,d,nonlocal_subj,number,customer,bankers,doubted,themselves,The customer said that the bankers doubted themselves . <eos>,The customer said that the bankers doubted themselves .,the customer said that the bankers doubted ***mask*** .,11.865679287112291
504,43,embed,local,1,a,none,none,mechanics,officers,hurt,themselves,The mechanics said that the officers hurt themselves . <eos>,The mechanics said that the officers hurt themselves .,the mechanics said that the officers hurt ***mask*** .,2.976033856278115
505,43,embed,local,1,b,none,none,officers,mechanics,hurt,themselves,The officers said that the mechanics hurt themselves . <eos>,The officers said that the mechanics hurt themselves .,the officers said that the mechanics hurt ***mask*** .,3.4388378200407557
506,43,embed,local,1,c,none,none,bankers,officers,hurt,themselves,The bankers said that the officers hurt themselves . <eos>,The bankers said that the officers hurt themselves .,the bankers said that the officers hurt ***mask*** .,4.66504453410332
507,43,embed,local,1,d,none,none,officers,bankers,hurt,themselves,The officers said that the bankers hurt themselves . <eos>,The officers said that the bankers hurt themselves .,the officers said that the bankers hurt ***mask*** .,4.720960650569514
508,43,embed,nonlocal,0,a,local_subj,number,mechanics,officer,hurt,themselves,The mechanics said that the officer hurt themselves . <eos>,The mechanics said that the officer hurt themselves .,the mechanics said that the officer hurt ***mask*** .,7.556997169380081
509,43,embed,nonlocal,0,b,local_subj,number,officers,mechanic,hurt,themselves,The officers said that the mechanic hurt themselves . <eos>,The officers said that the mechanic hurt themselves .,the officers said that the mechanic hurt ***mask*** .,7.028653355640042
510,43,embed,nonlocal,0,c,local_subj,number,bankers,officer,hurt,themselves,The bankers said that the officer hurt themselves . <eos>,The bankers said that the officer hurt themselves .,the bankers said that the officer hurt ***mask*** .,9.254273777235008
511,43,embed,nonlocal,0,d,local_subj,number,officers,banker,hurt,themselves,The officers said that the banker hurt themselves . <eos>,The officers said that the banker hurt themselves .,the officers said that the banker hurt ***mask*** .,6.816286332610251
512,43,embed,local,1,a,nonlocal_subj,number,mechanic,officers,hurt,themselves,The mechanic said that the officers hurt themselves . <eos>,The mechanic said that the officers hurt themselves .,the mechanic said that the officers hurt ***mask*** .,5.767268314917041
513,43,embed,local,1,b,nonlocal_subj,number,officer,mechanics,hurt,themselves,The officer said that the mechanics hurt themselves . <eos>,The officer said that the mechanics hurt themselves .,the officer said that the mechanics hurt ***mask*** .,5.491490210209067
514,43,embed,local,1,c,nonlocal_subj,number,banker,officers,hurt,themselves,The banker said that the officers hurt themselves . <eos>,The banker said that the officers hurt themselves .,the banker said that the officers hurt ***mask*** .,5.494793936914033
515,43,embed,local,1,d,nonlocal_subj,number,officer,bankers,hurt,themselves,The officer said that the bankers hurt themselves . <eos>,The officer said that the bankers hurt themselves .,the officer said that the bankers hurt ***mask*** .,7.114991476876118
516,44,embed,local,1,a,none,none,mechanics,officers,injured,themselves,The mechanics said that the officers injured themselves . <eos>,The mechanics said that the officers injured themselves .,the mechanics said that the officers injured ***mask*** .,2.301652048234089
517,44,embed,local,1,b,none,none,officers,mechanics,injured,themselves,The officers said that the mechanics injured themselves . <eos>,The officers said that the mechanics injured themselves .,the officers said that the mechanics injured ***mask*** .,2.4453084600384356
518,44,embed,local,1,c,none,none,bankers,officers,injured,themselves,The bankers said that the officers injured themselves . <eos>,The bankers said that the officers injured themselves .,the bankers said that the officers injured ***mask*** .,2.627222200764683
519,44,embed,local,1,d,none,none,officers,bankers,injured,themselves,The officers said that the bankers injured themselves . <eos>,The officers said that the bankers injured themselves .,the officers said that the bankers injured ***mask*** .,1.6611090022855612
520,44,embed,nonlocal,0,a,local_subj,number,mechanics,officer,injured,themselves,The mechanics said that the officer injured themselves . <eos>,The mechanics said that the officer injured themselves .,the mechanics said that the officer injured ***mask*** .,8.998993049103996
521,44,embed,nonlocal,0,b,local_subj,number,officers,mechanic,injured,themselves,The officers said that the mechanic injured themselves . <eos>,The officers said that the mechanic injured themselves .,the officers said that the mechanic injured ***mask*** .,9.337032670039504
522,44,embed,nonlocal,0,c,local_subj,number,bankers,officer,injured,themselves,The bankers said that the officer injured themselves . <eos>,The bankers said that the officer injured themselves .,the bankers said that the officer injured ***mask*** .,9.930607926422438
523,44,embed,nonlocal,0,d,local_subj,number,officers,banker,injured,themselves,The officers said that the banker injured themselves . <eos>,The officers said that the banker injured themselves .,the officers said that the banker injured ***mask*** .,8.73502272510225
524,44,embed,local,1,a,nonlocal_subj,number,mechanic,officers,injured,themselves,The mechanic said that the officers injured themselves . <eos>,The mechanic said that the officers injured themselves .,the mechanic said that the officers injured ***mask*** .,3.917906359700582
525,44,embed,local,1,b,nonlocal_subj,number,officer,mechanics,injured,themselves,The officer said that the mechanics injured themselves . <eos>,The officer said that the mechanics injured themselves .,the officer said that the mechanics injured ***mask*** .,3.791766534865397
526,44,embed,local,1,c,nonlocal_subj,number,banker,officers,injured,themselves,The banker said that the officers injured themselves . <eos>,The banker said that the officers injured themselves .,the banker said that the officers injured ***mask*** .,2.5877773763403855
527,44,embed,local,1,d,nonlocal_subj,number,officer,bankers,injured,themselves,The officer said that the bankers injured themselves . <eos>,The officer said that the bankers injured themselves .,the officer said that the bankers injured ***mask*** .,3.4269960355701268
528,45,embed,local,1,a,none,none,mechanics,officers,congratulated,themselves,The mechanics said that the officers congratulated themselves . <eos>,The mechanics said that the officers congratulated themselves .,the mechanics said that the officers congratulated ***mask*** .,7.337258944174517
529,45,embed,local,1,b,none,none,officers,mechanics,congratulated,themselves,The officers said that the mechanics congratulated themselves . <eos>,The officers said that the mechanics congratulated themselves .,the officers said that the mechanics congratulated ***mask*** .,6.941432977377358
530,45,embed,local,1,c,none,none,bankers,officers,congratulated,themselves,The bankers said that the officers congratulated themselves . <eos>,The bankers said that the officers congratulated themselves .,the bankers said that the officers congratulated ***mask*** .,7.684188171999061
531,45,embed,local,1,d,none,none,officers,bankers,congratulated,themselves,The officers said that the bankers congratulated themselves . <eos>,The officers said that the bankers congratulated themselves .,the officers said that the bankers congratulated ***mask*** .,7.899674844031022
532,45,embed,nonlocal,0,a,local_subj,number,mechanics,officer,congratulated,themselves,The mechanics said that the officer congratulated themselves . <eos>,The mechanics said that the officer congratulated themselves .,the mechanics said that the officer congratulated ***mask*** .,8.97873177083657
533,45,embed,nonlocal,0,b,local_subj,number,officers,mechanic,congratulated,themselves,The officers said that the mechanic congratulated themselves . <eos>,The officers said that the mechanic congratulated themselves .,the officers said that the mechanic congratulated ***mask*** .,9.147698242249929
534,45,embed,nonlocal,0,c,local_subj,number,bankers,officer,congratulated,themselves,The bankers said that the officer congratulated themselves . <eos>,The bankers said that the officer congratulated themselves .,the bankers said that the officer congratulated ***mask*** .,9.421900311090264
535,45,embed,nonlocal,0,d,local_subj,number,officers,banker,congratulated,themselves,The officers said that the banker congratulated themselves . <eos>,The officers said that the banker congratulated themselves .,the officers said that the banker congratulated ***mask*** .,8.183534061889027
536,45,embed,local,1,a,nonlocal_subj,number,mechanic,officers,congratulated,themselves,The mechanic said that the officers congratulated themselves . <eos>,The mechanic said that the officers congratulated themselves .,the mechanic said that the officers congratulated ***mask*** .,9.33807004232104
537,45,embed,local,1,b,nonlocal_subj,number,officer,mechanics,congratulated,themselves,The officer said that the mechanics congratulated themselves . <eos>,The officer said that the mechanics congratulated themselves .,the officer said that the mechanics congratulated ***mask*** .,8.29555858818527
538,45,embed,local,1,c,nonlocal_subj,number,banker,officers,congratulated,themselves,The banker said that the officers congratulated themselves . <eos>,The banker said that the officers congratulated themselves .,the banker said that the officers congratulated ***mask*** .,8.654991563495509
539,45,embed,local,1,d,nonlocal_subj,number,officer,bankers,congratulated,themselves,The officer said that the bankers congratulated themselves . <eos>,The officer said that the bankers congratulated themselves .,the officer said that the bankers congratulated ***mask*** .,9.203682187597217
540,46,embed,local,1,a,none,none,mechanics,officers,embarrassed,themselves,The mechanics said that the officers embarrassed themselves . <eos>,The mechanics said that the officers embarrassed themselves .,the mechanics said that the officers embarrassed ***mask*** .,5.5503431431490515
541,46,embed,local,1,b,none,none,officers,mechanics,embarrassed,themselves,The officers said that the mechanics embarrassed themselves . <eos>,The officers said that the mechanics embarrassed themselves .,the officers said that the mechanics embarrassed ***mask*** .,5.470308759533982
542,46,embed,local,1,c,none,none,bankers,officers,embarrassed,themselves,The bankers said that the officers embarrassed themselves . <eos>,The bankers said that the officers embarrassed themselves .,the bankers said that the officers embarrassed ***mask*** .,5.930843478947929
543,46,embed,local,1,d,none,none,officers,bankers,embarrassed,themselves,The officers said that the bankers embarrassed themselves . <eos>,The officers said that the bankers embarrassed themselves .,the officers said that the bankers embarrassed ***mask*** .,6.366908876982711
544,46,embed,nonlocal,0,a,local_subj,number,mechanics,officer,embarrassed,themselves,The mechanics said that the officer embarrassed themselves . <eos>,The mechanics said that the officer embarrassed themselves .,the mechanics said that the officer embarrassed ***mask*** .,8.065992453459986
545,46,embed,nonlocal,0,b,local_subj,number,officers,mechanic,embarrassed,themselves,The officers said that the mechanic embarrassed themselves . <eos>,The officers said that the mechanic embarrassed themselves .,the officers said that the mechanic embarrassed ***mask*** .,7.796221718879257
546,46,embed,nonlocal,0,c,local_subj,number,bankers,officer,embarrassed,themselves,The bankers said that the officer embarrassed themselves . <eos>,The bankers said that the officer embarrassed themselves .,the bankers said that the officer embarrassed ***mask*** .,9.242093757505364
547,46,embed,nonlocal,0,d,local_subj,number,officers,banker,embarrassed,themselves,The officers said that the banker embarrassed themselves . <eos>,The officers said that the banker embarrassed themselves .,the officers said that the banker embarrassed ***mask*** .,8.400244553573136
548,46,embed,local,1,a,nonlocal_subj,number,mechanic,officers,embarrassed,themselves,The mechanic said that the officers embarrassed themselves . <eos>,The mechanic said that the officers embarrassed themselves .,the mechanic said that the officers embarrassed ***mask*** .,8.333964149383617
549,46,embed,local,1,b,nonlocal_subj,number,officer,mechanics,embarrassed,themselves,The officer said that the mechanics embarrassed themselves . <eos>,The officer said that the mechanics embarrassed themselves .,the officer said that the mechanics embarrassed ***mask*** .,8.126771347596357
550,46,embed,local,1,c,nonlocal_subj,number,banker,officers,embarrassed,themselves,The banker said that the officers embarrassed themselves . <eos>,The banker said that the officers embarrassed themselves .,the banker said that the officers embarrassed ***mask*** .,7.624916409157173
551,46,embed,local,1,d,nonlocal_subj,number,officer,bankers,embarrassed,themselves,The officer said that the bankers embarrassed themselves . <eos>,The officer said that the bankers embarrassed themselves .,the officer said that the bankers embarrassed ***mask*** .,9.59409533467157
552,47,embed,local,1,a,none,none,mechanics,officers,disguised,themselves,The mechanics said that the officers disguised themselves . <eos>,The mechanics said that the officers disguised themselves .,the mechanics said that the officers disguised ***mask*** .,0.037339150988469884
553,47,embed,local,1,b,none,none,officers,mechanics,disguised,themselves,The officers said that the mechanics disguised themselves . <eos>,The officers said that the mechanics disguised themselves .,the officers said that the mechanics disguised ***mask*** .,0.049450243241542374
554,47,embed,local,1,c,none,none,bankers,officers,disguised,themselves,The bankers said that the officers disguised themselves . <eos>,The bankers said that the officers disguised themselves .,the bankers said that the officers disguised ***mask*** .,0.04319891863324768
555,47,embed,local,1,d,none,none,officers,bankers,disguised,themselves,The officers said that the bankers disguised themselves . <eos>,The officers said that the bankers disguised themselves .,the officers said that the bankers disguised ***mask*** .,0.03748079271217386
556,47,embed,nonlocal,0,a,local_subj,number,mechanics,officer,disguised,themselves,The mechanics said that the officer disguised themselves . <eos>,The mechanics said that the officer disguised themselves .,the mechanics said that the officer disguised ***mask*** .,6.168338935939638
557,47,embed,nonlocal,0,b,local_subj,number,officers,mechanic,disguised,themselves,The officers said that the mechanic disguised themselves . <eos>,The officers said that the mechanic disguised themselves .,the officers said that the mechanic disguised ***mask*** .,6.325645426410946
558,47,embed,nonlocal,0,c,local_subj,number,bankers,officer,disguised,themselves,The bankers said that the officer disguised themselves . <eos>,The bankers said that the officer disguised themselves .,the bankers said that the officer disguised ***mask*** .,7.5656928529754035
559,47,embed,nonlocal,0,d,local_subj,number,officers,banker,disguised,themselves,The officers said that the banker disguised themselves . <eos>,The officers said that the banker disguised themselves .,the officers said that the banker disguised ***mask*** .,6.08543794721915
560,47,embed,local,1,a,nonlocal_subj,number,mechanic,officers,disguised,themselves,The mechanic said that the officers disguised themselves . <eos>,The mechanic said that the officers disguised themselves .,the mechanic said that the officers disguised ***mask*** .,0.08862639137907921
561,47,embed,local,1,b,nonlocal_subj,number,officer,mechanics,disguised,themselves,The officer said that the mechanics disguised themselves . <eos>,The officer said that the mechanics disguised themselves .,the officer said that the mechanics disguised ***mask*** .,0.08042703842638022
562,47,embed,local,1,c,nonlocal_subj,number,banker,officers,disguised,themselves,The banker said that the officers disguised themselves . <eos>,The banker said that the officers disguised themselves .,the banker said that the officers disguised ***mask*** .,0.046664081288903245
563,47,embed,local,1,d,nonlocal_subj,number,officer,bankers,disguised,themselves,The officer said that the bankers disguised themselves . <eos>,The officer said that the bankers disguised themselves .,the officer said that the bankers disguised ***mask*** .,0.04609584559501676
564,48,embed,local,1,a,none,none,mechanics,officers,hated,themselves,The mechanics said that the officers hated themselves . <eos>,The mechanics said that the officers hated themselves .,the mechanics said that the officers hated ***mask*** .,10.062934428097822
565,48,embed,local,1,b,none,none,officers,mechanics,hated,themselves,The officers said that the mechanics hated themselves . <eos>,The officers said that the mechanics hated themselves .,the officers said that the mechanics hated ***mask*** .,10.08171032657895
566,48,embed,local,1,c,none,none,bankers,officers,hated,themselves,The bankers said that the officers hated themselves . <eos>,The bankers said that the officers hated themselves .,the bankers said that the officers hated ***mask*** .,9.784916603156942
567,48,embed,local,1,d,none,none,officers,bankers,hated,themselves,The officers said that the bankers hated themselves . <eos>,The officers said that the bankers hated themselves .,the officers said that the bankers hated ***mask*** .,10.861451481713438
568,48,embed,nonlocal,0,a,local_subj,number,mechanics,officer,hated,themselves,The mechanics said that the officer hated themselves . <eos>,The mechanics said that the officer hated themselves .,the mechanics said that the officer hated ***mask*** .,11.442162156495266
569,48,embed,nonlocal,0,b,local_subj,number,officers,mechanic,hated,themselves,The officers said that the mechanic hated themselves . <eos>,The officers said that the mechanic hated themselves .,the officers said that the mechanic hated ***mask*** .,12.472820001727925
570,48,embed,nonlocal,0,c,local_subj,number,bankers,officer,hated,themselves,The bankers said that the officer hated themselves . <eos>,The bankers said that the officer hated themselves .,the bankers said that the officer hated ***mask*** .,12.218179871712312
571,48,embed,nonlocal,0,d,local_subj,number,officers,banker,hated,themselves,The officers said that the banker hated themselves . <eos>,The officers said that the banker hated themselves .,the officers said that the banker hated ***mask*** .,11.715652993869627
