,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
290,49,embed,local,1,a,nonlocal_subj,number,girls,wife,considered,herself,The girls said that the wife considered herself . <eos>,The girls said that the wife considered herself .,the girls said that the wife considered ***mask*** .,0.020521535438814353
291,49,embed,local,1,b,nonlocal_subj,number,wives,girl,considered,herself,The wives said that the girl considered herself . <eos>,The wives said that the girl considered herself .,the wives said that the girl considered ***mask*** .,0.002331909169510644
292,49,embed,nonlocal,0,a,local_subj,number,girl,wives,considered,herself,The girl said that the wives considered herself . <eos>,The girl said that the wives considered herself .,the girl said that the wives considered ***mask*** .,0.061657106095534216
293,49,embed,nonlocal,0,b,local_subj,number,wife,girls,considered,herself,The wife said that the girls considered herself . <eos>,The wife said that the girls considered herself .,the wife said that the girls considered ***mask*** .,0.014593683903757001
294,50,embed,local,1,a,none,none,girl,wife,identified,herself,The girl said that the wife identified herself . <eos>,The girl said that the wife identified herself .,the girl said that the wife identified ***mask*** .,2.6361254135295186e-05
295,50,embed,local,1,b,none,none,wife,girl,identified,herself,The wife said that the girl identified herself . <eos>,The wife said that the girl identified herself .,the wife said that the girl identified ***mask*** .,7.784867903337737e-06
296,50,embed,local,1,a,nonlocal_subj,number,girls,wife,identified,herself,The girls said that the wife identified herself . <eos>,The girls said that the wife identified herself .,the girls said that the wife identified ***mask*** .,2.547323181196019e-05
297,50,embed,local,1,b,nonlocal_subj,number,wives,girl,identified,herself,The wives said that the girl identified herself . <eos>,The wives said that the girl identified herself .,the wives said that the girl identified ***mask*** .,1.2933599280052303e-05
298,50,embed,nonlocal,0,a,local_subj,number,girl,wives,identified,herself,The girl said that the wives identified herself . <eos>,The girl said that the wives identified herself .,the girl said that the wives identified ***mask*** .,0.0004095879260060948
299,50,embed,nonlocal,0,b,local_subj,number,wife,girls,identified,herself,The wife said that the girls identified herself . <eos>,The wife said that the girls identified herself .,the wife said that the girls identified ***mask*** .,0.00017922343529593748
300,51,embed,local,1,a,none,none,girl,wife,made,herself,The girl said that the wife made herself . <eos>,The girl said that the wife made herself .,the girl said that the wife made ***mask*** .,0.0746650576690086
301,51,embed,local,1,b,none,none,wife,girl,made,herself,The wife said that the girl made herself . <eos>,The wife said that the girl made herself .,the wife said that the girl made ***mask*** .,0.030336877450909613
302,51,embed,local,1,a,nonlocal_subj,number,girls,wife,made,herself,The girls said that the wife made herself . <eos>,The girls said that the wife made herself .,the girls said that the wife made ***mask*** .,0.10671424868831599
303,51,embed,local,1,b,nonlocal_subj,number,wives,girl,made,herself,The wives said that the girl made herself . <eos>,The wives said that the girl made herself .,the wives said that the girl made ***mask*** .,0.03010579706450182
304,51,embed,nonlocal,0,a,local_subj,number,girl,wives,made,herself,The girl said that the wives made herself . <eos>,The girl said that the wives made herself .,the girl said that the wives made ***mask*** .,0.5255157000478953
305,51,embed,nonlocal,0,b,local_subj,number,wife,girls,made,herself,The wife said that the girls made herself . <eos>,The wife said that the girls made herself .,the wife said that the girls made ***mask*** .,0.4016486887553807
306,52,embed,local,1,a,none,none,girl,wife,found,herself,The girl said that the wife found herself . <eos>,The girl said that the wife found herself .,the girl said that the wife found ***mask*** .,0.01841919345919461
307,52,embed,local,1,b,none,none,wife,girl,found,herself,The wife said that the girl found herself . <eos>,The wife said that the girl found herself .,the wife said that the girl found ***mask*** .,0.004185485222865214
308,52,embed,local,1,a,nonlocal_subj,number,girls,wife,found,herself,The girls said that the wife found herself . <eos>,The girls said that the wife found herself .,the girls said that the wife found ***mask*** .,0.019511165160242816
309,52,embed,local,1,b,nonlocal_subj,number,wives,girl,found,herself,The wives said that the girl found herself . <eos>,The wives said that the girl found herself .,the wives said that the girl found ***mask*** .,0.0037309670212029933
310,52,embed,nonlocal,0,a,local_subj,number,girl,wives,found,herself,The girl said that the wives found herself . <eos>,The girl said that the wives found herself .,the girl said that the wives found ***mask*** .,0.08571049886931621
311,52,embed,nonlocal,0,b,local_subj,number,wife,girls,found,herself,The wife said that the girls found herself . <eos>,The wife said that the girls found herself .,the wife said that the girls found ***mask*** .,0.04323851081586404
312,53,embed,local,1,a,none,none,girl,wife,distinguished,herself,The girl said that the wife distinguished herself . <eos>,The girl said that the wife distinguished herself .,the girl said that the wife distinguished ***mask*** .,1.1215736948852225e-06
313,53,embed,local,1,b,none,none,wife,girl,distinguished,herself,The wife said that the girl distinguished herself . <eos>,The wife said that the girl distinguished herself .,the wife said that the girl distinguished ***mask*** .,4.5449333091862803e-07
314,53,embed,local,1,a,nonlocal_subj,number,girls,wife,distinguished,herself,The girls said that the wife distinguished herself . <eos>,The girls said that the wife distinguished herself .,the girls said that the wife distinguished ***mask*** .,7.931403384327326e-07
315,53,embed,local,1,b,nonlocal_subj,number,wives,girl,distinguished,herself,The wives said that the girl distinguished herself . <eos>,The wives said that the girl distinguished herself .,the wives said that the girl distinguished ***mask*** .,1.3105523120656809e-06
316,53,embed,nonlocal,0,a,local_subj,number,girl,wives,distinguished,herself,The girl said that the wives distinguished herself . <eos>,The girl said that the wives distinguished herself .,the girl said that the wives distinguished ***mask*** .,0.0001250471087144954
317,53,embed,nonlocal,0,b,local_subj,number,wife,girls,distinguished,herself,The wife said that the girls distinguished herself . <eos>,The wife said that the girls distinguished herself .,the wife said that the girls distinguished ***mask*** .,1.5680356418457945e-05
318,54,embed,local,1,a,none,none,girl,wife,taught,herself,The girl said that the wife taught herself . <eos>,The girl said that the wife taught herself .,the girl said that the wife taught ***mask*** .,0.003412344425503835
319,54,embed,local,1,b,none,none,wife,girl,taught,herself,The wife said that the girl taught herself . <eos>,The wife said that the girl taught herself .,the wife said that the girl taught ***mask*** .,0.0006845110711201682
320,54,embed,local,1,a,nonlocal_subj,number,girls,wife,taught,herself,The girls said that the wife taught herself . <eos>,The girls said that the wife taught herself .,the girls said that the wife taught ***mask*** .,0.0026850136630557765
321,54,embed,local,1,b,nonlocal_subj,number,wives,girl,taught,herself,The wives said that the girl taught herself . <eos>,The wives said that the girl taught herself .,the wives said that the girl taught ***mask*** .,0.0010136503914538184
322,54,embed,nonlocal,0,a,local_subj,number,girl,wives,taught,herself,The girl said that the wives taught herself . <eos>,The girl said that the wives taught herself .,the girl said that the wives taught ***mask*** .,0.0111393950810667
323,54,embed,nonlocal,0,b,local_subj,number,wife,girls,taught,herself,The wife said that the girls taught herself . <eos>,The wife said that the girls taught herself .,the wife said that the girls taught ***mask*** .,0.0014471768923711146
324,55,embed,local,1,a,none,none,girl,wife,killed,herself,The girl said that the wife killed herself . <eos>,The girl said that the wife killed herself .,the girl said that the wife killed ***mask*** .,5.1330771278821326e-05
325,55,embed,local,1,b,none,none,wife,girl,killed,herself,The wife said that the girl killed herself . <eos>,The wife said that the girl killed herself .,the wife said that the girl killed ***mask*** .,1.782567803810079e-05
326,55,embed,local,1,a,nonlocal_subj,number,girls,wife,killed,herself,The girls said that the wife killed herself . <eos>,The girls said that the wife killed herself .,the girls said that the wife killed ***mask*** .,4.5421979455781255e-05
327,55,embed,local,1,b,nonlocal_subj,number,wives,girl,killed,herself,The wives said that the girl killed herself . <eos>,The wives said that the girl killed herself .,the wives said that the girl killed ***mask*** .,4.056704030399121e-05
328,55,embed,nonlocal,0,a,local_subj,number,girl,wives,killed,herself,The girl said that the wives killed herself . <eos>,The girl said that the wives killed herself .,the girl said that the wives killed ***mask*** .,0.0008834063126672258
329,55,embed,nonlocal,0,b,local_subj,number,wife,girls,killed,herself,The wife said that the girls killed herself . <eos>,The wife said that the girls killed herself .,the wife said that the girls killed ***mask*** .,0.00029851383125320975
330,56,embed,local,1,a,none,none,girl,wife,called,herself,The girl said that the wife called herself . <eos>,The girl said that the wife called herself .,the girl said that the wife called ***mask*** .,0.03780510824830041
331,56,embed,local,1,b,none,none,wife,girl,called,herself,The wife said that the girl called herself . <eos>,The wife said that the girl called herself .,the wife said that the girl called ***mask*** .,0.011482045537271779
332,56,embed,local,1,a,nonlocal_subj,number,girls,wife,called,herself,The girls said that the wife called herself . <eos>,The girls said that the wife called herself .,the girls said that the wife called ***mask*** .,0.041090429682208836
333,56,embed,local,1,b,nonlocal_subj,number,wives,girl,called,herself,The wives said that the girl called herself . <eos>,The wives said that the girl called herself .,the wives said that the girl called ***mask*** .,0.010269610350350449
334,56,embed,nonlocal,0,a,local_subj,number,girl,wives,called,herself,The girl said that the wives called herself . <eos>,The girl said that the wives called herself .,the girl said that the wives called ***mask*** .,0.08753803847676436
335,56,embed,nonlocal,0,b,local_subj,number,wife,girls,called,herself,The wife said that the girls called herself . <eos>,The wife said that the girls called herself .,the wife said that the girls called ***mask*** .,0.07865710804728322
336,57,embed,local,1,a,none,none,girl,wife,dedicated,herself,The girl said that the wife dedicated herself . <eos>,The girl said that the wife dedicated herself .,the girl said that the wife dedicated ***mask*** .,1.4599447450269828e-05
337,57,embed,local,1,b,none,none,wife,girl,dedicated,herself,The wife said that the girl dedicated herself . <eos>,The wife said that the girl dedicated herself .,the wife said that the girl dedicated ***mask*** .,1.566897454264662e-06
338,57,embed,local,1,a,nonlocal_subj,number,girls,wife,dedicated,herself,The girls said that the wife dedicated herself . <eos>,The girls said that the wife dedicated herself .,the girls said that the wife dedicated ***mask*** .,7.326562002589801e-06
339,57,embed,local,1,b,nonlocal_subj,number,wives,girl,dedicated,herself,The wives said that the girl dedicated herself . <eos>,The wives said that the girl dedicated herself .,the wives said that the girl dedicated ***mask*** .,1.3228505854873475e-06
340,57,embed,nonlocal,0,a,local_subj,number,girl,wives,dedicated,herself,The girl said that the wives dedicated herself . <eos>,The girl said that the wives dedicated herself .,the girl said that the wives dedicated ***mask*** .,0.00040616578006288023
341,57,embed,nonlocal,0,b,local_subj,number,wife,girls,dedicated,herself,The wife said that the girls dedicated herself . <eos>,The wife said that the girls dedicated herself .,the wife said that the girls dedicated ***mask*** .,0.00014307689333893184
342,58,embed,local,1,a,none,none,girl,wife,declared,herself,The girl said that the wife declared herself . <eos>,The girl said that the wife declared herself .,the girl said that the wife declared ***mask*** .,0.001013449409987621
343,58,embed,local,1,b,none,none,wife,girl,declared,herself,The wife said that the girl declared herself . <eos>,The wife said that the girl declared herself .,the wife said that the girl declared ***mask*** .,0.00013820391323051898
344,58,embed,local,1,a,nonlocal_subj,number,girls,wife,declared,herself,The girls said that the wife declared herself . <eos>,The girls said that the wife declared herself .,the girls said that the wife declared ***mask*** .,0.0007884181609147955
345,58,embed,local,1,b,nonlocal_subj,number,wives,girl,declared,herself,The wives said that the girl declared herself . <eos>,The wives said that the girl declared herself .,the wives said that the girl declared ***mask*** .,0.0001472947058161941
346,58,embed,nonlocal,0,a,local_subj,number,girl,wives,declared,herself,The girl said that the wives declared herself . <eos>,The girl said that the wives declared herself .,the girl said that the wives declared ***mask*** .,0.018532537395648245
347,58,embed,nonlocal,0,b,local_subj,number,wife,girls,declared,herself,The wife said that the girls declared herself . <eos>,The wife said that the girls declared herself .,the wife said that the girls declared ***mask*** .,0.0018370855889564594
348,59,embed,local,1,a,none,none,girl,wife,proved,herself,The girl said that the wife proved herself . <eos>,The girl said that the wife proved herself .,the girl said that the wife proved ***mask*** .,0.000316217773817224
349,59,embed,local,1,b,none,none,wife,girl,proved,herself,The wife said that the girl proved herself . <eos>,The wife said that the girl proved herself .,the wife said that the girl proved ***mask*** .,0.00014771881416907338
350,59,embed,local,1,a,nonlocal_subj,number,girls,wife,proved,herself,The girls said that the wife proved herself . <eos>,The girls said that the wife proved herself .,the girls said that the wife proved ***mask*** .,0.0006349269815957166
351,59,embed,local,1,b,nonlocal_subj,number,wives,girl,proved,herself,The wives said that the girl proved herself . <eos>,The wives said that the girl proved herself .,the wives said that the girl proved ***mask*** .,0.00019838756291922944
352,59,embed,nonlocal,0,a,local_subj,number,girl,wives,proved,herself,The girl said that the wives proved herself . <eos>,The girl said that the wives proved herself .,the girl said that the wives proved ***mask*** .,0.0033693862141663234
353,59,embed,nonlocal,0,b,local_subj,number,wife,girls,proved,herself,The wife said that the girls proved herself . <eos>,The wife said that the girls proved herself .,the wife said that the girls proved ***mask*** .,0.0008569150919620589
354,60,embed,local,1,a,none,none,girl,wife,shot,herself,The girl said that the wife shot herself . <eos>,The girl said that the wife shot herself .,the girl said that the wife shot ***mask*** .,0.0002769593262774967
355,60,embed,local,1,b,none,none,wife,girl,shot,herself,The wife said that the girl shot herself . <eos>,The wife said that the girl shot herself .,the wife said that the girl shot ***mask*** .,0.0001582360359020595
356,60,embed,local,1,a,nonlocal_subj,number,girls,wife,shot,herself,The girls said that the wife shot herself . <eos>,The girls said that the wife shot herself .,the girls said that the wife shot ***mask*** .,0.00034299763135759896
357,60,embed,local,1,b,nonlocal_subj,number,wives,girl,shot,herself,The wives said that the girl shot herself . <eos>,The wives said that the girl shot herself .,the wives said that the girl shot ***mask*** .,0.0003044618304493744
358,60,embed,nonlocal,0,a,local_subj,number,girl,wives,shot,herself,The girl said that the wives shot herself . <eos>,The girl said that the wives shot herself .,the girl said that the wives shot ***mask*** .,0.006894393024876954
359,60,embed,nonlocal,0,b,local_subj,number,wife,girls,shot,herself,The wife said that the girls shot herself . <eos>,The wife said that the girls shot herself .,the wife said that the girls shot ***mask*** .,0.003307884334042123
360,61,embed,local,1,a,none,none,girl,wife,saw,herself,The girl said that the wife saw herself . <eos>,The girl said that the wife saw herself .,the girl said that the wife saw ***mask*** .,0.03495758017231849
361,61,embed,local,1,b,none,none,wife,girl,saw,herself,The wife said that the girl saw herself . <eos>,The wife said that the girl saw herself .,the wife said that the girl saw ***mask*** .,0.011784800910532505
362,61,embed,local,1,a,nonlocal_subj,number,girls,wife,saw,herself,The girls said that the wife saw herself . <eos>,The girls said that the wife saw herself .,the girls said that the wife saw ***mask*** .,0.05587753852327714
363,61,embed,local,1,b,nonlocal_subj,number,wives,girl,saw,herself,The wives said that the girl saw herself . <eos>,The wives said that the girl saw herself .,the wives said that the girl saw ***mask*** .,0.011064091105379188
364,61,embed,nonlocal,0,a,local_subj,number,girl,wives,saw,herself,The girl said that the wives saw herself . <eos>,The girl said that the wives saw herself .,the girl said that the wives saw ***mask*** .,0.0963953246317238
365,61,embed,nonlocal,0,b,local_subj,number,wife,girls,saw,herself,The wife said that the girls saw herself . <eos>,The wife said that the girls saw herself .,the wife said that the girls saw ***mask*** .,0.094414317435867
366,62,embed,local,1,a,none,none,girl,wife,established,herself,The girl said that the wife established herself . <eos>,The girl said that the wife established herself .,the girl said that the wife established ***mask*** .,2.189262206005749e-05
367,62,embed,local,1,b,none,none,wife,girl,established,herself,The wife said that the girl established herself . <eos>,The wife said that the girl established herself .,the wife said that the girl established ***mask*** .,2.0841704141279095e-06
368,62,embed,local,1,a,nonlocal_subj,number,girls,wife,established,herself,The girls said that the wife established herself . <eos>,The girls said that the wife established herself .,the girls said that the wife established ***mask*** .,2.583305013431864e-05
369,62,embed,local,1,b,nonlocal_subj,number,wives,girl,established,herself,The wives said that the girl established herself . <eos>,The wives said that the girl established herself .,the wives said that the girl established ***mask*** .,2.4517510477980075e-06
370,62,embed,nonlocal,0,a,local_subj,number,girl,wives,established,herself,The girl said that the wives established herself . <eos>,The girl said that the wives established herself .,the girl said that the wives established ***mask*** .,0.0004261880508205055
371,62,embed,nonlocal,0,b,local_subj,number,wife,girls,established,herself,The wife said that the girls established herself . <eos>,The wife said that the girls established herself .,the wife said that the girls established ***mask*** .,2.3180657488720696e-05
372,63,embed,local,1,a,none,none,girl,wife,devoted,herself,The girl said that the wife devoted herself . <eos>,The girl said that the wife devoted herself .,the girl said that the wife devoted ***mask*** .,6.59018897227098e-06
373,63,embed,local,1,b,none,none,wife,girl,devoted,herself,The wife said that the girl devoted herself . <eos>,The wife said that the girl devoted herself .,the wife said that the girl devoted ***mask*** .,3.145829003736702e-06
374,63,embed,local,1,a,nonlocal_subj,number,girls,wife,devoted,herself,The girls said that the wife devoted herself . <eos>,The girls said that the wife devoted herself .,the girls said that the wife devoted ***mask*** .,4.917783859522222e-06
375,63,embed,local,1,b,nonlocal_subj,number,wives,girl,devoted,herself,The wives said that the girl devoted herself . <eos>,The wives said that the girl devoted herself .,the wives said that the girl devoted ***mask*** .,2.285891531707127e-06
376,63,embed,nonlocal,0,a,local_subj,number,girl,wives,devoted,herself,The girl said that the wives devoted herself . <eos>,The girl said that the wives devoted herself .,the girl said that the wives devoted ***mask*** .,0.0012221865457908822
377,63,embed,nonlocal,0,b,local_subj,number,wife,girls,devoted,herself,The wife said that the girls devoted herself . <eos>,The wife said that the girls devoted herself .,the wife said that the girls devoted ***mask*** .,0.0001528268183501284
378,64,embed,local,1,a,none,none,girl,wife,considered,herself,The girl said that the wife considered herself . <eos>,The girl said that the wife considered herself .,the girl said that the wife considered ***mask*** .,0.021863601466449962
379,64,embed,local,1,b,none,none,wife,girl,considered,herself,The wife said that the girl considered herself . <eos>,The wife said that the girl considered herself .,the wife said that the girl considered ***mask*** .,0.003467637939446951
380,64,embed,local,1,a,nonlocal_subj,number,girls,wife,considered,herself,The girls said that the wife considered herself . <eos>,The girls said that the wife considered herself .,the girls said that the wife considered ***mask*** .,0.020521535438814353
381,64,embed,local,1,b,nonlocal_subj,number,wives,girl,considered,herself,The wives said that the girl considered herself . <eos>,The wives said that the girl considered herself .,the wives said that the girl considered ***mask*** .,0.002331909169510644
382,64,embed,nonlocal,0,a,local_subj,number,girl,wives,considered,herself,The girl said that the wives considered herself . <eos>,The girl said that the wives considered herself .,the girl said that the wives considered ***mask*** .,0.061657106095534216
383,64,embed,nonlocal,0,b,local_subj,number,wife,girls,considered,herself,The wife said that the girls considered herself . <eos>,The wife said that the girls considered herself .,the wife said that the girls considered ***mask*** .,0.014593683903757001
384,65,embed,local,1,a,none,none,girl,wife,identified,herself,The girl said that the wife identified herself . <eos>,The girl said that the wife identified herself .,the girl said that the wife identified ***mask*** .,2.6361254135295186e-05
385,65,embed,local,1,b,none,none,wife,girl,identified,herself,The wife said that the girl identified herself . <eos>,The wife said that the girl identified herself .,the wife said that the girl identified ***mask*** .,7.784867903337737e-06
386,65,embed,local,1,a,nonlocal_subj,number,girls,wife,identified,herself,The girls said that the wife identified herself . <eos>,The girls said that the wife identified herself .,the girls said that the wife identified ***mask*** .,2.547323181196019e-05
387,65,embed,local,1,b,nonlocal_subj,number,wives,girl,identified,herself,The wives said that the girl identified herself . <eos>,The wives said that the girl identified herself .,the wives said that the girl identified ***mask*** .,1.2933599280052303e-05
388,65,embed,nonlocal,0,a,local_subj,number,girl,wives,identified,herself,The girl said that the wives identified herself . <eos>,The girl said that the wives identified herself .,the girl said that the wives identified ***mask*** .,0.0004095879260060948
389,65,embed,nonlocal,0,b,local_subj,number,wife,girls,identified,herself,The wife said that the girls identified herself . <eos>,The wife said that the girls identified herself .,the wife said that the girls identified ***mask*** .,0.00017922343529593748
390,66,embed,local,1,a,none,none,girl,wife,made,herself,The girl said that the wife made herself . <eos>,The girl said that the wife made herself .,the girl said that the wife made ***mask*** .,0.0746650576690086
391,66,embed,local,1,b,none,none,wife,girl,made,herself,The wife said that the girl made herself . <eos>,The wife said that the girl made herself .,the wife said that the girl made ***mask*** .,0.030336877450909613
392,66,embed,local,1,a,nonlocal_subj,number,girls,wife,made,herself,The girls said that the wife made herself . <eos>,The girls said that the wife made herself .,the girls said that the wife made ***mask*** .,0.10671424868831599
393,66,embed,local,1,b,nonlocal_subj,number,wives,girl,made,herself,The wives said that the girl made herself . <eos>,The wives said that the girl made herself .,the wives said that the girl made ***mask*** .,0.03010579706450182
394,66,embed,nonlocal,0,a,local_subj,number,girl,wives,made,herself,The girl said that the wives made herself . <eos>,The girl said that the wives made herself .,the girl said that the wives made ***mask*** .,0.5255157000478953
395,66,embed,nonlocal,0,b,local_subj,number,wife,girls,made,herself,The wife said that the girls made herself . <eos>,The wife said that the girls made herself .,the wife said that the girls made ***mask*** .,0.4016486887553807
396,67,embed,local,1,a,none,none,girl,wife,found,herself,The girl said that the wife found herself . <eos>,The girl said that the wife found herself .,the girl said that the wife found ***mask*** .,0.01841919345919461
397,67,embed,local,1,b,none,none,wife,girl,found,herself,The wife said that the girl found herself . <eos>,The wife said that the girl found herself .,the wife said that the girl found ***mask*** .,0.004185485222865214
398,67,embed,local,1,a,nonlocal_subj,number,girls,wife,found,herself,The girls said that the wife found herself . <eos>,The girls said that the wife found herself .,the girls said that the wife found ***mask*** .,0.019511165160242816
399,67,embed,local,1,b,nonlocal_subj,number,wives,girl,found,herself,The wives said that the girl found herself . <eos>,The wives said that the girl found herself .,the wives said that the girl found ***mask*** .,0.0037309670212029933
400,67,embed,nonlocal,0,a,local_subj,number,girl,wives,found,herself,The girl said that the wives found herself . <eos>,The girl said that the wives found herself .,the girl said that the wives found ***mask*** .,0.08571049886931621
401,67,embed,nonlocal,0,b,local_subj,number,wife,girls,found,herself,The wife said that the girls found herself . <eos>,The wife said that the girls found herself .,the wife said that the girls found ***mask*** .,0.04323851081586404
402,68,embed,local,1,a,none,none,girl,wife,distinguished,herself,The girl said that the wife distinguished herself . <eos>,The girl said that the wife distinguished herself .,the girl said that the wife distinguished ***mask*** .,1.1215736948852225e-06
403,68,embed,local,1,b,none,none,wife,girl,distinguished,herself,The wife said that the girl distinguished herself . <eos>,The wife said that the girl distinguished herself .,the wife said that the girl distinguished ***mask*** .,4.5449333091862803e-07
404,68,embed,local,1,a,nonlocal_subj,number,girls,wife,distinguished,herself,The girls said that the wife distinguished herself . <eos>,The girls said that the wife distinguished herself .,the girls said that the wife distinguished ***mask*** .,7.931403384327326e-07
405,68,embed,local,1,b,nonlocal_subj,number,wives,girl,distinguished,herself,The wives said that the girl distinguished herself . <eos>,The wives said that the girl distinguished herself .,the wives said that the girl distinguished ***mask*** .,1.3105523120656809e-06
406,68,embed,nonlocal,0,a,local_subj,number,girl,wives,distinguished,herself,The girl said that the wives distinguished herself . <eos>,The girl said that the wives distinguished herself .,the girl said that the wives distinguished ***mask*** .,0.0001250471087144954
407,68,embed,nonlocal,0,b,local_subj,number,wife,girls,distinguished,herself,The wife said that the girls distinguished herself . <eos>,The wife said that the girls distinguished herself .,the wife said that the girls distinguished ***mask*** .,1.5680356418457945e-05
408,69,embed,local,1,a,none,none,girl,wife,taught,herself,The girl said that the wife taught herself . <eos>,The girl said that the wife taught herself .,the girl said that the wife taught ***mask*** .,0.003412344425503835
409,69,embed,local,1,b,none,none,wife,girl,taught,herself,The wife said that the girl taught herself . <eos>,The wife said that the girl taught herself .,the wife said that the girl taught ***mask*** .,0.0006845110711201682
410,69,embed,local,1,a,nonlocal_subj,number,girls,wife,taught,herself,The girls said that the wife taught herself . <eos>,The girls said that the wife taught herself .,the girls said that the wife taught ***mask*** .,0.0026850136630557765
411,69,embed,local,1,b,nonlocal_subj,number,wives,girl,taught,herself,The wives said that the girl taught herself . <eos>,The wives said that the girl taught herself .,the wives said that the girl taught ***mask*** .,0.0010136503914538184
412,69,embed,nonlocal,0,a,local_subj,number,girl,wives,taught,herself,The girl said that the wives taught herself . <eos>,The girl said that the wives taught herself .,the girl said that the wives taught ***mask*** .,0.0111393950810667
413,69,embed,nonlocal,0,b,local_subj,number,wife,girls,taught,herself,The wife said that the girls taught herself . <eos>,The wife said that the girls taught herself .,the wife said that the girls taught ***mask*** .,0.0014471768923711146
414,70,embed,local,1,a,none,none,girl,wife,killed,herself,The girl said that the wife killed herself . <eos>,The girl said that the wife killed herself .,the girl said that the wife killed ***mask*** .,5.1330771278821326e-05
415,70,embed,local,1,b,none,none,wife,girl,killed,herself,The wife said that the girl killed herself . <eos>,The wife said that the girl killed herself .,the wife said that the girl killed ***mask*** .,1.782567803810079e-05
416,70,embed,local,1,a,nonlocal_subj,number,girls,wife,killed,herself,The girls said that the wife killed herself . <eos>,The girls said that the wife killed herself .,the girls said that the wife killed ***mask*** .,4.5421979455781255e-05
417,70,embed,local,1,b,nonlocal_subj,number,wives,girl,killed,herself,The wives said that the girl killed herself . <eos>,The wives said that the girl killed herself .,the wives said that the girl killed ***mask*** .,4.056704030399121e-05
418,70,embed,nonlocal,0,a,local_subj,number,girl,wives,killed,herself,The girl said that the wives killed herself . <eos>,The girl said that the wives killed herself .,the girl said that the wives killed ***mask*** .,0.0008834063126672258
419,70,embed,nonlocal,0,b,local_subj,number,wife,girls,killed,herself,The wife said that the girls killed herself . <eos>,The wife said that the girls killed herself .,the wife said that the girls killed ***mask*** .,0.00029851383125320975
420,71,embed,local,1,a,none,none,girl,wife,called,herself,The girl said that the wife called herself . <eos>,The girl said that the wife called herself .,the girl said that the wife called ***mask*** .,0.03780510824830041
421,71,embed,local,1,b,none,none,wife,girl,called,herself,The wife said that the girl called herself . <eos>,The wife said that the girl called herself .,the wife said that the girl called ***mask*** .,0.011482045537271779
422,71,embed,local,1,a,nonlocal_subj,number,girls,wife,called,herself,The girls said that the wife called herself . <eos>,The girls said that the wife called herself .,the girls said that the wife called ***mask*** .,0.041090429682208836
423,71,embed,local,1,b,nonlocal_subj,number,wives,girl,called,herself,The wives said that the girl called herself . <eos>,The wives said that the girl called herself .,the wives said that the girl called ***mask*** .,0.010269610350350449
424,71,embed,nonlocal,0,a,local_subj,number,girl,wives,called,herself,The girl said that the wives called herself . <eos>,The girl said that the wives called herself .,the girl said that the wives called ***mask*** .,0.08753803847676436
425,71,embed,nonlocal,0,b,local_subj,number,wife,girls,called,herself,The wife said that the girls called herself . <eos>,The wife said that the girls called herself .,the wife said that the girls called ***mask*** .,0.07865710804728322
426,72,embed,local,1,a,none,none,girl,wife,dedicated,herself,The girl said that the wife dedicated herself . <eos>,The girl said that the wife dedicated herself .,the girl said that the wife dedicated ***mask*** .,1.4599447450269828e-05
427,72,embed,local,1,b,none,none,wife,girl,dedicated,herself,The wife said that the girl dedicated herself . <eos>,The wife said that the girl dedicated herself .,the wife said that the girl dedicated ***mask*** .,1.566897454264662e-06
428,72,embed,local,1,a,nonlocal_subj,number,girls,wife,dedicated,herself,The girls said that the wife dedicated herself . <eos>,The girls said that the wife dedicated herself .,the girls said that the wife dedicated ***mask*** .,7.326562002589801e-06
429,72,embed,local,1,b,nonlocal_subj,number,wives,girl,dedicated,herself,The wives said that the girl dedicated herself . <eos>,The wives said that the girl dedicated herself .,the wives said that the girl dedicated ***mask*** .,1.3228505854873475e-06
430,72,embed,nonlocal,0,a,local_subj,number,girl,wives,dedicated,herself,The girl said that the wives dedicated herself . <eos>,The girl said that the wives dedicated herself .,the girl said that the wives dedicated ***mask*** .,0.00040616578006288023
431,72,embed,nonlocal,0,b,local_subj,number,wife,girls,dedicated,herself,The wife said that the girls dedicated herself . <eos>,The wife said that the girls dedicated herself .,the wife said that the girls dedicated ***mask*** .,0.00014307689333893184
432,73,embed,local,1,a,none,none,girl,wife,declared,herself,The girl said that the wife declared herself . <eos>,The girl said that the wife declared herself .,the girl said that the wife declared ***mask*** .,0.001013449409987621
433,73,embed,local,1,b,none,none,wife,girl,declared,herself,The wife said that the girl declared herself . <eos>,The wife said that the girl declared herself .,the wife said that the girl declared ***mask*** .,0.00013820391323051898
434,73,embed,local,1,a,nonlocal_subj,number,girls,wife,declared,herself,The girls said that the wife declared herself . <eos>,The girls said that the wife declared herself .,the girls said that the wife declared ***mask*** .,0.0007884181609147955
435,73,embed,local,1,b,nonlocal_subj,number,wives,girl,declared,herself,The wives said that the girl declared herself . <eos>,The wives said that the girl declared herself .,the wives said that the girl declared ***mask*** .,0.0001472947058161941
436,73,embed,nonlocal,0,a,local_subj,number,girl,wives,declared,herself,The girl said that the wives declared herself . <eos>,The girl said that the wives declared herself .,the girl said that the wives declared ***mask*** .,0.018532537395648245
