,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
316,53,simple,local,c-command,1,a,distractor,number,boy,actors,distinguished,himself,The boy near the actors distinguished himself . <eos>,The boy near the actors distinguished himself .,the boy near the actors distinguished ***mask*** .,0.2073112655136152
317,53,simple,local,c-command,1,b,distractor,number,actor,boys,distinguished,himself,The actor near the boys distinguished himself . <eos>,The actor near the boys distinguished himself .,the actor near the boys distinguished ***mask*** .,0.33438129311123577
318,54,simple,local,c-command,1,a,none,none,boy,actor,taught,himself,The boy near the actor taught himself . <eos>,The boy near the actor taught himself .,the boy near the actor taught ***mask*** .,5.534727432780337
319,54,simple,local,c-command,1,b,none,none,actor,boy,taught,himself,The actor near the boy taught himself . <eos>,The actor near the boy taught himself .,the actor near the boy taught ***mask*** .,5.179056504880639
320,54,simple,local,no-c-command,0,a,head,number,boys,actor,taught,himself,The boys near the actor taught himself . <eos>,The boys near the actor taught himself .,the boys near the actor taught ***mask*** .,7.421128895662363
321,54,simple,local,no-c-command,0,b,head,number,actors,boy,taught,himself,The actors near the boy taught himself . <eos>,The actors near the boy taught himself .,the actors near the boy taught ***mask*** .,8.09470408302554
322,54,simple,local,c-command,1,a,distractor,number,boy,actors,taught,himself,The boy near the actors taught himself . <eos>,The boy near the actors taught himself .,the boy near the actors taught ***mask*** .,6.446395898386365
323,54,simple,local,c-command,1,b,distractor,number,actor,boys,taught,himself,The actor near the boys taught himself . <eos>,The actor near the boys taught himself .,the actor near the boys taught ***mask*** .,4.627450804128978
324,55,simple,local,c-command,1,a,none,none,boy,actor,killed,himself,The boy near the actor killed himself . <eos>,The boy near the actor killed himself .,the boy near the actor killed ***mask*** .,1.0683963555790241
325,55,simple,local,c-command,1,b,none,none,actor,boy,killed,himself,The actor near the boy killed himself . <eos>,The actor near the boy killed himself .,the actor near the boy killed ***mask*** .,3.045880651128217
326,55,simple,local,no-c-command,0,a,head,number,boys,actor,killed,himself,The boys near the actor killed himself . <eos>,The boys near the actor killed himself .,the boys near the actor killed ***mask*** .,3.5208320586163526
327,55,simple,local,no-c-command,0,b,head,number,actors,boy,killed,himself,The actors near the boy killed himself . <eos>,The actors near the boy killed himself .,the actors near the boy killed ***mask*** .,5.458751275976978
328,55,simple,local,c-command,1,a,distractor,number,boy,actors,killed,himself,The boy near the actors killed himself . <eos>,The boy near the actors killed himself .,the boy near the actors killed ***mask*** .,1.7903958181177022
329,55,simple,local,c-command,1,b,distractor,number,actor,boys,killed,himself,The actor near the boys killed himself . <eos>,The actor near the boys killed himself .,the actor near the boys killed ***mask*** .,2.256946939165316
330,56,simple,local,c-command,1,a,none,none,boy,actor,called,himself,The boy near the actor called himself . <eos>,The boy near the actor called himself .,the boy near the actor called ***mask*** .,9.625176876880564
331,56,simple,local,c-command,1,b,none,none,actor,boy,called,himself,The actor near the boy called himself . <eos>,The actor near the boy called himself .,the actor near the boy called ***mask*** .,8.865349329025063
332,56,simple,local,no-c-command,0,a,head,number,boys,actor,called,himself,The boys near the actor called himself . <eos>,The boys near the actor called himself .,the boys near the actor called ***mask*** .,11.37548172968468
333,56,simple,local,no-c-command,0,b,head,number,actors,boy,called,himself,The actors near the boy called himself . <eos>,The actors near the boy called himself .,the actors near the boy called ***mask*** .,14.438609026451024
334,56,simple,local,c-command,1,a,distractor,number,boy,actors,called,himself,The boy near the actors called himself . <eos>,The boy near the actors called himself .,the boy near the actors called ***mask*** .,11.160738727284004
335,56,simple,local,c-command,1,b,distractor,number,actor,boys,called,himself,The actor near the boys called himself . <eos>,The actor near the boys called himself .,the actor near the boys called ***mask*** .,7.7943995751167625
336,57,simple,local,c-command,1,a,none,none,boy,actor,dedicated,himself,The boy near the actor dedicated himself . <eos>,The boy near the actor dedicated himself .,the boy near the actor dedicated ***mask*** .,1.4594592436150744
337,57,simple,local,c-command,1,b,none,none,actor,boy,dedicated,himself,The actor near the boy dedicated himself . <eos>,The actor near the boy dedicated himself .,the actor near the boy dedicated ***mask*** .,1.9331116350362358
338,57,simple,local,no-c-command,0,a,head,number,boys,actor,dedicated,himself,The boys near the actor dedicated himself . <eos>,The boys near the actor dedicated himself .,the boys near the actor dedicated ***mask*** .,10.31707783329304
339,57,simple,local,no-c-command,0,b,head,number,actors,boy,dedicated,himself,The actors near the boy dedicated himself . <eos>,The actors near the boy dedicated himself .,the actors near the boy dedicated ***mask*** .,9.572919686154789
340,57,simple,local,c-command,1,a,distractor,number,boy,actors,dedicated,himself,The boy near the actors dedicated himself . <eos>,The boy near the actors dedicated himself .,the boy near the actors dedicated ***mask*** .,1.6011327752826015
341,57,simple,local,c-command,1,b,distractor,number,actor,boys,dedicated,himself,The actor near the boys dedicated himself . <eos>,The actor near the boys dedicated himself .,the actor near the boys dedicated ***mask*** .,2.8142372679076924
342,58,simple,local,c-command,1,a,none,none,boy,actor,declared,himself,The boy near the actor declared himself . <eos>,The boy near the actor declared himself .,the boy near the actor declared ***mask*** .,5.202712113675095
343,58,simple,local,c-command,1,b,none,none,actor,boy,declared,himself,The actor near the boy declared himself . <eos>,The actor near the boy declared himself .,the actor near the boy declared ***mask*** .,5.912276416148262
344,58,simple,local,no-c-command,0,a,head,number,boys,actor,declared,himself,The boys near the actor declared himself . <eos>,The boys near the actor declared himself .,the boys near the actor declared ***mask*** .,10.613771868185044
345,58,simple,local,no-c-command,0,b,head,number,actors,boy,declared,himself,The actors near the boy declared himself . <eos>,The actors near the boy declared himself .,the actors near the boy declared ***mask*** .,10.43649181475661
346,58,simple,local,c-command,1,a,distractor,number,boy,actors,declared,himself,The boy near the actors declared himself . <eos>,The boy near the actors declared himself .,the boy near the actors declared ***mask*** .,5.134775235599511
347,58,simple,local,c-command,1,b,distractor,number,actor,boys,declared,himself,The actor near the boys declared himself . <eos>,The actor near the boys declared himself .,the actor near the boys declared ***mask*** .,6.827589888830933
348,59,simple,local,c-command,1,a,none,none,boy,actor,proved,himself,The boy near the actor proved himself . <eos>,The boy near the actor proved himself .,the boy near the actor proved ***mask*** .,6.6051528187536475
349,59,simple,local,c-command,1,b,none,none,actor,boy,proved,himself,The actor near the boy proved himself . <eos>,The actor near the boy proved himself .,the actor near the boy proved ***mask*** .,5.929487406762292
350,59,simple,local,no-c-command,0,a,head,number,boys,actor,proved,himself,The boys near the actor proved himself . <eos>,The boys near the actor proved himself .,the boys near the actor proved ***mask*** .,11.116102524181368
351,59,simple,local,no-c-command,0,b,head,number,actors,boy,proved,himself,The actors near the boy proved himself . <eos>,The actors near the boy proved himself .,the actors near the boy proved ***mask*** .,10.612448036128676
352,59,simple,local,c-command,1,a,distractor,number,boy,actors,proved,himself,The boy near the actors proved himself . <eos>,The boy near the actors proved himself .,the boy near the actors proved ***mask*** .,6.226389800451928
353,59,simple,local,c-command,1,b,distractor,number,actor,boys,proved,himself,The actor near the boys proved himself . <eos>,The actor near the boys proved himself .,the actor near the boys proved ***mask*** .,7.026739779071616
354,60,simple,local,c-command,1,a,none,none,boy,actor,shot,himself,The boy near the actor shot himself . <eos>,The boy near the actor shot himself .,the boy near the actor shot ***mask*** .,2.6025376549019215
355,60,simple,local,c-command,1,b,none,none,actor,boy,shot,himself,The actor near the boy shot himself . <eos>,The actor near the boy shot himself .,the actor near the boy shot ***mask*** .,2.3326341710924674
356,60,simple,local,no-c-command,0,a,head,number,boys,actor,shot,himself,The boys near the actor shot himself . <eos>,The boys near the actor shot himself .,the boys near the actor shot ***mask*** .,6.11154602444157
357,60,simple,local,no-c-command,0,b,head,number,actors,boy,shot,himself,The actors near the boy shot himself . <eos>,The actors near the boy shot himself .,the actors near the boy shot ***mask*** .,5.755322743035621
358,60,simple,local,c-command,1,a,distractor,number,boy,actors,shot,himself,The boy near the actors shot himself . <eos>,The boy near the actors shot himself .,the boy near the actors shot ***mask*** .,2.208310864432041
359,60,simple,local,c-command,1,b,distractor,number,actor,boys,shot,himself,The actor near the boys shot himself . <eos>,The actor near the boys shot himself .,the actor near the boys shot ***mask*** .,2.1895641804904247
360,61,simple,local,c-command,1,a,none,none,boy,husband,saw,himself,The boy near the husband saw himself . <eos>,The boy near the husband saw himself .,the boy near the husband saw ***mask*** .,11.65892223233783
361,61,simple,local,c-command,1,b,none,none,husband,boy,saw,himself,The husband near the boy saw himself . <eos>,The husband near the boy saw himself .,the husband near the boy saw ***mask*** .,11.569799512174239
362,61,simple,local,no-c-command,0,a,head,number,boys,husband,saw,himself,The boys near the husband saw himself . <eos>,The boys near the husband saw himself .,the boys near the husband saw ***mask*** .,14.428704482409726
363,61,simple,local,no-c-command,0,b,head,number,husbands,boy,saw,himself,The husbands near the boy saw himself . <eos>,The husbands near the boy saw himself .,the husbands near the boy saw ***mask*** .,12.521012449771362
364,61,simple,local,c-command,1,a,distractor,number,boy,husbands,saw,himself,The boy near the husbands saw himself . <eos>,The boy near the husbands saw himself .,the boy near the husbands saw ***mask*** .,10.788429956601341
365,61,simple,local,c-command,1,b,distractor,number,husband,boys,saw,himself,The husband near the boys saw himself . <eos>,The husband near the boys saw himself .,the husband near the boys saw ***mask*** .,12.504374520086262
366,62,simple,local,c-command,1,a,none,none,boy,husband,established,himself,The boy near the husband established himself . <eos>,The boy near the husband established himself .,the boy near the husband established ***mask*** .,5.941117097738619
367,62,simple,local,c-command,1,b,none,none,husband,boy,established,himself,The husband near the boy established himself . <eos>,The husband near the boy established himself .,the husband near the boy established ***mask*** .,4.549912783328075
368,62,simple,local,no-c-command,0,a,head,number,boys,husband,established,himself,The boys near the husband established himself . <eos>,The boys near the husband established himself .,the boys near the husband established ***mask*** .,9.089867393243505
369,62,simple,local,no-c-command,0,b,head,number,husbands,boy,established,himself,The husbands near the boy established himself . <eos>,The husbands near the boy established himself .,the husbands near the boy established ***mask*** .,7.980975208864978
370,62,simple,local,c-command,1,a,distractor,number,boy,husbands,established,himself,The boy near the husbands established himself . <eos>,The boy near the husbands established himself .,the boy near the husbands established ***mask*** .,5.720188670081437
371,62,simple,local,c-command,1,b,distractor,number,husband,boys,established,himself,The husband near the boys established himself . <eos>,The husband near the boys established himself .,the husband near the boys established ***mask*** .,6.612759648807783
372,63,simple,local,c-command,1,a,none,none,boy,husband,devoted,himself,The boy near the husband devoted himself . <eos>,The boy near the husband devoted himself .,the boy near the husband devoted ***mask*** .,4.928067650257074
373,63,simple,local,c-command,1,b,none,none,husband,boy,devoted,himself,The husband near the boy devoted himself . <eos>,The husband near the boy devoted himself .,the husband near the boy devoted ***mask*** .,6.581522866717119
374,63,simple,local,no-c-command,0,a,head,number,boys,husband,devoted,himself,The boys near the husband devoted himself . <eos>,The boys near the husband devoted himself .,the boys near the husband devoted ***mask*** .,11.625538745119593
375,63,simple,local,no-c-command,0,b,head,number,husbands,boy,devoted,himself,The husbands near the boy devoted himself . <eos>,The husbands near the boy devoted himself .,the husbands near the boy devoted ***mask*** .,9.513384304507671
376,63,simple,local,c-command,1,a,distractor,number,boy,husbands,devoted,himself,The boy near the husbands devoted himself . <eos>,The boy near the husbands devoted himself .,the boy near the husbands devoted ***mask*** .,4.9592174886347085
377,63,simple,local,c-command,1,b,distractor,number,husband,boys,devoted,himself,The husband near the boys devoted himself . <eos>,The husband near the boys devoted himself .,the husband near the boys devoted ***mask*** .,3.4544981421088825
378,64,simple,local,c-command,1,a,none,none,boy,husband,considered,himself,The boy near the husband considered himself . <eos>,The boy near the husband considered himself .,the boy near the husband considered ***mask*** .,11.198135863465875
379,64,simple,local,c-command,1,b,none,none,husband,boy,considered,himself,The husband near the boy considered himself . <eos>,The husband near the boy considered himself .,the husband near the boy considered ***mask*** .,10.849385767221012
380,64,simple,local,no-c-command,0,a,head,number,boys,husband,considered,himself,The boys near the husband considered himself . <eos>,The boys near the husband considered himself .,the boys near the husband considered ***mask*** .,13.572239979358432
381,64,simple,local,no-c-command,0,b,head,number,husbands,boy,considered,himself,The husbands near the boy considered himself . <eos>,The husbands near the boy considered himself .,the husbands near the boy considered ***mask*** .,12.517153523519653
382,64,simple,local,c-command,1,a,distractor,number,boy,husbands,considered,himself,The boy near the husbands considered himself . <eos>,The boy near the husbands considered himself .,the boy near the husbands considered ***mask*** .,10.138034041573484
383,64,simple,local,c-command,1,b,distractor,number,husband,boys,considered,himself,The husband near the boys considered himself . <eos>,The husband near the boys considered himself .,the husband near the boys considered ***mask*** .,10.734661234121514
384,65,simple,local,c-command,1,a,none,none,boy,husband,identified,himself,The boy near the husband identified himself . <eos>,The boy near the husband identified himself .,the boy near the husband identified ***mask*** .,1.9975866952356425
385,65,simple,local,c-command,1,b,none,none,husband,boy,identified,himself,The husband near the boy identified himself . <eos>,The husband near the boy identified himself .,the husband near the boy identified ***mask*** .,1.7461455917767472
386,65,simple,local,no-c-command,0,a,head,number,boys,husband,identified,himself,The boys near the husband identified himself . <eos>,The boys near the husband identified himself .,the boys near the husband identified ***mask*** .,6.4328050654026905
387,65,simple,local,no-c-command,0,b,head,number,husbands,boy,identified,himself,The husbands near the boy identified himself . <eos>,The husbands near the boy identified himself .,the husbands near the boy identified ***mask*** .,3.751274707674233
388,65,simple,local,c-command,1,a,distractor,number,boy,husbands,identified,himself,The boy near the husbands identified himself . <eos>,The boy near the husbands identified himself .,the boy near the husbands identified ***mask*** .,2.42337576364337
389,65,simple,local,c-command,1,b,distractor,number,husband,boys,identified,himself,The husband near the boys identified himself . <eos>,The husband near the boys identified himself .,the husband near the boys identified ***mask*** .,2.209555844056145
390,66,simple,local,c-command,1,a,none,none,boy,husband,made,himself,The boy near the husband made himself . <eos>,The boy near the husband made himself .,the boy near the husband made ***mask*** .,13.25040049036523
391,66,simple,local,c-command,1,b,none,none,husband,boy,made,himself,The husband near the boy made himself . <eos>,The husband near the boy made himself .,the husband near the boy made ***mask*** .,13.945517233856615
392,66,simple,local,no-c-command,0,a,head,number,boys,husband,made,himself,The boys near the husband made himself . <eos>,The boys near the husband made himself .,the boys near the husband made ***mask*** .,17.796576565855318
393,66,simple,local,no-c-command,0,b,head,number,husbands,boy,made,himself,The husbands near the boy made himself . <eos>,The husbands near the boy made himself .,the husbands near the boy made ***mask*** .,17.610418416184753
394,66,simple,local,c-command,1,a,distractor,number,boy,husbands,made,himself,The boy near the husbands made himself . <eos>,The boy near the husbands made himself .,the boy near the husbands made ***mask*** .,12.595683217779976
395,66,simple,local,c-command,1,b,distractor,number,husband,boys,made,himself,The husband near the boys made himself . <eos>,The husband near the boys made himself .,the husband near the boys made ***mask*** .,14.961491881485912
396,67,simple,local,c-command,1,a,none,none,boy,husband,found,himself,The boy near the husband found himself . <eos>,The boy near the husband found himself .,the boy near the husband found ***mask*** .,8.62583820400245
397,67,simple,local,c-command,1,b,none,none,husband,boy,found,himself,The husband near the boy found himself . <eos>,The husband near the boy found himself .,the husband near the boy found ***mask*** .,9.232173999025344
398,67,simple,local,no-c-command,0,a,head,number,boys,husband,found,himself,The boys near the husband found himself . <eos>,The boys near the husband found himself .,the boys near the husband found ***mask*** .,12.380222643777806
399,67,simple,local,no-c-command,0,b,head,number,husbands,boy,found,himself,The husbands near the boy found himself . <eos>,The husbands near the boy found himself .,the husbands near the boy found ***mask*** .,11.468960686081697
400,67,simple,local,c-command,1,a,distractor,number,boy,husbands,found,himself,The boy near the husbands found himself . <eos>,The boy near the husbands found himself .,the boy near the husbands found ***mask*** .,7.856458747020298
401,67,simple,local,c-command,1,b,distractor,number,husband,boys,found,himself,The husband near the boys found himself . <eos>,The husband near the boys found himself .,the husband near the boys found ***mask*** .,9.137045073653807
402,68,simple,local,c-command,1,a,none,none,boy,husband,distinguished,himself,The boy near the husband distinguished himself . <eos>,The boy near the husband distinguished himself .,the boy near the husband distinguished ***mask*** .,1.1629174379780765
403,68,simple,local,c-command,1,b,none,none,husband,boy,distinguished,himself,The husband near the boy distinguished himself . <eos>,The husband near the boy distinguished himself .,the husband near the boy distinguished ***mask*** .,0.6369647825351531
404,68,simple,local,no-c-command,0,a,head,number,boys,husband,distinguished,himself,The boys near the husband distinguished himself . <eos>,The boys near the husband distinguished himself .,the boys near the husband distinguished ***mask*** .,10.501065114184529
405,68,simple,local,no-c-command,0,b,head,number,husbands,boy,distinguished,himself,The husbands near the boy distinguished himself . <eos>,The husbands near the boy distinguished himself .,the husbands near the boy distinguished ***mask*** .,7.0391841413724645
406,68,simple,local,c-command,1,a,distractor,number,boy,husbands,distinguished,himself,The boy near the husbands distinguished himself . <eos>,The boy near the husbands distinguished himself .,the boy near the husbands distinguished ***mask*** .,0.6805467243301715
407,68,simple,local,c-command,1,b,distractor,number,husband,boys,distinguished,himself,The husband near the boys distinguished himself . <eos>,The husband near the boys distinguished himself .,the husband near the boys distinguished ***mask*** .,1.0789178073174237
408,69,simple,local,c-command,1,a,none,none,boy,husband,taught,himself,The boy near the husband taught himself . <eos>,The boy near the husband taught himself .,the boy near the husband taught ***mask*** .,6.201578036681247
409,69,simple,local,c-command,1,b,none,none,husband,boy,taught,himself,The husband near the boy taught himself . <eos>,The husband near the boy taught himself .,the husband near the boy taught ***mask*** .,6.540354763456596
410,69,simple,local,no-c-command,0,a,head,number,boys,husband,taught,himself,The boys near the husband taught himself . <eos>,The boys near the husband taught himself .,the boys near the husband taught ***mask*** .,7.415842946846503
411,69,simple,local,no-c-command,0,b,head,number,husbands,boy,taught,himself,The husbands near the boy taught himself . <eos>,The husbands near the boy taught himself .,the husbands near the boy taught ***mask*** .,9.594076512907368
412,69,simple,local,c-command,1,a,distractor,number,boy,husbands,taught,himself,The boy near the husbands taught himself . <eos>,The boy near the husbands taught himself .,the boy near the husbands taught ***mask*** .,7.976068701447149
413,69,simple,local,c-command,1,b,distractor,number,husband,boys,taught,himself,The husband near the boys taught himself . <eos>,The husband near the boys taught himself .,the husband near the boys taught ***mask*** .,6.779074697608069
414,70,simple,local,c-command,1,a,none,none,boy,husband,killed,himself,The boy near the husband killed himself . <eos>,The boy near the husband killed himself .,the boy near the husband killed ***mask*** .,2.826088526512526
415,70,simple,local,c-command,1,b,none,none,husband,boy,killed,himself,The husband near the boy killed himself . <eos>,The husband near the boy killed himself .,the husband near the boy killed ***mask*** .,3.0268570802435457
416,70,simple,local,no-c-command,0,a,head,number,boys,husband,killed,himself,The boys near the husband killed himself . <eos>,The boys near the husband killed himself .,the boys near the husband killed ***mask*** .,5.296794279019505
417,70,simple,local,no-c-command,0,b,head,number,husbands,boy,killed,himself,The husbands near the boy killed himself . <eos>,The husbands near the boy killed himself .,the husbands near the boy killed ***mask*** .,7.420979106006351
418,70,simple,local,c-command,1,a,distractor,number,boy,husbands,killed,himself,The boy near the husbands killed himself . <eos>,The boy near the husbands killed himself .,the boy near the husbands killed ***mask*** .,2.637358377606465
419,70,simple,local,c-command,1,b,distractor,number,husband,boys,killed,himself,The husband near the boys killed himself . <eos>,The husband near the boys killed himself .,the husband near the boys killed ***mask*** .,1.7367123146194405
420,71,simple,local,c-command,1,a,none,none,boy,husband,called,himself,The boy near the husband called himself . <eos>,The boy near the husband called himself .,the boy near the husband called ***mask*** .,9.992664872552817
421,71,simple,local,c-command,1,b,none,none,husband,boy,called,himself,The husband near the boy called himself . <eos>,The husband near the boy called himself .,the husband near the boy called ***mask*** .,11.094089901026528
422,71,simple,local,no-c-command,0,a,head,number,boys,husband,called,himself,The boys near the husband called himself . <eos>,The boys near the husband called himself .,the boys near the husband called ***mask*** .,12.658802350702329
423,71,simple,local,no-c-command,0,b,head,number,husbands,boy,called,himself,The husbands near the boy called himself . <eos>,The husbands near the boy called himself .,the husbands near the boy called ***mask*** .,14.331724823514238
424,71,simple,local,c-command,1,a,distractor,number,boy,husbands,called,himself,The boy near the husbands called himself . <eos>,The boy near the husbands called himself .,the boy near the husbands called ***mask*** .,9.7306614047313
425,71,simple,local,c-command,1,b,distractor,number,husband,boys,called,himself,The husband near the boys called himself . <eos>,The husband near the boys called himself .,the husband near the boys called ***mask*** .,9.987612794737109
426,72,simple,local,c-command,1,a,none,none,boy,husband,dedicated,himself,The boy near the husband dedicated himself . <eos>,The boy near the husband dedicated himself .,the boy near the husband dedicated ***mask*** .,3.853380208916712
427,72,simple,local,c-command,1,b,none,none,husband,boy,dedicated,himself,The husband near the boy dedicated himself . <eos>,The husband near the boy dedicated himself .,the husband near the boy dedicated ***mask*** .,4.424130382344155
428,72,simple,local,no-c-command,0,a,head,number,boys,husband,dedicated,himself,The boys near the husband dedicated himself . <eos>,The boys near the husband dedicated himself .,the boys near the husband dedicated ***mask*** .,10.000417720335507
429,72,simple,local,no-c-command,0,b,head,number,husbands,boy,dedicated,himself,The husbands near the boy dedicated himself . <eos>,The husbands near the boy dedicated himself .,the husbands near the boy dedicated ***mask*** .,7.415680857822099
430,72,simple,local,c-command,1,a,distractor,number,boy,husbands,dedicated,himself,The boy near the husbands dedicated himself . <eos>,The boy near the husbands dedicated himself .,the boy near the husbands dedicated ***mask*** .,2.0498021521662095
431,72,simple,local,c-command,1,b,distractor,number,husband,boys,dedicated,himself,The husband near the boys dedicated himself . <eos>,The husband near the boys dedicated himself .,the husband near the boys dedicated ***mask*** .,4.440854590643286
432,73,simple,local,c-command,1,a,none,none,boy,husband,declared,himself,The boy near the husband declared himself . <eos>,The boy near the husband declared himself .,the boy near the husband declared ***mask*** .,7.388523737507548
433,73,simple,local,c-command,1,b,none,none,husband,boy,declared,himself,The husband near the boy declared himself . <eos>,The husband near the boy declared himself .,the husband near the boy declared ***mask*** .,7.80421600125441
434,73,simple,local,no-c-command,0,a,head,number,boys,husband,declared,himself,The boys near the husband declared himself . <eos>,The boys near the husband declared himself .,the boys near the husband declared ***mask*** .,11.90693195802898
435,73,simple,local,no-c-command,0,b,head,number,husbands,boy,declared,himself,The husbands near the boy declared himself . <eos>,The husbands near the boy declared himself .,the husbands near the boy declared ***mask*** .,10.060996666297388
436,73,simple,local,c-command,1,a,distractor,number,boy,husbands,declared,himself,The boy near the husbands declared himself . <eos>,The boy near the husbands declared himself .,the boy near the husbands declared ***mask*** .,7.157882762492472
437,73,simple,local,c-command,1,b,distractor,number,husband,boys,declared,himself,The husband near the boys declared himself . <eos>,The husband near the boys declared himself .,the husband near the boys declared ***mask*** .,8.235429649940503
438,74,simple,local,c-command,1,a,none,none,boy,husband,proved,himself,The boy near the husband proved himself . <eos>,The boy near the husband proved himself .,the boy near the husband proved ***mask*** .,8.360273556612732
439,74,simple,local,c-command,1,b,none,none,husband,boy,proved,himself,The husband near the boy proved himself . <eos>,The husband near the boy proved himself .,the husband near the boy proved ***mask*** .,7.669904565378626
440,74,simple,local,no-c-command,0,a,head,number,boys,husband,proved,himself,The boys near the husband proved himself . <eos>,The boys near the husband proved himself .,the boys near the husband proved ***mask*** .,11.965104171651536
441,74,simple,local,no-c-command,0,b,head,number,husbands,boy,proved,himself,The husbands near the boy proved himself . <eos>,The husbands near the boy proved himself .,the husbands near the boy proved ***mask*** .,13.480981584880961
442,74,simple,local,c-command,1,a,distractor,number,boy,husbands,proved,himself,The boy near the husbands proved himself . <eos>,The boy near the husbands proved himself .,the boy near the husbands proved ***mask*** .,6.992694988307165
443,74,simple,local,c-command,1,b,distractor,number,husband,boys,proved,himself,The husband near the boys proved himself . <eos>,The husband near the boys proved himself .,the husband near the boys proved ***mask*** .,9.02733461810112
444,75,simple,local,c-command,1,a,none,none,boy,husband,shot,himself,The boy near the husband shot himself . <eos>,The boy near the husband shot himself .,the boy near the husband shot ***mask*** .,3.11536169986507
445,75,simple,local,c-command,1,b,none,none,husband,boy,shot,himself,The husband near the boy shot himself . <eos>,The husband near the boy shot himself .,the husband near the boy shot ***mask*** .,3.1464135497257044
446,75,simple,local,no-c-command,0,a,head,number,boys,husband,shot,himself,The boys near the husband shot himself . <eos>,The boys near the husband shot himself .,the boys near the husband shot ***mask*** .,6.072128923088189
447,75,simple,local,no-c-command,0,b,head,number,husbands,boy,shot,himself,The husbands near the boy shot himself . <eos>,The husbands near the boy shot himself .,the husbands near the boy shot ***mask*** .,7.7357103231059146
448,75,simple,local,c-command,1,a,distractor,number,boy,husbands,shot,himself,The boy near the husbands shot himself . <eos>,The boy near the husbands shot himself .,the boy near the husbands shot ***mask*** .,3.6408042075715312
449,75,simple,local,c-command,1,b,distractor,number,husband,boys,shot,himself,The husband near the boys shot himself . <eos>,The husband near the boys shot himself .,the husband near the boys shot ***mask*** .,3.1634924858865223
